,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3191,PERRY COMMUNITY HOSPITAL (440040),2015,Acute Care,Proprietary,34.0,35.591854,-87.862909,TN,,,95.0,15028.0,130.0,13045.0
3192,TRISTAR HORIZON MEDICAL CENTER (440046),2015,Acute Care,Proprietary,119.0,36.07212,-87.374808,TN,59.0,24240.0,240.0,15662.0,172.0,14457.0
3193,BAPTIST MEMORIAL HOSPITAL (440048),2015,Acute Care,Voluntary non-profit - Private,808.0,35.130758,-89.861022,TN,783.0,22706.0,,17460.0,991.0,14961.0
3194,METHODIST HEALTHCARE MEMPHIS HOSPITALS (440049),2015,Acute Care,Voluntary non-profit - Church,1358.0,35.137088,-90.019145,TN,,23119.0,,16045.0,,15420.0
3195,TAKOMA REGIONAL HOSPITAL (440050),2015,Acute Care,Voluntary non-profit - Private,121.0,36.175393,-82.790893,TN,,,52.0,13896.0,100.0,13925.0
3196,MCNAIRY REGIONAL HOSPITAL (440051),2015,Acute Care,Proprietary,28.0,,,TN,,,35.0,15162.0,97.0,12566.0
3197,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2015,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,233.0,21755.0,457.0,15371.0,590.0,13427.0
3198,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2015,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,,,129.0,13379.0,176.0,14103.0
3199,CLAIBORNE MEDICAL CENTER (440057),2015,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,81.0,14928.0,138.0,12806.0
3200,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2015,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,58.0,25344.0,221.0,14638.0,360.0,14889.0
3201,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2015,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,588.0,21197.0,513.0,15238.0,686.0,13500.0
3202,MILAN GENERAL HOSPITAL (440060),2015,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,,,52.0,14006.0
3203,VOLUNTEER COMMUNITY HOSPITAL (440061),2015,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,33.0,21493.0,131.0,15440.0,195.0,14968.0
3204,JOHNSON CITY MEDICAL CENTER (440063),2015,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,630.0,22467.0,536.0,17573.0,653.0,15016.0
3205,NORTHCREST MEDICAL CENTER (440065),2015,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,43.0,21307.0,85.0,14709.0,305.0,13734.0
3206,LAKEWAY REGIONAL HOSPITAL (440067),2015,Acute Care,Proprietary,135.0,,,TN,29.0,20347.0,54.0,15739.0,144.0,13888.0
3207,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2015,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,,,93.0,15407.0,213.0,13514.0
3208,DECATUR COUNTY GENERAL HOSPITAL (440070),2015,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,51.0,15535.0,180.0,13311.0
3209,DYERSBURG REGIONAL MEDICAL CENTER (440072),2015,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,119.0,22900.0,233.0,15548.0,166.0,14336.0
3210,MAURY REGIONAL HOSPITAL (440073),2015,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,228.0,22721.0,377.0,15348.0,672.0,15392.0
3211,LECONTE MEDICAL CENTER (440081),2015,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,48.0,20610.0,101.0,14402.0,131.0,14109.0
3212,SAINT THOMAS WEST HOSPITAL (440082),2015,Acute Care,Voluntary non-profit - Church,478.0,,,TN,,22400.0,926.0,16465.0,499.0,14816.0
3213,JAMESTOWN REGIONAL MEDICAL CENTER (440083),2015,Acute Care,Proprietary,76.0,,,TN,,,156.0,12466.0,190.0,13040.0
3214,SWEETWATER HOSPITAL ASSOCIATION (440084),2015,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,29.0,20323.0,87.0,13587.0,242.0,13043.0
3215,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2015,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,835.0,22914.0,,15563.0,,14324.0
3216,LINCOLN MEDICAL CENTER (440102),2015,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,82.0,15135.0,182.0,13231.0
3217,ERLANGER MEDICAL CENTER (440104),2015,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,244.0,21625.0,260.0,14739.0,315.0,15142.0
3218,HARDIN MEDICAL CENTER (440109),2015,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,26.0,19881.0,50.0,13129.0,238.0,12881.0
3219,FORT LOUDON MEDICAL CENTER (440110),2015,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,93.0,13996.0,56.0,13284.0
3220,TENNOVA HEALTHCARE (440120),2015,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,418.0,20271.0,582.0,15063.0,567.0,14862.0
3221,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2015,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,173.0,22760.0,235.0,16097.0,335.0,15329.0
3222,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2015,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,,,143.0,15288.0,136.0,13363.0
3223,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2015,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,34.0,14009.0,60.0,12371.0
3224,HENRY COUNTY MEDICAL CENTER (440132),2015,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,64.0,19758.0,133.0,14418.0,135.0,14322.0
3225,SAINT THOMAS MIDTOWN HOSPITAL (440133),2015,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,183.0,22862.0,423.0,15601.0,363.0,13157.0
3226,HERITAGE MEDICAL CENTER (440137),2015,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,93.0,15257.0,173.0,15103.0
3227,CUMBERLAND RIVER HOSPITAL (440141),2015,Acute Care,Physician,36.0,,,TN,,,40.0,13753.0,82.0,12751.0
3228,HARTON REGIONAL MEDICAL CENTER (440144),2015,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,84.0,18947.0,189.0,14513.0,272.0,14730.0
3229,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP (440148),2015,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,71.0,13403.0,119.0,12889.0
3230,TRISTAR SUMMIT MEDICAL CENTER (440150),2015,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,119.0,22850.0,252.0,14607.0,362.0,14436.0
3231,RIVER PARK HOSPITAL (440151),2015,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,27.0,22108.0,217.0,14598.0,289.0,14382.0
3232,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER (440153),2015,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,,,106.0,14045.0,161.0,12980.0
3233,PARKRIDGE MEDICAL CENTER (440156),2015,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,243.0,24802.0,303.0,17532.0,360.0,15024.0
3234,DELTA MEDICAL CENTER (440159),2015,Acute Care,Proprietary,228.0,35.067788,-89.932213,TN,,,50.0,15803.0,,
3235,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2015,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,294.0,22903.0,486.0,15917.0,397.0,14765.0
3236,PARKWEST MEDICAL CENTER (440173),2015,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,342.0,21098.0,526.0,15962.0,448.0,15177.0
3237,HAYWOOD PARK COMMUNITY HOSPITAL (440174),2015,Acute Care,Proprietary,36.0,,,TN,,,31.0,13047.0,48.0,14568.0
3238,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2015,Acute Care,Proprietary,96.0,,,TN,,,110.0,13175.0,302.0,14577.0
3239,INDIAN PATH MEDICAL CENTER (440176),2015,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,88.0,20363.0,97.0,15009.0,233.0,14812.0
3240,JELLICO COMMUNITY HOSPITAL (440180),2015,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,64.0,13727.0,132.0,12794.0
3241,BOLIVAR GENERAL HOSPITAL (440181),2015,Acute Care,Government - Hospital District or Authority,33.0,,,TN,,,,,50.0,12853.0
3242,MCKENZIE REGIONAL HOSPITAL (440182),2015,Acute Care,Proprietary,30.0,,,TN,,,48.0,14576.0,100.0,13768.0
3243,ST FRANCIS HOSPITAL (440183),2015,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,223.0,19652.0,446.0,15501.0,331.0,14852.0
3244,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2015,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,,,79.0,14773.0,222.0,13480.0
3245,SKYRIDGE MEDICAL CENTER (440185),2015,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,93.0,20675.0,287.0,13764.0,400.0,14043.0
3246,LIVINGSTON REGIONAL HOSPITAL (440187),2015,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,129.0,14571.0,393.0,13860.0
3247,REGIONAL HOSPITAL OF JACKSON (440189),2015,Acute Care,Proprietary,115.0,,,TN,372.0,20484.0,324.0,15587.0,190.0,14310.0
3248,HIGHLANDS MEDICAL CENTER (440192),2015,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,30.0,20178.0,64.0,13471.0,134.0,13807.0
3249,UNIVERSITY MEDICAL CENTER (440193),2015,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,64.0,20966.0,126.0,14915.0,262.0,14926.0
3250,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2015,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,69.0,21951.0,157.0,15143.0,191.0,14918.0
3251,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2015,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,80.0,21441.0,113.0,16305.0,132.0,14725.0
3252,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL (440200),2015,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,46.0,14098.0,81.0,13283.0
3253,TRISTAR STONECREST MEDICAL CENTER (440227),2015,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,52.0,20790.0,82.0,15718.0,161.0,14796.0
3254,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2015,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,47.0,20673.0,181.0,16423.0,309.0,16380.0
3255,SAINT THOMAS HICKMAN HOSPITAL (441300),2015,Critical Access,Voluntary non-profit - Private,65.0,35.779539,-87.460242,TN,,,,,26.0,15873.0
3256,TROUSDALE MEDICAL CENTER (441301),2015,Critical Access,Voluntary non-profit - Other,25.0,36.388136,-86.167692,TN,,,,,40.0,15388.0
3257,MACON COUNTY GENERAL HOSPITAL (441305),2015,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,,42.0,14970.0,107.0,13785.0
3258,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2015,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,,35.0,15496.0,65.0,15454.0
3259,CAMDEN GENERAL HOSPITAL (441316),2015,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,,31.0,16300.0,57.0,14477.0
3260,PROVIDENCE MEMORIAL HOSPITAL (450002),2015,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,117.0,23274.0,244.0,15770.0,281.0,13337.0
3261,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL (450005),2015,Acute Care,Voluntary non-profit - Other,55.0,,,TX,,,65.0,15058.0,90.0,13024.0
3262,PETERSON REGIONAL MEDICAL CENTER (450007),2015,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,32.0,19579.0,231.0,14727.0,390.0,16052.0
3263,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2015,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,347.0,23715.0,572.0,16060.0,643.0,15318.0
3264,ST JOSEPH REGIONAL HEALTH CENTER (450011),2015,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,279.0,22235.0,674.0,14989.0,433.0,13848.0
3265,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2015,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,73.0,21428.0,214.0,13350.0,98.0,13780.0
3266,UNIVERSITY OF TEXAS MEDICAL BRANCH (450018),2015,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,239.0,22073.0,295.0,16032.0,175.0,12609.0
3267,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2015,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,117.0,21588.0,740.0,15978.0,693.0,14769.0
3268,CITIZENS MEDICAL CENTER (450023),2015,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,250.0,20413.0,369.0,14183.0,358.0,14222.0
3269,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2015,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,46.0,20251.0,86.0,15111.0,98.0,12238.0
3270,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC (450028)",2015,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,208.0,21051.0,247.0,17256.0,214.0,16473.0
3271,LAREDO MEDICAL CENTER (450029),2015,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,220.0,18877.0,438.0,16335.0,577.0,15865.0
3272,GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2015,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,,,144.0,14264.0,178.0,14500.0
3273,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2015,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,193.0,22112.0,415.0,16265.0,539.0,14327.0
3274,CHRISTUS HOSPITAL (450034),2015,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,306.0,22439.0,630.0,16424.0,460.0,13840.0
3275,ST JOSEPH MEDICAL CENTER (450035),2015,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,50.0,23020.0,180.0,15490.0,79.0,14710.0
3276,GOOD SHEPHERD MEDICAL CENTER (450037),2015,Acute Care,Voluntary non-profit - Private,375.0,,,TX,416.0,21124.0,608.0,16219.0,596.0,14659.0
3277,JPS HEALTH NETWORK (450039),2015,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,55.0,21707.0,106.0,14791.0,101.0,15192.0
3278,COVENANT MEDICAL CENTER (450040),2015,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,633.0,21875.0,685.0,16338.0,738.0,14898.0
3279,PROVIDENCE HEALTH CENTER (450042),2015,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,295.0,21957.0,413.0,15400.0,377.0,14752.0
3280,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL (450044),2015,Acute Care,Government - State,459.0,,,TX,78.0,21659.0,359.0,16366.0,232.0,16062.0
3281,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2015,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,391.0,22043.0,623.0,15287.0,645.0,15619.0
3282,METHODIST DALLAS MEDICAL CENTER (450051),2015,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,179.0,23307.0,289.0,16154.0,226.0,14520.0
3283,GOODALL WITCHER HOSPITAL (450052),2015,Acute Care,Government - Hospital District or Authority,33.0,,,TX,,,,,94.0,12234.0
3284,SCOTT & WHITE MEMORIAL HOSPITAL (450054),2015,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,376.0,22563.0,530.0,16662.0,480.0,14542.0
3285,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2015,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,86.0,13075.0,135.0,12148.0
3286,SETON MEDICAL CENTER AUSTIN (450056),2015,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,187.0,22700.0,523.0,17273.0,404.0,15451.0
3287,BAPTIST MEDICAL CENTER (450058),2015,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,722.0,23463.0,997.0,16139.0,956.0,14765.0
3288,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2015,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,51.0,24220.0,290.0,18816.0,364.0,17223.0
3289,MEMORIAL HERMANN TEXAS MEDICAL CENTER (450068),2015,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,206.0,24700.0,242.0,17276.0,148.0,14979.0
3290,BRAZOSPORT REGIONAL HEALTH SYSTEM (450072),2015,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,63.0,19800.0,183.0,14366.0,298.0,12879.0
3291,COGDELL MEMORIAL HOSPITAL (450073),2015,Acute Care,Government - Hospital District or Authority,40.0,,,TX,,,33.0,13907.0,48.0,13355.0
3292,BAYLOR MEDICAL CENTER AT IRVING (450079),2015,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,178.0,21128.0,253.0,14932.0,334.0,15033.0
3293,TITUS REGIONAL MEDICAL CENTER (450080),2015,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,,,122.0,15764.0,193.0,16228.0
3294,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2015,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,,80.0,16067.0,110.0,16190.0
3295,EAST TEXAS MEDICAL CENTER (450083),2015,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,597.0,21704.0,525.0,16063.0,697.0,15102.0
3296,GRAHAM REGIONAL MEDICAL CENTER (450085),2015,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,81.0,12610.0,115.0,12137.0
3297,NORTH HILLS HOSPITAL (450087),2015,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,127.0,21987.0,254.0,17765.0,217.0,14035.0
3298,NORTH TEXAS MEDICAL CENTER (450090),2015,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,,,59.0,15034.0,84.0,14527.0
3299,FORT DUNCAN MEDICAL CENTER (450092),2015,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,31.0,23290.0,166.0,17268.0,188.0,14995.0
3300,BAYSHORE MEDICAL CENTER (450097),2015,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,174.0,23798.0,300.0,17346.0,283.0,17175.0
3301,PAMPA REGIONAL MEDICAL CENTER (450099),2015,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,,,99.0,13299.0,91.0,12504.0
3302,HILLCREST BAPTIST MEDICAL CENTER (450101),2015,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,173.0,23271.0,206.0,15690.0,260.0,13685.0
3303,MOTHER FRANCES HOSPITAL (450102),2015,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,731.0,22624.0,960.0,17184.0,966.0,16202.0
3304,GUADALUPE REGIONAL MEDICAL CENTER (450104),2015,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,62.0,22203.0,174.0,16425.0,199.0,15720.0
3305,LAS PALMAS MEDICAL CENTER (450107),2015,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,232.0,22315.0,529.0,16883.0,492.0,14430.0
3306,CONNALLY MEMORIAL MEDICAL CENTER (450108),2015,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,,68.0,14165.0,99.0,13783.0
3307,SOUTH TEXAS HEALTH SYSTEM (450119),2015,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,396.0,23019.0,635.0,16229.0,364.0,15276.0
3308,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE (450124),2015,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,26.0,23124.0,58.0,15698.0,48.0,13765.0
3309,KNAPP MEDICAL CENTER (450128),2015,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,96.0,25228.0,287.0,16983.0,208.0,13926.0
3310,NIX HEALTH CARE SYSTEM (450130),2015,Acute Care,Proprietary,228.0,29.499165,-98.577128,TX,40.0,23096.0,141.0,17665.0,106.0,15042.0
3311,MEDICAL CENTER HOSPITAL (450132),2015,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,355.0,21048.0,376.0,15492.0,346.0,15216.0
3312,MIDLAND MEMORIAL HOSPITAL (450133),2015,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,213.0,20767.0,347.0,15900.0,331.0,14165.0
3313,TEXAS HEALTH HARRIS METHODIST FORT WORTH (450135),2015,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,623.0,21192.0,689.0,16841.0,576.0,15161.0
3314,BAYLOR ALL SAINTS MEDICAL CENTER AT FW (450137),2015,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,182.0,22674.0,259.0,17152.0,354.0,14575.0
3315,SETON SMITHVILLE REGIONAL HOSPITAL (450143),2015,Acute Care,Voluntary non-profit - Church,21.0,,,TX,,,35.0,13903.0,70.0,14321.0
3316,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2015,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,,,,46.0,12222.0
3317,DETAR HOSPITAL NAVARRO (450147),2015,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,223.0,19935.0,342.0,13820.0,247.0,13549.0
3318,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2015,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,,,110.0,15286.0,147.0,15359.0
3319,METROPLEX HOSPITAL (450152),2015,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,105.0,22947.0,242.0,14571.0,143.0,14059.0
3320,VAL VERDE REGIONAL MEDICAL CENTER (450154),2015,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,52.0,21210.0,147.0,13232.0,92.0,12570.0
3321,HEREFORD REGIONAL MEDICAL CENTER (450155),2015,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX,,,31.0,14409.0,65.0,13068.0
3322,GRACE MEDICAL CENTER (450162),2015,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX,,,,,31.0,14070.0
3323,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2015,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,,,168.0,14374.0,200.0,13737.0
3324,SOUTH TEXAS REGIONAL MEDICAL CENTER (450165),2015,Acute Care,Proprietary,67.0,,,TX,,,62.0,13663.0,143.0,14190.0
3325,MISSION REGIONAL MEDICAL CENTER (450176),2015,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,162.0,24646.0,290.0,16101.0,401.0,14980.0
3326,UVALDE MEMORIAL HOSPITAL (450177),2015,Acute Care,Government - Hospital District or Authority,59.0,,,TX,,,84.0,13508.0,146.0,13978.0
3327,PECOS COUNTY MEMORIAL HOSPITAL (450178),2015,Acute Care,Government - Local,26.0,,,TX,,,69.0,13579.0,80.0,11074.0
3328,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2015,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,813.0,23639.0,,19218.0,,19640.0
3329,SCOTT & WHITE HOSPITAL BRENHAM (450187),2015,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX,37.0,20201.0,107.0,14381.0,147.0,13291.0
3330,ETMC CLARKSVILLE (450188),2015,Acute Care,Voluntary non-profit - Private,46.0,,,TX,,,93.0,14375.0,213.0,14158.0
3331,HILL REGIONAL HOSPITAL (450192),2015,Acute Care,Voluntary non-profit - Private,60.0,32.011912,-97.099153,TX,,,79.0,12821.0,116.0,13907.0
3332,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME (450193),2015,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,281.0,29316.0,926.0,17916.0,380.0,15399.0
3333,EAST TEXAS MEDICAL CENTER JACKSONVILLE (450194),2015,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,,,78.0,14491.0,87.0,13113.0
3334,PARIS REGIONAL MEDICAL CENTER (450196),2015,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,194.0,24669.0,396.0,15851.0,435.0,14660.0
3335,WADLEY REGIONAL MEDICAL CENTER (450200),2015,Acute Care,Physician,198.0,33.428482,-94.047188,TX,143.0,25448.0,252.0,16198.0,238.0,15944.0
3336,WEATHERFORD REGIONAL MEDICAL CENTER (450203),2015,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,67.0,23917.0,136.0,16378.0,313.0,17484.0
