,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2911,FORT DUNCAN MEDICAL CENTER (450092),2023,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,,,53.0,20649.0,,,118.0,22742.0
2912,HCA HOUSTON HEALTHCARE SOUTHEAST (450097),2023,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,45.0,25825.0,96.0,21136.0,,,91.0,24005.0
2913,PAMPA REGIONAL MEDICAL CENTER (450099),2023,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,,,37.0,20358.0,51.0,20076.0,54.0,19123.0
2914,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST (450101),2023,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,108.0,26899.0,191.0,17903.0,127.0,20676.0,225.0,21495.0
2915,CHRISTUS MOTHER FRANCES HOSPITAL (450102),2023,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,340.0,29415.0,588.0,21726.0,240.0,19431.0,707.0,21396.0
2916,GUADALUPE REGIONAL MEDICAL CENTER (450104),2023,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,28.0,26969.0,139.0,20289.0,90.0,24956.0,104.0,20263.0
2917,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC (450107),2023,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,88.0,29434.0,187.0,21406.0,73.0,22433.0,206.0,22720.0
2918,CONNALLY MEMORIAL MEDICAL CENTER (450108),2023,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,,25.0,18930.0,,,44.0,18181.0
2919,SOUTH TEXAS HEALTH SYSTEM (450119),2023,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,152.0,27492.0,289.0,19622.0,,,237.0,23989.0
2920,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX (450124),2023,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,,,,,41.0,22607.0,46.0,22136.0
2921,KNAPP MEDICAL CENTER (450128),2023,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,27.0,27775.0,78.0,19216.0,,,97.0,21798.0
2922,MEDICAL CENTER HOSPITAL (450132),2023,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,137.0,29921.0,196.0,19637.0,90.0,24113.0,184.0,22955.0
2923,MIDLAND MEMORIAL HOSPITAL (450133),2023,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,125.0,28713.0,182.0,21467.0,26.0,22056.0,222.0,22215.0
2924,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH (450135),2023,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,271.0,27476.0,470.0,19204.0,,,571.0,20756.0
2925,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH (450137),2023,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,72.0,28005.0,244.0,20246.0,,,197.0,21952.0
2926,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2023,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,,,,,,25.0,17693.0
2927,DE TAR HOSPITAL NAVARRO (450147),2023,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,130.0,29094.0,193.0,22586.0,,,182.0,23785.0
2928,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2023,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,,,71.0,17401.0,,,116.0,22869.0
2929,ADVENTHEALTH CENTRAL TEXAS (450152),2023,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,78.0,26264.0,158.0,18481.0,,,199.0,22261.0
2930,VAL VERDE REGIONAL MEDICAL CENTER (450154),2023,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,,,62.0,18721.0,,,71.0,18735.0
2931,GRACE SURGICAL HOSPITAL (450162),2023,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX,,,,,39.0,22132.0,,
2932,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2023,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,46.0,28491.0,41.0,18761.0,,,69.0,19483.0
2933,METHODIST HOSPITAL ATASCOSA (450165),2023,Acute Care,Proprietary,67.0,,,TX,,,26.0,16997.0,,,66.0,22586.0
2934,MISSION REGIONAL MEDICAL CENTER (450176),2023,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,62.0,30975.0,76.0,19454.0,,,188.0,22467.0
2935,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2023,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,393.0,29120.0,1062.0,19134.0,87.0,21593.0,1055.0,21260.0
2936,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME (450193),2023,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,96.0,30300.0,382.0,21879.0,,,118.0,23635.0
2937,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL (450194),2023,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,,,,,,,35.0,20379.0
2938,PARIS REGIONAL MEDICAL CENTER (450196),2023,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,164.0,27621.0,252.0,18944.0,261.0,22280.0,277.0,20571.0
2939,WADLEY REGIONAL MEDICAL CENTER (450200),2023,Acute Care,Physician,198.0,33.428482,-94.047188,TX,64.0,27907.0,131.0,17519.0,,,169.0,23438.0
2940,MEDICAL CITY WEATHERFORD (450203),2023,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,86.0,30007.0,137.0,20626.0,140.0,23053.0,257.0,22010.0
2941,NORTHWEST TEXAS HOSPITAL (450209),2023,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,230.0,28790.0,182.0,19372.0,,,156.0,20556.0
2942,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL (450210),2023,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,,,42.0,18630.0,,,58.0,20148.0
2943,CHI ST LUKES HEALTH MEMORIAL LUFKIN (450211),2023,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,110.0,28541.0,152.0,19786.0,47.0,21581.0,158.0,21760.0
2944,UNIVERSITY HEALTH SYSTEM (450213),2023,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,66.0,26174.0,120.0,17658.0,,,90.0,20695.0
2945,HCA HOUSTON HEALTHCARE CONROE (450222),2023,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX,125.0,28156.0,195.0,20452.0,27.0,25106.0,193.0,21601.0
2946,HENDRICK MEDICAL CENTER (450229),2023,Acute Care,Voluntary non-profit - Private,405.0,32.471553,-99.73118,TX,360.0,31976.0,387.0,20173.0,369.0,24421.0,467.0,22823.0
2947,BAPTIST ST ANTHONY'S HOSPITAL (450231),2023,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX,271.0,26430.0,508.0,19154.0,43.0,25552.0,576.0,20720.0
2948,MEMORIAL HOSPITAL (450235),2023,Acute Care,Government - Hospital District or Authority,34.0,29.515895,-97.428868,TX,,,,,,,25.0,19154.0
2949,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS (450236),2023,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX,80.0,25955.0,146.0,19494.0,25.0,26298.0,166.0,20489.0
2950,CHRISTUS SANTA ROSA MEDICAL CENTER (450237),2023,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX,369.0,28587.0,526.0,21099.0,198.0,24922.0,419.0,22609.0
2951,FAITH COMMUNITY HOSPITAL (450241),2023,Acute Care,Government - Hospital District or Authority,16.0,33.230386,-98.166732,TX,,,,,,,27.0,18654.0
2952,WISE REGIONAL HEALTH SYSTEM (450271),2023,Acute Care,Government - Hospital District or Authority,127.0,33.220263,-97.593107,TX,90.0,31303.0,135.0,21714.0,,,187.0,21681.0
2953,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS (450272),2023,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX,41.0,25935.0,142.0,20812.0,,,68.0,22389.0
2954,HARRIS HEALTH SYSTEM (450289),2023,Acute Care,Government - Hospital District or Authority,699.0,29.685422,-95.387094,TX,,,33.0,18504.0,,,,
2955,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN (450292),2023,Acute Care,Voluntary non-profit - Private,61.0,32.591127,-96.317363,TX,,,35.0,18796.0,,,41.0,21062.0
2956,TEXOMA MEDICAL CENTER (450324),2023,Acute Care,Proprietary,331.0,33.711133,-96.586956,TX,271.0,30367.0,522.0,19919.0,72.0,21617.0,628.0,21592.0
2957,OAKBEND MEDICAL CENTER (450330),2023,Acute Care,Government - Hospital District or Authority,205.0,29.577713,-95.771297,TX,26.0,27795.0,63.0,20480.0,,,108.0,20885.0
2958,BAPTIST BEAUMONT HOSPITAL (450346),2023,Acute Care,Voluntary non-profit - Private,392.0,30.068473,-94.120255,TX,88.0,28179.0,227.0,18384.0,43.0,20941.0,330.0,23428.0
2959,HUNTSVILLE MEMORIAL HOSPITAL (450347),2023,Acute Care,Voluntary non-profit - Private,96.0,30.69849,-95.55799,TX,,,110.0,19653.0,30.0,21891.0,130.0,21489.0
2960,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL (450351),2023,Acute Care,Voluntary non-profit - Private,51.0,32.223163,-98.204871,TX,,,40.0,18535.0,26.0,21903.0,68.0,19767.0
2961,HUNT REGIONAL MEDICAL CENTER (450352),2023,Acute Care,Government - Hospital District or Authority,172.0,,,TX,128.0,29298.0,323.0,18978.0,54.0,24879.0,320.0,20493.0
2962,HOUSTON METHODIST HOSPITAL (450358),2023,Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX,231.0,30095.0,1044.0,21556.0,200.0,22771.0,689.0,24437.0
2963,CHILDRESS REGIONAL MEDICAL CENTER (450369),2023,Acute Care,Government - Hospital District or Authority,38.0,,,TX,,,,,62.0,21595.0,31.0,21649.0
2964,COLUMBUS COMMUNITY HOSPITAL (450370),2023,Acute Care,Voluntary non-profit - Private,40.0,29.694287,-96.542483,TX,,,52.0,19874.0,,,41.0,17944.0
2965,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE (450372),2023,Acute Care,Voluntary non-profit - Private,88.0,32.429622,-96.859736,TX,44.0,27484.0,228.0,18878.0,61.0,24669.0,232.0,21114.0
2966,DALLAS MEDICAL CENTER (450379),2023,Acute Care,Proprietary,119.0,32.914335,-96.873098,TX,,,33.0,21654.0,,,67.0,28191.0
2967,METHODIST HOSPITAL (450388),2023,Acute Care,Proprietary,1621.0,29.50684,-98.572976,TX,636.0,28164.0,1526.0,21483.0,479.0,23921.0,974.0,22724.0
2968,UT HEALTH EAST TEXAS ATHENS HOSPITAL (450389),2023,Acute Care,Voluntary non-profit - Private,126.0,32.171435,-95.844022,TX,45.0,25642.0,120.0,17293.0,41.0,20545.0,192.0,18970.0
2969,CHI ST LUKES HEALTH MEMORIAL LIVINGSTON (450395),2023,Acute Care,Voluntary non-profit - Private,61.0,30.35777,-95.085743,TX,,,64.0,18851.0,,,54.0,23240.0
2970,PARKVIEW REGIONAL HOSPITAL (450400),2023,Acute Care,Proprietary,56.0,31.675059,-96.480013,TX,,,,,,,52.0,22172.0
2971,MEDICAL CENTER OF MCKINNEY (450403),2023,Acute Care,Proprietary,231.0,33.159842,-96.635503,TX,73.0,29549.0,237.0,21139.0,238.0,24189.0,263.0,21481.0
2972,EASTLAND MEMORIAL HOSPITAL (450411),2023,Acute Care,Government - Hospital District or Authority,32.0,32.400439,-98.821636,TX,,,26.0,19141.0,,,43.0,21743.0
2973,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE (450419),2023,Acute Care,Voluntary non-profit - Church,31.0,32.881196,-97.533769,TX,,,28.0,19123.0,,,61.0,17888.0
2974,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN (450422),2023,Acute Care,Voluntary non-profit - Private,24.0,32.80453,-96.794757,TX,,,,,59.0,22587.0,,
2975,HOUSTON METHODIST BAYTOWN HOSPITAL (450424),2023,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX,129.0,26525.0,311.0,19089.0,,,214.0,21792.0
2976,ST DAVID'S MEDICAL CENTER (450431),2023,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX,221.0,27671.0,935.0,22586.0,766.0,22284.0,408.0,22376.0
2977,NAVARRO REGIONAL HOSPITAL (450447),2023,Acute Care,Voluntary non-profit - Other,96.0,32.085083,-96.503582,TX,,,93.0,17966.0,32.0,20481.0,124.0,21640.0
2978,GLEN ROSE MEDICAL CENTER (450451),2023,Acute Care,Government - Hospital District or Authority,16.0,32.24203,-97.7454,TX,,,,,,,30.0,16007.0
2979,TYLER COUNTY HOSPITAL (450460),2023,Acute Care,Government - Hospital District or Authority,25.0,30.775287,-94.42822,TX,,,,,,,37.0,20860.0
2980,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS (450462),2023,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX,156.0,33051.0,453.0,20762.0,217.0,19212.0,343.0,21043.0
2981,MATAGORDA REGIONAL MEDICAL CENTER (450465),2023,Acute Care,Government - Hospital District or Authority,57.0,28.982805,-95.99129,TX,,,62.0,20926.0,,,63.0,20058.0
2982,WILSON N JONES REGIONAL MEDICAL CENTER (450469),2023,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX,33.0,26985.0,123.0,21742.0,,,128.0,21380.0
2983,UT HEALTH EAST TEXAS HENDERSON HOSPITAL (450475),2023,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX,,,36.0,18249.0,,,39.0,17928.0
2984,WOODLAND HEIGHTS MEDICAL CENTER (450484),2023,Acute Care,Proprietary,135.0,31.327737,-94.756139,TX,110.0,28323.0,181.0,18911.0,63.0,24055.0,162.0,19198.0
2985,MEDICAL ARTS HOSPITAL (450489),2023,Acute Care,Government - Hospital District or Authority,22.0,32.750279,-101.96647,TX,,,,,,,29.0,14947.0
2986,NACOGDOCHES MEMORIAL HOSPITAL (450508),2023,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX,38.0,29134.0,108.0,18493.0,38.0,25030.0,85.0,24239.0
2987,THE MEDICAL CENTER OF SOUTHEAST TEXAS (450518),2023,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX,81.0,28518.0,114.0,19775.0,,,112.0,26043.0
2988,METHODIST RICHARDSON MEDICAL CENTER (450537),2023,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX,139.0,30581.0,221.0,25844.0,35.0,25015.0,311.0,24722.0
2989,COVENANT HOSPITAL PLAINVIEW (450539),2023,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX,,,30.0,17861.0,44.0,26956.0,31.0,21473.0
2990,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE (450563),2023,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX,125.0,27170.0,259.0,19931.0,90.0,20835.0,317.0,20346.0
2991,PALO PINTO GENERAL HOSPITAL (450565),2023,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX,,,32.0,20666.0,,,72.0,18265.0
2992,SHANNON MEDICAL CENTER (450571),2023,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX,158.0,29177.0,410.0,18151.0,170.0,25090.0,457.0,20088.0
2993,CHRISTUS JASPER MEMORIAL HOSPITAL (450573),2023,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX,,,,,,,37.0,22981.0
2994,HEMPHILL COUNTY HOSPITAL (450578),2023,Acute Care,Government - Hospital District or Authority,15.0,35.903792,-100.387399,TX,,,,,,,28.0,16766.0
2995,WILBARGER GENERAL HOSPITAL (450584),2023,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX,,,25.0,17265.0,,,58.0,21034.0
2996,SEYMOUR HOSPITAL (450586),2023,Acute Care,Government - Hospital District or Authority,27.0,33.589788,-99.247697,TX,,,,,,,45.0,18921.0
2997,HENDRICK MEDICAL CENTER BROWNWOOD (450587),2023,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX,27.0,29350.0,65.0,18556.0,68.0,24807.0,145.0,21648.0
2998,LAKE GRANBURY MEDICAL CENTER (450596),2023,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX,46.0,25574.0,111.0,18161.0,,,194.0,19911.0
2999,CUERO REGIONAL HOSPITAL (450597),2023,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX,,,33.0,19486.0,,,40.0,21029.0
3000,HILL COUNTRY MEMORIAL HOSPITAL (450604),2023,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX,,,60.0,19135.0,121.0,23649.0,64.0,17641.0
3001,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL (450610),2023,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,96.0,29698.0,360.0,19958.0,101.0,21381.0,361.0,21896.0
3002,HCA HOUSTON HEALTHCARE CLEAR LAKE (450617),2023,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,208.0,30932.0,457.0,22380.0,57.0,24077.0,366.0,25012.0
3003,MEDICAL CITY DENTON (450634),2023,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,93.0,28643.0,197.0,20103.0,47.0,24652.0,247.0,19554.0
3004,HCA HOUSTON HEALTHCARE NORTHWEST (450638),2023,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,32.0,30890.0,95.0,23285.0,,,95.0,25311.0
3005,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2023,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,83.0,28613.0,265.0,19438.0,,,282.0,21003.0
3006,NOCONA GENERAL HOSPITAL (450641),2023,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX,,,,,,,31.0,23081.0
3007,DOCTORS HOSPITAL OF LAREDO (450643),2023,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,71.0,24472.0,109.0,18131.0,,,137.0,21090.0
3008,HCA HOUSTON HEALTHCARE WEST (450644),2023,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,57.0,28209.0,151.0,20884.0,,,133.0,23268.0
3009,MEDICAL CITY DALLAS HOSPITAL (450647),2023,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,103.0,28254.0,317.0,21444.0,92.0,24056.0,241.0,21946.0
3010,MEDICAL CITY PLANO (450651),2023,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,124.0,27302.0,329.0,22151.0,212.0,22673.0,399.0,22515.0
3011,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H (450653)",2023,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,,,34.0,19795.0,,,42.0,20355.0
3012,STARR COUNTY MEMORIAL HOSPITAL (450654),2023,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,,,,,,,71.0,20258.0
3013,NACOGDOCHES MEDICAL CENTER (450656),2023,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,74.0,27791.0,121.0,17750.0,92.0,21977.0,159.0,19562.0
3014,FREESTONE MEDICAL CENTER (450658),2023,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,,,,,,,33.0,17156.0
3015,HCA HOUSTON HEALTHCARE MEDICAL CENTER (450659),2023,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX,,,73.0,23296.0,,,32.0,24016.0
3016,ODESSA REGIONAL MEDICAL CENTER (450661),2023,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,91.0,24986.0,110.0,17938.0,,,74.0,21395.0
3017,VALLEY REGIONAL MEDICAL CENTER (450662),2023,Acute Care,Proprietary,207.0,,,TX,96.0,27172.0,158.0,19553.0,,,122.0,20699.0
3018,SIERRA MEDICAL CENTER (450668),2023,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,52.0,28269.0,137.0,20548.0,76.0,23906.0,93.0,19997.0
3019,MEDICAL CITY LEWISVILLE (450669),2023,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,50.0,28153.0,109.0,20274.0,,,168.0,22958.0
3020,HCA HOUSTON HEALTHCARE TOMBALL (450670),2023,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,99.0,29001.0,166.0,22848.0,58.0,23541.0,169.0,24384.0
3021,MEDICAL CITY FORT WORTH (450672),2023,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,95.0,28229.0,172.0,22209.0,52.0,23212.0,158.0,21413.0
3022,MEDICAL CITY ARLINGTON (450675),2023,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,102.0,29396.0,229.0,20207.0,34.0,23976.0,311.0,22357.0
3023,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2023,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,60.0,26192.0,289.0,18128.0,42.0,22281.0,257.0,21083.0
3024,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK (450678),2023,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,39.0,26259.0,83.0,18589.0,,,83.0,21679.0
3025,MEMORIAL HERMANN NORTHEAST HOSPITAL (450684),2023,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,102.0,29459.0,288.0,19339.0,,,282.0,21255.0
3026,UNIVERSITY MEDICAL CENTER (450686),2023,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,137.0,31932.0,225.0,20541.0,47.0,24633.0,186.0,18413.0
3027,DALLAS REGIONAL MEDICAL CENTER (450688),2023,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,41.0,30030.0,66.0,19568.0,,,147.0,22817.0
3028,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2023,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,,,37.0,18125.0,,,51.0,17847.0
3029,EL CAMPO MEMORIAL HOSPITAL (450694),2023,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,,,53.0,20749.0,,,46.0,20291.0
3030,TEXAS VISTA MEDICAL CENTER (450697),2023,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,39.0,27014.0,,,,,46.0,20533.0
3031,LONGVIEW REGIONAL MEDICAL CENTER (450702),2023,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,118.0,28467.0,237.0,20084.0,134.0,23811.0,281.0,21029.0
3032,HOUSTON METHODIST CLEAR LAKE HOSPITAL (450709),2023,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,111.0,30991.0,190.0,24175.0,26.0,24573.0,168.0,22922.0
3033,RIO GRANDE REGIONAL HOSPITAL (450711),2023,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,48.0,30683.0,117.0,19598.0,,,131.0,21961.0
3034,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2023,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,165.0,31059.0,405.0,21371.0,65.0,21126.0,389.0,21448.0
3035,ROUND ROCK MEDICAL CENTER (450718),2023,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,111.0,27222.0,269.0,20589.0,26.0,20823.0,226.0,20336.0
3036,METHODIST CHARLTON MEDICAL CENTER (450723),2023,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,113.0,32117.0,275.0,20770.0,34.0,23019.0,202.0,21746.0
3037,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER (450730),2023,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,38.0,25742.0,56.0,19716.0,,,61.0,21241.0
3038,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2023,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,105.0,26129.0,206.0,19145.0,,,247.0,20996.0
3039,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2023,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,104.0,28013.0,184.0,20892.0,40.0,26910.0,336.0,22612.0
3040,PALESTINE REGIONAL MEDICAL CENTER (450747),2023,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,36.0,27330.0,61.0,17596.0,,,110.0,20098.0
3041,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2023,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,81.0,30545.0,231.0,20018.0,115.0,22886.0,336.0,22204.0
3042,TOPS SURGICAL SPECIALTY HOSPITAL (450774),2023,Acute Care,Physician,16.0,30.018542,-95.444846,TX,,,,,159.0,23213.0,,
3043,HCA HOUSTON HEALTHCARE KINGWOOD (450775),2023,Acute Care,Proprietary,420.0,,,TX,219.0,31171.0,593.0,21316.0,94.0,20569.0,503.0,24266.0
3044,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2023,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,101.0,26077.0,233.0,18738.0,187.0,22024.0,274.0,20230.0
3045,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2023,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,145.0,28243.0,276.0,19855.0,66.0,22843.0,300.0,22209.0
3046,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2023,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,226.0,28263.0,474.0,19678.0,214.0,23556.0,482.0,22861.0
3047,TEXAS ORTHOPEDIC HOSPITAL (450804),2023,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,,,,1394.0,17697.0,,
