,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
3776,GRANT REGIONAL HEALTH CENTER (521322),2016,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,,,,,32.0,16542.0
3777,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC (521324)",2016,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,,,29.0,15802.0,29.0,13563.0
3778,FLAMBEAU HOSPITAL (521325),2016,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,,,42.0,15559.0,86.0,16334.0
3779,THEDACARE MEDICAL CENTER NEW LONDON (521326),2016,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,,,33.0,15786.0,59.0,14300.0
3780,WAUPUN MEMORIAL HOSPITAL (521327),2016,Critical Access,Voluntary non-profit - Church,25.0,43.630968,-88.745912,WI,,,30.0,14203.0,66.0,13121.0
3781,RUSK COUNTY MEMORIAL HOSPITAL (521328),2016,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,,,38.0,20334.0,37.0,18111.0
3782,ST MARYS HOSPITAL OF SUPERIOR (521329),2016,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,,,,,32.0,11791.0
3783,CROSSING RIVERS HEALTH MEDICAL CENTER (521330),2016,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,,,53.0,15555.0,77.0,15544.0
3784,BURNETT MEDICAL CENTER (521331),2016,Critical Access,Voluntary non-profit - Private,75.0,45.775546,-92.687182,WI,,,,,40.0,12987.0
3785,SPOONER HEALTH SYSTEM (521332),2016,Critical Access,Voluntary non-profit - Private,22.0,,,WI,,,28.0,16187.0,58.0,16371.0
3786,BLACK RIVER MEMORIAL HOSPITAL (521333),2016,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,,,49.0,14194.0,78.0,12277.0
3787,THEDACARE MEDICAL CENTER - WAUPACA INC (521334),2016,Critical Access,Voluntary non-profit - Private,25.0,44.345333,-89.075825,WI,,,56.0,14582.0,95.0,13038.0
3788,HUDSON HOSPITAL (521335),2016,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,,,38.0,16620.0,40.0,13589.0
3789,HAYWARD AREA MEMORIAL HOSPITAL (521336),2016,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,,,51.0,15682.0,107.0,14340.0
3790,ST CROIX REGIONAL MEDICAL CENTER (521337),2016,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,,,50.0,15483.0,84.0,12379.0
3791,COLUMBUS COMMUNITY HOSPITAL (521338),2016,Critical Access,Voluntary non-profit - Private,25.0,43.323798,-89.036162,WI,,,53.0,14424.0,92.0,14348.0
3792,GOOD SAMARITAN HEALTH CENTER (521339),2016,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,,,,,45.0,13805.0
3793,MAYO CLINIC HEALTH SYSTEM  RED CEDAR (521340),2016,Critical Access,Voluntary non-profit - Private,25.0,44.882566,-91.900468,WI,,,75.0,15653.0,93.0,12676.0
3794,RICHLAND HOSPITAL (521341),2016,Critical Access,Voluntary non-profit - Private,25.0,43.339118,-90.382826,WI,,,82.0,15570.0,98.0,15813.0
3795,INDIANHEAD MEDICAL CTR (521342),2016,Critical Access,Proprietary,25.0,45.742102,-91.92578,WI,,,27.0,13845.0,44.0,14286.0
3796,STOUGHTON HOSPITAL (521343),2016,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,,,27.0,14589.0,28.0,14157.0
3797,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS (521344),2016,Critical Access,Voluntary non-profit - Private,25.0,43.132926,-90.707744,WI,,,28.0,16059.0,36.0,13936.0
3798,WESTFIELDS HOSPITAL AND CLINIC (521345),2016,Critical Access,Voluntary non-profit - Private,25.0,45.11746,-92.553214,WI,,,26.0,15004.0,65.0,13699.0
3799,THEDACARE MEDICAL CENTER - SHAWANO INC (521346),2016,Critical Access,Voluntary non-profit - Private,25.0,44.761606,-88.606614,WI,,,60.0,15467.0,132.0,14397.0
3800,WESTERN WISCONSIN HEALTH (521347),2016,Critical Access,Voluntary non-profit - Private,25.0,44.941282,-92.376028,WI,,,46.0,16505.0,56.0,14026.0
3801,VERNON MEMORIAL HOSPITAL (521348),2016,Critical Access,Voluntary non-profit - Private,28.0,43.55146,-90.888946,WI,,,25.0,15466.0,78.0,13201.0
3802,RIVER FALLS AREA HOSPITAL (521349),2016,Critical Access,Voluntary non-profit - Private,24.0,44.862859,-92.602829,WI,,,35.0,16213.0,52.0,14284.0
3803,ASPIRUS LANGLADE HOSPITAL (521350),2016,Critical Access,Voluntary non-profit - Church,25.0,45.140319,-89.140292,WI,,,82.0,15316.0,55.0,13694.0
3804,REEDSBURG AREA MEDICAL CENTER (521351),2016,Critical Access,Voluntary non-profit - Private,25.0,43.549287,-89.994548,WI,,,47.0,14134.0,123.0,12247.0
3805,UPLAND HILLS HEALTH (521352),2016,Critical Access,Voluntary non-profit - Private,69.0,42.952635,-90.130254,WI,,,31.0,13972.0,82.0,14309.0
3806,CUMBERLAND MEMORIAL HOSPITAL (521353),2016,Critical Access,Voluntary non-profit - Other,57.0,45.530939,-92.029592,WI,,,26.0,15751.0,82.0,12827.0
3807,SOUTHWEST HEALTH CENTER (521354),2016,Critical Access,Voluntary non-profit - Other,108.0,42.719781,-90.455783,WI,,,31.0,15426.0,63.0,14123.0
3808,THEDACARE MEDICAL CENTER - BERLIN INC (521355),2016,Critical Access,Voluntary non-profit - Private,69.0,43.977616,-88.941843,WI,,,46.0,14493.0,76.0,11070.0
3809,MERCY WALWORTH HOSPITAL & MEDICAL CENTER (521357),2016,Critical Access,Voluntary non-profit - Private,331.0,42.597823,-88.540919,WI,,,27.0,15027.0,53.0,12921.0
3810,MINISTRY DOOR COUNTY MEDICAL CENTER (521358),2016,Critical Access,Voluntary non-profit - Church,55.0,44.832763,-87.351418,WI,,,97.0,14670.0,103.0,14716.0
3811,MEMORIAL MEDICAL CENTER (521359),2016,Critical Access,Voluntary non-profit - Private,35.0,46.566887,-90.887978,WI,31.0,20340.0,61.0,14376.0,123.0,13813.0
3812,CAMPBELL COUNTY MEMORIAL HOSPITAL (530002),2016,Acute Care,Government - Hospital District or Authority,225.0,44.289846,-105.519557,WY,,,71.0,15287.0,108.0,13145.0
3813,SHERIDAN MEMORIAL HOSPITAL (530006),2016,Acute Care,Government - Local,68.0,44.807425,-106.97557,WY,,,76.0,14066.0,129.0,14683.0
3814,SAGEWEST HEALTH CARE (530008),2016,Acute Care,Proprietary,124.0,43.033667,-108.418654,WY,25.0,21184.0,85.0,15773.0,82.0,13774.0
3815,MEMORIAL HOSPITAL SWEETWATER COUNTY (530011),2016,Acute Care,Government - Local,68.0,41.58406,-109.233578,WY,26.0,20844.0,68.0,14583.0,85.0,12690.0
3816,WYOMING MEDICAL CENTER (530012),2016,Acute Care,Government - Local,194.0,42.848718,-106.308753,WY,306.0,21774.0,339.0,16015.0,322.0,13878.0
3817,CHEYENNE REGIONAL MEDICAL CENTER (530014),2016,Acute Care,Voluntary non-profit - Other,222.0,41.139789,-104.817036,WY,227.0,24649.0,268.0,14691.0,415.0,13892.0
3818,ST JOHNS MEDICAL CENTER (530015),2016,Acute Care,Government - Hospital District or Authority,162.0,43.479695,-110.749986,WY,,,43.0,14322.0,64.0,12968.0
3819,IVINSON MEMORIAL HOSPITAL (530025),2016,Acute Care,Government - Hospital District or Authority,87.0,41.31139,-105.557512,WY,,,45.0,13734.0,136.0,13420.0
3820,EVANSTON REGIONAL HOSPITAL (530032),2016,Acute Care,Proprietary,32.0,41.242214,-110.991336,WY,,,,,65.0,12784.0
3821,MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302),2016,Critical Access,Voluntary non-profit - Other,25.0,42.758805,-105.381279,WY,,,,,52.0,14686.0
3822,WESTON COUNTY HEALTH SERVICES (531303),2016,Critical Access,Government - Hospital District or Authority,71.0,43.848747,-104.188756,WY,,,,,25.0,14514.0
3823,HOT SPRINGS COUNTY MEMORIAL HOSPITAL (531304),2016,Critical Access,Government - Local,22.0,43.647432,-108.19959,WY,,,41.0,15287.0,66.0,14228.0
3824,PLATTE COUNTY MEMORIAL HOSPITAL (531305),2016,Critical Access,Government - Local,25.0,42.04981,-104.960221,WY,,,,,47.0,13913.0
3825,WASHAKIE MEDICAL CENTER (531306),2016,Critical Access,Government - Local,22.0,44.013556,-107.948409,WY,,,59.0,14154.0,63.0,14686.0
3826,COMMUNITY HOSPITAL (531307),2016,Critical Access,Voluntary non-profit - Private,25.0,42.081765,-104.191509,WY,,,39.0,17097.0,56.0,12200.0
3827,JOHNSON COUNTY HEALTHCARE CENTER (531308),2016,Critical Access,Government - Hospital District or Authority,68.0,44.349788,-106.707248,WY,,,,,50.0,12296.0
3828,NORTH BIG HORN HOSPITAL DISTRICT (531309),2016,Critical Access,Government - Hospital District or Authority,99.0,44.825799,-108.390688,WY,,,,,47.0,12235.0
3829,POWELL VALLEY HOSPITAL (531310),2016,Critical Access,Government - Hospital District or Authority,125.0,44.756622,-108.770547,WY,,,27.0,14395.0,45.0,13278.0
3830,CROOK COUNTY HOSPITAL (531311),2016,Critical Access,Government - Hospital District or Authority,48.0,44.40883,-104.373596,WY,,,,,29.0,14850.0
3831,WEST PARK HOSPITAL DISTRICT (531312),2016,Critical Access,Government - Hospital District or Authority,126.0,44.526071,-109.073576,WY,,,70.0,15148.0,169.0,11526.0
3832,STAR VALLEY MEDICAL CENTER (531313),2016,Critical Access,Government - Hospital District or Authority,45.0,42.71725,-110.931461,WY,,,,,49.0,18226.0
3833,MEMORIAL HOSPITAL OF CARBON COUNTY (531316),2016,Critical Access,Government - Local,25.0,41.786763,-107.260673,WY,,,,,30.0,14767.0
3834,GUAM MEMORIAL HOSPITAL AUTHORITY (650001),2016,Acute Care,Government - Local,209.0,,,GU,157.0,12814.0,135.0,11648.0,172.0,11987.0
3835,COMMONWEALTH HEALTH CENTER (660001),2016,Acute Care,Proprietary,74.0,,,MP,32.0,16055.0,31.0,13207.0,49.0,12219.0
3836,ST MARKS MEDICAL CENTER (670004),2016,Acute Care,Voluntary non-profit - Private,42.0,,,TX,,,95.0,17176.0,149.0,16472.0
3837,THE HOSPITAL AT WESTLAKE MEDICAL CENTER (670006),2016,Acute Care,Proprietary,23.0,30.294735,-97.824938,TX,,,,,76.0,13239.0
3838,UNIVERSITY GENERAL HOSPITAL (670019),2016,Acute Care,Proprietary,70.0,,,TX,,,30.0,18988.0,37.0,17982.0
3839,METHODIST MANSFIELD MEDICAL CENTER (670023),2016,Acute Care,Voluntary non-profit - Private,207.0,32.569228,-97.095641,TX,198.0,25326.0,292.0,16783.0,242.0,15865.0
3840,NORTH CYPRESS MEDICAL CENTER (670024),2016,Acute Care,Physician,139.0,,,TX,249.0,23587.0,309.0,19355.0,457.0,17752.0
3841,THE HEART HOSPITAL BAYLOR PLANO (670025),2016,Acute Care,Proprietary,114.0,33.015252,-96.79012,TX,219.0,27616.0,339.0,19077.0,,
3842,ST LUKE'S PATIENTS MEDICAL CENTER (670031),2016,Acute Care,Physician,61.0,29.640261,-95.160714,TX,54.0,25099.0,219.0,18506.0,179.0,19282.0
3843,SCOTT & WHITE HOSPITAL-ROUND ROCK (670034),2016,Acute Care,Voluntary non-profit - Private,138.0,30.560291,-97.684909,TX,100.0,22204.0,144.0,17941.0,201.0,14417.0
3844,SETON MEDICAL CENTER WILLIAMSON (670041),2016,Acute Care,Voluntary non-profit - Private,142.0,30.567944,-97.652784,TX,117.0,21601.0,167.0,15274.0,243.0,15605.0
3845,CEDAR PARK REGIONAL MEDICAL CENTER (670043),2016,Acute Care,Proprietary,95.0,30.531124,-97.812824,TX,44.0,24117.0,89.0,16441.0,132.0,14706.0
3846,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL (670044),2016,Acute Care,Physician,51.0,32.886132,-96.464754,TX,,,146.0,16327.0,241.0,15866.0
3847,SIERRA PROVIDENCE EAST MEDICAL CENTER (670047),2016,Acute Care,Proprietary,166.0,31.790435,-106.267644,TX,71.0,24893.0,181.0,17677.0,229.0,14005.0
3848,ST LUKE'S SUGAR LAND HOSPITAL (670053),2016,Acute Care,Voluntary non-profit - Other,91.0,29.60496,-95.621328,TX,62.0,23878.0,83.0,17530.0,130.0,18235.0
3849,METHODIST STONE OAK HOSPITAL (670055),2016,Acute Care,Proprietary,196.0,29.614494,-98.475459,TX,145.0,24364.0,266.0,18874.0,238.0,14926.0
3850,SETON MEDICAL CENTER HAYS (670056),2016,Acute Care,Voluntary non-profit - Private,126.0,30.007734,-97.85528,TX,120.0,24558.0,144.0,17189.0,218.0,15378.0
3851,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE (670060),2016,Acute Care,Proprietary,70.0,32.77834,-96.567178,TX,135.0,22608.0,214.0,18232.0,141.0,16707.0
3852,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND (670068),2016,Acute Care,Proprietary,102.0,33.045227,-97.069331,TX,28.0,22884.0,101.0,19550.0,206.0,17247.0
3853,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON (670071),2016,Acute Care,Proprietary,48.0,32.748206,-97.11639,TX,133.0,24748.0,161.0,18088.0,,
3854,ST LUKE'S HOSPITAL AT THE VINTAGE (670075),2016,Acute Care,Proprietary,84.0,29.989489,-95.570248,TX,39.0,25357.0,111.0,18358.0,113.0,17480.0
3855,METHODIST WEST HOUSTON HOSPITAL (670077),2016,Acute Care,Voluntary non-profit - Private,195.0,29.785531,-95.69724,TX,152.0,25008.0,272.0,17315.0,281.0,16886.0
3856,BAPTIST EMERGENCY HOSPITAL (670078),2016,Acute Care,Proprietary,45.0,29.587955,-98.474198,TX,,,,,58.0,14736.0
3857,"LAKEWAY REGIONAL MEDICAL CENTER, LLC (670079)",2016,Acute Care,Proprietary,106.0,,,TX,47.0,23948.0,72.0,17076.0,95.0,15807.0
3858,SETON MEDICAL CENTER HARKER HEIGHTS (670080),2016,Acute Care,Proprietary,67.0,31.074292,-97.683707,TX,73.0,22231.0,144.0,15015.0,121.0,14733.0
3859,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY (670082),2016,Acute Care,Voluntary non-profit - Private,135.0,33.218404,-96.68102,TX,84.0,23941.0,158.0,16536.0,240.0,15028.0
3860,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE (670085),2016,Acute Care,Voluntary non-profit - Private,92.0,32.931717,-97.309987,TX,,,59.0,18394.0,93.0,14514.0
3861,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI (670088),2016,Acute Care,Voluntary non-profit - Private,123.0,30.153835,-96.388209,TX,61.0,25206.0,71.0,16558.0,58.0,14323.0
3862,WALNUT HILL MEDICAL CENTER (670092),2016,Acute Care,Proprietary,100.0,,,TX,30.0,21626.0,49.0,17221.0,,
3863,"BAY AREA REGIONAL MEDICAL CENTER, LLC (670096)",2016,Acute Care,Proprietary,119.0,,,TX,26.0,21548.0,34.0,16587.0,25.0,13909.0
3864,RESOLUTE HEALTH HOSPITAL (670098),2016,Acute Care,Proprietary,100.0,29.71921,-98.071212,TX,,,,,26.0,14904.0
3865,WICKENBURG COMMUNITY HOSPITAL (031300),2016,Critical Access,Voluntary non-profit - Private,19.0,33.978056,-112.738825,AZ,,,,,88.0,15840.0
3866,BENSON HOSPITAL (031301),2016,Critical Access,Government - Hospital District or Authority,22.0,31.964829,-110.307123,AZ,,,,,47.0,11153.0
3867,LITTLE COLORADO MEDICAL CENTER (031311),2016,Critical Access,Voluntary non-profit - Private,25.0,35.035455,-110.691742,AZ,,,,,61.0,11951.0
3868,COPPER QUEEN COMMUNITY HOSPITAL (031312),2016,Critical Access,Voluntary non-profit - Private,14.0,31.417254,-109.8826,AZ,,,,,30.0,14776.0
3869,COBRE VALLEY REGIONAL MEDICAL CENTER (031314),2016,Critical Access,Voluntary non-profit - Private,25.0,33.407206,-110.826224,AZ,,,142.0,15075.0,183.0,12510.0
3870,RIVER VALLEY MEDICAL CENTER (041302),2016,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR,,,,,58.0,18117.0
3871,"EUREKA SPRINGS HOSPITAL, LLC (041304)",2016,Critical Access,Proprietary,18.0,36.400433,-93.744699,AR,,,,,33.0,15521.0
3872,COMMUNITY MEDICAL CENTER IZARD COUNTY (041306),2016,Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR,,,47.0,15350.0,62.0,13924.0
3873,CROSSRIDGE COMMUNITY HOSPITAL (041307),2016,Critical Access,Voluntary non-profit - Church,15.0,35.220353,-90.787421,AR,,,57.0,15381.0,196.0,12572.0
3874,MCGEHEE HOSPITAL (041308),2016,Critical Access,Voluntary non-profit - Private,25.0,33.618285,-91.393066,AR,,,,,52.0,14206.0
3875,STONE COUNTY MEDICAL CENTER (041310),2016,Critical Access,Voluntary non-profit - Private,25.0,35.855598,-92.082727,AR,,,46.0,15056.0,103.0,13704.0
3876,"DEWITT HOSPITAL & NURSING HOME, INC (041314)",2016,Critical Access,Voluntary non-profit - Private,70.0,34.279598,-91.336892,AR,,,32.0,13925.0,62.0,10159.0
3877,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER (041316),2016,Critical Access,Government - Local,25.0,35.700249,-89.97493,AR,,,37.0,17219.0,52.0,14513.0
3878,DALLAS COUNTY MEDICAL CENTER (041317),2016,Critical Access,Government - Local,22.0,33.811158,-92.425058,AR,,,25.0,15556.0,72.0,14373.0
3879,LITTLE RIVER MEMORIAL HOSPITAL (041320),2016,Critical Access,Voluntary non-profit - Other,25.0,33.669572,-94.135025,AR,,,,,48.0,15751.0
3880,FULTON COUNTY HOSPITAL (041322),2016,Critical Access,Government - Local,25.0,36.383359,-91.811203,AR,,,72.0,14916.0,101.0,15079.0
3881,DELTA MEMORIAL HOSPITAL (041326),2016,Critical Access,Voluntary non-profit - Private,25.0,33.873294,-91.4815,AR,,,,,61.0,11457.0
3882,PIGGOTT COMMUNITY HOSPITAL (041330),2016,Critical Access,Government - Local,25.0,36.382019,-90.188443,AR,,,76.0,17149.0,101.0,15662.0
3883,CALHOUN-LIBERTY HOSPITAL (101304),2016,Critical Access,Voluntary non-profit - Private,14.0,30.458128,-85.049587,FL,,,61.0,15527.0,71.0,14289.0
3884,GEORGE E WEEMS MEMORIAL HOSPITAL (101305),2016,Critical Access,Government - Local,25.0,29.724484,-84.991275,FL,,,,,41.0,13978.0
3885,DOCTORS MEMORIAL HOSPITAL (101307),2016,Critical Access,Government - Hospital District or Authority,20.0,30.76059,-85.682474,FL,,,65.0,14944.0,121.0,13847.0
3886,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER (111300),2016,Critical Access,Government - Hospital District or Authority,112.0,31.774823,-84.793606,GA,,,25.0,17279.0,,
3887,CLINCH MEMORIAL HOSPITAL (111308),2016,Critical Access,Government - Local,15.0,31.032651,-82.763858,GA,,,28.0,13423.0,,
3888,PIONEER COMMUNITY HOSPITAL OF EARLY (111314),2016,Critical Access,Voluntary non-profit - Private,154.0,31.374382,-84.946245,GA,,,,,53.0,15010.0
3889,WARM SPRINGS MEDICAL CENTER (111316),2016,Critical Access,Voluntary non-profit - Other,104.0,32.890652,-84.682911,GA,,,,,32.0,15314.0
3890,CHATUGE REGIONAL HOSPITAL (111324),2016,Critical Access,Government - Hospital District or Authority,143.0,34.946282,-83.754318,GA,,,35.0,16412.0,108.0,13774.0
3891,PHOEBE WORTH MEDICAL CENTER (111328),2016,Critical Access,Voluntary non-profit - Private,25.0,31.512385,-83.840673,GA,,,,,31.0,13241.0
3892,NELL J REDFIELD MEMORIAL HOSPITAL (131303),2016,Critical Access,Government - Local,45.0,42.189638,-112.250759,ID,,,,,27.0,14504.0
3893,STEELE MEMORIAL MEDICAL CENTER (131305),2016,Critical Access,Voluntary non-profit - Other,18.0,45.173311,-113.890918,ID,,,,,43.0,12719.0
3894,SHOSHONE MEDICAL CENTER (131314),2016,Critical Access,Government - Hospital District or Authority,21.0,47.547123,-116.131409,ID,,,30.0,17616.0,45.0,16600.0
3895,BEAR LAKE MEMORIAL HOSPITAL (131316),2016,Critical Access,Government - Local,4494.0,42.316242,-111.300847,ID,,,27.0,17707.0,45.0,15277.0
3896,HIAWATHA COMMUNITY HOSPITAL (171341),2016,Critical Access,Voluntary non-profit - Private,25.0,39.851819,-95.531157,KS,,,66.0,16745.0,83.0,15007.0
3897,PAWNEE VALLEY COMMUNITY HOSPITAL (171345),2016,Critical Access,Government - Local,19.0,38.184161,-99.106596,KS,,,,,50.0,21390.0
3898,"COMMUNITY MEMORIAL HEALTHCARE, INC (171363)",2016,Critical Access,Voluntary non-profit - Private,24.0,39.847991,-96.635952,KS,,,52.0,16165.0,71.0,15835.0
3899,OSBORNE COUNTY MEMORIAL HOSPITAL (171364),2016,Critical Access,Government - Local,22.0,39.436682,-98.701159,KS,,,,,39.0,17513.0
3900,OHIO COUNTY HOSPITAL (181323),2016,Critical Access,Proprietary,25.0,37.447649,-86.896474,KY,,,35.0,14845.0,118.0,14318.0
3901,UNION GENERAL HOSPITAL (191301),2016,Critical Access,Voluntary non-profit - Private,22.0,32.786422,-92.393092,LA,,,27.0,16075.0,113.0,20114.0
3902,RIVERSIDE MEDICAL CENTER (191313),2016,Critical Access,Government - Hospital District or Authority,25.0,30.835132,-90.151979,LA,,,52.0,15662.0,83.0,14978.0
3903,POINTE COUPEE GENERAL HOSPITAL (191316),2016,Critical Access,Government - Hospital District or Authority,25.0,30.682516,-91.461372,LA,,,34.0,15958.0,77.0,16840.0
3904,JACKSON PARISH HOSPITAL (191317),2016,Critical Access,Government - Hospital District or Authority,25.0,32.252349,-92.719636,LA,,,29.0,16398.0,134.0,16044.0
3905,RICHLAND PARISH HOSPITAL-DELHI (191323),2016,Critical Access,Government - Hospital District or Authority,25.0,32.452864,-91.494079,LA,,,51.0,15922.0,126.0,15915.0
3906,LADY OF THE SEA GENERAL HOSPITAL (191325),2016,Critical Access,Government - Hospital District or Authority,24.0,29.456719,-90.31043,LA,,,51.0,16640.0,79.0,14597.0
3907,REEVES MEMORIAL MEDICAL CENTER (191326),2016,Critical Access,Government - Hospital District or Authority,15.0,32.824362,-92.656723,LA,,,,,47.0,22737.0
3908,BARAGA COUNTY MEMORIAL HOSPITAL (231307),2016,Critical Access,Government - Local,21.0,46.73446,-88.428042,MI,,,32.0,17903.0,49.0,14415.0
3909,MUNISING MEMORIAL HOSPITAL (231308),2016,Critical Access,Voluntary non-profit - Private,11.0,46.423849,-86.625716,MI,,,,,36.0,13550.0
3910,SHERIDAN COMMUNITY HOSPITAL (231312),2016,Critical Access,Voluntary non-profit - Private,23.0,43.215444,-85.073566,MI,,,,,44.0,13553.0
3911,MERCY HEALTH LAKESHORE CAMPUS (231320),2016,Critical Access,Voluntary non-profit - Private,24.0,43.607053,-86.36515,MI,,,42.0,13651.0,74.0,15340.0
3912,STEVENS COMMUNITY MEDICAL CENTER (241363),2016,Critical Access,Voluntary non-profit - Private,25.0,45.585436,-95.905063,MN,,,48.0,14700.0,85.0,12054.0
3913,MADISON HOSPITAL (241372),2016,Critical Access,Proprietary,80.0,45.016635,-96.188782,MN,,,,,30.0,14306.0
3914,SHARKEY ISSAQUENA COMMUNITY HOSPITAL (250079),2016,Acute Care,Government - Local,53.0,32.905373,-90.884989,MS,,,30.0,13854.0,46.0,13925.0
3915,PIONEER COMMUNITY HOSPITAL OF ABERDEEN (251302),2016,Critical Access,Voluntary non-profit - Private,35.0,33.819942,-88.541059,MS,,,,,60.0,17118.0
3916,STONE COUNTY HOSPITAL (251303),2016,Critical Access,Proprietary,25.0,30.845646,-89.115202,MS,,,37.0,21547.0,63.0,20204.0
3917,HARDY WILSON MEMORIAL HOSPITAL CAH (251327),2016,Critical Access,Government - Local,25.0,31.833683,-90.473219,MS,,,35.0,17963.0,85.0,14737.0
3918,PIONEER HEALTH SERVICES OF NEWTON (251332),2016,Critical Access,Proprietary,30.0,,,MS,,,40.0,16331.0,66.0,14068.0
3919,COMMUNITY HOSPITAL ASSOCIATION (261303),2016,Critical Access,Voluntary non-profit - Private,17.0,40.348215,-95.397323,MO,,,32.0,14658.0,119.0,13462.0
3920,PERSHING MEMORIAL HOSPITAL (261307),2016,Critical Access,Voluntary non-profit - Private,25.0,39.775078,-93.068297,MO,,,99.0,16176.0,106.0,15446.0
