,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
438189,450573,CHRISTUS JASPER MEMORIAL HOSPITAL,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX
438313,450578,HEMPHILL COUNTY HOSPITAL,Acute Care,Government - Hospital District or Authority,15.0,35.903792,-100.387399,TX
438431,450584,WILBARGER GENERAL HOSPITAL,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX
438555,450586,SEYMOUR HOSPITAL,Acute Care,Government - Hospital District or Authority,27.0,33.589788,-99.247697,TX
438677,450587,HENDRICK MEDICAL CENTER BROWNWOOD,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX
438701,450587,BROWNWOOD REGIONAL MEDICAL CENTER,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX
438807,450596,LAKE GRANBURY MEDICAL CENTER,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX
438933,450597,CUERO REGIONAL HOSPITAL,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX
439003,450597,CUERO COMMUNITY HOSPITAL,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX
439060,450604,HILL COUNTRY MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX
439072,450604,HILL COUNTRY MEMORIAL HOSPITAL INC,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX
439186,450605,CARE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,73.0,27.915921,-97.161829,TX
439292,450605,NORTH BAY GENERAL HOSPITAL,Acute Care,Proprietary,73.0,27.915921,-97.161829,TX
439294,45060F,VA AMARILLO HEALTHCARE SYSTEM,Acute Care (VA),Government - Federal,,,,
439361,450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX
439409,450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX
439511,450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX
439568,450617,CLEAR LAKE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX
439639,450634,MEDICAL CITY DENTON,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX
439711,450634,DENTON REGIONAL MEDICAL CENTER,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX
439769,450638,HCA HOUSTON HEALTHCARE NORTHWEST,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX
439824,450638,HOUSTON NORTHWEST MEDICAL CENTER,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX
439895,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX
439941,450639,TEXAS HEALTH HEB,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX
440030,450639,HARRIS METHODIST H E B HOSPITAL,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX
440032,450641,NOCONA GENERAL HOSPITAL,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX
440154,450643,DOCTORS HOSPITAL OF LAREDO,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX
440278,450644,HCA HOUSTON HEALTHCARE WEST,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX
440333,450644,WEST HOUSTON MEDICAL CENTER,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX
440404,450647,MEDICAL CITY DALLAS HOSPITAL,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX
440452,450647,MEDICAL CITY DALLAS,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX
440544,450651,MEDICAL CITY PLANO,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX
440598,450651,MEDICAL CENTER OF PLANO,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX
440671,450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",Acute Care,Proprietary,84.0,32.240015,-101.492412,TX
440720,450653,SCENIC MOUNTAIN MEDICAL CENTER,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX
440795,450654,STARR COUNTY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX
440919,450656,NACOGDOCHES MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX
441045,450658,FREESTONE MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX
441124,450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX
441175,450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX
441187,450659,PARK PLAZA HOSPITAL,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX
441300,450661,ODESSA REGIONAL MEDICAL CENTER,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX
441391,450661,ODESSA REGIONAL HOSPITAL,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX
441428,450662,VALLEY REGIONAL MEDICAL CENTER,Acute Care,Proprietary,207.0,,,TX
441552,450668,SIERRA MEDICAL CENTER,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX
441564,450668,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX
441694,450669,MEDICAL CITY LEWISVILLE,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX
441740,450669,MEDICAL CENTER OF LEWISVILLE,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX
441821,45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),Acute Care (VA),Government - Federal,,,,
441859,45066F,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,Acute Care (VA),Government - Federal,,,,
441888,450670,HCA HOUSTON HEALTHCARE TOMBALL,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX
441945,450670,TOMBALL REGIONAL MEDICAL CENTER,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX
442016,450672,MEDICAL CITY FORT WORTH,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX
442067,450672,PLAZA MEDICAL CENTER OF FORT WORTH,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX
442146,450674,"WOMANS HOSPITAL OF TEXAS,THE",Acute Care,Proprietary,250.0,29.692977,-95.40109,TX
442237,450675,MEDICAL CITY ARLINGTON,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX
442315,450675,MEDICAL CENTER OF ARLINGTON,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX
442364,450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX
442453,450677,HUGULEY MEMORIAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX
442490,450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORK SOUTH,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX
442494,450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX
442540,450678,CITY HOSPITAL AT  WHITE ROCK,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX
442555,450678,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX
442577,450678,DOCTORS HOSPITAL,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX
442627,450678,DOCTORS HOSPITAL AT WHITE ROCK LAKE,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX
442634,450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX
442689,450684,MEMORIAL HERMANN NORTHEAST,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX
442760,450686,UNIVERSITY MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX
442886,450688,DALLAS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX
443010,45068F,William Beaumont AMG (FT Bliss),Acute Care (DOD),Department of Defense,,,,
443031,450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,Acute Care,Government - State,124.0,32.42369,-95.209291,TX
443077,450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,Acute Care,Government - State,124.0,32.42369,-95.209291,TX
443179,450694,EL CAMPO MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX
443303,450697,TEXAS VISTA MEDICAL CENTER,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX
443325,450697,SOUTHWEST GENERAL HOSPITAL,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX
443430,450698,LAMB HEALTHCARE CENTER,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX
443548,45069F,Brooke Army Medical Center  (FT Sam Houston),Acute Care (DOD),Department of Defense,,,,
443569,450702,LONGVIEW REGIONAL MEDICAL CENTER,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX
443695,450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX
443719,450709,HOUSTON METHODIST ST JOHN HOSPITAL,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX
443808,450709,CHRISTUS ST JOHN HOSPITAL,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX
443824,45070F,Darnall AMC (FT Hood),Acute Care (DOD),Department of Defense,,,,
443845,450711,RIO GRANDE REGIONAL HOSPITAL,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX
443969,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX
444095,450718,ROUND ROCK MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX
444221,450718,ST. DAVID'S ROUND ROCK MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX
444234,450723,METHODIST CHARLTON MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX
444360,450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX
444372,450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX
444447,450730,BAYLOR MEDICAL CENTER AT CARROLLTON,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX
444488,450730,BAYLOR SCOTT & WHITE MEDICAL CENTER-CARROLLTON,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX
444491,450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX
444578,450742,LAKE POINTE MEDICAL CENTER,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX
444617,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX
444743,450747,PALESTINE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX
444867,45074F,HOUSTON VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
444936,450755,COVENANT HOSPITAL LEVELLAND,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX
445056,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX
445182,450771,PRESBYTERIAN HOSPITAL OF PLANO,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX
445184,450774,TOPS SURGICAL SPECIALTY HOSPITAL,Acute Care,Physician,16.0,30.018542,-95.444846,TX
445308,450774,T O P S SURGICAL SPECIALTY HOSPITAL,Acute Care,Physician,16.0,30.018542,-95.444846,TX
445310,450775,HCA HOUSTON HEALTHCARE KINGWOOD,Acute Care,Proprietary,420.0,,,TX
445322,450775,KINGWOOD MEDICAL CENTER,Acute Care,Proprietary,420.0,,,TX
445447,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX
445573,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",Acute Care,Proprietary,419.0,27.681644,-97.359284,TX
445699,450788,THE CORPUS CHRISTI MEDICAL CENTER,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX
445714,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX
445840,450803,UNITED MEMORIAL MEDICAL CENTER,Acute Care,Physician,119.0,29.847222,-95.407991,TX
445842,450803,DOCTORS HOSPITAL TIDWELL,Acute Care,Physician,119.0,29.847222,-95.407991,TX
445954,450803,DOCTORS HOSPITAL PARKWAY - TIDWELL,Acute Care,Physician,119.0,29.847222,-95.407991,TX
445960,450804,TEXAS ORTHOPEDIC HOSPITAL,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX
446084,450808,NORTHWEST HILLS SURGICAL HOSPITAL,Acute Care,Physician,8.0,30.350316,-97.751026,TX
446183,450809,NORTH AUSTIN MEDICAL CENTER,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX
446309,450820,HOUSTON METHODIST SUGARLAND HOSPITAL,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX
446390,450820,HOUSTON METHODIST SUGAR LAND HOSPITAL,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX
446392,450820,METHODIST SUGAR LAND HOSPITAL,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX
446440,450822,MEDICAL CITY LAS COLINAS,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX
446510,450822,LAS COLINAS MEDICAL CENTER,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX
446567,450825,CORNERSTONE REGIONAL HOSPITAL,Acute Care,Proprietary,14.0,26.263096,-98.199164,TX
446691,450827,KELL WEST REGIONAL HOSPITAL,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX
446815,450828,CHRISTUS SPOHN HOSPITAL ALICE,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX
446939,450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX
446953,450831,SURGERY SPECIALTY HOSPITALS OF AMERICA S E HOUSTON,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX
447026,450831,SURGERY SPECIALTY HOSPITALS OF AMERICA,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX
447041,450833,ENNIS REGIONAL MEDICAL CENTER,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX
447163,450834,"PHYSICIANS CENTRE,THE",Acute Care,Proprietary,16.0,30.649585,-96.296515,TX
447287,450834,THE PHYSICIANS CENTRE,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX
447289,450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX
447413,450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX
447496,450844,METHODIST WILLOWBROOK HOSPITAL,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX
447542,450847,MEMORIAL HERMANN KATY HOSPITAL,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX
447666,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX
447790,450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX
447836,450851,BAYLOR SCOTT AND WHITE HEART AND VASCULAR HOSPITAL,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX
447857,450851,BAYLOR HEART AND VASCULAR HOSPITAL,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX
447925,450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX
447971,450853,BAYLOR MEDICAL CENTER AT FRISCO,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX
448058,450853,FRISCO MEDICAL CENTER,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX
448067,450855,HARLINGEN MEDICAL CENTER,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX
448193,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX
448317,450856,THE SPINE HOSPITAL OF SOUTH TEXAS,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX
448319,450860,SUGAR LAND SURGICAL HOSPITAL LLP,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX
448443,450860,SURGICAL SPECIALTY HOSPITAL OF SUGAR LAND,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX
448445,450860,MEMORIAL HERMANN SUGAR LAND SURGICAL HOSPITAL,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX
448455,450862,ST LUKE'S THE WOODLANDS HOSPITAL,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX
448579,450862,CHI ST LUKE'S HEALTH THE WOODLANDS HOSPITAL,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX
448583,450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,Acute Care,Physician,19.0,32.329248,-95.299467,TX
448653,450864,TEXAS SPINE AND JOINT HOSPITAL,Acute Care,Physician,19.0,32.329248,-95.299467,TX
448710,450865,ASCENSION SETON  SOUTHWEST,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX
448744,450865,SETON SOUTHWEST HOSPITAL,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX
448810,450865,SETON SOUTHWEST HEALTHCARE CENTER,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX
448812,450867,ASCENSION SETON NORTHWEST,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX
448836,450867,SETON NORTHWEST HOSPITAL,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX
448925,450867,SETON  NORTHWEST HOSPITAL,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX
448948,450869,DOCTORS HOSPITAL AT RENAISSANCE,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX
449074,45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),Acute Care (VA),Government - Federal,,,,
449114,45086F,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,Acute Care (VA),Government - Federal,,,,
449143,450871,ARISE AUSTIN MEDICAL CENTER,Acute Care,Physician,22.0,30.271664,-97.795469,TX
449262,450871,AUSTIN SURGICAL HOSPITAL,Acute Care,Physician,22.0,30.271664,-97.795469,TX
449267,450872,U S M D HOSPITAL AT ARLINGTON L P,Acute Care,Physician,35.0,32.679151,-97.115971,TX
449311,450872,USMD HOSPITAL AT ARLINGTON L P,Acute Care,Physician,35.0,32.679151,-97.115971,TX
449392,450872,U.S.M.D. HOSPITAL AT ARLINGTON,Acute Care,Physician,35.0,32.679151,-97.115971,TX
449407,450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX
449526,450874,IRVING COPPELL SURGICAL HOSPITAL LLP,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX
449531,450875,QUAIL CREEK SURGICAL HOSPITAL,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX
449655,450875,PHYSICIANS SURGICAL HOSPITAL AT QUAIL CREEK,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX
449670,450876,LUBBOCK HEART HOSPITAL LP,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX
449796,450876,LUBBOCK HEART HOSPITAL L P,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX
449802,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX
449805,450877,LEGENT HOSPITAL OF EL PASO,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX
449923,450877,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",Acute Care,Proprietary,40.0,31.734985,-106.301578,TX
449930,450877,EAST EL PASO PHYSICIANS MEDICAL CENTER,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX
449932,450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX
449987,450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX
450058,450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX
450178,450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX
450247,450885,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX
450267,450885,CENTENNIAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX
450308,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,Acute Care,Government - State,16.0,32.94097,-97.127578,TX
450432,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX
450550,450889,TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX
450565,450890,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX
450613,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX
450707,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX
450752,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX
450831,450893,THE HEART HOSPITAL BAYLOR DENTON,Acute Care,Physician,20.0,33.17697,-97.088199,TX
450950,450893,NORTH TEXAS HOSPITAL,Acute Care,Physician,20.0,33.17697,-97.088199,TX
450955,45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),Acute Care (VA),Government - Federal,,,,
450995,45090F,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,Acute Care (VA),Government - Federal,,,,
451024,451300,PARMER COUNTY COMMUNITY HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,34.643634,-102.721088,TX
451073,451301,REAGAN MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,9.0,31.201651,-101.461587,TX
