,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3846,WATERTOWN MEMORIAL HOSPITAL (520116),2020,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,,,7.9,13.6,11.0,16.6
3847,WHEATON FRANCISCAN ST JOSEPH (520136),2020,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,13.3,3.3,8.9,13.1,13.3,19.1
3848,AURORA ST LUKES MEDICAL CENTER (520138),2020,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,12.5,1.8,7.4,15.2,9.6,13.7
3849,WEST ALLIS MEMORIAL HOSPITAL (520139),2020,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,12.7,,8.1,11.1,11.8,15.0
3850,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2020,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,12.6,3.1,10.1,15.0,15.5,20.8
3851,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2020,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,11.3,3.0,7.9,18.6,10.1,12.0
3852,AURORA MEDICAL CENTER KENOSHA (520189),2020,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,13.1,,7.2,11.6,11.8,14.0
3853,AURORA BAYCARE MEDICAL CTR (520193),2020,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,12.6,3.1,8.6,16.3,12.0,16.6
3854,AURORA MEDICAL CTR OSHKOSH (520198),2020,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,13.1,,10.0,12.4,15.9,14.2
3855,ASCENSION ST CLARES HOSPITAL (520202),2020,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,14.8,3.2,7.3,12.5,9.8,15.0
3856,AURORA MEDICAL CENTER - SUMMIT (520206),2020,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,13.8,,7.5,13.6,12.7,16.4
3857,AURORA MEDICAL CENTER - GRAFTON (520207),2020,Acute Care,Voluntary non-profit - Private,116.0,,,WI,12.7,3.0,8.5,12.6,11.9,15.4
3858,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE (520208),2020,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,,,7.4,13.0,10.3,14.7
3859,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2020,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,,,8.3,,11.4,14.1
3860,MAYO CLINIC HEALTH SYSTEM OAKRIDGE (521302),2020,Critical Access,Voluntary non-profit - Other,26.0,44.577911,-91.216351,WI,,,,,11.5,15.7
3861,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS (521304),2020,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,,,12.0,15.3
3862,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA (521305),2020,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,,,,,,14.5
3863,AMERY HOSPITAL & CLINIC (521308),2020,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,,,9.1,,11.3,17.1
3864,HSHS ST CLARE MEMORIAL HOSPITAL (521310),2020,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,,,,,10.6,15.4
3865,OUR LADY OF VICTORY HOSPITAL (521311),2020,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,,,11.0,15.8
3866,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY (521312),2020,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,,,,,,16.6
3867,ASCENSION SACRED HEART HOSPITAL (521313),2020,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,,,8.0,,12.1,18.1
3868,MAYO CLINIC HEALTH SYSTEM CHIPPEWA VALLEY (521314),2020,Critical Access,Voluntary non-profit - Private,38.0,45.102008,-91.500572,WI,,,8.3,,,13.5
3869,MAYO CLINIC HEALTH SYSTEM-NORTHLAND (521315),2020,Critical Access,Voluntary non-profit - Other,35.0,45.398369,-91.840668,WI,,,8.0,,11.6,20.1
3870,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS (521316),2020,Critical Access,Voluntary non-profit - Private,63.0,44.364827,-91.318648,WI,,,,,,15.2
3871,EDGERTON HOSPITAL AND HEALTH SERVICES (521319),2020,Critical Access,Voluntary non-profit - Private,17.0,42.834872,-89.043024,WI,,,,,,15.7
3872,TOMAH MEMORIAL HOSPITAL (521320),2020,Critical Access,Voluntary non-profit - Private,25.0,,,WI,,,7.7,,14.1,14.7
3873,RIPON MEDICAL CENTER (521321),2020,Critical Access,Voluntary non-profit - Private,21.0,43.835451,-88.817692,WI,,,,,,15.6
3874,GRANT REGIONAL HEALTH CENTER (521322),2020,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,,,,,,17.3
3875,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC (521324)",2020,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,,,9.8,,,16.1
3876,FLAMBEAU HOSPITAL (521325),2020,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,,,10.2,,11.7,17.8
3877,THEDACARE MEDICAL CENTER - NEW LONDON (521326),2020,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,,,8.4,,12.3,17.9
3878,WAUPUN MEMORIAL HOSPITAL (521327),2020,Critical Access,Voluntary non-profit - Church,25.0,43.630968,-88.745912,WI,,,8.8,,,14.6
3879,MARSHFIELD MEDICAL CENTER - LADYSMITH (521328),2020,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,,,7.5,,10.7,18.5
3880,ST MARYS HOSPITAL SUPERIOR (521329),2020,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,,,7.8,,11.9,12.9
3881,CROSSING RIVERS HEALTH MEDICAL CENTER (521330),2020,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,,,7.7,,14.3,17.4
3882,BURNETT MEDICAL CENTER INC (521331),2020,Critical Access,Voluntary non-profit - Private,75.0,45.775546,-92.687182,WI,,,8.6,,,
3883,SPOONER HEALTH SYSTEM (521332),2020,Critical Access,Voluntary non-profit - Private,22.0,,,WI,,,,,11.6,14.5
3884,BLACK RIVER MEMORIAL HOSPITAL (521333),2020,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,,,9.0,,12.2,14.8
3885,THEDACARE MEDICAL CENTER-WAUPACA (521334),2020,Critical Access,Voluntary non-profit - Private,25.0,44.345333,-89.075825,WI,,,9.4,,13.4,21.0
3886,HUDSON HOSPITAL (521335),2020,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,,,,,10.2,15.4
3887,HAYWARD AREA MEMORIAL HOSPITAL (521336),2020,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,,,8.2,,11.3,17.0
3888,ST CROIX REGIONAL MEDICAL CTR (521337),2020,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,,,7.8,,10.7,16.3
3889,COLUMBUS COMMUNITY HOSPITAL (521338),2020,Critical Access,Voluntary non-profit - Private,25.0,43.323798,-89.036162,WI,,,9.0,,13.3,17.4
3890,MINISTRY GOOD SAMARITAN HEALTH CTR (521339),2020,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,,,,,9.0,15.8
3891,MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC (521340),2020,Critical Access,Voluntary non-profit - Private,25.0,44.882566,-91.900468,WI,,,8.8,,13.0,14.5
3892,RICHLAND HOSPITAL (521341),2020,Critical Access,Voluntary non-profit - Private,25.0,43.339118,-90.382826,WI,,,9.3,12.4,12.0,16.7
3893,INDIANHEAD MEDICAL CTR (521342),2020,Critical Access,Proprietary,25.0,45.742102,-91.92578,WI,,,10.1,,14.0,16.6
3894,STOUGHTON HOSPITAL (521343),2020,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,,,,,10.8,16.4
3895,WESTFIELDS HOSPITAL AND CLINIC (521345),2020,Critical Access,Voluntary non-profit - Private,25.0,45.11746,-92.553214,WI,,,8.5,,10.1,15.7
3896,THEDACARE MEDICAL CENTER - SHAWANO (521346),2020,Critical Access,Voluntary non-profit - Private,25.0,44.761606,-88.606614,WI,,,8.2,13.4,13.9,16.2
3897,WESTERN WISCONSIN HEALTH (521347),2020,Critical Access,Voluntary non-profit - Private,25.0,44.941282,-92.376028,WI,,,,,,14.2
3898,VERNON MEMORIAL HOSPITAL (521348),2020,Critical Access,Voluntary non-profit - Private,28.0,43.55146,-90.888946,WI,,,,,13.0,15.5
3899,RIVER FALLS AREA HOSPITAL (521349),2020,Critical Access,Voluntary non-profit - Private,24.0,44.862859,-92.602829,WI,,,8.1,,11.7,13.1
3900,LANGLADE HOSPITAL (521350),2020,Critical Access,Voluntary non-profit - Church,25.0,45.140319,-89.140292,WI,,,7.4,13.3,13.0,16.2
3901,REEDSBURG AREA MEDICAL CENTER (521351),2020,Critical Access,Voluntary non-profit - Private,25.0,43.549287,-89.994548,WI,,,10.1,13.5,12.4,16.4
3902,UPLAND HILLS HEALTH (521352),2020,Critical Access,Voluntary non-profit - Private,69.0,42.952635,-90.130254,WI,,,9.5,,13.8,19.6
3903,CUMBERLAND MEMORIAL HOSPITAL (521353),2020,Critical Access,Voluntary non-profit - Other,57.0,45.530939,-92.029592,WI,,,,,,16.0
3904,SOUTHWEST HEALTH CENTER (521354),2020,Critical Access,Voluntary non-profit - Other,108.0,42.719781,-90.455783,WI,,,,,,18.0
3905,BERLIN MEMORIAL HOSPITAL (521355),2020,Critical Access,Voluntary non-profit - Private,69.0,43.977616,-88.941843,WI,,,8.9,,11.6,17.1
3906,MERCY WALWORTH HOSPITAL & MEDICAL CENTER (521357),2020,Critical Access,Voluntary non-profit - Private,331.0,42.597823,-88.540919,WI,,,8.2,,11.0,16.4
3907,MINISTRY DOOR COUNTY MEDICAL CENTER (521358),2020,Critical Access,Voluntary non-profit - Church,55.0,44.832763,-87.351418,WI,,,8.0,14.5,12.5,17.9
3908,MEMORIAL MEDICAL CENTER (521359),2020,Critical Access,Voluntary non-profit - Private,35.0,46.566887,-90.887978,WI,,,7.5,14.7,15.3,22.3
3909,CAMPBELL COUNTY HEALTH (530002),2020,Acute Care,Government - Hospital District or Authority,225.0,44.289846,-105.519557,WY,13.0,,8.8,15.2,11.9,15.9
3910,SHERIDAN MEMORIAL HOSPITAL (530006),2020,Acute Care,Government - Local,68.0,44.807425,-106.97557,WY,12.3,,7.6,15.9,13.6,15.0
3911,SAGEWEST HEALTH CARE (530008),2020,Acute Care,Proprietary,124.0,43.033667,-108.418654,WY,,,8.5,14.6,12.8,14.9
3912,MEMORIAL HOSPITAL SWEETWATER COUNTY (530011),2020,Acute Care,Government - Local,68.0,41.58406,-109.233578,WY,,,8.0,13.6,9.0,18.3
3913,WYOMING MEDICAL CENTER (530012),2020,Acute Care,Government - Local,194.0,42.848718,-106.308753,WY,12.2,2.6,10.2,15.5,14.9,19.0
3914,CHEYENNE REGIONAL MEDICAL CENTER (530014),2020,Acute Care,Voluntary non-profit - Other,222.0,41.139789,-104.817036,WY,10.3,3.6,7.6,11.1,11.8,13.7
3915,ST JOHNS MEDICAL CENTER (530015),2020,Acute Care,Government - Hospital District or Authority,162.0,43.479695,-110.749986,WY,,,7.9,,9.9,13.4
3916,IVINSON MEMORIAL HOSPITAL (530025),2020,Acute Care,Government - Hospital District or Authority,87.0,41.31139,-105.557512,WY,,,7.8,,12.7,15.9
3917,EVANSTON REGIONAL HOSPITAL (530032),2020,Acute Care,Proprietary,32.0,41.242214,-110.991336,WY,,,8.1,,14.1,16.5
3918,CHEYENNE VA MEDICAL CENTER (53004F),2020,Acute Care (VA),Government - Federal,,,,,,,6.9,,9.2,12.0
3919,MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302),2020,Critical Access,Voluntary non-profit - Other,25.0,42.758805,-105.381279,WY,,,8.6,,13.2,15.4
3920,WESTON COUNTY HEALTH SERVICES (531303),2020,Critical Access,Government - Hospital District or Authority,71.0,43.848747,-104.188756,WY,,,,,,16.4
3921,HOT SPRINGS COUNTY MEMORIAL HOSPITAL (531304),2020,Critical Access,Government - Local,22.0,43.647432,-108.19959,WY,,,8.8,,13.1,18.4
3922,PLATTE COUNTY MEMORIAL HOSPITAL (531305),2020,Critical Access,Government - Local,25.0,42.04981,-104.960221,WY,,,10.1,,11.2,16.1
3923,WASHAKIE MEDICAL CENTER (531306),2020,Critical Access,Government - Local,22.0,44.013556,-107.948409,WY,,,8.1,,9.9,17.7
3924,COMMUNITY HOSPITAL (531307),2020,Critical Access,Voluntary non-profit - Private,25.0,42.081765,-104.191509,WY,,,10.6,,13.8,19.4
3925,JOHNSON COUNTY HEALTHCARE CENTER (531308),2020,Critical Access,Government - Hospital District or Authority,68.0,44.349788,-106.707248,WY,,,8.1,,,16.5
3926,NORTH BIG HORN HOSPITAL DISTRICT (531309),2020,Critical Access,Government - Hospital District or Authority,99.0,44.825799,-108.390688,WY,,,9.6,,12.4,19.9
3927,POWELL VALLEY HOSPITAL (531310),2020,Critical Access,Government - Hospital District or Authority,125.0,44.756622,-108.770547,WY,,,8.7,,13.2,15.9
3928,CODY REGIONAL HEALTH (531312),2020,Critical Access,Government - Hospital District or Authority,126.0,44.526071,-109.073576,WY,,,10.0,12.6,17.7,15.4
3929,STAR VALLEY MEDICAL CENTER (531313),2020,Critical Access,Government - Hospital District or Authority,45.0,42.71725,-110.931461,WY,,,,,12.8,15.0
3930,MEMORIAL HOSPITAL OF CARBON COUNTY (531316),2020,Critical Access,Government - Local,25.0,41.786763,-107.260673,WY,,,9.5,,13.9,15.2
3931,GUAM MEMORIAL  HOSPITAL AUTHORITY (650001),2020,Acute Care,Government - Local,209.0,,,GU,13.0,,9.2,15.6,9.8,14.8
3932,COMMONWEALTH HEALTH CENTER (660001),2020,Acute Care,Proprietary,74.0,,,MP,12.8,,,14.3,12.2,19.1
3933,ST MARKS MEDICAL CENTER (670004),2020,Acute Care,Voluntary non-profit - Private,42.0,,,TX,,,8.5,,13.0,14.4
3934,THE HOSPITAL AT WESTLAKE MEDICAL CENTER (670006),2020,Acute Care,Proprietary,23.0,30.294735,-97.824938,TX,,,,,,13.5
3935,METHODIST MANSFIELD MEDICAL CENTER (670023),2020,Acute Care,Voluntary non-profit - Private,207.0,32.569228,-97.095641,TX,12.4,3.9,8.6,12.9,12.6,16.3
3936,BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO (670025),2020,Acute Care,Proprietary,114.0,33.015252,-96.79012,TX,10.9,1.8,,,10.4,15.2
3937,CHI ST LUKE'S PATIENTS MEDICAL CENTER (670031),2020,Acute Care,Physician,61.0,29.640261,-95.160714,TX,13.0,,9.2,14.1,10.7,11.5
3938,BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK (670034),2020,Acute Care,Voluntary non-profit - Private,138.0,30.560291,-97.684909,TX,13.1,2.8,9.5,12.1,9.4,14.4
3939,SETON MEDICAL CENTER WILLIAMSON (670041),2020,Acute Care,Voluntary non-profit - Private,142.0,30.567944,-97.652784,TX,12.5,2.9,7.9,16.3,10.5,16.9
3940,CEDAR PARK REGIONAL MEDICAL CENTER (670043),2020,Acute Care,Proprietary,95.0,30.531124,-97.812824,TX,12.6,,8.0,14.6,11.3,17.5
3941,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL (670044),2020,Acute Care,Physician,51.0,32.886132,-96.464754,TX,,,7.8,,10.1,14.7
3942,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS (670047),2020,Acute Care,Proprietary,166.0,31.790435,-106.267644,TX,12.2,,6.7,13.8,11.5,17.4
3943,ST LUKE'S SUGAR LAND HOSPITAL (670053),2020,Acute Care,Voluntary non-profit - Other,91.0,29.60496,-95.621328,TX,12.5,,7.8,,9.9,16.3
3944,METHODIST HOSPITAL  STONE OAK (670055),2020,Acute Care,Proprietary,196.0,29.614494,-98.475459,TX,11.6,3.2,8.0,12.5,10.6,16.3
3945,ASCENSION  SETON HAYS (670056),2020,Acute Care,Voluntary non-profit - Private,126.0,30.007734,-97.85528,TX,12.9,2.6,9.0,12.7,11.0,14.9
3946,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE (670060),2020,Acute Care,Proprietary,70.0,32.77834,-96.567178,TX,13.2,,10.1,12.5,13.1,16.5
3947,BAYLOR EMERGENCY MEDICAL CENTER AT AUBREY (670062),2020,Acute Care,Proprietary,30.0,,,TX,,,8.1,,,12.9
3948,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND (670068),2020,Acute Care,Proprietary,102.0,33.045227,-97.069331,TX,,,8.6,12.5,11.9,13.3
3949,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON (670071),2020,Acute Care,Proprietary,48.0,32.748206,-97.11639,TX,12.1,3.2,,,9.3,
3950,ST LUKE'S HOSPITAL AT THE VINTAGE (670075),2020,Acute Care,Proprietary,84.0,29.989489,-95.570248,TX,12.1,,7.3,,11.5,12.3
3951,HOUSTON METHODIST WEST HOSPITAL (670077),2020,Acute Care,Voluntary non-profit - Private,195.0,29.785531,-95.69724,TX,12.2,2.8,7.4,12.2,11.2,14.3
3952,BAPTIST EMERGENCY HOSPITAL (670078),2020,Acute Care,Proprietary,45.0,29.587955,-98.474198,TX,,,7.1,,,12.1
3953,SETON MEDICAL CENTER HARKER HEIGHTS (670080),2020,Acute Care,Proprietary,67.0,31.074292,-97.683707,TX,11.6,,8.4,13.0,11.2,14.0
3954,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY (670082),2020,Acute Care,Voluntary non-profit - Private,135.0,33.218404,-96.68102,TX,12.1,,9.1,13.4,10.9,14.6
3955,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE (670085),2020,Acute Care,Voluntary non-profit - Private,92.0,32.931717,-97.309987,TX,13.2,,6.4,12.6,10.2,14.3
3956,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI (670088),2020,Acute Care,Voluntary non-profit - Private,123.0,30.153835,-96.388209,TX,11.5,3.2,8.3,11.2,11.2,15.3
3957,RESOLUTE HEALTH HOSPITAL (670098),2020,Acute Care,Proprietary,100.0,29.71921,-98.071212,TX,13.3,,9.6,15.0,10.9,15.2
3958,MEDICAL CITY ALLIANCE (670103),2020,Acute Care,Voluntary non-profit - Private,73.0,32.898527,-97.313814,TX,12.1,,8.2,,9.3,18.2
3959,HCA HOUSTON HEALTHCARE PEARLAND (670106),2020,Acute Care,Proprietary,48.0,29.579994,-95.391911,TX,13.2,,,,11.9,17.4
3960,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL BURLESON (670107),2020,Acute Care,Proprietary,22.0,32.57601,-97.320774,TX,,,,,,13.8
3961,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS (670108),2020,Acute Care,Voluntary non-profit - Private,46.0,30.11074,-97.359381,TX,,,6.8,12.9,10.5,12.8
3962,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS (670120),2020,Acute Care,Proprietary,107.0,,,TX,13.3,,7.9,12.0,11.2,14.1
3963,HOUSTON METHODIST THE WOODLANDS HOSPITAL (670122),2020,Acute Care,Voluntary non-profit - Private,189.0,30.204697,-95.45551,TX,12.7,3.0,7.3,15.6,10.1,10.5
3964,WICKENBURG COMMUNITY HOSPITAL (031300),2020,Critical Access,Voluntary non-profit - Private,19.0,33.978056,-112.738825,AZ,,,9.1,,,15.1
3965,BENSON HOSPITAL (031301),2020,Critical Access,Government - Hospital District or Authority,22.0,31.964829,-110.307123,AZ,,,,,,14.8
3966,LITTLE COLORADO MEDICAL CENTER (031311),2020,Critical Access,Voluntary non-profit - Private,25.0,35.035455,-110.691742,AZ,,,7.9,,,14.4
3967,COPPER QUEEN COMMUNITY HOSPITAL (031312),2020,Critical Access,Voluntary non-profit - Private,14.0,31.417254,-109.8826,AZ,,,,,,13.9
3968,COBRE VALLEY REGIONAL MEDICAL CENTER (031314),2020,Critical Access,Voluntary non-profit - Private,25.0,33.407206,-110.826224,AZ,12.6,,7.4,14.6,10.9,13.6
3969,DARDANELLE HOSPITAL (041302),2020,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR,,,8.5,,,14.1
3970,EUREKA SPRINGS HOSPITAL COMMISSION (041304),2020,Critical Access,Proprietary,18.0,36.400433,-93.744699,AR,,,8.8,,,14.2
3971,"IZARD COUNTY MEDICAL CENTER, LLC (041306)",2020,Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR,,,8.9,,13.9,16.0
3972,CROSSRIDGE COMMUNITY HOSPITAL (041307),2020,Critical Access,Voluntary non-profit - Church,15.0,35.220353,-90.787421,AR,,,8.3,,10.8,17.0
3973,MCGEHEE HOSPITAL (041308),2020,Critical Access,Voluntary non-profit - Private,25.0,33.618285,-91.393066,AR,,,,,,14.3
3974,STONE COUNTY MEDICAL CENTER (041310),2020,Critical Access,Voluntary non-profit - Private,25.0,35.855598,-92.082727,AR,,,8.7,,13.5,13.4
3975,"DEWITT HOSPITAL & NURSING HOME, INC (041314)",2020,Critical Access,Voluntary non-profit - Private,70.0,34.279598,-91.336892,AR,,,9.0,,13.0,16.5
3976,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER (041316),2020,Critical Access,Government - Local,25.0,35.700249,-89.97493,AR,,,8.0,,,14.3
3977,DALLAS COUNTY MEDICAL CENTER (041317),2020,Critical Access,Government - Local,22.0,33.811158,-92.425058,AR,,,,,,14.6
3978,LITTLE RIVER MEMORIAL HOSPITAL (041320),2020,Critical Access,Voluntary non-profit - Other,25.0,33.669572,-94.135025,AR,,,,,,15.8
3979,FULTON COUNTY HOSPITAL (041322),2020,Critical Access,Government - Local,25.0,36.383359,-91.811203,AR,,,8.5,,13.4,18.1
3980,DELTA MEMORIAL HOSPITAL (041326),2020,Critical Access,Voluntary non-profit - Private,25.0,33.873294,-91.4815,AR,,,8.1,,,16.2
3981,PIGGOTT COMMUNITY HOSPITAL (041330),2020,Critical Access,Government - Local,25.0,36.382019,-90.188443,AR,,,10.1,,12.5,14.3
3982,CALHOUN-LIBERTY HOSPITAL (101304),2020,Critical Access,Voluntary non-profit - Private,14.0,30.458128,-85.049587,FL,,,8.7,,10.0,14.2
3983,DOCTORS MEMORIAL HOSPITAL (101307),2020,Critical Access,Government - Hospital District or Authority,20.0,30.76059,-85.682474,FL,,,8.1,,,16.5
3984,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER (111300),2020,Critical Access,Government - Hospital District or Authority,112.0,31.774823,-84.793606,GA,,,,,,15.0
3985,CLINCH MEMORIAL HOSPITAL (111308),2020,Critical Access,Government - Local,15.0,31.032651,-82.763858,GA,,,,,11.9,14.3
3986,LIFEBRITE COMMUNITY HOSPITAL OF EARLY (111314),2020,Critical Access,Voluntary non-profit - Private,154.0,31.374382,-84.946245,GA,,,,,,19.2
3987,CHATUGE REGIONAL HOSPITAL (111324),2020,Critical Access,Government - Hospital District or Authority,143.0,34.946282,-83.754318,GA,,,8.4,,11.7,12.5
3988,PHOEBE WORTH MEDICAL CENTER (111328),2020,Critical Access,Voluntary non-profit - Private,25.0,31.512385,-83.840673,GA,,,,,,16.1
3989,NELL J REDFIELD MEMORIAL HOSPITAL (131303),2020,Critical Access,Government - Local,45.0,42.189638,-112.250759,ID,,,,,,15.4
3990,STEELE MEMORIAL MEDICAL CENTER (131305),2020,Critical Access,Voluntary non-profit - Other,18.0,45.173311,-113.890918,ID,,,7.7,,10.5,15.2
3991,SHOSHONE MEDICAL CENTER (131314),2020,Critical Access,Government - Hospital District or Authority,21.0,47.547123,-116.131409,ID,,,8.9,,,16.4
3992,BEAR LAKE MEMORIAL HOSPITAL (131316),2020,Critical Access,Government - Local,4494.0,42.316242,-111.300847,ID,,,,,,14.2
3993,ELLINWOOD DISTRICT HOSPITAL (171301),2020,Critical Access,Government - Hospital District or Authority,24.0,38.360707,-98.581193,KS,,,,,14.0,14.1
3994,HIAWATHA COMMUNITY HOSPITAL (171341),2020,Critical Access,Voluntary non-profit - Private,25.0,39.851819,-95.531157,KS,,,8.8,,14.8,13.6
3995,STANTON COUNTY HOSPITAL (171343),2020,Critical Access,Government - Local,27.0,37.574165,-101.74941,KS,,,,,,15.0
3996,PAWNEE VALLEY COMMUNITY HOSPITAL (171345),2020,Critical Access,Government - Local,19.0,38.184161,-99.106596,KS,,,8.6,,,15.2
3997,"COMMUNITY MEMORIAL HEALTHCARE, INC. (171363)",2020,Critical Access,Voluntary non-profit - Private,24.0,39.847991,-96.635952,KS,,,8.8,,15.6,15.3
3998,OSBORNE COUNTY MEMORIAL HOSPITAL (171364),2020,Critical Access,Government - Local,22.0,39.436682,-98.701159,KS,,,,,,14.3
3999,OHIO COUNTY HOSPITAL (181323),2020,Critical Access,Proprietary,25.0,37.447649,-86.896474,KY,,,8.5,,12.5,17.7
4000,UNION GENERAL HOSPITAL (191301),2020,Critical Access,Voluntary non-profit - Private,22.0,32.786422,-92.393092,LA,,,,,,18.3
4001,RIVERSIDE MEDICAL CENTER (191313),2020,Critical Access,Government - Hospital District or Authority,25.0,30.835132,-90.151979,LA,,,10.2,,12.7,17.5
4002,POINTE COUPEE GENERAL HOSPITAL (191316),2020,Critical Access,Government - Hospital District or Authority,25.0,30.682516,-91.461372,LA,,,,,,14.6
4003,JACKSON PARISH HOSPITAL (191317),2020,Critical Access,Government - Hospital District or Authority,25.0,32.252349,-92.719636,LA,,,,,11.9,15.9
4004,RICHLAND PARISH HOSPITAL-DELHI (191323),2020,Critical Access,Government - Hospital District or Authority,25.0,32.452864,-91.494079,LA,,,8.0,,11.5,12.3
4005,LADY OF THE SEA GENERAL HOSPITAL (191325),2020,Critical Access,Government - Hospital District or Authority,24.0,29.456719,-90.31043,LA,,,8.2,,12.4,15.9
