,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Abdominopelvic accidental puncture or laceration rate (PSI 15),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Iatrogenic pneumothorax rate (PSI 6),Infections from a large venous catheter (PSI 7),Patient safety and adverse events composite (PSI 90),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3914,THE HOSPITAL AT WESTLAKE MEDICAL CENTER (670006),2017,Acute Care,Proprietary,23.0,30.294735,-97.824938,TX,,,,,,,,,,13.2
3915,UNIVERSITY GENERAL HOSPITAL (670019),2017,Acute Care,Proprietary,70.0,,,TX,,,,,,,,,,14.5
3916,METHODIST MANSFIELD MEDICAL CENTER (670023),2017,Acute Care,Voluntary non-profit - Private,207.0,32.569228,-97.095641,TX,13.7,,3.0,8.9,14.2,14.2,,,,15.5
3917,NORTH CYPRESS MEDICAL CENTER (670024),2017,Acute Care,Physician,139.0,,,TX,13.2,,3.7,9.1,14.3,9.9,,,,12.5
3918,THE HEART HOSPITAL BAYLOR PLANO (670025),2017,Acute Care,Proprietary,114.0,33.015252,-96.79012,TX,12.3,,2.5,,,12.9,,,,16.2
3919,ST LUKE'S PATIENTS MEDICAL CENTER (670031),2017,Acute Care,Physician,61.0,29.640261,-95.160714,TX,12.7,,,7.7,13.3,9.5,,,,13.5
3920,SCOTT & WHITE HOSPITAL-ROUND ROCK (670034),2017,Acute Care,Voluntary non-profit - Private,138.0,30.560291,-97.684909,TX,14.0,,2.9,7.3,15.2,10.3,,,,13.2
3921,SETON MEDICAL CENTER WILLIAMSON (670041),2017,Acute Care,Voluntary non-profit - Private,142.0,30.567944,-97.652784,TX,13.8,,2.9,8.1,15.6,10.5,,,,16.5
3922,CEDAR PARK REGIONAL MEDICAL CENTER (670043),2017,Acute Care,Proprietary,95.0,30.531124,-97.812824,TX,13.7,,,6.8,14.3,14.2,,,,17.5
3923,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL (670044),2017,Acute Care,Physician,51.0,32.886132,-96.464754,TX,,,,8.8,13.2,10.9,,,,20.1
3924,SIERRA PROVIDENCE EAST MEDICAL CENTER (670047),2017,Acute Care,Proprietary,166.0,31.790435,-106.267644,TX,17.0,,,9.7,15.1,12.5,,,,18.8
3925,ST LUKE'S SUGAR LAND HOSPITAL (670053),2017,Acute Care,Voluntary non-profit - Other,91.0,29.60496,-95.621328,TX,14.6,,,8.8,13.4,11.5,,,,13.3
3926,METHODIST STONE OAK HOSPITAL (670055),2017,Acute Care,Proprietary,196.0,29.614494,-98.475459,TX,13.3,,3.2,7.8,14.4,10.3,,,,14.8
3927,SETON MEDICAL CENTER HAYS (670056),2017,Acute Care,Voluntary non-profit - Private,126.0,30.007734,-97.85528,TX,13.9,,3.2,8.0,14.0,12.8,,,,15.2
3928,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE (670060),2017,Acute Care,Proprietary,70.0,32.77834,-96.567178,TX,12.5,,,7.5,14.4,12.2,,,,15.5
3929,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND (670068),2017,Acute Care,Proprietary,102.0,33.045227,-97.069331,TX,,,,8.5,13.6,13.1,,,,13.6
3930,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON (670071),2017,Acute Care,Proprietary,48.0,32.748206,-97.11639,TX,13.5,,3.1,,,10.3,,,,
3931,ST LUKE'S HOSPITAL AT THE VINTAGE (670075),2017,Acute Care,Proprietary,84.0,29.989489,-95.570248,TX,14.3,,,7.7,14.1,11.5,,,,14.3
3932,HOUSTON METHODIST WEST HOSPITAL (670077),2017,Acute Care,Voluntary non-profit - Private,195.0,29.785531,-95.69724,TX,14.3,,2.6,9.4,12.8,11.3,,,,17.9
3933,BAPTIST EMERGENCY HOSPITAL (670078),2017,Acute Care,Proprietary,45.0,29.587955,-98.474198,TX,,,,8.1,,,,,,13.2
3934,"LAKEWAY REGIONAL MEDICAL CENTER, LLC (670079)",2017,Acute Care,Proprietary,106.0,,,TX,13.4,,,7.9,13.2,12.7,,,,16.1
3935,SETON MEDICAL CENTER HARKER HEIGHTS (670080),2017,Acute Care,Proprietary,67.0,31.074292,-97.683707,TX,13.1,,,7.7,12.9,11.4,,,,12.9
3936,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY (670082),2017,Acute Care,Voluntary non-profit - Private,135.0,33.218404,-96.68102,TX,13.1,,,7.6,14.3,13.8,,,,13.1
3937,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE (670085),2017,Acute Care,Voluntary non-profit - Private,92.0,32.931717,-97.309987,TX,13.1,,,7.8,13.7,9.3,,,,13.9
3938,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI (670088),2017,Acute Care,Voluntary non-profit - Private,123.0,30.153835,-96.388209,TX,13.3,,3.3,7.5,13.7,11.4,,,,14.8
3939,WALNUT HILL MEDICAL CENTER (670092),2017,Acute Care,Proprietary,100.0,,,TX,13.1,,3.5,8.2,,11.1,,,,14.5
3940,"BAY AREA REGIONAL MEDICAL CENTER, LLC (670096)",2017,Acute Care,Proprietary,119.0,,,TX,11.7,,,8.3,,11.2,,,,13.4
3941,RESOLUTE HEALTH HOSPITAL (670098),2017,Acute Care,Proprietary,100.0,29.71921,-98.071212,TX,,,,9.5,13.2,11.7,,,,15.3
3942,MEDICAL CITY ALLIANCE (670103),2017,Acute Care,Voluntary non-profit - Private,73.0,32.898527,-97.313814,TX,,,,,,,,,,14.6
3943,PEARLAND MEDICAL CENTER (670106),2017,Acute Care,Proprietary,48.0,29.579994,-95.391911,TX,,,,,,11.5,,,,
3944,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS (670108),2017,Acute Care,Voluntary non-profit - Private,46.0,30.11074,-97.359381,TX,,,,8.0,,,,,,14.8
3945,WICKENBURG COMMUNITY HOSPITAL (031300),2017,Critical Access,Voluntary non-profit - Private,19.0,33.978056,-112.738825,AZ,,,,7.7,,,,,,14.7
3946,BENSON HOSPITAL (031301),2017,Critical Access,Government - Hospital District or Authority,22.0,31.964829,-110.307123,AZ,,,,,,,,,,13.8
3947,LITTLE COLORADO MEDICAL CENTER (031311),2017,Critical Access,Voluntary non-profit - Private,25.0,35.035455,-110.691742,AZ,,,,,,,,,,15.4
3948,COPPER QUEEN COMMUNITY HOSPITAL (031312),2017,Critical Access,Voluntary non-profit - Private,14.0,31.417254,-109.8826,AZ,,,,,,,,,,14.9
3949,COBRE VALLEY REGIONAL MEDICAL CENTER (031314),2017,Critical Access,Voluntary non-profit - Private,25.0,33.407206,-110.826224,AZ,13.7,,,7.4,13.9,9.0,,,,14.6
3950,RIVER VALLEY MEDICAL CENTER (041302),2017,Critical Access,Proprietary,35.0,35.220917,-93.156987,AR,,,,8.1,,,,,,20.2
3951,"EUREKA SPRINGS HOSPITAL, LLC (041304)",2017,Critical Access,Proprietary,18.0,36.400433,-93.744699,AR,,,,,,,,,,16.3
3952,COMMUNITY MEDICAL CENTER IZARD COUNTY (041306),2017,Critical Access,Voluntary non-profit - Private,25.0,36.126336,-92.128587,AR,,,,8.8,,12.2,,,,15.9
3953,CROSSRIDGE COMMUNITY HOSPITAL (041307),2017,Critical Access,Voluntary non-profit - Church,15.0,35.220353,-90.787421,AR,,,,8.9,,12.8,,,,14.6
3954,MCGEHEE HOSPITAL (041308),2017,Critical Access,Voluntary non-profit - Private,25.0,33.618285,-91.393066,AR,,,,,,,,,,16.5
3955,STONE COUNTY MEDICAL CENTER (041310),2017,Critical Access,Voluntary non-profit - Private,25.0,35.855598,-92.082727,AR,,,,8.2,14.5,10.8,,,,14.5
3956,"DEWITT HOSPITAL & NURSING HOME, INC (041314)",2017,Critical Access,Voluntary non-profit - Private,70.0,34.279598,-91.336892,AR,,,,8.3,,12.1,,,,17.9
3957,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER (041316),2017,Critical Access,Government - Local,25.0,35.700249,-89.97493,AR,,,,7.3,,12.0,,,,14.8
3958,DALLAS COUNTY MEDICAL CENTER (041317),2017,Critical Access,Government - Local,22.0,33.811158,-92.425058,AR,,,,,,,,,,19.1
3959,LITTLE RIVER MEMORIAL HOSPITAL (041320),2017,Critical Access,Voluntary non-profit - Other,25.0,33.669572,-94.135025,AR,,,,,,,,,,14.5
3960,FULTON COUNTY HOSPITAL (041322),2017,Critical Access,Government - Local,25.0,36.383359,-91.811203,AR,,,,9.5,16.5,14.1,,,,19.1
3961,DELTA MEMORIAL HOSPITAL (041326),2017,Critical Access,Voluntary non-profit - Private,25.0,33.873294,-91.4815,AR,,,,8.1,13.3,,,,,16.5
3962,PIGGOTT COMMUNITY HOSPITAL (041330),2017,Critical Access,Government - Local,25.0,36.382019,-90.188443,AR,,,,8.1,,14.3,,,,14.3
3963,CALHOUN-LIBERTY HOSPITAL (101304),2017,Critical Access,Voluntary non-profit - Private,14.0,30.458128,-85.049587,FL,,,,8.7,,13.2,,,,17.6
3964,GEORGE E WEEMS MEMORIAL HOSPITAL (101305),2017,Critical Access,Government - Local,25.0,29.724484,-84.991275,FL,,,,,,,,,,15.6
3965,DOCTORS MEMORIAL HOSPITAL (101307),2017,Critical Access,Government - Hospital District or Authority,20.0,30.76059,-85.682474,FL,,,,8.4,,12.4,,,,16.1
3966,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER (111300),2017,Critical Access,Government - Hospital District or Authority,112.0,31.774823,-84.793606,GA,,,,,,,,,,17.4
3967,OPTIM MEDICAL CENTER - SCREVEN (111312),2017,Critical Access,Physician,25.0,32.75016,-81.645937,GA,,,,,,,,,,16.4
3968,PIONEER COMMUNITY HOSPITAL OF EARLY (111314),2017,Critical Access,Voluntary non-profit - Private,154.0,31.374382,-84.946245,GA,,,,,,,,,,14.1
3969,WARM SPRINGS MEDICAL CENTER (111316),2017,Critical Access,Voluntary non-profit - Other,104.0,32.890652,-84.682911,GA,,,,,,,,,,15.5
3970,CHATUGE REGIONAL HOSPITAL (111324),2017,Critical Access,Government - Hospital District or Authority,143.0,34.946282,-83.754318,GA,,,,7.9,,11.6,,,,15.2
3971,NELL J REDFIELD MEMORIAL HOSPITAL (131303),2017,Critical Access,Government - Local,45.0,42.189638,-112.250759,ID,,,,,,,,,,16.0
3972,STEELE MEMORIAL MEDICAL CENTER (131305),2017,Critical Access,Voluntary non-profit - Other,18.0,45.173311,-113.890918,ID,,,,,,,,,,14.9
3973,SHOSHONE MEDICAL CENTER (131314),2017,Critical Access,Government - Hospital District or Authority,21.0,47.547123,-116.131409,ID,,,,,,,,,,16.6
3974,BEAR LAKE MEMORIAL HOSPITAL (131316),2017,Critical Access,Government - Local,4494.0,42.316242,-111.300847,ID,,,,,,,,,,16.2
3975,ELLINWOOD DISTRICT HOSPITAL (171301),2017,Critical Access,Government - Hospital District or Authority,24.0,38.360707,-98.581193,KS,,,,8.2,,,,,,16.3
3976,HIAWATHA COMMUNITY HOSPITAL (171341),2017,Critical Access,Voluntary non-profit - Private,25.0,39.851819,-95.531157,KS,,,,8.8,,11.2,,,,18.7
3977,PAWNEE VALLEY COMMUNITY HOSPITAL (171345),2017,Critical Access,Government - Local,19.0,38.184161,-99.106596,KS,,,,,,,,,,16.1
3978,"COMMUNITY MEMORIAL HEALTHCARE, INC (171363)",2017,Critical Access,Voluntary non-profit - Private,24.0,39.847991,-96.635952,KS,,,,7.4,14.9,11.8,,,,15.6
3979,OSBORNE COUNTY MEMORIAL HOSPITAL (171364),2017,Critical Access,Government - Local,22.0,39.436682,-98.701159,KS,,,,,,,,,,16.3
3980,OHIO COUNTY HOSPITAL (181323),2017,Critical Access,Proprietary,25.0,37.447649,-86.896474,KY,,,,7.9,,14.9,,,,15.6
3981,UNION GENERAL HOSPITAL (191301),2017,Critical Access,Voluntary non-profit - Private,22.0,32.786422,-92.393092,LA,,,,,,12.1,,,,17.8
3982,RIVERSIDE MEDICAL CENTER (191313),2017,Critical Access,Government - Hospital District or Authority,25.0,30.835132,-90.151979,LA,,,,8.6,,11.5,,,,15.0
3983,POINTE COUPEE GENERAL HOSPITAL (191316),2017,Critical Access,Government - Hospital District or Authority,25.0,30.682516,-91.461372,LA,,,,,,11.1,,,,15.7
3984,JACKSON PARISH HOSPITAL (191317),2017,Critical Access,Government - Hospital District or Authority,25.0,32.252349,-92.719636,LA,,,,,,12.2,,,,14.0
3985,RICHLAND PARISH HOSPITAL-DELHI (191323),2017,Critical Access,Government - Hospital District or Authority,25.0,32.452864,-91.494079,LA,,,,7.2,,10.3,,,,14.3
3986,LADY OF THE SEA GENERAL HOSPITAL (191325),2017,Critical Access,Government - Hospital District or Authority,24.0,29.456719,-90.31043,LA,,,,8.6,,10.9,,,,16.2
3987,REEVES MEMORIAL MEDICAL CENTER (191326),2017,Critical Access,Government - Hospital District or Authority,15.0,32.824362,-92.656723,LA,,,,,,,,,,16.1
3988,BARAGA COUNTY MEMORIAL HOSPITAL (231307),2017,Critical Access,Government - Local,21.0,46.73446,-88.428042,MI,,,,7.5,,11.9,,,,17.3
3989,MUNISING MEMORIAL HOSPITAL (231308),2017,Critical Access,Voluntary non-profit - Private,11.0,46.423849,-86.625716,MI,,,,,,,,,,17.4
3990,SHERIDAN COMMUNITY HOSPITAL (231312),2017,Critical Access,Voluntary non-profit - Private,23.0,43.215444,-85.073566,MI,,,,,,,,,,15.2
3991,MERCY HEALTH LAKESHORE CAMPUS (231320),2017,Critical Access,Voluntary non-profit - Private,24.0,43.607053,-86.36515,MI,,,,,,12.8,,,,17.1
3992,LAKE VIEW MEMORIAL HOSPITAL (241308),2017,Critical Access,Voluntary non-profit - Private,16.0,47.02965,-91.667157,MN,,,,,,,,,,16.1
3993,STEVENS COMMUNITY MEDICAL CENTER (241363),2017,Critical Access,Voluntary non-profit - Private,25.0,45.585436,-95.905063,MN,,,,,,11.0,,,,12.7
3994,MADISON HOSPITAL (241372),2017,Critical Access,Proprietary,80.0,45.016635,-96.188782,MN,,,,,,,,,,15.2
3995,SHARKEY ISSAQUENA COMMUNITY HOSPITAL (250079),2017,Acute Care,Government - Local,53.0,32.905373,-90.884989,MS,,,,,,12.8,,,,19.1
3996,PIONEER COMMUNITY HOSPITAL OF ABERDEEN (251302),2017,Critical Access,Voluntary non-profit - Private,35.0,33.819942,-88.541059,MS,,,,8.5,,,,,,15.8
3997,STONE COUNTY HOSPITAL (251303),2017,Critical Access,Proprietary,25.0,30.845646,-89.115202,MS,,,,7.2,,11.6,,,,16.6
3998,HARDY WILSON MEMORIAL HOSPITAL CAH (251327),2017,Critical Access,Government - Local,25.0,31.833683,-90.473219,MS,,,,9.5,,12.2,,,,17.5
3999,COMMUNITY HOSPITAL ASSOCIATION (261303),2017,Critical Access,Voluntary non-profit - Private,17.0,40.348215,-95.397323,MO,,,,9.2,,12.1,,,,15.2
4000,PERSHING MEMORIAL HOSPITAL (261307),2017,Critical Access,Voluntary non-profit - Private,25.0,39.775078,-93.068297,MO,,,,7.4,,12.7,,,,14.7
4001,HERMANN AREA DISTRICT HOSPITAL (261314),2017,Critical Access,Government - Hospital District or Authority,24.0,38.692309,-91.448615,MO,,,,8.5,,11.7,,,,14.3
4002,SALEM MEMORIAL DISTRICT HOSPITAL (261318),2017,Critical Access,Government - Hospital District or Authority,43.0,,,MO,,,,8.5,15.0,11.8,,,,13.4
4003,RAY COUNTY MEMORIAL HOSPITAL (261327),2017,Critical Access,Government - Local,25.0,39.264394,-93.956173,MO,,,,7.7,,12.4,,,,16.1
4004,MOUNTAINVIEW MEDICAL CENTER (271306),2017,Critical Access,Voluntary non-profit - Private,25.0,46.548207,-110.904216,MT,,,,,,,,,,16.2
4005,PHILLIPS COUNTY MEDICAL CENTER (271312),2017,Critical Access,Voluntary non-profit - Private,7.0,48.357098,-107.860356,MT,,,,,,,,,,15.4
4006,FRANCES MAHON DEACONESS HOSPITAL (271316),2017,Critical Access,Voluntary non-profit - Private,25.0,48.189571,-106.636379,MT,,,,,,12.6,,,,16.2
4007,RUBY VALLEY HOSPITAL (271319),2017,Critical Access,Government - Hospital District or Authority,9.0,45.452585,-112.191453,MT,,,,,,,,,,15.2
4008,CABINET PEAKS MEDICAL CENTER (271320),2017,Critical Access,Voluntary non-profit - Private,25.0,48.392621,-115.546271,MT,,,,7.6,,15.1,,,,19.1
4009,SHERIDAN MEMORIAL HOSPTIAL (271322),2017,Critical Access,Voluntary non-profit - Private,82.0,48.778677,-104.562998,MT,,,,,,,,,,15.8
4010,CLARK FORK VALLEY HOSPITAL (271323),2017,Critical Access,Voluntary non-profit - Private,41.0,47.469539,-114.891908,MT,,,,8.2,,,,,,15.7
4011,BEARTOOTH BILLINGS CLINIC (271326),2017,Critical Access,Voluntary non-profit - Private,11.0,45.211697,-109.243045,MT,,,,,,13.8,,,,14.6
4012,MARIAS MEDICAL CENTER (271328),2017,Critical Access,Government - Local,60.0,48.509604,-111.850493,MT,,,,,,,,,,16.6
4013,MADISON VALLEY MEDICAL CENTER (271329),2017,Critical Access,Government - Hospital District or Authority,10.0,45.3514,-111.732567,MT,,,,,,,,,,15.6
4014,STILLWATER BILLINGS CLINIC (271330),2017,Critical Access,Voluntary non-profit - Private,12.0,45.642686,-109.243178,MT,,,,,,,,,,15.7
4015,BIG HORN CO MEMORIAL HOSPITAL (271338),2017,Critical Access,Government - Local,24.0,45.728856,-107.61701,MT,,,,,,,,,,16.2
4016,TRINITY HOSPITAL (271341),2017,Critical Access,Voluntary non-profit - Private,82.0,48.100893,-105.641138,MT,,,,,,,,,,19.7
4017,HARLAN COUNTY HEALTH SYSTEM (281300),2017,Critical Access,Voluntary non-profit - Other,19.0,,,NE,,,,,,,,,,15.9
4018,FILLMORE COUNTY HOSPITAL (281301),2017,Critical Access,Government - Local,27.0,,,NE,,,,,,,,,,17.6
4019,KIMBALL HEALTH SERVICES (281305),2017,Critical Access,Government - Local,17.0,41.232438,-103.667204,NE,,,,,,,,,,14.6
4020,GOTHENBURG MEMORIAL HOSPITAL (281313),2017,Critical Access,Government - Hospital District or Authority,15.0,40.938132,-100.153352,NE,,,,,,,,,,17.7
4021,ANTELOPE MEMORIAL HOSPITAL (281326),2017,Critical Access,Voluntary non-profit - Private,21.0,,,NE,,,,7.4,,,,,,19.7
4022,COZAD COMMUNITY HOSPITAL (281327),2017,Critical Access,Government - Hospital District or Authority,20.0,,,NE,,,,7.8,,,,,,16.3
4023,YORK GENERAL HOSPITAL (281336),2017,Critical Access,Voluntary non-profit - Private,154.0,,,NE,,,,8.4,14.4,16.2,,,,17.5
4024,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES (281341),2017,Critical Access,Voluntary non-profit - Private,25.0,42.822573,-103.012866,NE,,,,8.0,,13.3,,,,14.1
4025,CHERRY COUNTY HOSPITAL (281344),2017,Critical Access,Government - Local,25.0,,,NE,,,,8.2,,,,,,14.8
4026,CHASE COUNTY COMMUNITY HOSPITAL (281351),2017,Critical Access,Government - Local,21.0,,,NE,,,,,,,,,,16.4
4027,"COMMUNITY MEDICAL CENTER, INC (281352)",2017,Critical Access,Voluntary non-profit - Private,24.0,,,NE,,,,8.8,,16.4,,,,14.6
4028,VALLEY COUNTY HEALTH SYSTEM (281353),2017,Critical Access,Government - Local,41.0,41.603213,-98.942676,NE,,,,7.3,,14.2,,,,16.2
4029,PERKINS COUNTY HEALTH SERVICES (281356),2017,Critical Access,Government - Hospital District or Authority,70.0,40.848268,-101.727182,NE,,,,7.9,,,,,,17.1
4030,SIDNEY REGIONAL MEDICAL CENTER (281357),2017,Critical Access,Voluntary non-profit - Private,75.0,41.130754,-102.98019,NE,,,,7.1,,12.0,,,,19.6
4031,GORDON MEMORIAL HOSPITAL DISTRICT (281358),2017,Critical Access,Government - Hospital District or Authority,57.0,42.811839,-102.199653,NE,,,,,,,,,,15.9
4032,BOX BUTTE GENERAL HOSPITAL (281360),2017,Critical Access,Government - Local,25.0,,,NE,,,,7.3,,10.9,,,,15.6
4033,MOUNT GRANT GENERAL HOSPITAL (291300),2017,Critical Access,Government - Hospital District or Authority,35.0,38.516632,-118.628452,NV,,,,7.6,,,,,,16.3
4034,HUMBOLDT GENERAL HOSPITAL (291308),2017,Critical Access,Government - Hospital District or Authority,60.0,40.971581,-117.728534,NV,,,,8.0,,,,,,15.2
4035,BOULDER CITY HOSPITAL (291309),2017,Critical Access,Voluntary non-profit - Private,78.0,35.968359,-114.843486,NV,,,,9.3,,12.1,,,,23.2
4036,GROVER C DILS MEDICAL CENTER (291312),2017,Critical Access,Government - Hospital District or Authority,20.0,37.622281,-114.511824,NV,,,,8.2,,,,,,
4037,UNION COUNTY GENERAL HOSPITAL (321304),2017,Critical Access,Voluntary non-profit - Private,25.0,36.455169,-103.19326,NM,,,,,,13.1,,,,16.8
4038,CIBOLA GENERAL HOSPITAL (321308),2017,Critical Access,Government - Local,25.0,35.161168,-107.826574,NM,,,,7.8,,,,,,16.9
4039,ELIZABETHTOWN COMMUNITY HOSPITAL (331302),2017,Critical Access,Voluntary non-profit - Private,25.0,44.21543,-73.596624,NY,,,,7.8,,12.6,,,,19.0
4040,MOSES-LUDINGTON HOSPITAL (331306),2017,Critical Access,Voluntary non-profit - Private,15.0,,,NY,,,,,,,,,,16.8
4041,"SCHUYLER HOSPITAL, INC (331313)",2017,Critical Access,Voluntary non-profit - Private,145.0,42.351453,-76.858842,NY,,,,8.6,,,,,,17.2
4042,GOUVERNEUR HOSPITAL (331315),2017,Critical Access,Voluntary non-profit - Private,33.0,44.338275,-75.474371,NY,,,,8.0,,12.9,,,,17.2
4043,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP (341303),2017,Critical Access,Voluntary non-profit - Private,13.0,35.36443,-79.891557,NC,,,,7.0,,,,,,15.8
4044,CHATHAM HOSPITAL INC (341311),2017,Critical Access,Voluntary non-profit - Private,25.0,35.72351,-79.422261,NC,,,,,,13.0,,,,16.1
4045,WASHINGTON COUNTY HOSP INC (341314),2017,Critical Access,Proprietary,26.0,35.847984,-76.755838,NC,,,,8.3,,12.0,,,,15.2
4046,LIFEBRITE COMMUNITY HOSPITAL OF STOKES (341317),2017,Critical Access,Proprietary,66.0,,,NC,,,,8.5,,,,,,14.7
4047,ALLEGHANY COUNTY MEMORIAL HOSPITAL (341320),2017,Critical Access,Voluntary non-profit - Private,25.0,,,NC,,,,7.7,,,,,,15.7
4048,ASHE MEMORIAL HOSPITAL (341325),2017,Critical Access,Voluntary non-profit - Private,34.0,36.423027,-81.459727,NC,13.8,,,7.9,14.1,13.2,,,,14.1
4049,TIOGA MEDICAL CENTER (351300),2017,Critical Access,Voluntary non-profit - Private,55.0,48.4017,-102.934649,ND,,,,,,,,,,17.4
4050,MCKENZIE COUNTY HEALTHCARE SYSTEMS (351302),2017,Critical Access,Voluntary non-profit - Private,70.0,47.804682,-103.271358,ND,,,,,,,,,,17.1
4051,ST ANDREWS HEALTH CENTER - CAH (351307),2017,Critical Access,Voluntary non-profit - Church,25.0,48.82919,-100.449079,ND,,,,,,,,,,16.4
4052,CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION (351323),2017,Critical Access,Voluntary non-profit - Private,22.0,48.761243,-98.366661,ND,,,,,,,,,,15.1
4053,FIRST CARE HEALTH CENTER (351326),2017,Critical Access,Voluntary non-profit - Private,14.0,48.399262,-97.743679,ND,,,,,,,,,,16.4
4054,SANFORD HILLSBORO (351329),2017,Critical Access,Voluntary non-profit - Private,52.0,47.403438,-97.056645,ND,,,,,,,,,,15.4
4055,WEST RIVER REGIONAL MEDICAL CENTER-CAH (351330),2017,Critical Access,Voluntary non-profit - Private,25.0,46.001323,-102.628239,ND,,,,7.8,15.0,11.6,,,,13.3
4056,HEART OF AMERICA MEDICAL CENTER (351332),2017,Critical Access,Voluntary non-profit - Other,87.0,48.363511,-99.996111,ND,,,,,,,,,,17.5
4057,MORROW COUNTY HOSPITAL (361313),2017,Critical Access,Government - Local,25.0,40.549238,-82.849274,OH,,,,7.8,,11.9,,,,14.9
4058,WYANDOT MEMORIAL HOSPITAL (361329),2017,Critical Access,Government - Hospital District or Authority,24.0,40.841884,-83.28072,OH,,,,8.1,,13.9,,,,15.1
4059,HOCKING VALLEY COMMUNITY HOSPITAL (361330),2017,Critical Access,Voluntary non-profit - Other,38.0,39.547504,-82.428518,OH,,,,7.7,,11.7,,,,15.9
4060,ATOKA COUNTY MEDICAL CENTER (371300),2017,Critical Access,Government - Hospital District or Authority,25.0,34.395262,-96.159488,OK,,,,7.5,,13.3,,,,15.2
4061,"JANE PHILLIPS NOWATA HOSPITAL, INC (371305)",2017,Critical Access,Voluntary non-profit - Private,25.0,36.696514,-95.630503,OK,,,,,,,,,,19.8
4062,"ST JOHN SAPULPA, INC (371312)",2017,Critical Access,Voluntary non-profit - Private,25.0,35.993361,-96.100192,OK,,,,8.1,,,,,,14.6
4063,THE PHYSICIANS' HOSPITAL IN ANADARKO (371314),2017,Critical Access,Voluntary non-profit - Private,25.0,35.07227,-98.22799,OK,,,,,,,,,,17.5
4064,STROUD REGIONAL MEDICAL CENTER (371316),2017,Critical Access,Voluntary non-profit - Private,25.0,35.750035,-96.683226,OK,,,,,,,,,,16.3
4065,FAIRFAX COMMUNITY HOSPITAL (371318),2017,Critical Access,Proprietary,16.0,36.563619,-96.705262,OK,,,,7.5,,,,,,15.9
4066,HOLDENVILLE GENERAL HOSPITAL (371321),2017,Critical Access,Government - Hospital District or Authority,25.0,35.088213,-96.378265,OK,,,,7.2,,13.2,,,,16.5
4067,"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD (371323)",2017,Critical Access,Government - Hospital District or Authority,25.0,35.536869,-98.661556,OK,,,,,15.7,11.3,,,,15.7
4068,HARPER COUNTY COMMUNITY HOSPITAL (371324),2017,Critical Access,Government - Local,15.0,36.844966,-99.629302,OK,,,,,,,,,,15.7
4069,CORDELL MEMORIAL HOSPITAL (371325),2017,Critical Access,Government - Local,20.0,35.302524,-98.987595,OK,,,,,,,,,,16.5
4070,ARBUCKLE MEMORIAL HOSPITAL AUTHORITY (371328),2017,Critical Access,Government - Local,25.0,34.506333,-96.996005,OK,,,,7.9,,12.9,,,,17.5
4071,QUARTZ MOUNTAIN MEDICAL CENTER (371330),2017,Critical Access,Proprietary,16.0,34.891823,-99.502341,OK,,,,,,,,,,15.6
4072,DRUMRIGHT REGIONAL HOSPITAL (371331),2017,Critical Access,Proprietary,15.0,,,OK,,,,8.2,,,,,,15.8
4073,CREEK NATION COMMUNITY HOSPITAL (371333),2017,Critical Access,Tribal,25.0,35.420667,-96.30429,OK,,,,,,,,,,15.6
4074,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL (371334),2017,Critical Access,Government - Hospital District or Authority,18.0,35.107554,-98.604918,OK,,,,8.1,,,,,,15.9
4075,HASKELL COUNTY COMMUNITY HOSPITAL (371335),2017,Critical Access,Proprietary,25.0,35.260809,-95.128942,OK,,,,8.7,,15.4,,,,17.4
4076,MARSHALL MEDICAL CENTER (441309),2017,Critical Access,Government - Hospital District or Authority,25.0,35.464421,-86.786652,TN,,,,,,,,,,14.3
4077,RHEA MEDICAL CENTER (441310),2017,Critical Access,Government - Local,25.0,35.530374,-84.982334,TN,,,,9.8,,15.1,,,,18.8
4078,LAUDERDALE COMMUNITY HOSPITAL (441314),2017,Critical Access,Proprietary,25.0,35.746554,-89.548949,TN,,,,7.5,,,,,,19.1
