,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Acute Myocardial Infarction 30-Day Readmission Rate (READM 30 AMI),Heart failure 30-Day Mortality Rate (MORT 30 HF),Heart failure 30-Day Readmission Rate (READM 30 HF),Hospital-wide readmission rate after discharge (READM 30 HOSP WIDE),Pneumonia 30-Day Mortality Rate (MORT 30 PN),Pneumonia 30-Day Readmission Rate (READM 30 PN),Rate of readmission after hip/knee surgery (READM 30 HIP KNEE)
4079,"MONTGOMERY GENERAL HOSPITAL, INC (511318)",2014,Critical Access,Voluntary non-profit - Private,69.0,38.182878,-81.324708,WV,,,11.3,24.1,,11.8,18.7,
4080,JEFFERSON MEDICAL CENTER (511319),2014,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,,,13.4,24.4,,12.4,16.2,
4081,JACKSON GENERAL HOSPITAL (511320),2014,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,,,9.9,25.1,,13.4,17.8,
4082,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT (520002),2014,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,15.8,17.3,12.6,24.7,,11.6,18.6,6.2
4083,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR (520004),2014,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,16.0,17.4,14.1,20.3,,10.6,19.4,4.5
4084,WAUKESHA MEMORIAL HOSPITAL (520008),2014,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,16.2,18.6,9.6,23.9,,9.1,18.2,6.5
4085,ST ELIZABETH HOSPITAL (520009),2014,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,18.1,17.5,10.8,19.7,,13.1,18.1,6.7
4086,LAKEVIEW MEDICAL CENTER (520011),2014,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,,,12.7,20.8,,11.4,16.8,4.8
4087,SACRED HEART HOSPITAL (520013),2014,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,14.8,17.5,12.2,21.9,,12.2,15.7,5.2
4088,ST JOSEPHS HOSPITAL (520017),2014,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,,,11.6,21.9,,10.9,16.9,5.7
4089,MINISTRY SAINT MARYS HOSPITAL (520019),2014,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,17.2,,12.8,21.2,,12.1,16.8,5.9
4090,UNITED HOSPITAL SYSTEM (520021),2014,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,16.3,17.8,13.5,23.6,,12.6,19.5,5.4
4091,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2014,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,15.3,17.0,15.1,19.6,,13.0,16.8,6.1
4092,THE MONROE CLINIC (520028),2014,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,15.4,17.5,10.6,20.4,,11.8,16.4,5.2
4093,TOMAH VA MEDICAL CENTER (52002F),2014,Acute Care (VA),Government - Federal,,,,,,,11.4,22.6,,12.1,16.9,
4094,ASPIRUS WAUSAU HOSPITAL (520030),2014,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,14.3,15.1,13.1,20.3,,14.0,17.2,5.1
4095,RIVERVIEW HOSPITAL ASSOC (520033),2014,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,17.5,,16.1,21.3,,11.4,16.9,4.7
4096,AURORA MED CTR MANITOWOC CTY (520034),2014,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,15.4,18.4,15.2,20.0,,9.6,15.6,6.3
4097,AURORA SHEBOYGAN MEM MED CTR (520035),2014,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,16.1,18.1,13.4,17.2,,14.7,16.1,4.2
4098,MINISTRY SAINT JOSEPHS HOSPITAL (520037),2014,Acute Care,Voluntary non-profit - Church,323.0,,,WI,15.2,17.1,12.6,25.1,,14.1,19.1,5.5
4099,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2014,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,12.9,17.4,13.8,20.9,,11.1,16.0,5.8
4100,MILWAUKEE VA MEDICAL CENTER (52003F),2014,Acute Care (VA),Government - Federal,,,,,14.6,18.0,11.2,24.6,,10.5,17.6,
4101,DIVINE SAVIOR HEALTHCARE (520041),2014,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,,,13.1,21.2,,14.4,17.3,5.6
4102,ST NICHOLAS HOSPITAL (520044),2014,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,16.6,18.0,15.7,22.5,,12.7,16.6,5.2
4103,THEDA CLARK MED CTR (520045),2014,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,15.9,18.9,15.9,21.8,,11.5,18.7,4.8
4104,MERCY MEDICAL CTR OF OSHKOSH (520048),2014,Acute Care,Voluntary non-profit - Private,124.0,,,WI,15.6,18.3,12.7,21.0,,11.2,16.9,4.7
4105,BELLIN MEMORIAL HOSPITAL (520049),2014,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,13.2,14.8,12.3,19.5,,8.6,17.4,4.2
4106,MADISON VA MEDICAL CENTER (52004F),2014,Acute Care (VA),Government - Federal,,,,,14.1,18.9,10.4,23.6,,10.3,16.3,
4107,COLUMBIA ST MARYS HOSPITAL MILWAUKEE (520051),2014,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,14.9,17.7,12.6,21.4,,13.3,17.0,5.4
4108,ST CLARE HOSPITAL HEALTH SERVICES (520057),2014,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,,,12.9,21.5,,12.3,16.2,5.4
4109,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2014,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,14.2,17.8,12.7,22.4,,11.3,16.1,5.1
4110,OCONOMOWOC MEM HOSPITAL (520062),2014,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,14.5,18.0,14.0,21.7,,11.9,16.2,4.3
4111,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2014,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,14.4,,11.6,21.4,,12.9,19.7,5.7
4112,MERCY HEALTH SYSTEM CORP (520066),2014,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,17.0,17.6,15.1,22.3,,12.3,16.5,5.3
4113,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2014,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,13.4,17.6,10.3,19.3,,12.0,15.4,4.2
4114,FORT MEMORIAL HOSPITAL (520071),2014,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,16.4,,12.1,22.4,,13.8,18.3,4.9
4115,ST VINCENT HOSPITAL (520075),2014,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,15.9,18.7,12.8,20.1,,14.0,17.6,4.8
4116,BEAVER DAM COM HOSPITAL (520076),2014,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,16.3,17.6,13.4,22.0,,12.4,15.6,4.7
4117,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS (520078),2014,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,15.4,19.3,9.1,22.9,,8.1,16.4,7.0
4118,ST MARYS HOSPITAL (520083),2014,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,13.2,15.8,10.7,21.5,,9.0,16.1,6.2
4119,GUNDERSEN LUTHERAN MEDICAL CTR (520087),2014,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,16.4,16.8,12.7,20.8,,14.1,15.0,4.1
4120,ST AGNES HOSPITAL (520088),2014,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,15.1,16.0,14.2,20.1,,11.0,15.2,6.1
4121,MERITER HOSPITAL (520089),2014,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,13.0,17.2,13.6,20.9,,11.6,17.6,5.9
4122,HOWARD YOUNG MEDICAL CTR (520091),2014,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,16.8,,9.7,22.0,,11.6,16.8,4.8
4123,SAUK PRAIRIE HOSPITAL (520095),2014,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,,,11.2,21.0,,10.2,16.1,4.8
4124,WHEATON FRANCISCAN HEALTHCARE  ALL SAINTS (520096),2014,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,14.7,18.5,11.6,24.1,,13.1,17.9,5.6
4125,ST MARYS HOSPITAL MEDICAL CTR (520097),2014,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,16.8,18.3,15.2,22.7,,11.1,16.4,4.6
4126,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2014,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,14.2,17.7,11.0,21.3,,11.3,17.9,4.1
4127,BELOIT MEMORIAL HOSPITAL (520100),2014,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,15.2,16.9,11.3,20.9,,14.9,15.5,5.3
4128,AURORA LAKELAND MEDICAL CTR (520102),2014,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,15.3,18.2,11.3,20.1,,12.2,15.3,5.9
4129,COMMUNITY MEMORIAL HOSPITAL (520103),2014,Acute Care,Voluntary non-profit - Private,202.0,,,WI,18.4,18.8,14.1,22.0,,11.9,18.1,4.9
4130,HOLY FAMILY MEMORIAL (520107),2014,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,18.9,18.3,13.5,23.3,,12.9,15.7,6.0
4131,MILE BLUFF MEDICAL CENTER (520109),2014,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,,,15.4,21.9,,14.7,18.9,5.2
4132,BAY AREA MED CTR (520113),2014,Acute Care,Voluntary non-profit - Private,81.0,,,WI,12.4,18.1,11.3,21.7,,11.2,18.1,5.0
4133,UW HLTH PARTNERS  WATERTOWN REGIONAL MEDICAL CTR (520116),2014,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,17.6,18.7,12.9,22.1,,12.3,16.8,4.6
4134,WHEATON FRANCISCAN ST JOSEPH (520136),2014,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,12.4,19.3,11.9,20.7,,11.8,18.8,5.0
4135,AURORA ST LUKES MEDICAL CENTER (520138),2014,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,13.4,15.6,10.0,21.3,,9.0,16.4,5.6
4136,AURORA WEST ALLIS MEDICAL CENTER (520139),2014,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,14.0,17.4,11.8,23.6,,10.2,16.5,5.6
4137,APPLETON MEDICAL CTR (520160),2014,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,16.3,16.8,15.1,19.5,,10.9,14.9,5.5
4138,FROEDTERT MEM LUTHERAN HSPTL (520177),2014,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,14.3,17.2,11.3,23.3,,10.8,18.9,10.0
4139,AURORA MEDICAL CTR KENOSHA (520189),2014,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,16.6,,10.5,21.7,,13.6,17.0,5.3
4140,AURORA BAYCARE MEDICAL CTR (520193),2014,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,14.7,18.4,10.2,21.6,,10.1,15.6,5.4
4141,ORTHOPAEDIC HOSPITAL OF WI (520194),2014,Acute Care,Voluntary non-profit - Other,30.0,43.09827,-87.913579,WI,,,,,,,,3.6
4142,OAK LEAF SURGICAL HOSPITAL (520196),2014,Acute Care,Proprietary,13.0,44.815002,-91.451764,WI,,,,,,,,5.0
4143,AURORA MEDICAL CTR OSHKOSH (520198),2014,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,15.1,18.3,12.4,21.7,,10.2,15.8,4.4
4144,ST CLARES HOSPITAL OF WESTON (520202),2014,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,15.7,17.7,11.1,21.4,,10.2,17.0,5.1
4145,WHEATON FRANCISCAN HEALTHCARE FRANKLIN (520204),2014,Acute Care,Voluntary non-profit - Private,35.0,,,WI,,,11.0,20.6,,11.2,17.4,
4146,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL (520205),2014,Acute Care,Voluntary non-profit - Private,16.0,42.860129,-87.951723,WI,,,,,,,,4.5
4147,AURORA MEDICAL CENTER (520206),2014,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,15.3,17.4,10.9,21.6,,9.9,17.0,5.0
4148,AURORA MEDICAL CENTER (520207),2014,Acute Care,Voluntary non-profit - Private,116.0,,,WI,15.2,17.5,11.9,21.6,,11.5,17.0,5.5
4149,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2014,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,,,11.6,21.6,,10.8,16.9,
4150,MAYO CLINIC HEALTH SYSTEM OAKRIDGE (521302),2014,Critical Access,Voluntary non-profit - Other,26.0,44.577911,-91.216351,WI,,,,,,11.9,17.5,
4151,WILD ROSE COM MEM HOSPITAL (521303),2014,Critical Access,Voluntary non-profit - Private,25.0,44.183143,-89.245704,WI,,,12.0,23.8,,12.2,16.7,
4152,ST JOSEPHS HEALTH SERVICES (521304),2014,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,12.1,22.5,,11.2,17.2,
4153,MAYO CLINIC HLTH SYSTM  FRANCISCAN HLTHCARE SPARTA (521305),2014,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,,,,,,13.9,17.5,
4154,AMERY REGIONAL MEDICAL CTR (521308),2014,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,,,12.1,21.3,,14.5,16.6,4.8
4155,MOUNDVIEW MEM HOSPITAL AND CLINICS (521309),2014,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,,,12.4,22.2,,12.0,16.4,
4156,COMMUNITY MEM HOSPITAL (521310),2014,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,,,11.9,19.1,,10.4,16.4,
4157,OUR LADY OF VICTORY HOSPITAL (521311),2014,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,12.3,21.5,,9.8,15.8,
4158,MEMORIAL HOSPITAL LAFAYETTE CTY (521312),2014,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,,,,23.9,,11.2,16.1,
4159,MINISTRY SACRED HEART HOSPITAL (521313),2014,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,,,13.2,23.2,,14.6,18.4,
4160,MAYO CLINIC HEALTH SYSTEM  CHIPPEWA VALLEY (521314),2014,Critical Access,Voluntary non-profit - Private,38.0,45.102008,-91.500572,WI,,,,,,11.0,17.7,
4161,MAYO CLINIC HEALTH SYSTEM  NORTHLAND (521315),2014,Critical Access,Voluntary non-profit - Other,35.0,45.398369,-91.840668,WI,,,13.3,22.4,,13.0,16.3,
4162,TRI COUNTY MEMORIAL HOSPITAL (521316),2014,Critical Access,Voluntary non-profit - Private,63.0,44.364827,-91.318648,WI,,,12.7,22.9,,14.6,15.7,
4163,CALUMET MEDICAL CTR (521317),2014,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,,,10.6,22.5,,12.6,17.9,
4164,LADD MEMORIAL HOSPITAL (521318),2014,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,,,,,,12.4,18.0,5.3
4165,EDGERTON HOSPITAL AND HEALTH SERVICES (521319),2014,Critical Access,Voluntary non-profit - Private,17.0,42.834872,-89.043024,WI,,,,,,13.6,17.1,
4166,TOMAH MEM HOSPITAL (521320),2014,Critical Access,Voluntary non-profit - Private,25.0,,,WI,15.5,17.5,12.6,22.1,,11.8,19.1,
4167,RIPON MEDICAL CTR (521321),2014,Critical Access,Voluntary non-profit - Private,21.0,43.835451,-88.817692,WI,,,13.0,21.9,,10.3,16.4,
4168,GRANT REGIONAL HEALTH CTR (521322),2014,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,,,,,,14.5,17.1,
4169,MEMORIAL MEDICAL CTR (521323),2014,Critical Access,Voluntary non-profit - Church,24.0,44.557046,-90.606909,WI,,,,23.2,,,,
4170,MEMORIAL HEALTH CTR (521324),2014,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,,,11.5,22.2,,12.0,16.0,
4171,FLAMBEAU HOSPITAL (521325),2014,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,,,13.3,22.1,,12.9,17.9,
4172,NEW LONDON FAMILY MEDICAL CTR (521326),2014,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,,,11.5,22.5,,17.4,16.8,5.2
4173,WAUPUN MEM HOSPITAL (521327),2014,Critical Access,Voluntary non-profit - Church,25.0,43.630968,-88.745912,WI,,,10.9,22.9,,11.1,17.5,5.1
4174,RUSK COUNTY MEM HOSPITAL (521328),2014,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,,,11.2,20.3,,11.0,16.5,
4175,ST MARYS HOSPITAL SUPERIOR (521329),2014,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,,,12.6,26.4,,11.8,17.0,
4176,PRAIRIE DU CHIEN MEM HOSPITAL (521330),2014,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,,,11.1,22.5,,12.6,18.3,5.9
4177,BURNETT MEDICAL CTR (521331),2014,Critical Access,Voluntary non-profit - Private,75.0,45.775546,-92.687182,WI,,,12.3,23.2,,13.6,18.4,
4178,SPOONER HEALTH SYSTEM (521332),2014,Critical Access,Voluntary non-profit - Private,22.0,,,WI,,,12.7,22.5,,10.1,17.9,
4179,BLACK RIVER MEMORIAL HOSPITAL (521333),2014,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,,,12.6,21.7,,15.4,17.0,
4180,RIVERSIDE MEDICAL CENTER (521334),2014,Critical Access,Voluntary non-profit - Private,25.0,44.345333,-89.075825,WI,16.9,,14.4,21.1,,15.6,16.8,
4181,HUDSON HOSPITAL (521335),2014,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,,,12.3,21.7,,11.2,16.7,5.2
4182,HAYWARD AREA MEMORIAL HOSPITAL (521336),2014,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,,,12.3,22.6,,11.5,18.3,
4183,ST CROIX REGIONAL MEDICAL CTR (521337),2014,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,15.6,18.5,11.7,24.0,,11.7,17.3,5.1
4184,COLUMBUS COMMUNITY HOSPITAL (521338),2014,Critical Access,Voluntary non-profit - Private,25.0,43.323798,-89.036162,WI,,,12.0,22.3,,12.3,16.7,5.0
4185,GOOD SAMARITAN HEALTH CTR (521339),2014,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,,,12.3,22.5,,10.5,16.5,
4186,MAYO CLINIC HEALTH SYSTEM  RED CEDAR (521340),2014,Critical Access,Voluntary non-profit - Private,25.0,44.882566,-91.900468,WI,,,10.2,23.1,,11.7,17.5,4.9
4187,RICHLAND HOSPITAL (521341),2014,Critical Access,Voluntary non-profit - Private,25.0,43.339118,-90.382826,WI,,,11.1,22.1,,13.9,15.7,5.4
4188,INDIANHEAD MEDICAL CTR (521342),2014,Critical Access,Proprietary,25.0,45.742102,-91.92578,WI,,,11.8,24.5,,10.7,18.4,
4189,STOUGHTON HOSPITAL (521343),2014,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,,,11.0,23.2,,13.1,17.6,
4190,BOSCOBEL AREA HEALTH CARE (521344),2014,Critical Access,Voluntary non-profit - Private,25.0,43.132926,-90.707744,WI,,,11.9,23.0,,10.1,16.5,
4191,WESTFIELDS HOSPITAL (521345),2014,Critical Access,Voluntary non-profit - Private,25.0,45.11746,-92.553214,WI,,,11.9,23.3,,10.3,18.5,5.1
4192,SHAWANO MEDICAL CTR (521346),2014,Critical Access,Voluntary non-profit - Private,25.0,44.761606,-88.606614,WI,,,14.9,21.5,,14.3,16.8,5.1
4193,BALDWIN AREA MEDICAL CTR (521347),2014,Critical Access,Voluntary non-profit - Private,25.0,44.941282,-92.376028,WI,,,13.5,22.3,,12.7,17.4,6.2
4194,VERNON MEMORIAL HOSPITAL (521348),2014,Critical Access,Voluntary non-profit - Private,28.0,43.55146,-90.888946,WI,,,12.7,22.5,,14.7,16.2,4.5
4195,RIVER FALLS AREA HOSPITAL (521349),2014,Critical Access,Voluntary non-profit - Private,24.0,44.862859,-92.602829,WI,,,11.9,20.7,,13.5,17.7,5.1
4196,LANGLADE HOSPITAL (521350),2014,Critical Access,Voluntary non-profit - Church,25.0,45.140319,-89.140292,WI,,,13.2,22.7,,10.7,16.5,
4197,REEDSBURG AREA MEDICAL CTR (521351),2014,Critical Access,Voluntary non-profit - Private,25.0,43.549287,-89.994548,WI,,,13.0,24.7,,10.8,19.0,6.1
4198,UPLAND HILLS HEALTH (521352),2014,Critical Access,Voluntary non-profit - Private,69.0,42.952635,-90.130254,WI,,,11.3,22.1,,14.0,17.8,
4199,CUMBERLAND MEMORIAL HOSPITAL (521353),2014,Critical Access,Voluntary non-profit - Other,57.0,45.530939,-92.029592,WI,,,,23.3,,11.9,18.0,
4200,SOUTHWEST HEALTH CENTER (521354),2014,Critical Access,Voluntary non-profit - Other,108.0,42.719781,-90.455783,WI,,,13.0,21.7,,12.2,17.2,
4201,BERLIN MEMORIAL HOSPITAL (521355),2014,Critical Access,Voluntary non-profit - Private,69.0,43.977616,-88.941843,WI,,,13.3,21.8,,11.6,16.5,5.4
4202,MERCY WALWORTH HOSPITAL & MEDICAL CENTER (521357),2014,Critical Access,Voluntary non-profit - Private,331.0,42.597823,-88.540919,WI,,,,,,11.7,17.8,5.7
4203,MINISTRY DOOR COUNTY MEDICAL CENTER (521358),2014,Critical Access,Voluntary non-profit - Church,55.0,44.832763,-87.351418,WI,,,11.9,20.6,,11.7,17.2,5.6
4204,MEMORIAL MEDICAL CTR (521359),2014,Critical Access,Voluntary non-profit - Private,35.0,46.566887,-90.887978,WI,16.1,17.2,12.5,23.4,,14.0,16.8,5.1
4205,CAMPBELL COUNTY MEMORIAL HOSPITAL (530002),2014,Acute Care,Government - Hospital District or Authority,225.0,44.289846,-105.519557,WY,,,12.3,24.2,,14.2,15.7,4.8
4206,SHERIDAN MEMORIAL HOSPITAL (530006),2014,Acute Care,Government - Local,68.0,44.807425,-106.97557,WY,17.8,,13.0,23.0,,13.0,16.3,5.0
4207,SAGEWEST HEALTH CARE (530008),2014,Acute Care,Proprietary,124.0,43.033667,-108.418654,WY,,,14.6,21.9,,11.9,16.1,
4208,LANDER REGIONAL HOSPITAL (530010),2014,Acute Care,Proprietary,88.0,,,WY,,,11.3,22.4,,11.4,15.6,5.3
4209,MEMORIAL HOSPITAL SWEETWATER COUNTY (530011),2014,Acute Care,Government - Local,68.0,41.58406,-109.233578,WY,,,13.1,22.9,,12.4,16.5,
4210,WYOMING MEDICAL CENTER (530012),2014,Acute Care,Government - Local,194.0,42.848718,-106.308753,WY,16.0,16.7,14.8,20.9,,12.3,15.7,5.8
4211,CHEYENNE REGIONAL MEDICAL CENTER (530014),2014,Acute Care,Voluntary non-profit - Other,222.0,41.139789,-104.817036,WY,13.9,18.4,12.6,20.8,,9.9,17.2,4.9
4212,ST JOHNS MEDICAL CENTER (530015),2014,Acute Care,Government - Hospital District or Authority,162.0,43.479695,-110.749986,WY,,,10.7,21.9,,10.6,16.5,5.6
4213,IVINSON MEMORIAL HOSPITAL (530025),2014,Acute Care,Government - Hospital District or Authority,87.0,41.31139,-105.557512,WY,,,14.4,23.4,,14.0,16.9,5.0
4214,EVANSTON REGIONAL HOSPITAL (530032),2014,Acute Care,Proprietary,32.0,41.242214,-110.991336,WY,,,,,,12.5,17.5,5.5
4215,MOUNTAIN VIEW REGIONAL HOSPITAL (530033),2014,Acute Care,Proprietary,23.0,,,WY,,,,,,,16.3,5.0
4216,CHEYENNE VA MEDICAL CENTER (53004F),2014,Acute Care (VA),Government - Federal,,,,,,,10.5,22.4,,10.2,19.1,
4217,SHERIDAN VA MEDICAL CENTER (53005F),2014,Acute Care (VA),Government - Federal,,,,,,,11.1,24.1,,12.3,17.3,
4218,SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL (531301),2014,Critical Access,Government - Hospital District or Authority,45.0,44.434449,-108.049007,WY,,,,,,13.2,17.0,
4219,MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302),2014,Critical Access,Voluntary non-profit - Other,25.0,42.758805,-105.381279,WY,,,,,,10.9,18.2,5.2
4220,WESTON COUNTY HEALTH SERVICES (531303),2014,Critical Access,Government - Hospital District or Authority,71.0,43.848747,-104.188756,WY,,,,,,13.7,16.7,
4221,HOT SPRINGS COUNTY MEMORIAL HOSPITAL (531304),2014,Critical Access,Government - Local,22.0,43.647432,-108.19959,WY,,,13.5,22.2,,14.6,17.5,
4222,PLATTE COUNTY MEMORIAL HOSPITAL (531305),2014,Critical Access,Government - Local,25.0,42.04981,-104.960221,WY,,,,,,13.3,16.9,
4223,WASHAKIE MEDICAL CENTER (531306),2014,Critical Access,Government - Local,22.0,44.013556,-107.948409,WY,,,13.4,23.6,,14.2,19.4,
4224,COMMUNITY HOSPITAL (531307),2014,Critical Access,Voluntary non-profit - Private,25.0,42.081765,-104.191509,WY,,,10.7,23.3,,11.6,17.1,
4225,JOHNSON COUNTY HEALTHCARE CENTER (531308),2014,Critical Access,Government - Hospital District or Authority,68.0,44.349788,-106.707248,WY,,,,,,11.8,17.3,
4226,NORTH BIG HORN HOSPITAL DISTRICT (531309),2014,Critical Access,Government - Hospital District or Authority,99.0,44.825799,-108.390688,WY,,,12.2,23.5,,13.4,17.0,
4227,POWELL VALLEY HOSPITAL (531310),2014,Critical Access,Government - Hospital District or Authority,125.0,44.756622,-108.770547,WY,,,12.6,21.6,,12.5,17.3,4.9
4228,CROOK COUNTY MEMORIAL HOSPITAL (531311),2014,Critical Access,Government - Hospital District or Authority,48.0,44.40883,-104.373596,WY,,,,,,11.4,16.7,
4229,WEST PARK HOSPITAL DISTRICT (531312),2014,Critical Access,Government - Hospital District or Authority,126.0,44.526071,-109.073576,WY,,,13.2,21.6,,13.5,18.1,5.2
4230,STAR VALLEY MEDICAL CENTER (531313),2014,Critical Access,Government - Hospital District or Authority,45.0,42.71725,-110.931461,WY,,,,,,10.5,18.3,6.0
4231,MEMORIAL HOSPITAL OF CARBON COUNTY (531316),2014,Critical Access,Government - Local,25.0,41.786763,-107.260673,WY,,,13.0,22.6,,10.4,18.9,
4232,GUAM MEMORIAL HOSPITAL AUTHORITY (650001),2014,Acute Care,Government - Local,209.0,,,GU,16.1,18.9,11.8,22.5,,15.6,18.3,
4233,COMMONWEALTH HEALTH CENTER (660001),2014,Acute Care,Proprietary,74.0,,,MP,,17.7,,,,15.4,18.7,
