,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3259,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER (440033),2019,Acute Care,Voluntary non-profit - Church,142.0,36.387967,-84.111365,TN,,,9.6,,10.3,17.8
3260,METHODIST MEDICAL CENTER OF OAK RIDGE (440034),2019,Acute Care,Voluntary non-profit - Private,208.0,36.023397,-84.2439,TN,12.7,2.3,10.9,13.3,11.9,17.4
3261,TENNOVA HEALTHCARE-CLARKSVILLE (440035),2019,Acute Care,Government - Hospital District or Authority,261.0,36.580414,-87.268485,TN,12.8,2.6,11.7,12.8,12.3,18.6
3262,VANDERBILT UNIVERSITY MEDICAL CENTER (440039),2019,Acute Care,Voluntary non-profit - Private,1019.0,36.142832,-86.800174,TN,11.9,3.2,8.3,16.5,9.9,15.3
3263,PERRY COMMUNITY HOSPITAL (440040),2019,Acute Care,Proprietary,34.0,35.591854,-87.862909,TN,,,8.1,,10.2,13.1
3264,TRISTAR HORIZON MEDICAL CENTER (440046),2019,Acute Care,Proprietary,119.0,36.07212,-87.374808,TN,13.9,,7.5,14.4,11.1,15.4
3265,BAPTIST MEMORIAL HOSPITAL (440048),2019,Acute Care,Voluntary non-profit - Private,808.0,35.130758,-89.861022,TN,13.6,4.9,7.4,14.4,10.4,12.7
3266,METHODIST HEALTHCARE MEMPHIS HOSPITALS (440049),2019,Acute Care,Voluntary non-profit - Church,1358.0,35.137088,-90.019145,TN,13.2,3.5,8.4,12.6,11.5,16.0
3267,TAKOMA REGIONAL HOSPITAL (440050),2019,Acute Care,Voluntary non-profit - Private,121.0,36.175393,-82.790893,TN,,,9.4,13.3,11.4,17.9
3268,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2019,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,14.1,,10.2,13.7,11.6,19.0
3269,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2019,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,13.6,,8.9,15.2,11.9,15.2
3270,CLAIBORNE MEDICAL CENTER (440057),2019,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,,,9.0,,12.0,19.3
3271,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2019,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,13.7,,7.8,14.6,11.7,17.8
3272,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2019,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,12.8,2.1,8.3,13.8,12.6,17.0
3273,MILAN GENERAL HOSPITAL (440060),2019,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,9.2,,12.1,18.4
3274,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL (440061),2019,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,13.2,,8.8,,9.7,19.3
3275,JOHNSON CITY MEDICAL CENTER (440063),2019,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,12.0,2.6,9.8,16.4,13.9,19.5
3276,NORTHCREST MEDICAL CENTER (440065),2019,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,13.1,,9.5,14.0,10.8,19.4
3277,LAKEWAY REGIONAL HOSPITAL (440067),2019,Acute Care,Proprietary,135.0,,,TN,12.9,,10.7,,14.1,16.8
3278,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2019,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,,,9.3,,13.2,22.2
3279,DECATUR COUNTY GENERAL HOSPITAL (440070),2019,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,7.5,,10.7,17.5
3280,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL (440072),2019,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,12.0,,9.7,12.6,11.8,16.1
3281,MAURY REGIONAL HOSPITAL (440073),2019,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,13.8,,7.6,13.7,11.1,19.6
3282,LECONTE MEDICAL CENTER (440081),2019,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,13.3,,8.6,12.8,10.7,18.0
3283,SAINT THOMAS WEST HOSPITAL (440082),2019,Acute Care,Voluntary non-profit - Church,478.0,,,TN,12.0,2.5,7.6,13.8,10.6,17.2
3284,JAMESTOWN REGIONAL MEDICAL CENTER (440083),2019,Acute Care,Proprietary,76.0,,,TN,,,7.6,16.5,12.4,14.3
3285,SWEETWATER HOSPITAL ASSOCIATION (440084),2019,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,,,8.4,14.7,13.5,13.4
3286,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2019,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,12.5,3.2,8.1,11.5,11.6,16.6
3287,LINCOLN MEDICAL CENTER (440102),2019,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,,,8.2,13.6,12.7,18.4
3288,ERLANGER MEDICAL CENTER (440104),2019,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,16.8,2.4,11.1,16.8,13.6,17.9
3289,HARDIN MEDICAL CENTER (440109),2019,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,8.5,,11.6,15.4
3290,FORT LOUDON MEDICAL CENTER (440110),2019,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,,,8.0,13.9,10.9,15.3
3291,METRO NASHVILLE GENERAL HOSPITAL (440111),2019,Acute Care,Government - Hospital District or Authority,115.0,36.166135,-86.806327,TN,,,,,10.2,
3292,TENNOVA HEALTHCARE (440120),2019,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,14.3,5.3,9.6,15.8,14.9,15.8
3293,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2019,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,11.3,2.7,8.5,17.5,13.6,15.7
3294,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2019,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,,,8.2,16.4,11.0,17.1
3295,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2019,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,,8.3,,11.7,17.4
3296,HENRY COUNTY MEDICAL CENTER (440132),2019,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,13.9,,9.0,13.4,12.4,16.7
3297,SAINT THOMAS MIDTOWN HOSPITAL (440133),2019,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,13.9,2.8,9.4,13.5,11.0,13.9
3298,TENNOVA HEALTHCARE-SHELBYVILLE (440137),2019,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,,,9.5,14.6,10.5,15.4
3299,MEMPHIS VA MEDICAL CENTER (44013F),2019,Acute Care (VA),Government - Federal,,,,,12.5,,,,7.7,13.4
3300,TENNOVA HEALTHCARE-HARTON (440144),2019,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,12.0,,7.6,14.3,10.7,15.5
3301,SAINT THOMAS DEKALB HOSPITAL (440148),2019,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,7.5,,9.7,15.8
3302,TRISTAR SUMMIT MEDICAL CENTER (440150),2019,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,12.8,,7.4,13.6,13.0,15.6
3303,SAINT THOMAS RIVER PARK HOSPITAL (440151),2019,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,,,7.4,13.5,11.5,15.4
3304,REGIONAL ONE HEALTH (440152),2019,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,,,,,10.9,
3305,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER (440153),2019,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,11.9,,8.7,15.1,12.0,14.0
3306,PARKRIDGE MEDICAL CENTER (440156),2019,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,13.8,3.9,10.3,12.3,13.0,16.8
3307,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2019,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,11.7,3.6,9.1,12.8,10.3,18.6
3308,MOUNTAIN HOME VA MEDICAL CENTER (44016F),2019,Acute Care (VA),Government - Federal,,,,,11.1,,,,9.1,12.5
3309,PARKWEST MEDICAL CENTER (440173),2019,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,13.6,2.6,9.9,13.0,15.4,19.0
3310,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2019,Acute Care,Proprietary,96.0,,,TN,,,8.6,16.8,12.2,11.7
3311,INDIAN PATH COMMUNITY HOSPITAL (440176),2019,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,12.3,,9.1,13.2,11.2,12.7
3312,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO (44017F),2019,Acute Care (VA),VA,,,,,12.1,,,,9.5,11.9
3313,JELLICO COMMUNITY HOSPITAL (440180),2019,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,,,9.5,,11.5,17.0
3314,ST FRANCIS HOSPITAL (440183),2019,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,14.0,3.5,7.7,12.8,11.6,15.7
3315,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2019,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,,,6.8,,11.5,15.9
3316,TENNOVA HEALTHCARE-CLEVELAND (440185),2019,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,13.3,,10.1,13.4,13.2,16.4
3317,LIVINGSTON REGIONAL HOSPITAL (440187),2019,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,,,7.9,13.8,14.9,16.0
3318,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM (44018F),2019,Acute Care (VA),Government - Federal,,,,,10.0,,,,7.7,13.0
3319,SAINT THOMAS HIGHLANDS HOSPITAL (440192),2019,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,7.8,,12.4,17.7
3320,TENNOVA HEALTHCARE-LEBANON (440193),2019,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,11.9,,8.7,13.1,11.5,15.9
3321,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2019,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,12.7,,7.3,14.6,10.3,15.8
3322,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2019,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,12.7,,8.5,13.9,13.3,18.1
3323,SAINT THOMAS STONES RIVER HOSPITAL (440200),2019,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,9.2,,11.2,14.5
3324,TRISTAR STONECREST MEDICAL CENTER (440227),2019,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,14.4,,8.3,14.2,11.4,16.4
3325,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2019,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,14.3,,9.5,11.8,11.8,15.0
3326,BIG SOUTH FORK MEDICAL CENTER (440235),2019,Acute Care,Proprietary,25.0,36.504212,-84.515194,TN,,,,,,16.2
3327,TROUSDALE MEDICAL CENTER (441301),2019,Critical Access,Voluntary non-profit - Other,25.0,36.388136,-86.167692,TN,,,8.3,,,
3328,THREE RIVERS HOSPITAL (441303),2019,Critical Access,Voluntary non-profit - Private,25.0,36.075057,-87.792741,TN,,,8.4,,,17.6
3329,MACON COMMUNITY HOSPITAL (441305),2019,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,,7.4,,11.5,14.6
3330,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2019,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,,8.0,,10.7,14.8
3331,TRISTAR ASHLAND CITY MEDICAL CENTER (441311),2019,Critical Access,Proprietary,12.0,36.276974,-87.065976,TN,,,8.4,,,
3332,HANCOCK COUNTY HOSPITAL (441313),2019,Critical Access,Voluntary non-profit - Private,10.0,36.430266,-83.462766,TN,,,,,,17.4
3333,CAMDEN GENERAL HOSPITAL (441316),2019,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,,8.9,,12.1,18.0
3334,CUMBERLAND RIVER HOSPITAL (441319),2019,Critical Access,Physician,33.0,,,TN,,,8.5,,13.5,16.1
3335,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS (450002),2019,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,12.2,,7.6,12.8,10.7,17.0
3336,PETERSON REGIONAL MEDICAL CENTER (450007),2019,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,13.7,,9.2,16.5,12.7,17.7
3337,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2019,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,14.3,3.8,7.6,13.9,13.2,16.7
3338,ST JOSEPH REGIONAL HEALTH CENTER (450011),2019,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,13.8,2.6,8.8,14.2,9.7,15.6
3339,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2019,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,13.4,,7.6,12.3,9.0,12.7
3340,UNIVERSITY OF TEXAS MEDICAL BRANCH (450018),2019,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,15.1,2.6,9.4,11.9,10.8,13.3
3341,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2019,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,14.0,3.1,9.0,14.3,11.5,14.5
3342,CITIZENS MEDICAL CENTER (450023),2019,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,13.0,5.7,9.3,12.9,10.5,15.8
3343,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2019,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,12.7,,8.8,16.6,14.0,16.0
3344,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2019,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,12.0,4.1,6.8,12.1,10.2,15.5
3345,LAREDO MEDICAL CENTER (450029),2019,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,15.5,,8.1,12.7,9.8,12.9
3346,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2019,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,14.4,3.5,7.7,13.4,10.3,14.4
3347,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2019,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,14.9,3.2,10.1,15.2,10.6,14.5
3348,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2019,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,13.4,5.3,10.4,12.7,12.4,17.8
3349,ST JOSEPH MEDICAL CENTER (450035),2019,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,14.4,2.6,8.1,12.8,10.3,13.5
3350,JPS HEALTH NETWORK (450039),2019,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,11.9,,8.5,13.3,10.1,15.1
3351,COVENANT MEDICAL CENTER (450040),2019,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,14.2,4.2,12.2,14.1,11.5,18.5
3352,PROVIDENCE HEALTH CENTER (450042),2019,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,12.0,2.7,9.0,14.9,13.9,18.7
3353,UT SOUTHWESTERN UNIVERSITY HOSPITAL (450044),2019,Acute Care,Government - State,459.0,,,TX,10.7,3.5,6.5,12.8,7.3,12.7
3354,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2019,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,14.5,2.0,9.6,12.2,11.6,15.4
3355,METHODIST DALLAS MEDICAL CENTER (450051),2019,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,13.1,3.6,8.4,12.6,11.1,18.6
3356,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE (450054),2019,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,12.5,4.0,7.3,14.0,11.0,14.0
3357,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2019,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,8.5,,12.1,14.2
3358,SETON MEDICAL CENTER AUSTIN (450056),2019,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,14.0,3.2,8.8,16.1,11.7,14.8
3359,BAPTIST MEDICAL CENTER (450058),2019,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,15.9,5.7,10.2,18.1,11.8,14.4
3360,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2019,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,13.7,,9.7,12.5,10.6,17.5
3361,MEMORIAL HERMANN TEXAS MEDICAL CENTER (450068),2019,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,15.1,2.4,7.7,16.3,10.7,14.1
3362,BRAZOSPORT REGIONAL HEALTH SYSTEM (450072),2019,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,13.0,,8.7,13.4,12.3,10.7
3363,ANSON GENERAL HOSPITAL (450078),2019,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX,,,7.7,,,
3364,BAYLOR MEDICAL CENTER AT IRVING (450079),2019,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,12.1,,8.3,13.0,8.9,15.7
3365,TITUS REGIONAL MEDICAL CENTER (450080),2019,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,13.9,,7.4,14.5,12.2,18.7
3366,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2019,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,,7.9,,12.4,12.7
3367,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL (450083),2019,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,13.8,2.6,9.7,16.4,12.4,16.0
3368,GRAHAM REGIONAL MEDICAL CENTER (450085),2019,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,8.2,,12.4,15.3
3369,MEDICAL CITY NORTH HILLS (450087),2019,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,13.2,3.1,10.2,13.1,14.1,16.6
3370,NORTH TEXAS MEDICAL CENTER (450090),2019,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,,,9.0,,13.3,16.2
3371,FORT DUNCAN MEDICAL CENTER (450092),2019,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,12.1,,7.0,,8.1,15.5
3372,BAYSHORE MEDICAL CENTER (450097),2019,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,13.1,,8.1,12.7,9.3,17.6
3373,PAMPA REGIONAL MEDICAL CENTER (450099),2019,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,13.0,,6.7,13.2,10.2,16.8
3374,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST (450101),2019,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,14.5,2.6,11.1,15.6,14.6,16.5
3375,CHRISTUS MOTHER FRANCES HOSPITAL (450102),2019,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,12.3,3.2,10.1,14.3,12.6,14.7
3376,GUADALUPE REGIONAL MEDICAL CENTER (450104),2019,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,13.1,,8.2,12.6,11.5,15.1
3377,LAS PALMAS MEDICAL CENTER (450107),2019,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,13.6,4.3,9.3,16.5,11.3,14.8
3378,CONNALLY MEMORIAL MEDICAL CENTER (450108),2019,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,,7.8,,9.9,16.7
3379,SOUTH TEXAS HEALTH SYSTEM (450119),2019,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,12.3,2.1,8.2,12.8,8.1,12.9
3380,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX (450124),2019,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,13.0,,7.8,16.0,12.2,14.8
3381,KNAPP MEDICAL CENTER (450128),2019,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,10.9,,7.5,12.8,7.9,13.2
3382,NIX HEALTH CARE SYSTEM (450130),2019,Acute Care,Proprietary,228.0,29.499165,-98.577128,TX,13.5,,,,10.2,14.1
3383,MEDICAL CENTER HOSPITAL (450132),2019,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,13.7,2.6,10.7,14.1,14.5,16.9
3384,MIDLAND MEMORIAL HOSPITAL (450133),2019,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,13.2,3.0,10.9,16.1,15.7,18.4
3385,TEXAS HEALTH HARRIS METHODIST FORT WORTH (450135),2019,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,14.6,3.6,10.1,14.8,12.0,15.4
3386,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER (450137),2019,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,13.0,3.3,8.4,11.5,10.0,11.1
3387,SETON SMITHVILLE REGIONAL HOSPITAL (450143),2019,Acute Care,Voluntary non-profit - Church,21.0,,,TX,,,,,,13.4
3388,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2019,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,,9.4,,10.9,14.7
3389,DETAR HEALTHCARE SYSTEM (450147),2019,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,12.2,3.2,8.2,14.9,11.1,12.3
3390,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2019,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,13.9,,8.4,12.4,12.1,15.8
3391,METROPLEX HOSPITAL (450152),2019,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,11.6,,7.4,13.1,10.3,12.8
3392,VAL VERDE REGIONAL MEDICAL CENTER (450154),2019,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,12.6,,9.6,14.6,9.8,16.3
3393,HEREFORD REGIONAL MEDICAL CENTER (450155),2019,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX,,,8.3,,12.5,15.4
3394,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2019,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,12.5,,8.1,14.5,11.2,16.2
3395,METHODIST HOSPITAL SOUTH (450165),2019,Acute Care,Proprietary,67.0,,,TX,,,9.4,,10.0,13.7
3396,MISSION REGIONAL MEDICAL CENTER (450176),2019,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,12.1,,7.0,12.9,9.2,12.1
3397,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2019,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,13.3,4.4,8.1,12.7,10.5,13.4
3398,SCOTT & WHITE HOSPITAL BRENHAM (450187),2019,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX,,,8.6,,11.0,16.4
3399,HILL REGIONAL HOSPITAL (450192),2019,Acute Care,Voluntary non-profit - Private,60.0,32.011912,-97.099153,TX,,,7.7,,10.7,21.6
3400,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME (450193),2019,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,12.1,3.4,8.0,11.8,8.8,11.8
3401,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL (450194),2019,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,,,8.0,,12.8,16.7
3402,PARIS REGIONAL MEDICAL CENTER (450196),2019,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,13.4,2.2,10.1,16.4,13.9,17.3
3403,WADLEY REGIONAL MEDICAL CENTER (450200),2019,Acute Care,Physician,198.0,33.428482,-94.047188,TX,15.0,5.5,9.6,12.6,12.9,15.0
3404,MEDICAL CITY WEATHERFORD (450203),2019,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,12.9,,10.3,12.8,12.1,18.9
3405,NORTHWEST TEXAS HOSPITAL (450209),2019,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,12.1,5.4,9.8,16.4,12.0,19.6
3406,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL (450210),2019,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,,,10.1,,12.4,18.5
3407,CHI ST LUKES HEALTH MEMORIAL LUFKIN (450211),2019,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,13.0,2.9,9.0,14.3,12.0,19.2
3408,UNIVERSITY HEALTH SYSTEM (450213),2019,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,13.5,2.4,9.2,15.7,10.5,13.3
3409,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO (450219),2019,Acute Care,Voluntary non-profit - Private,25.0,30.743345,-98.677996,TX,,,,,,17.2
3410,HCA HOUSTON HEALTHCARE CONROE (450222),2019,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX,11.7,4.9,9.1,13.1,11.7,17.8
3411,HENDRICK MEDICAL CENTER (450229),2019,Acute Care,Voluntary non-profit - Private,405.0,32.471553,-99.73118,TX,13.2,3.3,8.8,15.4,9.1,16.5
3412,BAPTIST ST ANTHONY'S HOSPITAL (450231),2019,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX,11.2,4.5,9.9,15.0,11.2,14.9
3413,MEMORIAL HOSPITAL (450235),2019,Acute Care,Government - Hospital District or Authority,34.0,29.515895,-97.428868,TX,,,,,11.8,14.2
3414,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS (450236),2019,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX,14.5,,9.5,14.9,12.3,15.0
3415,CHRISTUS SANTA ROSA MEDICAL CENTER (450237),2019,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX,12.6,3.4,10.2,12.0,10.7,15.8
3416,FAITH COMMUNITY HOSPITAL (450241),2019,Acute Care,Government - Hospital District or Authority,16.0,33.230386,-98.166732,TX,,,,,,15.4
3417,WISE REGIONAL HEALTH SYSTEM (450271),2019,Acute Care,Government - Hospital District or Authority,127.0,33.220263,-97.593107,TX,16.1,5.5,9.1,12.5,12.4,16.7
3418,CENTRAL TEXAS MEDICAL CENTER (450272),2019,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX,13.6,,8.8,12.9,11.3,13.2
