,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdominopelvic accidental puncture or laceration rate (PSI 15),Death rate for surgical inpatients w/ serious treatable complications (PSI 4),Iatrogenic pneumothorax rate (PSI 6),In-hospital fall with hip fracture rate (PSI 8),Infections from a large venous catheter (PSI 7),Patient safety and adverse events composite (PSI 90),Perioperative pulmonary embolism or deep vein thrombosis rate (PSI 12),Postoperative sepsis rate (PSI 13),Postoperative wound dehiscence rate (PSI 14),Pressure ulcer rate (PSI 3)
2726,WEATHERFORD REGIONAL MEDICAL CENTER (450203),2016,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,1.09,132.48,0.35,0.06,0.14,0.66,3.12,11.52,2.17,0.19
2727,NORTHWEST TEXAS HOSPITAL (450209),2016,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,2.39,133.41,0.67,0.06,0.1,1.1,4.5,10.55,2.58,0.15
2728,ETMC CARTHAGE (450210),2016,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,1.38,,0.4,,0.17,0.89,,,,0.46
2729,MEMORIAL MEDICAL CENTER OF EAST TEXAS (450211),2016,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,1.58,103.25,0.39,0.06,0.11,0.72,1.96,10.96,2.07,0.51
2730,UNIVERSITY HEALTH SYSTEM (450213),2016,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,2.58,148.58,0.36,0.06,0.17,1.33,7.61,11.89,2.01,0.71
2731,GULF COAST MEDICAL CENTER (450214),2016,Acute Care,Proprietary,69.0,,,TX,1.24,,0.4,0.06,0.17,0.82,4.72,,2.29,0.41
2732,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO (450219),2016,Acute Care,Voluntary non-profit - Private,25.0,30.743345,-98.677996,TX,1.25,,0.4,0.06,0.17,0.84,4.95,,,0.45
2733,MEMORIAL HOSPITAL (450221),2016,Acute Care,Government - Hospital District or Authority,53.0,,,TX,1.28,,0.4,0.06,0.17,0.85,5.08,,,0.44
2734,CONROE REGIONAL MEDICAL CENTER (450222),2016,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX,1.09,152.18,0.51,0.06,0.1,0.84,5.49,9.9,2.61,0.34
2735,HENDRICK MEDICAL CENTER (450229),2016,Acute Care,Voluntary non-profit - Private,405.0,32.471553,-99.73118,TX,1.51,109.72,0.55,0.06,0.13,0.8,3.39,11.08,1.86,0.07
2736,BAPTIST ST ANTHONY'S HOSPITAL (450231),2016,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX,2.82,115.91,0.51,0.06,0.28,1.18,3.72,15.08,2.11,0.19
2737,MEMORIAL HOSPITAL (450235),2016,Acute Care,Government - Hospital District or Authority,34.0,29.515895,-97.428868,TX,1.31,,0.4,0.06,0.17,0.83,4.73,,,0.41
2738,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS (450236),2016,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX,1.88,,0.48,0.06,0.15,0.92,3.84,,2.25,0.3
2739,CHRISTUS SANTA ROSA HOSPITAL (450237),2016,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX,1.69,147.27,0.26,0.06,0.16,0.91,2.62,11.73,1.85,2.26
2740,FAITH COMMUNITY HOSPITAL (450241),2016,Acute Care,Government - Hospital District or Authority,16.0,33.230386,-98.166732,TX,1.42,,0.41,,0.17,0.9,,,,0.47
2741,HAMLIN MEMORIAL HOSPITAL (450243),2016,Acute Care,Government - Hospital District or Authority,25.0,,,TX,1.42,,0.41,,0.17,0.9,,,,0.46
2742,BELLVILLE GENERAL HOSPITAL (450253),2016,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX,1.42,,0.41,,0.17,0.9,,,,0.47
2743,WISE REGIONAL HEALTH SYSTEM (450271),2016,Acute Care,Government - Hospital District or Authority,127.0,33.220263,-97.593107,TX,1.27,145.66,0.4,0.06,0.14,0.82,4.42,,2.17,0.7
2744,CENTRAL TEXAS MEDICAL CENTER (450272),2016,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX,1.33,,0.43,0.06,0.14,0.81,4.52,9.61,2.17,0.25
2745,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND (450280),2016,Acute Care,Government - Federal,161.0,,,TX,1.72,117.36,0.45,0.06,0.21,0.88,4.15,8.22,2.65,0.13
2746,HARRIS HEALTH SYSTEM (450289),2016,Acute Care,Government - Hospital District or Authority,699.0,29.685422,-95.387094,TX,2.24,123.31,0.45,0.06,0.23,1.54,12.08,11.26,2.13,0.55
2747,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN (450292),2016,Acute Care,Voluntary non-profit - Private,61.0,32.591127,-96.317363,TX,1.42,,0.38,0.06,0.16,0.82,4.2,,2.27,0.36
2748,FRIO REGIONAL HOSPITAL (450293),2016,Acute Care,Government - Hospital District or Authority,22.0,,,TX,1.42,,0.41,,0.17,0.9,,,,0.47
2749,COLLEGE STATION MEDICAL CENTER (450299),2016,Acute Care,Proprietary,141.0,30.582626,-96.291014,TX,1.69,,0.33,0.06,0.13,0.86,4.13,11.12,2.19,0.2
2750,STAMFORD MEMORIAL HOSPITAL (450306),2016,Acute Care,Government - Hospital District or Authority,21.0,,,TX,1.42,,0.41,,0.17,0.9,,,,0.46
2751,TEXOMA MEDICAL CENTER (450324),2016,Acute Care,Proprietary,331.0,33.711133,-96.586956,TX,1.54,138.28,0.42,0.06,0.16,1.21,8.43,11.16,1.92,1.55
2752,OAKBEND MEDICAL CENTER (450330),2016,Acute Care,Government - Hospital District or Authority,205.0,29.577713,-95.771297,TX,1.95,127.86,0.35,0.06,0.25,1.08,5.93,11.0,2.23,0.71
2753,SAN ANGELO COMMUNITY MEDICAL CENTER (450340),2016,Acute Care,Proprietary,131.0,31.420076,-100.470132,TX,1.8,155.31,0.33,0.06,0.14,0.85,2.78,13.0,2.21,0.68
2754,BAPTIST BEAUMONT HOSPITAL (450346),2016,Acute Care,Voluntary non-profit - Private,392.0,30.068473,-94.120255,TX,1.66,134.28,0.4,0.06,0.17,0.77,2.26,12.12,2.44,0.36
2755,HUNTSVILLE MEMORIAL HOSPITAL (450347),2016,Acute Care,Voluntary non-profit - Private,96.0,30.69849,-95.55799,TX,1.18,,0.43,0.06,0.15,0.7,3.28,8.98,2.73,0.26
2756,FALLS COMMUNITY HOSPITAL AND CLINIC (450348),2016,Acute Care,Voluntary non-profit - Private,39.0,31.30747,-96.893901,TX,1.42,,0.41,,0.17,0.9,,,,0.46
2757,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL (450351),2016,Acute Care,Voluntary non-profit - Private,51.0,32.223163,-98.204871,TX,1.61,,0.39,0.06,0.16,0.93,5.33,9.88,2.27,0.34
2758,HUNT REGIONAL MEDICAL CENTER (450352),2016,Acute Care,Government - Hospital District or Authority,172.0,,,TX,1.39,,0.46,0.06,0.23,0.94,5.55,9.37,2.21,0.66
2759,"METHODIST HOSPITAL,THE (450358)",2016,Acute Care,Voluntary non-profit - Private,1019.0,29.710567,-95.400118,TX,0.59,111.66,0.5,0.06,0.28,0.94,7.98,14.33,2.32,0.32
2760,CHILDRESS REGIONAL MEDICAL CENTER (450369),2016,Acute Care,Government - Hospital District or Authority,38.0,,,TX,1.31,,0.4,,0.17,0.83,4.63,,,0.42
2761,COLUMBUS COMMUNITY HOSPITAL (450370),2016,Acute Care,Voluntary non-profit - Private,40.0,29.694287,-96.542483,TX,1.14,,0.39,0.06,0.16,0.9,6.54,,2.28,0.33
2762,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE (450372),2016,Acute Care,Voluntary non-profit - Private,88.0,32.429622,-96.859736,TX,2.11,,0.43,0.06,0.14,1.01,4.96,9.12,2.17,0.26
2763,DALLAS MEDICAL CENTER (450379),2016,Acute Care,Proprietary,119.0,32.914335,-96.873098,TX,1.14,123.87,0.41,0.06,0.15,0.76,4.12,11.88,2.28,0.24
2764,METHODIST HOSPITAL (450388),2016,Acute Care,Proprietary,1621.0,29.50684,-98.572976,TX,0.92,144.24,0.37,0.06,0.25,0.63,3.43,7.71,2.07,0.19
2765,EAST TEXAS MEDICAL CENTER ATHENS (450389),2016,Acute Care,Voluntary non-profit - Private,126.0,32.171435,-95.844022,TX,1.04,,0.39,0.06,0.13,0.73,4.71,8.46,2.16,0.19
2766,MEMORIAL MEDICAL CENTER LIVINGSTON (450395),2016,Acute Care,Voluntary non-profit - Private,61.0,30.35777,-95.085743,TX,1.28,,0.39,0.06,0.16,0.86,5.56,9.34,2.23,0.32
2767,BROWNFIELD REGIONAL MEDICAL CENTER (450399),2016,Acute Care,Government - Hospital District or Authority,28.0,33.187102,-102.26775,TX,1.41,,0.41,,0.17,0.9,,,,0.45
2768,PARKVIEW REGIONAL HOSPITAL (450400),2016,Acute Care,Proprietary,56.0,31.675059,-96.480013,TX,1.35,,0.4,,0.17,0.87,,,,0.43
2769,MEDICAL CENTER OF MCKINNEY (450403),2016,Acute Care,Proprietary,231.0,33.159842,-96.635503,TX,1.36,157.72,0.36,0.06,0.13,0.78,4.05,11.76,2.18,0.15
2770,EASTLAND MEMORIAL HOSPITAL (450411),2016,Acute Care,Government - Hospital District or Authority,32.0,32.400439,-98.821636,TX,1.26,,0.4,0.06,0.17,0.84,5.09,,,0.4
2771,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE (450419),2016,Acute Care,Voluntary non-profit - Church,31.0,32.881196,-97.533769,TX,1.61,,0.39,0.06,0.16,0.9,4.77,,,0.38
2772,BAYLOR MEDICAL CENTER AT UPTOWN (450422),2016,Acute Care,Voluntary non-profit - Private,24.0,32.80453,-96.794757,TX,1.36,,0.4,,0.17,0.75,3.19,10.0,,
2773,HOUSTON METHODIST SAN JACINTO HOSPITAL (450424),2016,Acute Care,Voluntary non-profit - Private,247.0,29.76871,-94.977548,TX,0.83,146.15,0.36,0.06,0.11,0.86,7.18,10.31,2.66,0.34
2774,ST DAVID'S MEDICAL CENTER (450431),2016,Acute Care,Voluntary non-profit - Other,561.0,30.290447,-97.72587,TX,0.69,171.32,0.46,0.06,0.19,0.47,1.39,8.37,1.91,0.22
2775,NAVARRO REGIONAL HOSPITAL (450447),2016,Acute Care,Voluntary non-profit - Other,96.0,32.085083,-96.503582,TX,2.07,,0.44,0.06,0.15,1.05,5.57,9.11,2.25,0.26
2776,GLEN ROSE MEDICAL CENTER (450451),2016,Acute Care,Government - Hospital District or Authority,16.0,32.24203,-97.7454,TX,1.34,,0.4,,0.17,0.87,,,,0.43
2777,TYLER COUNTY HOSPITAL (450460),2016,Acute Care,Government - Hospital District or Authority,25.0,30.775287,-94.42822,TX,1.4,,0.4,,0.17,0.89,,,,0.42
2778,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS (450462),2016,Acute Care,Voluntary non-profit - Private,628.0,32.883139,-96.763574,TX,1.46,136.27,0.5,0.06,0.08,0.81,3.74,6.67,2.16,0.72
2779,MATAGORDA REGIONAL MEDICAL CENTER (450465),2016,Acute Care,Government - Hospital District or Authority,57.0,28.982805,-95.99129,TX,1.35,,0.37,0.06,0.16,0.78,4.09,,2.27,0.29
2780,WILSON N JONES REGIONAL MEDICAL CENTER (450469),2016,Acute Care,Proprietary,206.0,33.635636,-96.622851,TX,1.6,128.79,0.39,0.06,0.12,0.99,5.1,6.06,2.11,1.89
2781,ETMC HENDERSON (450475),2016,Acute Care,Voluntary non-profit - Private,42.0,32.161614,-94.796433,TX,1.32,,0.4,0.06,0.17,0.84,4.64,,,0.41
2782,WOODLAND HEIGHTS MEDICAL CENTER (450484),2016,Acute Care,Proprietary,135.0,31.327737,-94.756139,TX,2.48,123.0,0.33,0.06,0.13,1.1,4.99,12.57,2.19,0.18
2783,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE (450488),2016,Acute Care,Proprietary,61.0,,,TX,1.42,,0.41,,0.17,0.9,,,,
2784,MEDICAL ARTS HOSPITAL (450489),2016,Acute Care,Government - Hospital District or Authority,22.0,32.750279,-101.96647,TX,1.66,,0.4,,0.17,0.94,,,,0.43
2785,STEPHENS MEMORIAL HOSPITAL (450498),2016,Acute Care,Government - Hospital District or Authority,30.0,32.754056,-98.887719,TX,1.4,,0.4,,0.17,0.97,,,,1.47
2786,MEMORIAL HOSPITAL (450508),2016,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX,0.88,193.42,0.47,0.06,0.24,0.74,4.96,8.44,2.18,0.19
2787,THE MEDICAL CENTER OF SOUTHEAST TEXAS (450518),2016,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX,0.71,134.75,0.37,0.06,0.13,0.62,4.21,8.3,2.24,0.18
2788,METHODIST RICHARDSON MEDICAL CENTER (450537),2016,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX,1.85,135.28,0.31,0.06,0.22,0.91,2.46,10.8,2.77,1.68
2789,COVENANT HOSPITAL PLAINVIEW (450539),2016,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX,1.37,,0.39,0.06,0.16,0.78,3.55,11.44,2.26,0.33
2790,ABILENE REGIONAL MEDICAL CENTER (450558),2016,Acute Care,Proprietary,202.0,32.374006,-99.742595,TX,1.17,138.47,0.4,0.06,0.12,0.67,3.43,6.36,2.21,0.16
2791,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE (450563),2016,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX,2.23,125.28,0.67,0.06,0.11,1.16,6.07,10.48,2.0,0.13
2792,PALO PINTO GENERAL HOSPITAL (450565),2016,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX,2.12,,0.39,0.06,0.16,1.09,6.12,9.57,2.28,0.33
2793,SHANNON MEDICAL CENTER (450571),2016,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX,1.16,154.86,0.37,0.06,0.18,0.75,4.16,9.18,2.48,0.38
2794,CHRISTUS JASPER MEMORIAL HOSPITAL (450573),2016,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX,1.34,,0.4,,0.16,0.94,6.28,,,0.42
2795,HEMPHILL COUNTY HOSPITAL (450578),2016,Acute Care,Government - Hospital District or Authority,15.0,35.903792,-100.387399,TX,1.42,,0.41,,0.17,0.9,,,,0.47
2796,HOUSTON COUNTY MEDICAL CENTER (450580),2016,Acute Care,Government - Hospital District or Authority,42.0,,,TX,1.75,,0.4,0.06,0.16,0.93,4.77,,2.27,0.4
2797,WILBARGER GENERAL HOSPITAL (450584),2016,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX,1.38,,0.4,0.06,0.17,0.88,5.13,,,0.43
2798,SEYMOUR HOSPITAL (450586),2016,Acute Care,Government - Hospital District or Authority,27.0,33.589788,-99.247697,TX,1.38,,0.41,,0.17,0.89,,,,0.44
2799,BROWNWOOD REGIONAL MEDICAL CENTER (450587),2016,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX,1.05,136.24,0.41,0.06,0.14,0.65,3.2,8.63,2.15,0.2
2800,LAKE GRANBURY MEDICAL CENTER (450596),2016,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX,1.75,,0.36,0.06,0.15,0.83,3.44,9.13,2.28,0.29
2801,CUERO COMMUNITY HOSPITAL (450597),2016,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX,1.32,,0.4,0.06,0.17,0.86,5.07,,,0.42
2802,HILL COUNTRY MEMORIAL HOSPITAL INC (450604),2016,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX,1.32,,0.36,0.06,0.14,0.67,2.51,9.11,2.12,0.32
2803,CARE REGIONAL MEDICAL CENTER (450605),2016,Acute Care,Proprietary,73.0,27.915921,-97.161829,TX,1.69,,0.47,,0.16,0.96,,,,0.38
2804,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER (450610),2016,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,0.34,110.46,0.31,0.06,0.17,0.44,2.68,10.34,1.94,0.08
2805,CLEAR LAKE REGIONAL MEDICAL CENTER (450617),2016,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,0.63,147.56,0.42,0.06,0.23,0.82,5.22,10.65,1.92,1.68
2806,DIMMIT REGIONAL HOSPITAL (450620),2016,Acute Care,Voluntary non-profit - Private,34.0,,,TX,1.39,,0.41,,0.17,0.89,,,,0.45
2807,DENTON REGIONAL MEDICAL CENTER (450634),2016,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,1.35,134.41,0.53,0.06,0.29,0.89,5.17,10.49,2.1,0.11
2808,HOUSTON NORTHWEST MEDICAL CENTER (450638),2016,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,1.13,132.29,0.33,0.06,0.11,0.91,7.09,12.28,2.07,0.12
2809,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2016,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,1.15,132.84,0.33,0.06,0.21,0.81,4.66,9.41,2.1,0.79
2810,NOCONA GENERAL HOSPITAL (450641),2016,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX,1.41,,0.41,,0.17,0.9,,,,0.44
2811,DOCTORS HOSPITAL OF LAREDO (450643),2016,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,0.79,151.68,0.32,0.06,0.23,0.58,2.94,11.53,2.16,0.14
2812,WEST HOUSTON MEDICAL CENTER (450644),2016,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,1.29,152.45,0.49,0.06,0.11,0.83,4.15,12.51,3.23,0.39
2813,MEDICAL CITY DALLAS HOSPITAL (450647),2016,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,1.32,160.34,0.46,0.06,0.3,0.94,6.02,10.75,2.29,0.25
2814,MEDICAL CENTER OF PLANO (450651),2016,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,1.5,144.64,0.62,0.06,0.17,0.93,5.26,7.77,1.97,0.32
2815,SCENIC MOUNTAIN MEDICAL CENTER (450653),2016,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,1.46,,0.44,0.06,0.16,0.85,4.47,,2.28,0.32
2816,STARR COUNTY MEMORIAL HOSPITAL (450654),2016,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,1.37,,0.39,,0.16,0.88,,,,0.35
2817,NACOGDOCHES MEDICAL CENTER (450656),2016,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,0.93,148.89,0.45,0.06,0.14,0.81,5.83,,2.15,0.24
2818,EAST TEXAS MEDICAL CENTER - FAIRFIELD (450658),2016,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,1.41,,0.4,,0.17,0.9,,,,0.44
2819,PARK PLAZA HOSPITAL (450659),2016,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX,1.39,,0.4,0.06,0.14,0.74,3.2,,2.21,0.21
2820,ODESSA REGIONAL MEDICAL CENTER (450661),2016,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,1.36,,0.42,0.06,0.15,0.81,4.29,,2.78,0.29
2821,VALLEY REGIONAL MEDICAL CENTER (450662),2016,Acute Care,Proprietary,207.0,,,TX,1.13,130.01,0.29,0.06,0.12,0.8,5.68,10.17,2.13,0.1
2822,SIERRA MEDICAL CENTER (450668),2016,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,1.13,168.08,0.53,0.06,0.4,0.97,5.92,11.94,2.18,0.8
2823,MEDICAL CENTER OF LEWISVILLE (450669),2016,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,1.45,148.11,0.39,0.06,0.14,0.89,4.73,10.74,2.79,0.67
2824,TOMBALL REGIONAL MEDICAL CENTER (450670),2016,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,1.33,132.41,0.38,0.06,0.2,0.98,6.55,9.31,2.1,0.94
2825,PLAZA MEDICAL CENTER OF FORT WORTH (450672),2016,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,1.29,167.0,0.48,0.06,0.18,0.92,6.22,8.24,2.07,0.38
2826,"WOMANS HOSPITAL OF TEXAS,THE (450674)",2016,Acute Care,Proprietary,250.0,29.692977,-95.40109,TX,1.47,,0.4,0.06,0.16,0.93,5.76,9.46,2.29,0.46
2827,MEDICAL CENTER OF ARLINGTON (450675),2016,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,0.82,144.25,0.33,0.06,0.2,0.76,4.83,14.24,2.17,0.61
2828,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2016,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,2.1,118.11,0.4,0.06,0.11,0.93,4.03,8.34,2.11,0.13
2829,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK (450678),2016,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,1.47,143.76,0.54,0.06,0.14,0.92,4.81,,2.78,0.65
2830,MEMORIAL HERMANN NORTHEAST (450684),2016,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,0.57,133.86,0.39,0.06,0.2,0.61,4.08,10.59,2.14,0.15
2831,UNIVERSITY MEDICAL CENTER (450686),2016,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,0.77,152.17,0.39,0.06,0.2,0.62,2.72,10.89,2.47,0.75
2832,DALLAS REGIONAL MEDICAL CENTER (450688),2016,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,1.06,,0.36,0.06,0.14,0.73,4.22,,2.28,0.27
2833,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2016,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,0.95,,0.38,0.06,0.15,0.84,6.35,,2.24,0.32
2834,EL CAMPO MEMORIAL HOSPITAL (450694),2016,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,1.31,,0.4,0.06,0.17,0.86,5.07,,,0.43
2835,SOUTHWEST GENERAL HOSPITAL (450697),2016,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,1.51,132.47,0.34,0.06,0.13,0.83,2.88,10.27,2.22,1.55
2836,LAMB HEALTHCARE CENTER (450698),2016,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX,1.42,,0.41,,0.17,0.9,,,,0.46
2837,LONGVIEW REGIONAL MEDICAL CENTER (450702),2016,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,1.69,110.56,0.37,0.06,0.2,0.78,3.22,7.04,2.08,0.11
2838,HOUSTON METHODIST ST JOHN HOSPITAL (450709),2016,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,2.2,130.0,0.33,0.06,0.36,0.98,3.48,9.09,2.2,0.64
2839,RIO GRANDE REGIONAL HOSPITAL (450711),2016,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,1.4,135.7,0.36,0.06,0.12,0.99,6.06,12.77,2.13,1.11
2840,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2016,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,0.84,134.18,0.5,0.06,0.09,0.59,2.92,7.41,2.35,0.27
2841,CYPRESS FAIRBANKS MEDICAL CENTER (450716),2016,Acute Care,Proprietary,179.0,,,TX,0.97,,0.36,0.06,0.15,0.79,5.64,,2.28,0.28
2842,ROUND ROCK MEDICAL CENTER (450718),2016,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,0.55,118.64,0.36,0.06,0.24,0.53,2.91,9.99,2.15,0.14
2843,METHODIST CHARLTON MEDICAL CENTER (450723),2016,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,1.44,175.86,0.25,0.06,0.1,1.02,7.84,9.97,2.13,0.57
2844,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON (450730),2016,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,1.26,116.98,0.41,0.06,0.14,1.17,9.93,10.84,2.24,0.67
2845,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2016,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,1.48,151.81,0.35,0.06,0.14,0.78,3.71,,2.21,0.27
2846,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2016,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,0.97,140.83,0.38,0.06,0.12,0.64,3.54,8.61,2.08,0.15
2847,KNOX COUNTY HOSPITAL (450746),2016,Acute Care,Government - Hospital District or Authority,28.0,,,TX,1.42,,0.41,,0.17,0.9,,,,
2848,PALESTINE REGIONAL MEDICAL CENTER (450747),2016,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,1.09,119.44,0.55,0.06,0.15,0.8,4.78,9.28,2.25,0.28
2849,EAST TEXAS MEDICAL CENTER TRINITY (450749),2016,Acute Care,Voluntary non-profit - Private,40.0,,,TX,1.41,,0.41,,0.17,0.9,,,,0.45
2850,HAMILTON GENERAL HOSPITAL (450754),2016,Acute Care,Government - Hospital District or Authority,41.0,,,TX,1.39,,0.47,,0.17,0.9,,,,0.41
2851,COVENANT HOSPITAL LEVELLAND (450755),2016,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX,1.36,,0.4,,0.17,0.88,,,,0.44
2852,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY (450766),2016,Acute Care,Government - State,145.0,,,TX,0.77,135.59,0.32,0.06,0.13,0.76,6.4,7.8,2.25,0.28
2853,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2016,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,1.83,125.01,0.37,0.06,0.12,0.87,3.53,7.16,2.09,0.76
2854,TOPS SURGICAL SPECIALTY HOSPITAL (450774),2016,Acute Care,Physician,16.0,30.018542,-95.444846,TX,1.38,,0.4,,0.17,0.85,4.63,,,
2855,KINGWOOD MEDICAL CENTER (450775),2016,Acute Care,Proprietary,420.0,,,TX,0.48,130.21,0.37,0.06,0.52,0.61,3.38,11.33,2.08,0.35
2856,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2016,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,1.74,135.56,0.31,0.06,0.12,0.76,2.85,8.31,2.06,0.16
2857,METHODIST AMBULATORY SURGERY HOSPITAL NW (450780),2016,Acute Care,Proprietary,23.0,29.527605,-98.595995,TX,1.37,,0.4,,0.17,0.8,3.86,10.0,,
2858,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2016,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,0.88,144.8,0.42,0.06,0.1,0.7,4.42,9.1,2.01,0.38
2859,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY (450797),2016,Acute Care,Proprietary,7.0,,,TX,,,,,,0.9,,,,
2860,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2016,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,1.07,152.24,0.32,0.06,0.09,0.97,8.26,11.74,1.92,0.28
2861,DOCTORS HOSPITAL TIDWELL (450803),2016,Acute Care,Physician,119.0,29.847222,-95.407991,TX,1.24,,0.38,0.06,0.16,0.81,4.61,,,0.32
2862,TEXAS ORTHOPEDIC HOSPITAL (450804),2016,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,1.15,,0.38,0.06,0.16,0.58,1.56,8.08,,0.36
