,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI SIR,CDI SIR,CLABSI SIR,MRSA SIR,SSI SIR,Total HAC Score
2856,CENTRAL VERMONT MEDICAL CENTER (470001),2023,Acute Care,Voluntary non-profit - Private,79.0,,,VT,2.941,0.785,,,,0.0
2857,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE (470003),2023,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,1.98,0.657,0.896,0.39,1.031,0.0
2858,RUTLAND REGIONAL MEDICAL CENTER (470005),2023,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,1.829,0.557,1.079,1.428,2.063,0.0
2859,BRATTLEBORO MEMORIAL HOSPITAL (470011),2023,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,,,,,0.0
2860,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2023,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,0.986,0.819,0.0,,,0.0
2861,NORTHWESTERN MEDICAL CENTER INC (470024),2023,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,,0.0,,,,0.0
2862,RUSSELL COUNTY HOSPITAL (490002),2023,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,0.668,,,,0.0
2863,SENTARA RMH MEDICAL CENTER (490004),2023,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,0.891,0.456,2.41,2.339,0.612,0.0
2864,WINCHESTER MEDICAL CENTER (490005),2023,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,0.766,0.484,1.004,1.175,0.729,0.0
2865,SENTARA NORFOLK GENERAL HOSPITAL (490007),2023,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,0.527,0.365,0.354,1.37,0.776,0.0
2866,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2023,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,1.291,0.36,1.702,1.171,1.069,0.0
2867,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2023,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,3.908,0.631,,,,0.0
2868,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2023,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,1.582,0.155,1.933,4.375,0.0,0.0
2869,AUGUSTA HEALTH (490018),2023,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,2.323,0.757,0.978,1.054,0.811,0.0
2870,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2023,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,1.873,0.0,,,,0.0
2871,JOHN RANDOLPH MEDICAL CENTER (490020),2023,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,0.0,0.0,1.685,0.95,0.0,0.0
2872,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2023,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,0.998,0.177,1.994,1.345,0.386,0.0
2873,MARY WASHINGTON HOSPITAL (490022),2023,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,0.661,0.395,1.274,0.454,1.176,0.0
2874,FAUQUIER HOSPITAL (490023),2023,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,0.643,0.239,2.705,,,0.0
2875,CARILION MEDICAL CENTER (490024),2023,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,0.805,0.573,0.753,0.933,1.424,0.0
2876,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2023,Acute Care,Government - Hospital District or Authority,754.0,,,VA,0.372,0.405,0.941,0.935,0.28,0.0
2877,WARREN MEMORIAL HOSPITAL (490033),2023,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,,0.0,,,,0.0
2878,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2023,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,,0.523,,,,0.0
2879,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2023,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,0.0,,,,0.0
2880,INOVA ALEXANDRIA HOSPITAL (490040),2023,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,0.155,0.025,0.235,0.923,0.35,0.0
2881,MARY IMMACULATE HOSPITAL (490041),2023,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,1.026,0.252,0.741,,0.823,0.0
2882,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2023,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,1.074,0.939,0.253,1.803,1.021,0.0
2883,INOVA LOUDOUN HOSPITAL (490043),2023,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,0.918,0.161,0.787,0.0,0.676,0.0
2884,SENTARA OBICI HOSPITAL (490044),2023,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,0.278,0.308,1.458,0.835,0.274,0.0
2885,NOVANT PRINCE WILLIAM MEDICAL CENTER (490045),2023,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,0.0,0.0,0.772,0.0,1.11,0.0
2886,SENTARA LEIGH HOSPITAL (490046),2023,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,0.384,0.208,0.602,0.548,0.69,0.0
2887,LEWISGALE MEDICAL CENTER (490048),2023,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,0.122,0.188,0.252,0.351,0.433,0.0
2888,VIRGINIA HOSPITAL CENTER (490050),2023,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,1.069,0.576,0.414,0.265,0.791,0.0
2889,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2023,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,0.42,0.205,0.721,1.365,1.175,0.0
2890,JOHNSTON MEMORIAL HOSPITAL (490053),2023,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,0.465,0.102,2.562,0.813,0.841,0.0
2891,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2023,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,0.546,0.381,0.337,0.39,0.0,0.0
2892,BON SECOURS ST MARYS HOSPITAL (490059),2023,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,0.675,0.098,0.787,0.367,1.359,0.0
2893,CLINCH VALLEY MEDICAL CENTER (490060),2023,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,0.465,0.0,1.576,,,0.0
2894,INOVA FAIRFAX HOSPITAL (490063),2023,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,0.764,0.433,0.861,0.558,0.58,0.0
2895,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2023,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,0.346,0.745,0.416,1.274,0.901,0.0
2896,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2023,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,0.697,0.156,2.151,1.233,1.36,0.0
2897,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2023,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,0.755,0.049,0.671,0.419,0.841,0.0
2898,SOVAH HEALTH DANVILLE (490075),2023,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,0.923,0.395,2.486,0.0,0.0,0.0
2899,SENTARA MARTHA JEFFERSON HOSPITAL (490077),2023,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,1.076,0.389,0.611,1.485,0.787,0.0
2900,VCU HEALTH TAPPAHANNOCK HOSPITAL (490084),2023,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,,0.431,,,,0.0
2901,CENTRA BEDFORD MEMORIAL HOSPITAL (490088),2023,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,0.0,,,,0.0
2902,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2023,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,0.0,,,,0.0
2903,"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2023,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,,0.191,,,,0.0
2904,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL (490092),2023,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,,0.239,,,,0.0
2905,SENTARA CAREPLEX HOSPITAL (490093),2023,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,0.302,0.355,0.364,0.686,0.67,0.0
2906,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2023,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,,0.0,,,,0.0
2907,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER (490097),2023,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,,,,,,0.0
2908,COMMUNITY MEMORIAL HOSPITAL (490098),2023,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,0.999,0.599,0.0,,,0.0
2909,INOVA FAIR OAKS HOSPITAL (490101),2023,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,0.922,0.394,1.805,0.645,0.642,0.0
2910,RESTON HOSPITAL CENTER (490107),2023,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,0.272,0.261,0.572,1.909,0.697,0.0
2911,LEWISGALE HOSPITAL MONTGOMERY (490110),2023,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,0.5,0.427,0.532,0.634,0.588,0.0
2912,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2023,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,0.0,0.0,,,,0.0
2913,CJW MEDICAL CENTER (490112),2023,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,0.056,0.102,0.18,0.415,0.513,0.0
2914,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2023,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,0.969,0.245,0.245,1.541,0.634,0.0
2915,LONESOME PINE HOSPITAL (490114),2023,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,0.422,0.175,1.527,,,0.0
2916,TWIN COUNTY REGIONAL HOSPITAL (490115),2023,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,,0.314,,,,0.0
2917,LEWISGALE HOSPITAL PULASKI (490116),2023,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,,0.46,,,,0.0
2918,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2023,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,,,,,0.0
2919,HENRICO DOCTORS' HOSPITAL (490118),2023,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,0.228,0.051,0.171,0.641,0.273,0.0
2920,SENTARA PRINCESS ANNE HOSPITAL (490119),2023,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,0.609,0.585,0.684,0.76,0.0,0.0
2921,CHESAPEAKE GENERAL HOSPITAL (490120),2023,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,1.375,0.303,0.68,0.772,0.182,0.0
2922,INOVA MOUNT VERNON HOSPITAL (490122),2023,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,0.63,0.456,0.0,1.681,,0.0
2923,LEWISGALE HOSPITAL ALLEGHANY (490126),2023,Acute Care,Voluntary non-profit - Private,109.0,,,VA,,0.0,,,,0.0
2924,BUCHANAN GENERAL HOSPITAL (490127),2023,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,0.0,0.307,,,,0.0
2925,RIVERSIDE WALTER REED HOSPITAL (490130),2023,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,,0.242,0.745,,,0.0
2926,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2023,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,0.584,0.145,1.171,1.147,1.791,0.0
2927,"STAFFORD HOSPITAL, LLC (490140)",2023,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,0.0,0.237,2.079,,0.63,0.0
2928,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2023,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,0.0,0.0,2.079,,1.088,0.0
2929,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2023,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,,0.466,,,,0.0
2930,UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2023,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,0.0,,,0.379,0.0
2931,STONESPRINGS HOSPITAL CENTER (490145),2023,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,0.762,,,,0.0
2932,PROVIDENCE ST MARY MEDICAL CENTER (500002),2023,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,2.011,0.226,1.082,,0.0,0.0
2933,SKAGIT VALLEY HOSPITAL (500003),2023,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,2.852,0.19,1.644,1.085,0.407,0.0
2934,VIRGINIA MASON MEDICAL CENTER (500005),2023,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,0.307,0.597,0.078,0.189,0.477,0.0
2935,ISLAND HOSPITAL (500007),2023,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,,0.0,,,0.87,0.0
2936,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2023,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,1.223,0.863,1.018,0.505,1.326,0.0
2937,HIGHLINE MEDICAL CENTER (500011),2023,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,1.022,0.158,0.359,1.391,0.0,0.0
2938,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2023,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,0.999,0.306,0.853,0.607,0.816,0.0
2939,MULTICARE AUBURN MEDICAL CENTER (500015),2023,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,2.154,0.377,0.285,0.951,1.58,0.0
2940,CENTRAL WASHINGTON HOSPITAL (500016),2023,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,1.873,0.625,0.684,0.461,1.068,0.0
2941,PROVIDENCE CENTRALIA HOSPITAL (500019),2023,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,3.066,0.29,,,0.0,0.0
2942,ST CLARE HOSPITAL (500021),2023,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,0.586,0.456,0.0,0.0,,0.0
2943,PROVIDENCE ST PETER HOSPITAL (500024),2023,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,1.471,0.397,0.468,1.016,0.54,0.0
2944,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2023,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,0.361,0.436,0.699,0.235,,0.0
2945,SWEDISH EDMONDS HOSPITAL (500026),2023,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,0.804,0.314,1.087,0.0,1.273,0.0
2946,SWEDISH MEDICAL CENTER (500027),2023,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,1.007,0.254,0.931,0.295,0.852,0.0
2947,ST JOSEPH HOSPITAL (500030),2023,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,0.861,0.374,1.167,0.663,0.641,0.0
2948,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2023,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,1.184,0.312,,,,0.0
2949,SAMARITAN HOSPITAL (500033),2023,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,,0.0,,,0.0,0.0
2950,YAKIMA VALLEY MEMORIAL (500036),2023,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,0.195,0.643,0.383,0.77,0.292,0.0
2951,ASTRIA TOPPENISH HOSPITAL (500037),2023,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,,,,0.0
2952,HARRISON MEDICAL CENTER (500039),2023,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,1.383,0.494,0.117,1.06,0.455,0.0
2953,PEACEHEALTH ST JOHN MEDICAL CENTER (500041),2023,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,1.603,0.443,0.978,1.147,1.087,0.0
2954,DEACONESS MEDICAL CENTER (500044),2023,Acute Care,Voluntary non-profit - Private,285.0,,,WA,0.767,0.419,0.654,1.046,0.0,0.0
2955,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2023,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,0.555,0.176,0.541,1.692,0.78,0.0
2956,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2023,Acute Care,Voluntary non-profit - Other,298.0,,,WA,1.494,0.264,0.52,0.276,0.888,0.0
2957,KAISER PERMANENTE CENTRAL HOSPITAL (500052),2023,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,0.0,,,,0.0
2958,TRIOS HEALTH (500053),2023,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,0.35,0.242,3.036,0.0,,0.0
2959,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2023,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.899,0.393,0.667,0.571,0.762,0.0
2960,KADLEC REGIONAL MEDICAL CENTER (500058),2023,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,0.176,0.556,0.968,1.547,0.918,0.0
2961,CASCADE VALLEY HOSPITAL (500060),2023,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,0.0,,,1.679,0.0
2962,HARBORVIEW MEDICAL CENTER (500064),2023,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,1.201,1.048,1.286,1.353,3.385,0.0
2963,OLYMPIC MEDICAL CENTER (500072),2023,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,0.439,1.135,0.557,,1.241,0.0
2964,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2023,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,1.842,0.701,1.158,0.474,0.369,0.0
2965,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2023,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,0.899,0.382,0.484,0.942,1.562,0.0
2966,EVERGREENHEALTH MONROE (500084),2023,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,,,,,0.0
2967,VALLEY MEDICAL CENTER (500088),2023,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,1.037,1.118,0.749,0.38,1.166,0.0
2968,ST JOSEPH MEDICAL CENTER (500108),2023,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,0.556,0.177,0.402,0.53,0.231,0.0
2969,MULTICARE VALLEY HOSPITAL (500119),2023,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,0.632,0.238,1.542,,0.0,0.0
2970,EVERGREENHEALTH MEDICAL CENTER (500124),2023,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,1.172,0.373,0.353,0.815,0.673,0.0
2971,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2023,Acute Care,Voluntary non-profit - Private,371.0,,,WA,1.43,0.623,0.896,0.324,1.239,0.0
2972,CAPITAL MEDICAL CENTER (500139),2023,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,2.749,0.539,0.757,,1.003,0.0
2973,ST FRANCIS COMMUNITY HOSPITAL (500141),2023,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,0.467,0.283,0.982,1.713,0.664,0.0
2974,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2023,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,,0.0
2975,LEGACY SALMON CREEK MEDICAL CENTER (500150),2023,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,2.86,0.636,1.564,0.386,0.667,0.0
2976,ST ANTHONY HOSPITAL (500151),2023,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,0.315,0.701,0.206,0.807,0.925,0.0
2977,SWEDISH ISSAQUAH (500152),2023,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,2.589,0.355,1.285,1.702,0.562,0.0
2978,MULTICARE COVINGTON MEDICAL CENTER (500154),2023,Acute Care,Voluntary non-profit - Private,47.0,47.358063,-122.104227,WA,,0.919,,,,0.0
2979,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC (510001)",2023,Acute Care,Voluntary non-profit - Private,595.0,,,WV,0.493,0.833,0.491,0.989,0.393,0.0
2980,GREENBRIER VALLEY MEDICAL CENTER (510002),2023,Acute Care,Proprietary,97.0,,,WV,0.0,0.241,0.781,,,0.0
2981,"UNITED HOSPITAL CENTER, INC (510006)",2023,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,1.234,0.386,0.987,1.231,0.25,0.0
2982,ST MARY'S MEDICAL CENTER (510007),2023,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,0.384,0.692,0.68,0.957,1.36,0.0
2983,BERKELEY MEDICAL CENTER (510008),2023,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,0.875,0.63,0.453,1.294,0.499,0.0
2984,"PLEASANT VALLEY HOSPITAL, INC (510012)",2023,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,0.736,1.271,,,,0.0
2985,REYNOLDS MEMORIAL HOSPITAL (510013),2023,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,0.0,0.0,,,,0.0
2986,CHARLESTON AREA MEDICAL CENTER (510022),2023,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,0.751,0.606,1.369,2.078,1.614,0.0
2987,"WEIRTON MEDICAL CENTER, INC (510023)",2023,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,2.707,1.227,3.777,0.851,1.707,0.0
2988,MON HEALTH MEDICAL CENTER (510024),2023,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,0.549,1.223,1.917,0.777,0.393,0.0
2989,THOMAS MEMORIAL HOSPITAL (510029),2023,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,2.393,0.573,2.854,0.567,1.205,0.0
2990,DAVIS MEDICAL CENTER (510030),2023,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,0.0,0.26,,,,0.0
2991,SAINT FRANCIS HOSPITAL (510031),2023,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,,0.0,,,,0.0
2992,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2023,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,,0.0,,,,0.0
2993,PRINCETON COMMUNITY HOSPITAL (510046),2023,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,0.74,0.41,4.188,2.7,0.429,0.0
2994,LOGAN REGIONAL MEDICAL CENTER (510048),2023,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,0.438,1.447,0.0,1.27,,0.0
2995,"WHEELING HOSPITAL, INC (510050)",2023,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,1.013,0.986,1.711,1.831,0.847,0.0
2996,"CABELL HUNTINGTON HOSPITAL, INC (510055)",2023,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,0.319,0.467,0.64,3.139,0.588,0.0
2997,CAMDEN CLARK MEDICAL CENTER (510058),2023,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,0.607,0.733,1.417,0.718,1.284,0.0
2998,BECKLEY ARH HOSPITAL (510062),2023,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,0.747,1.511,3.503,5.984,,0.0
2999,RALEIGH GENERAL HOSPITAL (510070),2023,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,0.646,0.799,1.895,1.248,0.931,0.0
3000,WETZEL COUNTY HOSPITAL (510072),2023,Acute Care,Government - Local,44.0,,,WV,,,,,,0.0
3001,WELCH COMMUNITY HOSPITAL (510086),2023,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,,0.0,,,,0.0
3002,CHARLESTON SURGICAL HOSPITAL (510091),2023,Acute Care,Physician,18.0,38.342991,-81.630662,WV,,,,,,0.0
3003,"ASPIRUS STEVENS POINT HOSPITAL & CLINICS, INC. (520002)",2023,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,,0.545,,,0.0,0.0
3004,MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC (520004),2023,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,0.0,0.208,1.032,,0.57,0.0
3005,WAUKESHA MEMORIAL HOSPITAL (520008),2023,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,2.167,0.683,1.262,0.694,0.337,0.0
3006,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS (520009),2023,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,3.347,0.746,0.483,0.878,0.157,0.0
3007,MARSHFIELD MEDICAL CENTER - RICE LAKE (520011),2023,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,,0.957,,,,0.0
3008,SACRED HEART HOSPITAL (520013),2023,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,0.464,0.208,0.0,0.359,0.0,0.0
3009,ST JOSEPH'S HOSPITAL (520017),2023,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,,0.0,,,,0.0
3010,ASCENSION ST MARYS HOSPITAL (520019),2023,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,,1.568,,,0.0,0.0
3011,FROEDTERT SOUTH INC. (520021),2023,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,1.406,2.062,1.384,1.352,3.276,0.0
3012,ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE (520027),2023,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,0.815,0.773,0.523,0.798,1.179,0.0
