,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
3030,ST JOSEPH MEDICAL CENTER (500108),2020,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,-0.9596,1.8748,-0.7836,-0.4294,-0.6305,0.523,-0.0675,No
3031,MULTICARE VALLEY HOSPITAL (500119),2020,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,-0.1672,-0.0244,-0.4255,-0.509,1.838,-0.6002,0.0186,No
3032,EVERGREENHEALTH MEDICAL CENTER (500124),2020,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,0.4276,0.5856,-1.0203,-0.3763,-0.8092,-0.1789,-0.2286,No
3033,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2020,Acute Care,Voluntary non-profit - Private,371.0,,,WA,1.8301,-0.0755,0.0916,-0.5586,-0.8663,1.5651,0.3311,Yes
3034,CAPITAL MEDICAL CENTER (500139),2020,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,0.7165,-0.0905,-1.4459,-1.4453,-1.1113,-0.4347,-0.6352,No
3035,ST FRANCIS COMMUNITY HOSPITAL (500141),2020,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,-0.3401,0.787,-0.1113,-0.1391,-0.7484,0.4468,-0.0175,No
3036,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2020,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,,-0.0676,-0.0676,No
3037,LEGACY SALMON CREEK MEDICAL CENTER (500150),2020,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,2.0277,-0.1476,1.4024,-1.0825,-0.4666,-1.0255,0.118,No
3038,ST ANTHONY HOSPITAL (500151),2020,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,0.7298,1.1626,-0.0993,-0.8913,0.0935,-0.6812,0.0523,No
3039,SWEDISH ISSAQUAH (500152),2020,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,-0.5662,-1.0611,0.742,1.5281,0.3864,-1.1859,-0.0261,No
3040,MULTICARE COVINGTON MEDICAL CENTER (500154),2020,Acute Care,Voluntary non-profit - Private,47.0,47.358063,-122.104227,WA,,,,,,,,No
3041,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2020,Acute Care,Voluntary non-profit - Private,595.0,,,WV,-0.9501,0.3212,-0.2764,0.7263,-0.0889,0.484,0.036,No
3042,GREENBRIER VALLEY MEDICAL CENTER (510002),2020,Acute Care,Proprietary,97.0,,,WV,-1.0261,0.0568,-1.4459,-0.0046,2.0978,-0.3839,-0.1177,No
3043,UNITED HOSPITAL CENTER (510006),2020,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,-1.0014,-0.3189,-1.0561,-1.0152,-0.2123,-0.9518,-0.7593,No
3044,ST MARY'S MEDICAL CENTER (510007),2020,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,1.0509,0.9583,2.1941,1.7458,2.0996,-0.7733,1.2126,Yes
3045,BERKELEY MEDICAL CENTER (510008),2020,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,0.4371,0.6187,-0.9626,-0.1922,1.3719,-0.7653,0.0846,No
3046,PLEASANT VALLEY HOSPITAL (510012),2020,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,2.1854,-0.5292,,,,-0.2564,0.4666,Yes
3047,REYNOLDS MEMORIAL HOSPITAL (510013),2020,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,,0.5646,,,,0.6319,0.5982,Yes
3048,CHARLESTON AREA MEDICAL CENTER (510022),2020,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,-0.3154,0.4714,0.4158,0.6396,1.6722,1.6529,0.7561,Yes
3049,WEIRTON MEDICAL CENTER (510023),2020,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,0.5816,0.9252,0.0837,-0.5409,-1.174,1.1979,0.1789,No
3050,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2020,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,-1.1173,0.5315,-0.4653,-0.5745,0.0677,-1.3635,-0.4869,No
3051,THOMAS MEMORIAL HOSPITAL (510029),2020,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,-1.5354,-0.7516,-0.4554,-0.5108,-1.0045,-0.0159,-0.7123,No
3052,DAVIS MEDICAL CENTER (510030),2020,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,1.0471,-0.5713,-1.4459,,-0.2694,0.0407,-0.2398,No
3053,ST FRANCIS HOSPITAL (510031),2020,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,,-1.9626,,,,0.1405,-0.9111,No
3054,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2020,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,,-1.9626,,,2.0996,-0.4525,-0.1052,No
3055,OHIO VALLEY MEDICAL CENTER (510039),2020,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,-0.5073,-0.3579,-1.0163,-1.4453,0.484,0.9664,-0.3127,No
3056,PRINCETON COMMUNITY HOSPITAL (510046),2020,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,-0.876,0.7389,2.1941,2.2502,0.403,0.2703,0.8301,Yes
3057,FAIRMONT REGIONAL MEDICAL CENTER (510047),2020,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,0.2414,0.4113,-1.4459,,1.0385,0.5707,0.1632,No
3058,LOGAN REGIONAL MEDICAL CENTER (510048),2020,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,-0.0988,-0.977,-1.4459,-1.4453,,0.2278,-0.7478,No
3059,WHEELING HOSPITAL (510050),2020,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,-0.1558,1.6645,-1.3007,-0.6506,0.3735,0.3198,0.0418,No
3060,CABELL HUNTINGTON HOSPITAL INC (510055),2020,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,-0.2584,0.1169,0.4934,2.2502,0.543,0.7943,0.6566,Yes
3061,CAMDEN CLARK MEDICAL CENTER (510058),2020,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,-1.4271,0.0057,-1.4459,0.6839,-0.5826,0.1432,-0.4371,No
3062,BECKLEY ARH HOSPITAL (510062),2020,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,-1.5354,-1.6711,-1.1217,-1.4453,-1.5,2.2774,-0.8327,No
3063,RALEIGH GENERAL HOSPITAL (510070),2020,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,-0.9995,0.8801,-0.8552,1.9883,2.0996,0.5774,0.6151,Yes
3064,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2020,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,-1.5354,0.0447,-1.4459,1.6148,1.0256,0.1374,-0.0265,No
3065,WETZEL COUNTY HOSPITAL (510072),2020,Acute Care,Government - Local,44.0,,,WV,,,,,,0.0088,0.0088,No
3066,WILLIAMSON MEMORIAL HOSPITAL (510077),2020,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,,-1.9626,,,,1.1997,-0.3815,No
3067,WELCH COMMUNITY HOSPITAL (510086),2020,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,,-1.9626,,,,-0.0069,-0.9848,No
3068,CHARLESTON SURGICAL HOSPITAL (510091),2020,Acute Care,Physician,18.0,38.342991,-81.630662,WV,,,,,,-0.1279,-0.1279,No
3069,ASCENSION ST MICHAELS HOSPITAL (520002),2020,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,-0.1881,-0.8538,,,0.6701,-0.7507,-0.2806,No
3070,MAYO CLINIC HLTH SYSTEM FRANCISCAN MED CTR (520004),2020,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,1.9745,1.1235,0.5829,-0.6754,-1.1058,-1.5258,0.0623,No
3071,WAUKESHA MEMORIAL HOSPITAL (520008),2020,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,-0.6631,1.0785,-0.4196,-0.6311,-0.5716,-1.5258,-0.4555,No
3072,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS (520009),2020,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,1.6381,-0.4751,1.0981,1.4502,-0.811,-0.2399,0.4434,Yes
3073,MARSHFIELD MEDICAL CENTER - RICE LAKE (520011),2020,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,,-1.1362,,,0.2298,0.6707,-0.0786,No
3074,SACRED HEART HOSPITAL (520013),2020,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,-0.0779,0.8471,0.3601,-0.9692,-1.1242,-0.0498,-0.169,No
3075,ST JOSEPHS HOSPITAL (520017),2020,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,,-1.9626,,,,-0.6804,-1.3215,No
3076,ASCENSION ST MARYS HOSPITAL (520019),2020,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,,0.0477,,,1.5083,-0.0504,0.5019,Yes
3077,FROEDTERT SOUTH - KENOSHA MEDICAL CENTER (520021),2020,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,1.5374,0.7088,1.0782,-0.2046,0.5466,-0.1174,0.5915,Yes
3078,ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE (520027),2020,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,-0.4769,1.7456,-0.5409,-0.6241,-0.1681,0.2079,0.0239,No
3079,THE MONROE CLINIC (520028),2020,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,-0.589,0.0147,1.3109,,-1.5,-0.8983,-0.3324,No
3080,ASPIRUS WAUSAU HOSPITAL (520030),2020,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,-0.2622,-0.5352,0.3562,-0.132,-0.0668,-0.8841,-0.254,No
3081,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC (520033),2020,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,-0.8969,-0.6494,-1.4459,,1.1011,-1.1697,-0.6122,No
3082,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2020,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,-1.5354,-0.2167,,,-0.3837,-0.4535,-0.6473,No
3083,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2020,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,-0.304,-1.8665,-1.4459,-1.4453,-0.2252,-1.4136,-1.1168,No
3084,MARSHFIELD MEDICAL CENTER (520037),2020,Acute Care,Voluntary non-profit - Church,323.0,,,WI,-0.0893,0.2491,0.8952,0.0432,1.0238,0.197,0.3865,Yes
3085,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2020,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,,-0.4751,,,,-0.4239,-0.4495,No
3086,DIVINE SAVIOR HEALTHCARE (520041),2020,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,,0.6578,,,,0.7634,0.7106,Yes
3087,ST NICHOLAS HOSPITAL (520044),2020,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,-0.4199,-0.989,-1.4459,,-0.0539,0.7471,-0.4323,No
3088,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC (520045),2020,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,0.8875,-0.0665,1.0285,-0.7073,0.904,-0.9127,0.1889,No
3089,BELLIN MEMORIAL HOSPITAL (520049),2020,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,1.1573,0.4023,0.5551,-1.4453,-0.391,-1.0644,-0.131,No
3090,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE (520051),2020,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,0.4124,0.8831,-0.1709,0.075,0.7106,1.3825,0.5488,Yes
3091,SSM HEALTH ST CLARE HOSPITAL - BARABOO (520057),2020,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,2.1854,-1.6772,,,,-0.4568,0.0171,No
3092,AURORA MEDICAL CENTER BURLINGTON (520059),2020,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,0.2642,0.18,-0.2565,,0.4343,-1.2585,-0.1273,No
3093,OCONOMOWOC MEMORIAL HOSPITAL (520062),2020,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,-1.5354,1.0154,-1.4459,,1.044,-1.2306,-0.4305,No
3094,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2020,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,-0.6954,-0.7786,-0.4037,,-1.5,-0.9698,-0.8695,No
3095,MERCY HEALTH SYSTEM CORP (520066),2020,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,-0.6479,-0.6224,-0.8234,-0.8825,0.0198,2.3575,-0.0998,No
3096,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE (520070),2020,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,0.5854,0.6728,0.0379,-1.0701,-0.5292,-1.021,-0.2207,No
3097,FORT MEMORIAL HOSPITAL (520071),2020,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,,0.4144,,,-1.5,-1.0135,-0.6997,No
3098,ST VINCENT HOSPITAL (520075),2020,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,-0.2432,-1.0671,0.3224,-1.4453,0.04,0.4546,-0.3231,No
3099,BEAVER DAM COMMUNITY HOSPITAL (520076),2020,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,,-1.1332,,,,-0.2037,-0.6684,No
3100,ASCENSION ST FRANCIS HOSPITAL (520078),2020,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,2.1854,0.222,0.3403,-1.4453,-0.8442,1.9552,0.4022,Yes
3101,SSM HEALTH ST MARY'S HOSPITAL - MADISON (520083),2020,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,-0.0322,-0.3039,-0.5528,-0.6506,-0.3929,-1.0166,-0.4915,No
3102,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2020,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,-0.475,-0.5473,-1.4459,-0.4081,-0.1147,-1.2907,-0.7136,No
3103,ST AGNES HOSPITAL (520088),2020,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,-0.3876,1.3429,-0.8214,-0.5975,-1.5,-0.6676,-0.4385,No
3104,UNITYPOINT HEALTH - MERITER (520089),2020,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,-0.6422,-0.2888,-0.9367,-0.8595,0.2887,-0.1884,-0.4378,No
3105,HOWARD YOUNG MEDICAL CTR (520091),2020,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,-1.5354,-1.5449,,,-0.5052,1.4424,-0.5358,No
3106,SAUK PRAIRIE HOSPITAL (520095),2020,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,-1.5354,1.971,,,-1.5,-0.4171,-0.3704,No
3107,ASCENSION ALL SAINTS HOSPITAL (520096),2020,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,-0.3382,-0.2678,-0.6125,0.0662,0.4601,2.3575,0.2775,No
3108,ST MARYS HOSPITAL MEDICAL CTR (520097),2020,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,1.0129,-0.1296,-1.4459,-1.4453,-1.5,0.1518,-0.5594,No
3109,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2020,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,-0.5928,-0.2107,0.3343,-0.863,1.1085,-0.5544,-0.1297,No
3110,BELOIT MEMORIAL HOSPITAL (520100),2020,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,0.5036,1.971,0.7162,-0.0666,0.7567,1.1494,0.8384,Yes
3111,AURORA LAKELAND MEDICAL CENTER (520102),2020,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,0.3326,-0.4421,2.1941,,2.0996,-0.7606,0.6847,Yes
3112,COMMUNITY MEMORIAL HOSPITAL (520103),2020,Acute Care,Voluntary non-profit - Private,202.0,,,WI,0.5302,-0.4842,-1.4459,-1.4453,-0.2068,-1.5064,-0.7597,No
3113,HOLY FAMILY MEMORIAL (520107),2020,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,1.1992,-0.8508,,,,-0.9911,-0.2142,No
3114,MILE BLUFF MEDICAL CENTER (520109),2020,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,,-1.9626,,,,-0.6037,-1.2832,No
3115,AURORA MEDICAL CENTER BAY AREA (520113),2020,Acute Care,Voluntary non-profit - Private,81.0,,,WI,-0.1596,1.5653,1.5894,,-1.5,-0.8779,0.1234,No
3116,WATERTOWN REGIONAL MEDICAL CENTER (520116),2020,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,2.1854,0.8681,,,,-0.8144,0.7464,Yes
3117,ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS (520136),2020,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,0.3668,-0.2588,-0.7239,-1.4453,0.2537,1.9475,0.0233,No
3118,AURORA ST LUKES MEDICAL CENTER (520138),2020,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,0.1179,0.3182,-0.0098,-0.732,1.5359,2.3575,0.5979,Yes
3119,AURORA WEST ALLIS MEDICAL CENTER (520139),2020,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,-0.4066,0.0808,-0.3142,-0.3604,1.2872,1.6989,0.331,Yes
3120,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2020,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,0.0837,0.4474,-0.1013,-1.4453,0.6535,0.0871,-0.0458,No
3121,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2020,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,0.1122,0.9462,-0.2008,-0.4683,-0.5016,0.1131,0.0002,No
3122,AURORA MEDICAL CTR KENOSHA (520189),2020,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,-0.3439,1.2678,0.2925,-0.0878,-0.5384,-0.8044,-0.0357,No
3123,AURORA BAYCARE MEDICAL CTR (520193),2020,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,1.7673,-0.0995,-0.1391,-0.1816,1.0956,0.3855,0.4714,Yes
3124,ORTHOPAEDIC HOSPITAL OF WISCONSIN (520194),2020,Acute Care,Voluntary non-profit - Other,30.0,43.09827,-87.913579,WI,,-1.9626,,,,-1.1928,-1.5777,No
3125,OAKLEAF SURGICAL HOSPITAL (520196),2020,Acute Care,Proprietary,13.0,44.815002,-91.451764,WI,,,,,,-0.7747,-0.7747,No
3126,AURORA MEDICAL CTR OSHKOSH (520198),2020,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,-0.0379,1.0544,-0.8393,,1.2338,0.4374,0.3697,Yes
3127,ASCENSION ST CLARES HOSPITAL (520202),2020,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,1.5393,1.1686,-0.2008,0.8768,-1.5,1.004,0.4813,Yes
3128,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL (520205),2020,Acute Care,Voluntary non-profit - Private,16.0,42.860129,-87.951723,WI,,1.971,,,,-0.9154,0.5278,Yes
3129,AURORA MEDICAL CENTER SUMMIT (520206),2020,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,2.1854,1.2888,1.3845,-1.4453,0.8045,0.1952,0.7355,Yes
3130,AURORA MEDICAL CENTER (520207),2020,Acute Care,Voluntary non-profit - Private,116.0,,,WI,1.431,1.2227,0.3263,-0.7657,1.3977,-0.8612,0.4585,Yes
3131,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE (520208),2020,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,-0.2584,1.0424,,-1.4453,-1.5,-0.5982,-0.5519,No
3132,MARSHFIELD MEDICAL CENTER - EAU CLAIRE (520210),2020,Acute Care,Voluntary non-profit - Private,46.0,44.793318,-91.519083,WI,,,,,,,,No
3133,CAMPBELL COUNTY MEMORIAL HOSPITAL (530002),2020,Acute Care,Government - Hospital District or Authority,225.0,44.289846,-105.519557,WY,-1.5354,1.8387,-1.4459,,-1.5,-1.015,-0.7315,No
3134,SHERIDAN MEMORIAL HOSPITAL (530006),2020,Acute Care,Government - Local,68.0,44.807425,-106.97557,WY,-1.5354,-0.7907,,,-1.5,-1.1115,-1.2344,No
3135,SAGEWEST HEALTH CARE (530008),2020,Acute Care,Proprietary,124.0,43.033667,-108.418654,WY,,0.1199,,,,-0.4097,-0.1449,No
3136,MEMORIAL HOSPITAL SWEETWATER COUNTY (530011),2020,Acute Care,Government - Local,68.0,41.58406,-109.233578,WY,,0.1439,,,,0.334,0.239,No
3137,WYOMING MEDICAL CENTER (530012),2020,Acute Care,Government - Local,194.0,42.848718,-106.308753,WY,-1.353,-0.6765,-1.4459,-0.9356,-1.5,-0.5365,-1.0746,No
3138,CHEYENNE REGIONAL MEDICAL CENTER (530014),2020,Acute Care,Voluntary non-profit - Other,222.0,41.139789,-104.817036,WY,0.3364,0.9432,0.016,-0.2736,-0.811,-0.305,-0.0157,No
3139,ST JOHNS MEDICAL CENTER (530015),2020,Acute Care,Government - Hospital District or Authority,162.0,43.479695,-110.749986,WY,,-0.2257,,,1.8104,-0.2911,0.4312,Yes
3140,IVINSON MEMORIAL HOSPITAL (530025),2020,Acute Care,Government - Hospital District or Authority,87.0,41.31139,-105.557512,WY,0.0001,1.0935,,,,0.2635,0.4523,Yes
3141,EVANSTON REGIONAL HOSPITAL (530032),2020,Acute Care,Proprietary,32.0,41.242214,-110.991336,WY,,,,,,0.0656,0.0656,No
3142,SUMMIT MEDICAL CENTER (530034),2020,Acute Care,Physician,16.0,42.840846,-106.231796,WY,,,,,,,,No
3143,ST MARKS MEDICAL CENTER (670004),2020,Acute Care,Voluntary non-profit - Private,42.0,,,TX,-1.5354,-0.6404,,,-1.5,-0.2544,-0.9826,No
3144,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD (670005),2020,Acute Care,Physician,10.0,30.047198,-95.257949,TX,,,,,,-0.1889,-0.1889,No
3145,THE HOSPITAL AT WESTLAKE MEDICAL CENTER (670006),2020,Acute Care,Proprietary,23.0,30.294735,-97.824938,TX,,,,,,-0.1845,-0.1845,No
3146,HOUSTON PHYSICIANS' HOSPITAL (670008),2020,Acute Care,Physician,21.0,29.534902,-95.125785,TX,,,,,,-0.5081,-0.5081,No
3147,MAYHILL HOSPITAL (670010),2020,Acute Care,Proprietary,59.0,33.175842,-97.088293,TX,,-1.9626,,,,,-1.9626,No
3148,METHODIST MANSFIELD MEDICAL CENTER (670023),2020,Acute Care,Voluntary non-profit - Private,207.0,32.569228,-97.095641,TX,0.4808,-0.0364,-0.8074,-0.5427,-0.6913,-1.5004,-0.5162,No
3149,THE HEART HOSPITAL BAYLOR PLANO (670025),2020,Acute Care,Proprietary,114.0,33.015252,-96.79012,TX,,1.971,,0.7405,,-1.0573,0.5514,Yes
3150,ST LUKE'S PATIENTS MEDICAL CENTER (670031),2020,Acute Care,Physician,61.0,29.640261,-95.160714,TX,2.1854,1.971,2.1941,-0.5444,-0.1147,0.8736,1.0942,Yes
3151,SCOTT & WHITE HOSPITAL-ROUND ROCK (670034),2020,Acute Care,Voluntary non-profit - Private,138.0,30.560291,-97.684909,TX,-1.5354,0.5556,2.1941,-0.8223,-0.5568,-0.2908,-0.0759,No
3152,SETON MEDICAL CENTER WILLIAMSON (670041),2020,Acute Care,Voluntary non-profit - Private,142.0,30.567944,-97.652784,TX,0.7564,0.6277,0.1374,-0.0435,0.2814,0.0093,0.2948,No
3153,CEDAR PARK REGIONAL MEDICAL CENTER (670043),2020,Acute Care,Proprietary,95.0,30.531124,-97.812824,TX,0.4143,-1.4007,-0.0516,-1.4453,-1.5,-0.2336,-0.7028,No
3154,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL (670044),2020,Acute Care,Physician,51.0,32.886132,-96.464754,TX,,0.2611,,,-0.0042,-0.8578,-0.2003,No
3155,USMD HOSPITAL  AT FORT WORTH LP (670046),2020,Acute Care,Proprietary,8.0,32.645592,-97.41814,TX,,,,,,-0.1472,-0.1472,No
3156,THE HOSPITALS OF PROVIDENCE EAST CAMPUS (670047),2020,Acute Care,Proprietary,166.0,31.790435,-106.267644,TX,-0.6327,0.4654,-1.0859,-0.3373,-1.0947,-0.3842,-0.5116,No
3157,NORTH CENTRAL SURGICAL CENTER LLP (670049),2020,Acute Care,Voluntary non-profit - Other,24.0,32.875179,-96.770611,TX,,,,,,-1.246,-1.246,No
3158,ST LUKE'S SUGAR LAND HOSPITAL (670053),2020,Acute Care,Voluntary non-profit - Other,91.0,29.60496,-95.621328,TX,0.5093,0.6728,2.1941,2.2502,-0.9676,0.1026,0.7936,Yes
3159,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO (670054),2020,Acute Care,Proprietary,20.0,29.531035,-98.592554,TX,,,,,,-0.8864,-0.8864,No
3160,METHODIST STONE OAK HOSPITAL (670055),2020,Acute Care,Proprietary,196.0,29.614494,-98.475459,TX,1.7141,1.0815,-0.2585,-1.1002,0.3477,-0.6355,0.1915,No
3161,SETON MEDICAL CENTER HAYS (670056),2020,Acute Care,Voluntary non-profit - Private,126.0,30.007734,-97.85528,TX,0.65,0.222,0.575,0.3936,0.8156,-0.6866,0.3283,No
3162,ST LUKES LAKESIDE HOSPITAL (670059),2020,Acute Care,Voluntary non-profit - Other,30.0,30.203132,-95.459482,TX,,,,,,-0.6119,-0.6119,No
3163,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE (670060),2020,Acute Care,Proprietary,70.0,32.77834,-96.567178,TX,-1.5354,-0.2558,-1.4459,-1.4453,-0.741,-0.0517,-0.9125,No
3164,SOUTH TEXAS SURGICAL HOSPITAL (670061),2020,Acute Care,Proprietary,33.0,27.686928,-97.375437,TX,,,,,-1.5,-0.6496,-1.0748,No
3165,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL AUBREY (670062),2020,Acute Care,Proprietary,30.0,,,TX,,,,,,0.0766,0.0766,No
3166,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI (670067),2020,Acute Care,Proprietary,24.0,32.682153,-97.117218,TX,,-1.9626,,,,-1.2156,-1.5891,No
3167,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND (670068),2020,Acute Care,Proprietary,102.0,33.045227,-97.069331,TX,0.0628,0.5045,0.6446,-1.4453,-1.279,-0.4,-0.3187,No
