,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CLABSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score
2658,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2015,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,4.0,,3.0,3.0,4.0,3.65
2659,CLAIBORNE MEDICAL CENTER (440057),2015,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,8.0,,5.0,5.0,8.0,6.95
2660,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2015,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,10.0,10.0,1.0,1.0,10.0,6.85
2661,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2015,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,6.0,9.0,6.0,6.0,7.5,6.975
2662,MILAN GENERAL HOSPITAL (440060),2015,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,3.0,3.0,,3.0
2663,VOLUNTEER COMMUNITY HOSPITAL (440061),2015,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,1.0,,3.0,3.0,1.0,1.7
2664,JOHNSON CITY MEDICAL CENTER (440063),2015,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,4.0,5.0,6.0,6.0,4.5,5.025
2665,NORTHCREST MEDICAL CENTER (440065),2015,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,6.0,1.0,4.0,4.0,3.5,3.675
2666,LAKEWAY REGIONAL HOSPITAL (440067),2015,Acute Care,Proprietary,135.0,,,TN,5.0,,8.0,8.0,5.0,6.05
2667,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2015,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,3.0,,4.0,4.0,3.0,3.35
2668,DECATUR COUNTY GENERAL HOSPITAL (440070),2015,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,6.0,6.0,,6.0
2669,DYERSBURG REGIONAL MEDICAL CENTER (440072),2015,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,1.0,10.0,1.0,1.0,5.5,3.925
2670,MAURY REGIONAL HOSPITAL (440073),2015,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,10.0,7.0,1.0,1.0,8.5,5.875
2671,LECONTE MEDICAL CENTER (440081),2015,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,4.0,10.0,1.0,1.0,7.0,4.9
2672,SAINT THOMAS WEST HOSPITAL (440082),2015,Acute Care,Voluntary non-profit - Church,478.0,,,TN,10.0,7.0,4.0,4.0,8.5,6.925
2673,JAMESTOWN REGIONAL MEDICAL CENTER (440083),2015,Acute Care,Proprietary,76.0,,,TN,,,6.0,6.0,,6.0
2674,SWEETWATER HOSPITAL ASSOCIATION (440084),2015,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,1.0,1.0,4.0,4.0,1.0,2.05
2675,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2015,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,9.0,10.0,1.0,1.0,9.5,6.525
2676,LINCOLN MEDICAL CENTER (440102),2015,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,5.0,,7.0,7.0,5.0,5.7
2677,ERLANGER MEDICAL CENTER (440104),2015,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,10.0,8.0,10.0,10.0,9.0,9.35
2678,HARDIN MEDICAL CENTER (440109),2015,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,,2.0,2.0,,2.0
2679,FORT LOUDON MEDICAL CENTER (440110),2015,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,1.0,,3.0,3.0,1.0,1.7
2680,METRO NASHVILLE GENERAL HOSPITAL (440111),2015,Acute Care,Government - Hospital District or Authority,115.0,36.166135,-86.806327,TN,2.0,8.0,3.0,3.0,5.0,4.3
2681,TENNOVA HEALTHCARE (440120),2015,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,9.0,7.0,5.0,5.0,8.0,6.95
2682,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2015,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,10.0,10.0,3.0,3.0,10.0,7.55
2683,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2015,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,1.0,,1.0,1.0,1.0,1.0
2684,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2015,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,1.0,,4.0,4.0,1.0,2.05
2685,HENRY COUNTY MEDICAL CENTER (440132),2015,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,10.0,,1.0,1.0,10.0,6.85
2686,SAINT THOMAS MIDTOWN HOSPITAL (440133),2015,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,8.0,5.0,9.0,9.0,6.5,7.375
2687,HERITAGE MEDICAL CENTER (440137),2015,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,3.0,6.0,8.0,8.0,4.5,5.725
2688,CUMBERLAND RIVER HOSPITAL (440141),2015,Acute Care,Physician,36.0,,,TN,,,8.0,8.0,,8.0
2689,HARTON REGIONAL MEDICAL CENTER (440144),2015,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,1.0,1.0,5.0,5.0,1.0,2.4
2690,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP (440148),2015,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,,4.0,4.0,,4.0
2691,TRISTAR SUMMIT MEDICAL CENTER (440150),2015,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,5.0,6.0,3.0,3.0,5.5,4.625
2692,RIVER PARK HOSPITAL (440151),2015,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,3.0,,3.0,3.0,3.0,3.0
2693,REGIONAL ONE HEALTH (440152),2015,Acute Care,Government - Hospital District or Authority,324.0,35.142634,-90.031297,TN,10.0,9.0,10.0,10.0,9.5,9.675
2694,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER (440153),2015,Acute Care,Voluntary non-profit - Church,89.0,35.965067,-83.181619,TN,3.0,,6.0,6.0,3.0,4.05
2695,PARKRIDGE MEDICAL CENTER (440156),2015,Acute Care,Proprietary,458.0,35.033739,-85.26886,TN,9.0,7.0,4.0,4.0,8.0,6.6
2696,DELTA MEDICAL CENTER (440159),2015,Acute Care,Proprietary,228.0,35.067788,-89.932213,TN,5.0,1.0,3.0,3.0,3.0,3.0
2697,TRISTAR CENTENNIAL MEDICAL CENTER (440161),2015,Acute Care,Proprietary,667.0,36.152907,-86.807646,TN,7.0,4.0,2.0,2.0,5.5,4.275
2698,METHODIST HEALTHCARE FAYETTE HOSPITAL (440168),2015,Acute Care,Voluntary non-profit - Church,27.0,,,TN,,,8.0,8.0,,8.0
2699,PARKWEST MEDICAL CENTER (440173),2015,Acute Care,Voluntary non-profit - Private,410.0,35.917806,-84.10115,TN,10.0,7.0,8.0,8.0,8.5,8.325
2700,HAYWOOD PARK COMMUNITY HOSPITAL (440174),2015,Acute Care,Proprietary,36.0,,,TN,,,6.0,6.0,,6.0
2701,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE (440175),2015,Acute Care,Proprietary,96.0,,,TN,1.0,,9.0,9.0,1.0,3.8
2702,INDIAN PATH MEDICAL CENTER (440176),2015,Acute Care,Voluntary non-profit - Private,151.0,36.550686,-82.517916,TN,2.0,1.0,7.0,7.0,1.5,3.425
2703,JELLICO COMMUNITY HOSPITAL (440180),2015,Acute Care,Voluntary non-profit - Church,47.0,36.573619,-84.12724,TN,8.0,,3.0,3.0,8.0,6.25
2704,BOLIVAR GENERAL HOSPITAL (440181),2015,Acute Care,Government - Hospital District or Authority,33.0,,,TN,,,6.0,6.0,,6.0
2705,MCKENZIE REGIONAL HOSPITAL (440182),2015,Acute Care,Proprietary,30.0,,,TN,,,4.0,4.0,,4.0
2706,ST FRANCIS HOSPITAL (440183),2015,Acute Care,Proprietary,443.0,35.099901,-89.864516,TN,8.0,9.0,1.0,1.0,8.5,5.875
2707,FRANKLIN WOODS COMMUNITY HOSPITAL (440184),2015,Acute Care,Voluntary non-profit - Private,102.0,36.337945,-82.401047,TN,3.0,7.0,4.0,4.0,5.0,4.65
2708,SKYRIDGE MEDICAL CENTER (440185),2015,Acute Care,Proprietary,187.0,35.176743,-84.868591,TN,3.0,5.0,9.0,9.0,4.0,5.75
2709,LIVINGSTON REGIONAL HOSPITAL (440187),2015,Acute Care,Voluntary non-profit - Other,114.0,36.384695,-85.328097,TN,1.0,,8.0,8.0,1.0,3.45
2710,REGIONAL HOSPITAL OF JACKSON (440189),2015,Acute Care,Proprietary,115.0,,,TN,5.0,5.0,1.0,1.0,5.0,3.6
2711,HIGHLANDS MEDICAL CENTER (440192),2015,Acute Care,Proprietary,39.0,35.94812,-85.477074,TN,,,6.0,6.0,,6.0
2712,UNIVERSITY MEDICAL CENTER (440193),2015,Acute Care,Voluntary non-profit - Private,230.0,36.219173,-86.328318,TN,6.0,5.0,4.0,4.0,5.5,4.975
2713,TRISTAR HENDERSONVILLE MEDICAL CENTER (440194),2015,Acute Care,Voluntary non-profit - Other,110.0,36.324156,-86.620198,TN,9.0,7.0,7.0,7.0,8.0,7.65
2714,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2015,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,10.0,10.0,6.0,6.0,10.0,8.6
2715,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL (440200),2015,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,6.0,6.0,,6.0
2716,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY (440218),2015,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,4.0,4.0,,4.0
2717,TRISTAR STONECREST MEDICAL CENTER (440227),2015,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,9.0,9.0,6.0,6.0,9.0,7.95
2718,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2015,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,4.0,4.0,4.0,4.0,4.0,4.0
2719,TRUSTPOINT HOSPITAL (440231),2015,Acute Care,Proprietary,140.0,35.863421,-86.428977,TN,,,7.0,7.0,,7.0
2720,PROVIDENCE MEMORIAL HOSPITAL (450002),2015,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,3.0,7.0,10.0,10.0,5.0,6.75
2721,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL (450005),2015,Acute Care,Voluntary non-profit - Other,55.0,,,TX,6.0,,2.0,2.0,6.0,4.6
2722,PETERSON REGIONAL MEDICAL CENTER (450007),2015,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,6.0,3.0,4.0,4.0,4.5,4.325
2723,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2015,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,2.0,5.0,3.0,3.0,3.5,3.325
2724,ST JOSEPH REGIONAL HEALTH CENTER (450011),2015,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,5.0,8.0,3.0,3.0,6.5,5.275
2725,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2015,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,10.0,8.0,9.0,9.0,9.0,9.0
2726,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL (450018),2015,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,5.0,8.0,10.0,10.0,6.5,7.725
2727,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2015,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,7.0,6.0,10.0,10.0,6.5,7.725
2728,CITIZENS MEDICAL CENTER (450023),2015,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,3.0,5.0,1.0,1.0,4.0,2.95
2729,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2015,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,10.0,10.0,10.0,10.0,10.0,10.0
2730,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC (450028)",2015,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,7.0,6.0,4.0,4.0,6.5,5.625
2731,LAREDO MEDICAL CENTER (450029),2015,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,4.0,9.0,2.0,2.0,6.5,4.925
2732,GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2015,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,1.0,9.0,10.0,10.0,5.0,6.75
2733,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2015,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,5.0,9.0,6.0,6.0,7.0,6.65
2734,CHRISTUS HOSPITAL (450034),2015,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,6.0,4.0,1.0,1.0,5.0,3.6
2735,ST JOSEPH MEDICAL CENTER (450035),2015,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,3.0,7.0,10.0,10.0,5.0,6.75
2736,GOOD SHEPHERD MEDICAL CENTER (450037),2015,Acute Care,Voluntary non-profit - Private,375.0,,,TX,5.0,9.0,4.0,4.0,7.0,5.95
2737,JPS HEALTH NETWORK (450039),2015,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,6.0,7.0,10.0,10.0,6.5,7.725
2738,COVENANT MEDICAL CENTER (450040),2015,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,6.0,5.0,7.0,7.0,5.5,6.025
2739,PROVIDENCE HEALTH CENTER (450042),2015,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,8.0,4.0,5.0,5.0,6.0,5.65
2740,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL (450044),2015,Acute Care,Government - State,459.0,,,TX,8.0,6.0,9.0,9.0,7.0,7.7
2741,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2015,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,9.0,10.0,2.0,2.0,9.5,6.875
2742,METHODIST DALLAS MEDICAL CENTER (450051),2015,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,7.0,8.0,2.0,2.0,7.5,5.575
2743,GOODALL WITCHER HOSPITAL (450052),2015,Acute Care,Government - Hospital District or Authority,33.0,,,TX,,,8.0,8.0,,8.0
2744,SCOTT & WHITE MEMORIAL HOSPITAL (450054),2015,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,9.0,8.0,8.0,8.0,8.5,8.325
2745,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2015,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,4.0,4.0,,4.0
2746,SETON MEDICAL CENTER AUSTIN (450056),2015,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,10.0,7.0,8.0,8.0,8.5,8.325
2747,BAPTIST MEDICAL CENTER (450058),2015,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,5.0,5.0,4.0,4.0,5.0,4.65
2748,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2015,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,7.0,2.0,2.0,2.0,4.5,3.625
2749,MEMORIAL HERMANN TEXAS MEDICAL CENTER (450068),2015,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,7.0,5.0,2.0,2.0,6.0,4.6
2750,BRAZOSPORT REGIONAL HEALTH SYSTEM (450072),2015,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,7.0,1.0,1.0,1.0,4.0,2.95
2751,COGDELL MEMORIAL HOSPITAL (450073),2015,Acute Care,Government - Hospital District or Authority,40.0,,,TX,,,6.0,6.0,,6.0
2752,ANSON GENERAL HOSPITAL (450078),2015,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX,,,6.0,6.0,,6.0
2753,BAYLOR MEDICAL CENTER AT IRVING (450079),2015,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,5.0,7.0,4.0,4.0,6.0,5.3
2754,TITUS REGIONAL MEDICAL CENTER (450080),2015,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,1.0,,6.0,6.0,1.0,2.75
2755,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2015,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,4.0,,4.0,4.0,4.0,4.0
2756,EAST TEXAS MEDICAL CENTER (450083),2015,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,8.0,9.0,1.0,1.0,8.5,5.875
2757,GRAHAM REGIONAL MEDICAL CENTER (450085),2015,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,5.0,5.0,,5.0
2758,NORTH HILLS HOSPITAL (450087),2015,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,9.0,8.0,8.0,8.0,8.5,8.325
2759,NORTH TEXAS MEDICAL CENTER (450090),2015,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,1.0,,4.0,4.0,1.0,2.05
2760,FORT DUNCAN MEDICAL CENTER (450092),2015,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,1.0,1.0,4.0,4.0,1.0,2.05
2761,BAYSHORE MEDICAL CENTER (450097),2015,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,7.0,8.0,4.0,4.0,7.5,6.275
2762,PAMPA REGIONAL MEDICAL CENTER (450099),2015,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,1.0,,5.0,5.0,1.0,2.4
2763,HILLCREST BAPTIST MEDICAL CENTER (450101),2015,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,2.0,3.0,9.0,9.0,2.5,4.775
2764,MOTHER FRANCES HOSPITAL (450102),2015,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,7.0,5.0,1.0,1.0,6.0,4.25
2765,GUADALUPE REGIONAL MEDICAL CENTER (450104),2015,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,3.0,8.0,4.0,4.0,5.5,4.975
2766,LAS PALMAS MEDICAL CENTER (450107),2015,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,4.0,3.0,6.0,6.0,3.5,4.375
2767,CONNALLY MEMORIAL MEDICAL CENTER (450108),2015,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,,7.0,7.0,,7.0
2768,SOUTH TEXAS HEALTH SYSTEM (450119),2015,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,3.0,5.0,1.0,1.0,4.0,2.95
2769,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE (450124),2015,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,10.0,9.0,7.0,7.0,9.5,8.625
2770,KNAPP MEDICAL CENTER (450128),2015,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,4.0,9.0,1.0,1.0,6.5,4.575
2771,NIX HEALTH CARE SYSTEM (450130),2015,Acute Care,Proprietary,228.0,29.499165,-98.577128,TX,10.0,10.0,9.0,9.0,10.0,9.65
2772,MEDICAL CENTER HOSPITAL (450132),2015,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,4.0,3.0,5.0,5.0,3.5,4.025
2773,MIDLAND MEMORIAL HOSPITAL (450133),2015,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,5.0,3.0,6.0,6.0,4.0,4.7
2774,TEXAS HEALTH HARRIS METHODIST FORT WORTH (450135),2015,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,9.0,3.0,1.0,1.0,6.0,4.25
2775,BAYLOR ALL SAINTS MEDICAL CENTER AT FW (450137),2015,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,5.0,6.0,10.0,10.0,5.5,7.075
2776,SETON SMITHVILLE REGIONAL HOSPITAL (450143),2015,Acute Care,Voluntary non-profit - Church,21.0,,,TX,,,5.0,5.0,,5.0
2777,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2015,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,,8.0,8.0,,8.0
2778,DETAR HOSPITAL NAVARRO (450147),2015,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,5.0,9.0,1.0,1.0,7.0,4.9
2779,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2015,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,8.0,1.0,9.0,9.0,4.5,6.075
2780,METROPLEX HOSPITAL (450152),2015,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,3.0,1.0,9.0,9.0,2.0,4.45
2781,VAL VERDE REGIONAL MEDICAL CENTER (450154),2015,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,7.0,,1.0,1.0,7.0,4.9
2782,HEREFORD REGIONAL MEDICAL CENTER (450155),2015,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX,,,5.0,5.0,,5.0
2783,GRACE MEDICAL CENTER (450162),2015,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX,,,5.0,5.0,,5.0
2784,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2015,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,3.0,9.0,3.0,3.0,6.0,4.95
2785,SOUTH TEXAS REGIONAL MEDICAL CENTER (450165),2015,Acute Care,Proprietary,67.0,,,TX,1.0,1.0,4.0,4.0,1.0,2.05
2786,MISSION REGIONAL MEDICAL CENTER (450176),2015,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,10.0,5.0,6.0,6.0,7.5,6.975
2787,UVALDE MEMORIAL HOSPITAL (450177),2015,Acute Care,Government - Hospital District or Authority,59.0,,,TX,1.0,,3.0,3.0,1.0,1.7
2788,PECOS COUNTY MEMORIAL HOSPITAL (450178),2015,Acute Care,Government - Local,26.0,,,TX,,,5.0,5.0,,5.0
2789,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2015,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,7.0,5.0,1.0,1.0,6.0,4.25
2790,SCOTT & WHITE HOSPITAL BRENHAM (450187),2015,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX,,,3.0,3.0,,3.0
2791,ETMC CLARKSVILLE (450188),2015,Acute Care,Voluntary non-profit - Private,46.0,,,TX,,,5.0,5.0,,5.0
2792,HILL REGIONAL HOSPITAL (450192),2015,Acute Care,Voluntary non-profit - Private,60.0,32.011912,-97.099153,TX,,,10.0,10.0,,10.0
2793,ST LUKES EPISCOPAL HOSPITAL (450193),2015,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,5.0,6.0,7.0,7.0,5.5,6.025
2794,EAST TEXAS MEDICAL CENTER JACKSONVILLE (450194),2015,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,10.0,,10.0,10.0,10.0,10.0
2795,PARIS REGIONAL MEDICAL CENTER (450196),2015,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,3.0,6.0,3.0,3.0,4.5,3.975
2796,WADLEY REGIONAL MEDICAL CENTER (450200),2015,Acute Care,Physician,198.0,33.428482,-94.047188,TX,5.0,5.0,6.0,6.0,5.0,5.35
2797,WEATHERFORD REGIONAL MEDICAL CENTER (450203),2015,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,2.0,10.0,2.0,2.0,6.0,4.6
2798,NORTHWEST TEXAS HOSPITAL (450209),2015,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,3.0,3.0,9.0,9.0,3.0,5.1
2799,ETMC CARTHAGE (450210),2015,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,,,6.0,6.0,,6.0
2800,MEMORIAL MEDICAL CENTER OF EAST TEXAS (450211),2015,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,3.0,4.0,3.0,3.0,3.5,3.325
2801,UNIVERSITY HEALTH SYSTEM (450213),2015,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,8.0,6.0,10.0,10.0,7.0,8.05
2802,GULF COAST MEDICAL CENTER (450214),2015,Acute Care,Proprietary,69.0,,,TX,8.0,8.0,6.0,6.0,8.0,7.3
2803,SCOTT & WHITE HOSPITAL-LLANO (450219),2015,Acute Care,Voluntary non-profit - Private,25.0,30.743345,-98.677996,TX,,,2.0,2.0,,2.0
2804,MOORE COUNTY HOSPITAL DISTRICT (450221),2015,Acute Care,Government - Hospital District or Authority,53.0,,,TX,,,7.0,7.0,,7.0
2805,CONROE REGIONAL MEDICAL CENTER (450222),2015,Acute Care,Proprietary,297.0,30.284022,-95.468722,TX,10.0,6.0,2.0,2.0,8.0,5.9
2806,HENDRICK MEDICAL CENTER (450229),2015,Acute Care,Voluntary non-profit - Private,405.0,32.471553,-99.73118,TX,9.0,3.0,4.0,4.0,6.0,5.3
2807,BAPTIST ST ANTHONY'S HOSPITAL (450231),2015,Acute Care,Proprietary,415.0,35.195115,-101.91885,TX,4.0,4.0,10.0,10.0,4.0,6.1
2808,MEMORIAL HOSPITAL (450235),2015,Acute Care,Government - Hospital District or Authority,34.0,29.515895,-97.428868,TX,,,4.0,4.0,,4.0
2809,HOPKINS COUNTY MEMORIAL HOSPITAL (450236),2015,Acute Care,Government - Hospital District or Authority,83.0,33.15622,-95.599648,TX,3.0,,1.0,1.0,3.0,2.3
2810,CHRISTUS SANTA ROSA HOSPITAL (450237),2015,Acute Care,Voluntary non-profit - Church,478.0,29.512909,-98.591557,TX,7.0,7.0,3.0,3.0,7.0,5.6
2811,FAITH COMMUNITY HOSPITAL (450241),2015,Acute Care,Government - Hospital District or Authority,16.0,33.230386,-98.166732,TX,,,7.0,7.0,,7.0
2812,HAMLIN MEMORIAL HOSPITAL (450243),2015,Acute Care,Government - Hospital District or Authority,25.0,,,TX,,,7.0,7.0,,7.0
2813,BELLVILLE GENERAL HOSPITAL (450253),2015,Acute Care,Proprietary,28.0,29.952265,-96.260747,TX,,,6.0,6.0,,6.0
2814,WISE REGIONAL HEALTH SYSTEM (450271),2015,Acute Care,Government - Hospital District or Authority,127.0,33.220263,-97.593107,TX,4.0,5.0,4.0,4.0,4.5,4.325
2815,CENTRAL TEXAS MEDICAL CENTER (450272),2015,Acute Care,Voluntary non-profit - Private,161.0,29.852359,-97.947738,TX,1.0,7.0,7.0,7.0,4.0,5.05
2816,BAYLOR MEDICAL CENTER AT GARLAND (450280),2015,Acute Care,Government - Federal,161.0,,,TX,3.0,6.0,10.0,10.0,4.5,6.425
2817,HARRIS HEALTH SYSTEM (450289),2015,Acute Care,Government - Hospital District or Authority,699.0,29.685422,-95.387094,TX,5.0,3.0,10.0,10.0,4.0,6.1
2818,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN (450292),2015,Acute Care,Voluntary non-profit - Private,61.0,32.591127,-96.317363,TX,9.0,,10.0,10.0,9.0,9.35
