,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI Score,CDI Score,CLABSI Score,MRSA Score,SSI Score,PSI-90 Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
2979,DIXIE REGIONAL MEDICAL CENTER (460021),2016,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,6.0,5.0,4.0,9.0,3.0,1.0,1.0,5.4,4.74,No
2980,AMERICAN FORK HOSPITAL (460023),2016,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,1.0,9.0,1.0,4.0,8.0,9.0,9.0,4.6,5.26,No
2981,SEVIER VALLEY MEDICAL CENTER (460026),2016,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,1.0,,,,5.0,5.0,1.0,1.6,No
2982,ASHLEY REGIONAL MEDICAL CENTER (460030),2016,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,1.0,,,9.0,4.0,4.0,5.0,4.85,No
2983,GARFIELD MEMORIAL HOSPITAL (460033),2016,Acute Care,Voluntary non-profit - Other,41.0,,,UT,,6.0,,,,7.0,7.0,6.0,6.15,No
2984,BEAVER VALLEY HOSPITAL (460035),2016,Acute Care,Government - Local,49.0,,,UT,,,,,,6.0,6.0,,6.0,No
2985,BEAR RIVER VALLEY HOSPITAL (460039),2016,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,,,,6.0,6.0,,6.0,No
2986,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2016,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,6.0,4.0,7.0,7.0,1.0,10.0,10.0,5.0,5.75,No
2987,LAKEVIEW HOSPITAL (460042),2016,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,8.0,7.0,1.0,1.0,4.0,1.0,1.0,4.2,3.72,No
2988,OREM COMMUNITY HOSPITAL (460043),2016,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,,1.0,,,,6.0,6.0,1.0,1.75,No
2989,ALTA VIEW HOSPITAL (460044),2016,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,1.0,8.0,,,3.0,8.0,8.0,4.0,4.6,No
2990,ST MARKS HOSPITAL (460047),2016,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,7.0,8.0,10.0,9.0,5.0,6.0,6.0,7.8,7.53,Yes
2991,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2016,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,2.0,,,,7.0,7.0,2.0,2.75,No
2992,JORDAN VALLEY MEDICAL CENTER (460051),2016,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,3.0,9.0,10.0,2.0,10.0,4.0,4.0,6.8,6.38,No
2993,TIMPANOGOS REGIONAL HOSPITAL (460052),2016,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,3.0,3.0,9.0,1.0,2.0,7.0,7.0,3.6,4.11,No
2994,CACHE VALLEY  HOSPITAL (460054),2016,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,9.0,,,,4.0,4.0,9.0,8.25,Yes
2995,PARK CITY HOSPITAL (460057),2016,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,2.0,,,,5.0,5.0,2.0,2.45,No
2996,RIVERTON HOSPITAL (460058),2016,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,,2.0,,1.0,8.0,2.0,2.0,3.6667,3.4167,No
2997,LONE PEAK HOSPITAL (460060),2016,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,,4.0,,,,8.0,8.0,4.0,4.6,No
2998,CENTRAL VERMONT MEDICAL CENTER (470001),2016,Acute Care,Voluntary non-profit - Private,79.0,,,VT,1.0,2.0,1.0,1.0,9.0,2.0,2.0,2.8,2.68,No
2999,UNIVERSITY OF VERMONT MEDICAL CENTER (470003),2016,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,6.0,4.0,6.0,5.0,10.0,5.0,5.0,6.2,6.02,No
3000,RUTLAND REGIONAL MEDICAL CENTER (470005),2016,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,4.0,5.0,6.0,1.0,3.0,7.0,7.0,3.8,4.28,No
3001,BRATTLEBORO MEMORIAL HOSPITAL (470011),2016,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,6.0,,,6.0,3.0,3.0,6.0,5.55,No
3002,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2016,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,6.0,5.0,,,5.0,2.0,2.0,5.3333,4.8333,No
3003,NORTHWESTERN MEDICAL CENTER INC (470024),2016,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,,10.0,,,9.0,8.0,8.0,9.5,9.275,Yes
3004,NORTON COMMUNITY HOSPITAL (490001),2016,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,1.0,6.0,1.0,10.0,1.0,6.0,6.0,3.8,4.13,No
3005,RUSSELL COUNTY MEDICAL CENTER (490002),2016,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,1.0,2.0,,,,6.0,6.0,1.5,2.175,No
3006,SENTARA RMH MEDICAL CENTER (490004),2016,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,4.0,10.0,3.0,8.0,9.0,6.0,6.0,6.8,6.68,Yes
3007,WINCHESTER MEDICAL CENTER (490005),2016,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,5.0,10.0,4.0,5.0,6.0,1.0,1.0,6.0,5.25,No
3008,SENTARA NORFOLK GENERAL HOSPITAL (490007),2016,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,7.0,4.0,3.0,5.0,10.0,10.0,10.0,5.8,6.43,No
3009,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2016,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,7.0,8.0,8.0,7.0,8.0,4.0,4.0,7.6,7.06,Yes
3010,BON SECOURS DEPAUL MEDICAL CENTER (490011),2016,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,7.0,9.0,5.0,10.0,3.0,8.0,8.0,6.8,6.98,Yes
3011,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2016,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,9.0,6.0,1.0,5.0,6.0,7.0,7.0,5.4,5.64,No
3012,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2016,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,6.0,9.0,10.0,7.0,1.0,8.0,8.0,6.6,6.81,Yes
3013,AUGUSTA HEALTH (490018),2016,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,5.0,5.0,1.0,1.0,6.0,3.0,3.0,3.6,3.51,No
3014,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2016,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,4.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,No
3015,JOHN RANDOLPH MEDICAL CENTER (490020),2016,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,1.0,8.0,5.0,6.0,1.0,3.0,3.0,4.2,4.02,No
3016,"CENTRA  HEALTH, INC (490021)",2016,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,8.0,5.0,8.0,8.0,6.0,2.0,2.0,7.0,6.25,No
3017,"MARY WASHINGTON HOSPITAL, INC (490022)",2016,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,3.0,8.0,4.0,6.0,4.0,8.0,8.0,5.0,5.45,No
3018,FAUQUIER HOSPITAL (490023),2016,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,8.0,4.0,1.0,9.0,6.0,10.0,10.0,5.6,6.26,No
3019,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2016,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,10.0,8.0,7.0,5.0,8.0,10.0,10.0,7.6,7.96,Yes
3020,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2016,Acute Care,Government - Hospital District or Authority,754.0,,,VA,7.0,9.0,7.0,9.0,9.0,6.0,6.0,8.2,7.87,Yes
3021,WARREN MEMORIAL HOSPITAL (490033),2016,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,7.0,3.0,,,,5.0,5.0,5.0,5.0,No
3022,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2016,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,6.0,2.0,9.0,,,2.0,2.0,5.6667,5.1167,No
3023,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2016,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,2.0,,,,4.0,4.0,2.0,2.3,No
3024,INOVA ALEXANDRIA HOSPITAL (490040),2016,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,7.0,9.0,8.0,8.0,7.0,6.0,6.0,7.8,7.53,Yes
3025,MARY IMMACULATE HOSPITAL (490041),2016,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,9.0,7.0,7.0,8.0,3.0,10.0,10.0,6.8,7.28,Yes
3026,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2016,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,2.0,5.0,4.0,6.0,2.0,6.0,6.0,3.8,4.13,No
3027,INOVA LOUDOUN HOSPITAL (490043),2016,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,5.0,9.0,3.0,4.0,7.0,4.0,4.0,5.6,5.36,No
3028,SENTARA OBICI HOSPITAL (490044),2016,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,7.0,4.0,1.0,7.0,9.0,1.0,1.0,5.6,4.91,No
3029,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER (490045),2016,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,6.0,2.0,4.0,1.0,9.0,2.0,2.0,4.4,4.04,No
3030,SENTARA LEIGH HOSPITAL (490046),2016,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,4.0,3.0,3.0,4.0,10.0,1.0,1.0,4.8,4.23,No
3031,LEWISGALE MEDICAL CENTER (490048),2016,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,5.0,10.0,3.0,8.0,8.0,1.0,1.0,6.8,5.93,No
3032,VIRGINIA HOSPITAL CENTER (490050),2016,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,5.0,6.0,4.0,5.0,4.0,3.0,3.0,4.8,4.53,No
3033,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2016,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,5.0,6.0,3.0,9.0,9.0,2.0,2.0,6.4,5.74,No
3034,JOHNSTON MEMORIAL HOSPITAL (490053),2016,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,1.0,4.0,1.0,7.0,2.0,2.0,2.0,3.0,2.85,No
3035,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2016,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,3.0,8.0,1.0,5.0,4.0,7.0,7.0,4.2,4.62,No
3036,BON SECOURS ST MARYS HOSPITAL (490059),2016,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,3.0,6.0,3.0,8.0,7.0,7.0,7.0,5.4,5.64,No
3037,CLINCH VALLEY MEDICAL CENTER (490060),2016,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,3.0,1.0,,1.0,5.0,4.0,4.0,2.5,2.725,No
3038,INOVA FAIRFAX HOSPITAL (490063),2016,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.2,7.17,Yes
3039,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2016,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,1.0,4.0,1.0,1.0,9.0,1.0,1.0,3.2,2.87,No
3040,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2016,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,2.0,7.0,1.0,6.0,3.0,5.0,5.0,3.8,3.98,No
3041,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2016,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,10.0,6.0,4.0,6.0,3.0,1.0,1.0,5.8,5.08,No
3042,DANVILLE REGIONAL MEDICAL CENTER (490075),2016,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,5.0,7.0,4.0,3.0,5.0,10.0,10.0,4.8,5.58,No
3043,MARTHA JEFFERSON HOSPITAL (490077),2016,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,4.0,4.0,5.0,1.0,6.0,8.0,8.0,4.0,4.6,No
3044,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY (490079),2016,Acute Care,Proprietary,220.0,,,VA,2.0,8.0,4.0,4.0,6.0,2.0,2.0,4.8,4.38,No
3045,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2016,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,6.0,4.0,,,6.0,6.0,6.0,5.3333,5.4333,No
3046,BEDFORD MEMORIAL HOSPITAL (490088),2016,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,9.0,,,,8.0,8.0,9.0,8.85,Yes
3047,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2016,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,3.0,,1.0,,9.0,9.0,2.0,3.05,No
3048,"SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2016,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,4.0,4.0,,10.0,8.0,7.0,7.0,6.5,6.575,Yes
3049,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2016,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,6.0,2.0,,,10.0,3.0,3.0,6.0,5.55,No
3050,SENTARA CAREPLEX HOSPITAL (490093),2016,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,9.0,9.0,9.0,6.0,6.0,1.0,1.0,7.8,6.78,Yes
3051,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2016,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,,2.0,,,,5.0,5.0,2.0,2.45,No
3052,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2016,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,1.0,5.0,,,,8.0,8.0,3.0,3.75,No
3053,"COMMUNITY MEMORIAL HEALTHCENTER, INC (490098)",2016,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,5.0,4.0,1.0,9.0,1.0,2.0,2.0,4.0,3.7,No
3054,INOVA FAIR OAKS HOSPITAL (490101),2016,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,10.0,8.0,1.0,2.0,3.0,1.0,1.0,4.8,4.23,No
3055,RESTON HOSPITAL CENTER (490107),2016,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,5.0,9.0,5.0,2.0,6.0,4.0,4.0,5.4,5.19,No
3056,LEWISGALE HOSPITAL MONTGOMERY (490110),2016,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,7.0,7.0,5.0,5.0,7.0,4.0,4.0,6.2,5.87,No
3057,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2016,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,,1.0,,,9.0,2.0,2.0,5.0,4.55,No
3058,CJW MEDICAL CENTER (490112),2016,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,7.0,8.0,8.0,7.0,6.0,4.0,4.0,7.2,6.72,Yes
3059,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2016,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,4.0,9.0,8.0,8.0,5.0,8.0,8.0,6.8,6.98,Yes
3060,LONESOME PINE HOSPITAL (490114),2016,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,1.0,1.0,,,1.0,6.0,6.0,1.0,1.75,No
3061,TWIN COUNTY REGIONAL HOSPITAL (490115),2016,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,3.0,3.0,1.0,,6.0,5.0,5.0,3.25,3.5125,No
3062,LEWISGALE HOSPITAL PULASKI (490116),2016,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,10.0,10.0,,,,3.0,3.0,10.0,8.95,Yes
3063,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2016,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,1.0,,,,6.0,6.0,1.0,1.75,No
3064,HENRICO DOCTORS' HOSPITAL (490118),2016,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,5.0,8.0,4.0,5.0,9.0,3.0,3.0,6.2,5.72,No
3065,SENTARA PRINCESS ANNE HOSPITAL (490119),2016,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,7.0,5.0,5.0,7.0,9.0,5.0,5.0,6.6,6.36,No
3066,CHESAPEAKE GENERAL HOSPITAL (490120),2016,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.8,8.68,Yes
3067,INOVA MOUNT VERNON HOSPITAL (490122),2016,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,6.0,4.0,7.0,4.0,1.0,1.0,1.0,4.4,3.89,No
3068,RAPPAHANNOCK GENERAL HOSPITAL (490123),2016,Acute Care,Voluntary non-profit - Private,75.0,,,VA,1.0,10.0,,,,9.0,9.0,5.5,6.025,No
3069,LEWISGALE HOSPITAL ALLEGHANY (490126),2016,Acute Care,Voluntary non-profit - Private,109.0,,,VA,8.0,7.0,,1.0,,3.0,3.0,5.3333,4.9833,No
3070,BUCHANAN GENERAL HOSPITAL (490127),2016,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,1.0,1.0,,,,7.0,7.0,1.0,1.9,No
3071,RIVERSIDE WALTER REED HOSPITAL (490130),2016,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,6.0,3.0,1.0,4.0,2.0,2.0,2.0,3.2,3.02,No
3072,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2016,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,2.0,6.0,8.0,1.0,4.0,10.0,10.0,4.2,5.07,No
3073,"STAFFORD HOSPITAL, LLC (490140)",2016,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,4.0,10.0,6.0,1.0,9.0,10.0,10.0,6.0,6.6,Yes
3074,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2016,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,3.0,4.0,1.0,3.0,2.0,1.0,1.0,2.6,2.36,No
3075,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2016,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,1.0,1.0,,,1.0,2.0,2.0,1.0,1.15,No
3076,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2016,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,2.0,,,4.0,5.0,5.0,3.0,3.3,No
3077,STONESPRINGS HOSPITAL CENTER (490145),2016,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,,,,,,,,,No
3078,NORTHWEST HOSPITAL (500001),2016,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,10.0,10.0,5.0,2.0,9.0,2.0,2.0,7.2,6.42,No
3079,PROVIDENCE ST MARY MEDICAL CENTER (500002),2016,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,5.0,1.0,1.0,10.0,9.0,8.0,8.0,5.2,5.62,No
3080,SKAGIT VALLEY HOSPITAL (500003),2016,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,2.0,7.0,1.0,7.0,6.0,7.0,7.0,4.6,4.96,No
3081,VIRGINIA MASON MEDICAL CENTER (500005),2016,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,4.0,8.0,6.0,4.0,5.0,2.0,2.0,5.4,4.89,No
3082,ISLAND HOSPITAL (500007),2016,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,1.0,6.0,,,5.0,5.0,5.0,4.0,4.15,No
3083,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2016,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,4.0,9.0,4.0,6.0,4.0,3.0,3.0,5.4,5.04,No
3084,HIGHLINE MEDICAL CENTER (500011),2016,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,10.0,7.0,10.0,7.0,10.0,5.0,5.0,8.8,8.23,Yes
3085,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2016,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,4.0,5.0,4.0,8.0,8.0,7.0,7.0,5.8,5.98,No
3086,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2016,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,7.0,7.0,6.0,3.0,4.0,9.0,9.0,5.4,5.94,No
3087,MULTICARE AUBURN MEDICAL CENTER (500015),2016,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,8.0,9.0,5.0,9.0,7.0,8.0,8.0,7.6,7.66,Yes
3088,CENTRAL WASHINGTON HOSPITAL (500016),2016,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,1.0,3.0,1.0,2.0,9.0,1.0,1.0,3.2,2.87,No
3089,PROVIDENCE CENTRALIA HOSPITAL (500019),2016,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,7.0,2.0,8.0,7.0,2.0,3.0,3.0,5.2,4.87,No
3090,ST CLARE HOSPITAL (500021),2016,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,1.0,10.0,7.0,8.0,3.0,10.0,10.0,5.8,6.43,No
3091,PROVIDENCE ST PETER HOSPITAL (500024),2016,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,5.0,5.0,8.0,6.0,2.0,5.0,5.0,5.2,5.17,No
3092,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2016,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,10.0,7.0,7.0,7.0,,10.0,10.0,7.75,8.0875,Yes
3093,SWEDISH EDMONDS HOSPITAL (500026),2016,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,3.0,9.0,3.0,1.0,9.0,10.0,10.0,5.0,5.75,No
3094,SWEDISH MEDICAL CENTER (500027),2016,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,9.0,7.0,3.0,4.0,9.0,8.0,8.0,6.4,6.64,Yes
3095,ST JOSEPH MEDICAL CENTER (500030),2016,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,9.0,3.0,5.0,6.0,4.0,4.0,4.0,5.4,5.19,No
3096,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2016,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,3.0,3.0,8.0,4.0,10.0,10.0,10.0,5.6,6.26,No
3097,SAMARITAN HOSPITAL (500033),2016,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,1.0,3.0,,,5.0,7.0,7.0,3.0,3.6,No
3098,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2016,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,9.0,9.0,7.0,7.0,6.0,9.0,9.0,7.6,7.81,Yes
3099,TOPPENISH COMMUNITY HOSPITAL (500037),2016,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,3.0,,,,6.0,6.0,3.0,3.45,No
3100,HARRISON MEMORIAL HOSPITAL (500039),2016,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,7.0,5.0,7.0,2.0,6.0,9.0,9.0,5.4,5.94,No
3101,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2016,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,9.0,4.0,1.0,10.0,5.0,5.0,5.0,5.8,5.68,No
3102,DEACONESS HOSPITAL (500044),2016,Acute Care,Voluntary non-profit - Private,285.0,,,WA,8.0,4.0,7.0,5.0,7.0,10.0,10.0,6.2,6.77,Yes
3103,WALLA WALLA GENERAL HOSPITAL (500049),2016,Acute Care,Voluntary non-profit - Church,36.0,,,WA,,4.0,,,5.0,6.0,6.0,4.5,4.725,No
3104,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2016,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,10.0,8.0,5.0,4.0,5.0,9.0,9.0,6.4,6.79,Yes
3105,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2016,Acute Care,Voluntary non-profit - Other,298.0,,,WA,10.0,5.0,9.0,2.0,7.0,2.0,2.0,6.6,5.91,No
3106,GROUP HEALTH CENTRAL HOSPITAL (500052),2016,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,1.0,,,,7.0,7.0,1.0,1.9,No
3107,KENNEWICK GENERAL HOSPITAL (500053),2016,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,3.0,10.0,9.0,9.0,9.0,3.0,3.0,8.0,7.25,Yes
3108,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2016,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,9.0,6.0,5.0,4.0,4.0,7.0,7.0,5.6,5.81,No
3109,KADLEC REGIONAL MEDICAL CENTER (500058),2016,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,6.0,10.0,4.0,9.0,4.0,1.0,1.0,6.6,5.76,No
3110,CASCADE VALLEY HOSPITAL (500060),2016,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,,5.0,1.0,,7.0,10.0,10.0,4.3333,5.1833,No
3111,HARBORVIEW MEDICAL CENTER (500064),2016,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,7.0,9.0,6.0,6.0,10.0,7.0,7.0,7.6,7.51,Yes
3112,OLYMPIC MEDICAL CENTER (500072),2016,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,4.0,10.0,1.0,1.0,5.0,9.0,9.0,4.2,4.92,No
3113,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2016,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,10.0,6.0,7.0,6.0,5.0,9.0,9.0,6.8,7.13,Yes
3114,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2016,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,7.0,7.0,8.0,2.0,5.0,9.0,9.0,5.8,6.28,No
