,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
2541,ST FRANCIS-DOWNTOWN (420023),2019,Acute Care,Voluntary non-profit - Private,435.0,,,SC,-0.5468,-0.9908,-0.3281,0.2531,0.164,-1.5435,-1.5435,-0.2897,-0.4778,No
2542,PROVIDENCE HEALTH (420026),2019,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,0.3917,-0.6234,0.0024,-0.22,1.9181,-1.5577,-1.5577,0.2938,0.0161,No
2543,ANMED HEALTH (420027),2019,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,-0.477,-0.6482,-0.077,-0.5845,-1.0159,-1.5374,-1.5374,-0.5605,-0.7071,No
2544,COLLETON MEDICAL CENTER (420030),2019,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,-1.1835,-0.6869,2.0836,0.1495,0.7016,-0.2603,-0.2603,0.2128,0.1419,No
2545,GHS GREER MEMORIAL HOSPITAL (420033),2019,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,-1.5202,-0.7781,,-1.4406,,-0.9068,-0.9068,-1.2463,-1.1954,No
2546,SPRINGS MEMORIAL HOSPITAL (420036),2019,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,-0.8242,-0.8555,2.2018,-1.4406,0.6777,0.7467,0.7467,-0.0481,0.0711,No
2547,GHS HILLCREST MEMORIAL HOSPITAL (420037),2019,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,2.1658,-0.7173,,,,-0.5109,-0.5109,0.7242,0.539,Yes
2548,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2019,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,1.4471,1.2444,,0.2147,,-0.2537,-0.2537,0.9687,0.7854,Yes
2549,MARY BLACK HEALTH SYSTEM GAFFNEY (420043),2019,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,,-0.9328,,,,-0.5287,-0.5287,-0.9328,-0.8722,No
2550,KERSHAWHEALTH (420048),2019,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,2.1658,0.0121,-0.5331,1.7914,0.063,-1.0908,-1.0908,0.6999,0.4313,Yes
2551,CONWAY MEDICAL CENTER (420049),2019,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,-1.2987,-1.4688,-1.4878,0.3418,-1.2251,-1.4659,-1.4659,-1.0277,-1.0935,No
2552,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2019,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,0.4859,0.0619,-0.1361,0.9721,-0.047,1.584,1.584,0.2673,0.4649,Yes
2553,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2019,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,-0.641,-1.7534,,,-1.4966,0.03,0.03,-1.297,-1.098,No
2554,CAROLINAS HOSPITAL SYSTEM MARION (420055),2019,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,-0.5311,-1.5932,,,1.375,-0.418,-0.418,-0.2498,-0.275,No
2555,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2019,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,0.0121,,,,0.0506,0.0506,0.0121,0.0179,No
2556,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2019,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,0.4981,-0.1619,0.0191,-0.0579,-0.6361,-0.4506,-0.4506,-0.0677,-0.1252,No
2557,LAKE CITY COMMUNITY HOSPITAL (420066),2019,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,-1.9247,,,,0.1911,0.1911,-1.9247,-1.6074,No
2558,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2019,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,0.5923,-0.9383,-0.9375,-0.832,-0.7737,1.9182,1.9182,-0.5778,-0.2034,No
2559,TRMC OF ORANGEBURG & CALHOUN (420068),2019,Acute Care,Government - Local,285.0,,,SC,2.1658,0.6753,0.7928,2.196,2.1365,2.347,2.347,1.5933,1.7063,Yes
2560,PALMETTO HEALTH TUOMEY HOSPITAL (420070),2019,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,0.2556,-0.4631,2.2018,1.0758,0.0851,1.0127,1.0127,0.631,0.6883,Yes
2561,SELF REGIONAL HEALTHCARE (420071),2019,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,1.1418,-0.5377,0.8353,0.0241,-0.2672,-1.4308,-1.4308,0.2392,-0.0113,No
2562,HAMPTON REGIONAL MEDICAL CENTER (420072),2019,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,-0.8582,,,,-0.1141,-0.1141,-0.8582,-0.7466,No
2563,LEXINGTON MEDICAL CENTER (420073),2019,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,-0.0322,0.2083,0.9553,-0.1298,-0.3406,1.1871,1.1871,0.1322,0.2904,No
2564,GHS GREENVILLE MEMORIAL HOSPITAL (420078),2019,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,-0.2189,0.0591,0.5601,0.3317,-0.4874,0.6768,0.6768,0.0489,0.1431,No
2565,TRIDENT MEDICAL CENTER (420079),2019,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,1.0947,-0.2586,0.7762,1.3149,1.1787,-1.5577,-1.5577,0.8212,0.4643,Yes
2566,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2019,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,1.5186,0.2415,-0.6974,-1.4406,-1.003,-0.1685,-0.1685,-0.2762,-0.2601,No
2567,AIKEN REGIONAL MEDICAL CENTER (420082),2019,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,1.1854,0.2194,0.8925,-1.0226,-0.2782,2.347,2.347,0.1993,0.5214,Yes
2568,MARY BLACK HEALTH SYSTEM SPARTANBURG (420083),2019,Acute Care,Proprietary,177.0,,,SC,1.5692,-0.0542,-1.4878,0.6862,0.8704,0.2245,0.2245,0.3168,0.3029,No
2569,GRAND STRAND REGIONAL MEDICAL CENTER (420085),2019,Acute Care,Proprietary,312.0,33.754763,-78.817079,SC,-0.3166,0.1973,0.2628,0.0341,-0.1333,-0.4455,-0.4455,0.0089,-0.0593,No
2570,PALMETTO HEALTH BAPTIST (420086),2019,Acute Care,Voluntary non-profit - Private,359.0,34.007227,-81.033748,SC,1.6424,0.7471,1.0292,-0.1331,0.8025,0.1032,0.1032,0.8176,0.7105,Yes
2571,ROPER HOSPITAL (420087),2019,Acute Care,Proprietary,359.0,32.782372,-79.948734,SC,2.11,0.247,-0.3817,0.121,0.7787,-1.5577,-1.5577,0.575,0.2551,No
2572,EAST COOPER MEDICAL CENTER (420089),2019,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,-0.348,0.3161,-1.4878,-0.4525,-0.981,1.3562,1.3562,-0.5906,-0.2986,No
2573,CAROLINAS HOSPITAL SYSTEM (420091),2019,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,0.6411,-1.2782,0.1908,-0.0913,-0.1241,1.1739,1.1739,-0.1323,0.0636,No
2574,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2019,Acute Care,Voluntary non-profit - Private,148.0,,,SC,-0.5747,1.9711,-0.943,0.0191,-0.2122,-1.5577,-1.5577,0.052,-0.1894,No
2575,COASTAL CAROLINA HOSPITAL (420101),2019,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,2.1658,0.2138,,,-1.4966,-0.4336,-0.4336,0.2943,0.1851,No
2576,GHS PATEWOOD MEMORIAL HOSPITAL (420102),2019,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,-1.5202,-1.9247,,,,-1.0182,-1.0182,-1.7225,-1.6168,No
2577,PELHAM MEDICAL CENTER (420103),2019,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,1.6564,1.9711,-1.4878,,-0.5094,2.347,2.347,0.4076,0.6985,Yes
2578,MOUNT PLEASANT HOSPITAL (420104),2019,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,,-0.0072,,,-0.0672,-0.3852,-0.3852,-0.0372,-0.0894,No
2579,MCLEOD LORIS  HOSPITAL (420105),2019,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,1.3424,-0.2338,-1.4878,-1.4406,-0.5663,-0.1196,-0.1196,-0.4772,-0.4236,No
2580,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2019,Acute Care,Voluntary non-profit - Private,76.0,,,SC,1.9024,1.4738,-0.053,1.9168,0.6924,0.0396,0.0396,1.1865,1.0144,Yes
2581,MCLEOD HEALTH CHERAW (420107),2019,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,0.1632,-0.8333,,,-1.4966,0.1754,0.1754,-0.7223,-0.5876,No
2582,UNION MEDICAL CENTER (420108),2019,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,1.9711,,,,-0.0427,-0.0427,1.9711,1.669,Yes
2583,MCLEOD HEALTH CLARENDON (420109),2019,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,,-0.6565,,,,,,-0.6565,-0.6565,No
2584,PRAIRIE LAKES HOSPITAL (430005),2019,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,0.4492,-0.9826,0.1871,,1.9218,-0.0685,-0.0685,0.3939,0.3245,No
2585,BROOKINGS HEALTH SYSTEM (430008),2019,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,,0.3851,,,,-0.1678,-0.1678,0.3851,0.3022,No
2586,AVERA SACRED HEART HOSPITAL (430012),2019,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,-1.5202,-1.0544,-0.3355,-1.4406,-0.6544,-0.3506,-0.3506,-1.001,-0.9035,No
2587,AVERA QUEEN OF PEACE (430013),2019,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,-1.5202,-0.9715,,,0.5144,-0.4433,-0.4433,-0.6591,-0.6267,No
2588,AVERA ST LUKES (430014),2019,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,1.475,-0.0376,-1.4878,,-1.0287,-0.1537,-0.1537,-0.2698,-0.2524,No
2589,AVERA ST MARY'S HOSPITAL (430015),2019,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,,-0.8527,,,,-0.9137,-0.9137,-0.8527,-0.8618,No
2590,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2019,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,-0.0898,-0.3885,-0.6993,-0.725,1.1401,0.8195,0.8195,-0.1525,-0.0067,No
2591,SANFORD USD MEDICAL CENTER (430027),2019,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,0.2242,0.772,0.0449,-0.0796,1.4337,-1.2394,-1.2394,0.479,0.2213,No
2592,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2019,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,1.9711,,,-1.4966,-0.0352,-0.0352,0.2372,0.1964,No
2593,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2019,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,0.3376,0.142,0.6137,-0.3153,0.7566,1.8979,1.8979,0.3069,0.5456,Yes
2594,PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN (430082),2019,Acute Care,Government - Federal,13.0,,,SD,,,,,,0.0826,0.0826,,0.0826,No
2595,PHS INDIAN HOSPITAL AT EAGLE BUTTE (430083),2019,Acute Care,Government - Federal,8.0,,,SD,,,,,,0.0615,0.0615,,0.0615,No
2596,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2019,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,,,,,0.0551,0.0551,,0.0551,No
2597,DUNES SURGICAL HOSPITAL (430089),2019,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,,,,,-1.2969,-1.2969,,-1.2969,No
2598,SIOUX FALLS SPECIALTY HOSPITAL LLP (430090),2019,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,,,,,-1.5577,-1.5577,,-1.5577,No
2599,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2019,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,-1.9247,,,0.1676,-1.5577,-1.5577,-0.8786,-0.9804,No
2600,SAME DAY SURGERY CENTER LLC (430093),2019,Acute Care,Proprietary,6.0,44.05919,-103.229102,SD,,,,,-1.4966,-0.0617,-0.0617,-1.4966,-1.2814,No
2601,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2019,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,2.1658,0.0674,1.5296,,,-0.3931,-0.3931,1.2543,1.0072,Yes
2602,SANFORD ABERDEEN MEDICAL CENTER (430097),2019,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,,1.9711,,,,-0.7453,-0.7453,1.9711,1.5636,Yes
2603,UNICOI COUNTY  HOSPITAL (440001),2019,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,-1.9247,,,,-0.0162,-0.0162,-1.9247,-1.6384,No
2604,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2019,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,0.1213,0.2663,0.1834,0.2782,-0.0342,1.4764,1.4764,0.163,0.36,Yes
2605,SUMNER REGIONAL MEDICAL CENTER (440003),2019,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,1.0022,-0.2227,-0.2727,2.0288,-0.0764,-0.71,-0.71,0.4918,0.3116,No
2606,TRISTAR SKYLINE MEDICAL CENTER (440006),2019,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,2.1658,0.1751,-0.3595,0.3016,1.5732,0.1409,0.1409,0.7712,0.6767,Yes
2607,UNITY MEDICAL CENTER (440007),2019,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,-0.1233,,,,-0.1817,-0.1817,-0.1233,-0.132,No
2608,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2019,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,,,,,0.0128,0.0128,,0.0128,No
2609,CUMBERLAND MEDICAL CENTER (440009),2019,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,-1.0021,-1.1179,-0.8544,-0.526,-1.4966,-0.6265,-0.6265,-0.9994,-0.9435,No
2610,WAYNE MEDICAL CENTER (440010),2019,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,-1.0378,,,,-0.0088,-0.0088,-1.0378,-0.8835,No
2611,BLOUNT MEMORIAL HOSPITAL (440011),2019,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,0.0969,0.736,0.6802,2.196,-1.2379,1.4575,1.4575,0.4942,0.6387,Yes
2612,BRISTOL REGIONAL MEDICAL CENTER (440012),2019,Acute Care,Government - Hospital District or Authority,293.0,,,TN,-0.1456,1.1698,0.1816,0.1963,-1.2893,2.347,2.347,0.0226,0.3712,Yes
2613,UNIVERSITY OF TN MEDICAL CENTER (THE) (440015),2019,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,-0.5224,0.4984,-1.0317,-0.5829,0.1475,1.3063,1.3063,-0.2982,-0.0575,No
2614,BAPTIST MEMORIAL HOSPITAL HUNTINGDON (440016),2019,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,-0.1454,,,,0.2045,0.2045,-0.1454,-0.0929,No
2615,HOLSTON VALLEY MEDICAL CENTER (440017),2019,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,-0.9166,1.6755,-0.2635,-0.9457,-0.6893,1.7213,1.7213,-0.2279,0.0645,No
2616,SYCAMORE SHOALS HOSPITAL (440018),2019,Acute Care,Voluntary non-profit - Private,121.0,36.343941,-82.249623,TN,-0.976,1.2804,1.3265,-0.0294,0.5401,-0.0151,-0.0151,0.4283,0.3618,Yes
2617,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI (440020),2019,Acute Care,Proprietary,95.0,35.19129,-87.004322,TN,,-1.4854,,,,-0.3118,-0.3118,-1.4854,-1.3094,No
2618,"LAUGHLIN MEMORIAL HOSPITAL, INC (440025)",2019,Acute Care,Voluntary non-profit - Private,230.0,,,TN,-1.5202,0.4818,0.7005,1.5406,0.3897,-0.0285,-0.0285,0.3185,0.2664,No
2619,WILLIAMSON MEDICAL CENTER (440029),2019,Acute Care,Government - Hospital District or Authority,190.0,35.916684,-86.817047,TN,-1.105,-0.1813,-0.053,-0.2635,-1.4966,-1.0918,-1.0918,-0.6199,-0.6907,No
2620,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION (440030),2019,Acute Care,Government - Local,131.0,36.211948,-83.304345,TN,-1.5202,-0.5792,-1.4878,-1.4406,-1.4966,-0.5026,-0.5026,-1.3049,-1.1845,No
2621,ROANE MEDICAL CENTER (440031),2019,Acute Care,Government - Hospital District or Authority,50.0,35.888312,-84.554418,TN,-1.5202,-0.3277,-1.4878,,-1.4966,2.0365,2.0365,-1.2081,-0.7214,No
2622,HAWKINS COUNTY MEMORIAL HOSPITAL (440032),2019,Acute Care,Voluntary non-profit - Private,37.0,36.399736,-83.012943,TN,,-0.4051,,,,-0.051,-0.051,-0.4051,-0.352,No
2623,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER (440033),2019,Acute Care,Voluntary non-profit - Church,142.0,36.387967,-84.111365,TN,-1.5202,-1.9247,,,,-0.3942,-0.3942,-1.7225,-1.5232,No
2624,METHODIST MEDICAL CENTER OF OAK RIDGE (440034),2019,Acute Care,Voluntary non-profit - Private,208.0,36.023397,-84.2439,TN,-0.8434,-0.6178,-0.3023,-1.4406,0.3053,2.347,2.347,-0.5798,-0.1408,No
2625,TENNOVA HEALTHCARE-CLARKSVILLE (440035),2019,Acute Care,Government - Hospital District or Authority,261.0,36.580414,-87.268485,TN,0.062,-1.1069,1.8214,1.7914,0.0007,-1.5282,-1.5282,0.5137,0.2074,No
2626,VANDERBILT UNIVERSITY MEDICAL CENTER (440039),2019,Acute Care,Voluntary non-profit - Private,1019.0,36.142832,-86.800174,TN,-0.634,-0.4907,-0.0474,0.5976,0.1988,-0.2103,-0.2103,-0.0752,-0.0954,No
2627,PERRY COMMUNITY HOSPITAL (440040),2019,Acute Care,Proprietary,34.0,35.591854,-87.862909,TN,,,,,,-0.0854,-0.0854,,-0.0854,No
2628,TRISTAR HORIZON MEDICAL CENTER (440046),2019,Acute Care,Proprietary,119.0,36.07212,-87.374808,TN,0.6499,-0.5626,0.4401,-1.4406,-0.748,-0.6795,-0.6795,-0.3322,-0.3843,No
2629,BAPTIST MEMORIAL HOSPITAL (440048),2019,Acute Care,Voluntary non-profit - Private,808.0,35.130758,-89.861022,TN,-0.4962,1.0289,-0.4426,0.3384,0.1915,2.347,2.347,0.124,0.4574,Yes
2630,METHODIST HEALTHCARE MEMPHIS HOSPITALS (440049),2019,Acute Care,Voluntary non-profit - Church,1358.0,35.137088,-90.019145,TN,-0.8347,0.2359,-0.3355,1.676,-0.3443,2.0187,2.0187,0.0795,0.3704,Yes
2631,TAKOMA REGIONAL HOSPITAL (440050),2019,Acute Care,Voluntary non-profit - Private,121.0,36.175393,-82.790893,TN,-1.0422,-1.2146,-1.4878,,-0.9333,1.3406,1.3406,-1.1695,-0.793,No
2632,SAINT THOMAS RUTHERFORD HOSPITAL (440053),2019,Acute Care,Voluntary non-profit - Church,298.0,35.85864,-86.424241,TN,-0.5207,-0.126,-0.3023,-0.0328,-0.5865,1.778,1.778,-0.3136,0.0001,No
2633,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL (440056),2019,Acute Care,Proprietary,58.0,36.10686,-83.51964,TN,-1.5202,-1.4329,,,-0.1168,-0.3983,-0.3983,-1.0233,-0.9296,No
2634,CLAIBORNE MEDICAL CENTER (440057),2019,Acute Care,Government - Local,143.0,36.453341,-83.571972,TN,-1.5202,-1.0019,,,,-0.4097,-0.4097,-1.2611,-1.1334,No
2635,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER (440058),2019,Acute Care,Proprietary,198.0,35.176023,-86.091076,TN,1.2063,-1.1732,,-1.4406,-1.4966,-0.2276,-0.2276,-0.726,-0.6513,No
2636,COOKEVILLE REGIONAL MEDICAL CENTER (440059),2019,Acute Care,Government - Local,240.0,36.16996,-85.50935,TN,-1.201,1.0262,-0.4648,-0.5193,-1.4966,-1.5577,-1.5577,-0.5311,-0.6851,No
2637,MILAN GENERAL HOSPITAL (440060),2019,Acute Care,Government - Local,47.0,35.913311,-88.753495,TN,,,,,-1.4966,-0.4141,-0.4141,-1.4966,-1.3342,No
2638,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL (440061),2019,Acute Care,Proprietary,44.0,36.333569,-88.869022,TN,-1.5202,1.2472,,,,-0.3672,-0.3672,-0.1365,-0.1711,No
2639,JOHNSON CITY MEDICAL CENTER (440063),2019,Acute Care,Voluntary non-profit - Private,552.0,36.30826,-82.38649,TN,0.1632,-0.3581,0.0191,0.1679,0.4062,1.2764,1.2764,0.0796,0.2591,No
2640,NORTHCREST MEDICAL CENTER (440065),2019,Acute Care,Voluntary non-profit - Other,109.0,36.479518,-86.888898,TN,-0.0985,-1.4163,-0.8766,-0.0528,-0.8581,2.347,2.347,-0.6605,-0.2094,No
2641,LAKEWAY REGIONAL HOSPITAL (440067),2019,Acute Care,Proprietary,135.0,,,TN,-1.5202,-1.9247,,,,0.2118,0.2118,-1.7225,-1.4323,No
2642,STARR REGIONAL MEDICAL CENTER ATHENS (440068),2019,Acute Care,Proprietary,199.0,35.440789,-84.608823,TN,-1.5202,-1.8004,,,-1.4966,-0.2166,-0.2166,-1.6058,-1.3974,No
2643,DECATUR COUNTY GENERAL HOSPITAL (440070),2019,Acute Care,Government - Local,40.0,35.635713,-88.12317,TN,,,,,,-0.0041,-0.0041,,-0.0041,No
2644,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL (440072),2019,Acute Care,Proprietary,100.0,36.047358,-89.38059,TN,-1.5202,-0.8637,-1.4878,1.5941,-1.4966,-0.1564,-0.1564,-0.7549,-0.6651,No
2645,MAURY REGIONAL HOSPITAL (440073),2019,Acute Care,Government - Local,260.0,35.605855,-87.065844,TN,-0.7684,-0.2752,-0.3355,-0.4909,-0.2819,-0.9622,-0.9622,-0.4304,-0.5101,No
2646,LECONTE MEDICAL CENTER (440081),2019,Acute Care,Voluntary non-profit - Other,106.0,35.853855,-83.536965,TN,-0.1142,-0.2725,1.1622,0.3217,-0.7884,1.0378,1.0378,0.0618,0.2082,No
2647,SAINT THOMAS WEST HOSPITAL (440082),2019,Acute Care,Voluntary non-profit - Church,478.0,,,TN,0.2992,0.4487,-0.3226,0.6695,0.7621,-1.2445,-1.2445,0.3714,0.129,No
2648,JAMESTOWN REGIONAL MEDICAL CENTER (440083),2019,Acute Care,Proprietary,76.0,,,TN,-1.5202,-1.9247,-1.4878,,,-0.2161,-0.2161,-1.6443,-1.43,No
2649,SWEETWATER HOSPITAL ASSOCIATION (440084),2019,Acute Care,Voluntary non-profit - Private,59.0,35.60025,-84.464223,TN,-1.5202,0.6172,,0.1144,-0.0893,-0.3138,-0.3138,-0.2195,-0.2336,No
2650,"MEMORIAL HEALTHCARE SYSTEM, INC (440091)",2019,Acute Care,Voluntary non-profit - Church,418.0,35.040037,-85.261129,TN,0.4894,-0.2006,-0.6568,-0.2568,-0.192,1.3077,1.3077,-0.1634,0.0573,No
2651,LINCOLN MEDICAL CENTER (440102),2019,Acute Care,Government - Local,56.0,35.149005,-86.557341,TN,-0.006,0.2111,,,,-0.465,-0.465,0.1025,0.0174,No
2652,ERLANGER MEDICAL CENTER (440104),2019,Acute Care,Government - Hospital District or Authority,617.0,35.047899,-85.290853,TN,0.2713,0.0646,-0.1711,1.5857,0.1291,0.1478,0.1478,0.3759,0.3417,No
2653,HARDIN MEDICAL CENTER (440109),2019,Acute Care,Government - Local,122.0,35.22713,-88.230362,TN,,1.9711,,,,0.4603,0.4603,1.9711,1.7445,Yes
2654,FORT LOUDON MEDICAL CENTER (440110),2019,Acute Care,Voluntary non-profit - Other,35.0,35.827108,-84.271752,TN,-0.7091,-0.7919,-0.6291,,-0.792,0.7607,0.7607,-0.7305,-0.5068,No
2655,METRO NASHVILLE GENERAL HOSPITAL (440111),2019,Acute Care,Government - Hospital District or Authority,115.0,36.166135,-86.806327,TN,-0.7544,-1.6844,0.0689,2.196,0.1658,0.0394,0.0394,-0.0016,0.0045,No
2656,TENNOVA HEALTHCARE (440120),2019,Acute Care,Proprietary,452.0,36.05333,-83.996592,TN,0.6045,-0.441,1.6958,2.196,-0.7828,0.042,0.042,0.6545,0.5626,Yes
2657,FORT SANDERS REGIONAL MEDICAL CENTER (440125),2019,Acute Care,Voluntary non-profit - Private,360.0,35.95681,-83.937134,TN,-0.0497,-1.3777,0.3902,0.1746,-0.2948,1.2775,1.2775,-0.2315,-0.0051,No
2658,BAPTIST MEMORIAL HOSPITAL UNION CITY (440130),2019,Acute Care,Voluntary non-profit - Private,67.0,36.414423,-89.039037,TN,0.3498,-1.5545,,,-1.4966,-0.401,-0.401,-0.9004,-0.8255,No
2659,BAPTIST MEMORIAL HOSPITAL TIPTON (440131),2019,Acute Care,Voluntary non-profit - Church,65.0,35.535248,-89.676169,TN,,-0.6427,,,,-0.0333,-0.0333,-0.6427,-0.5513,No
2660,HENRY COUNTY MEDICAL CENTER (440132),2019,Acute Care,Government - Hospital District or Authority,112.0,36.296802,-88.311271,TN,-0.0671,-1.9247,0.2462,,-1.4966,1.2141,1.2141,-0.8106,-0.5069,No
2661,SAINT THOMAS MIDTOWN HOSPITAL (440133),2019,Acute Care,Voluntary non-profit - Private,428.0,36.1534,-86.800835,TN,-0.2224,-0.6151,0.2444,-0.3003,0.3933,0.6742,0.6742,-0.1,0.0161,No
2662,TENNOVA HEALTHCARE-SHELBYVILLE (440137),2019,Acute Care,Proprietary,52.0,35.563218,-86.446372,TN,-1.5202,1.9711,-1.4878,,,-0.5621,-0.5621,-0.3456,-0.3781,No
2663,TENNOVA HEALTHCARE-HARTON (440144),2019,Acute Care,Voluntary non-profit - Other,101.0,35.382921,-86.230533,TN,1.2866,1.8164,-0.6642,-0.2434,-0.003,0.8167,0.8167,0.4385,0.4952,Yes
2664,SAINT THOMAS DEKALB HOSPITAL (440148),2019,Acute Care,Voluntary non-profit - Church,44.0,35.959403,-85.829841,TN,,1.9711,,,,-0.066,-0.066,1.9711,1.6655,Yes
2665,TRISTAR SUMMIT MEDICAL CENTER (440150),2019,Acute Care,Proprietary,195.0,36.177999,-86.606015,TN,-0.4177,-0.2614,-0.7178,0.5742,0.0465,-0.86,-0.86,-0.1552,-0.2609,No
2666,SAINT THOMAS RIVER PARK HOSPITAL (440151),2019,Acute Care,Proprietary,107.0,35.698694,-85.742339,TN,-0.3427,-1.4053,,,,-1.1008,-1.1008,-0.874,-0.908,No
