,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
2879,OREM COMMUNITY HOSPITAL (460043),2021,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,,-0.2335,,,,0.1057,-0.0639,No
2880,ALTA VIEW HOSPITAL (460044),2021,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,,0.36,,,2.0795,-0.4274,0.6707,Yes
2881,ST MARK'S HOSPITAL (460047),2021,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,0.7194,-0.2076,-0.0772,0.5353,-0.3927,-1.5047,-0.1546,No
2882,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2021,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,-1.946,,,,-1.068,-1.507,No
2883,JORDAN VALLEY MEDICAL CENTER (460051),2021,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,-0.7416,0.7664,-1.3958,0.6378,0.2342,-1.1005,-0.2666,No
2884,TIMPANOGOS REGIONAL HOSPITAL (460052),2021,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,1.3683,-1.946,-0.8946,0.904,-1.4855,-0.6841,-0.4563,No
2885,CACHE VALLEY HOSPITAL (460054),2021,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,,,,,-0.6075,-0.6075,No
2886,PARK CITY HOSPITAL (460057),2021,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,-0.6979,,,,-0.353,-0.5254,No
2887,RIVERTON HOSPITAL (460058),2021,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,-1.5517,-0.4753,,,1.6173,-0.4504,-0.215,No
2888,LONE PEAK HOSPITAL (460060),2021,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,,-1.946,,,-1.4855,-0.3345,-1.2554,No
2889,LAYTON HOSPITAL (460061),2021,Acute Care,Voluntary non-profit - Private,36.0,41.054447,-111.96761,UT,,0.9341,,,,,0.9341,Yes
2890,CENTRAL VERMONT MEDICAL CENTER (470001),2021,Acute Care,Voluntary non-profit - Private,79.0,,,VT,0.7236,0.1084,-1.3958,,1.7633,-1.3434,-0.0288,No
2891,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE (470003),2021,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,1.2594,0.4793,-0.1313,-0.5279,0.2157,-1.2139,0.0136,No
2892,RUTLAND REGIONAL MEDICAL CENTER (470005),2021,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,-0.6014,0.131,-0.776,-0.9096,0.3895,-0.9041,-0.4451,No
2893,BRATTLEBORO MEMORIAL HOSPITAL (470011),2021,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,2.0113,,,2.0795,1.2091,1.7666,Yes
2894,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2021,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,0.3112,-1.0527,-1.3958,2.0305,0.837,-0.2293,0.0835,No
2895,NORTHWESTERN MEDICAL CENTER INC (470024),2021,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,2.1532,0.002,,,,2.3824,1.5125,Yes
2896,NORTON COMMUNITY HOSPITAL (490001),2021,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,-0.7877,-0.5495,-0.2706,0.2877,-1.4855,-0.2622,-0.5113,No
2897,RUSSELL COUNTY HOSPITAL (490002),2021,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,0.1697,,,,-0.1188,0.0254,No
2898,SENTARA RMH MEDICAL CENTER (490004),2021,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,1.7304,-0.656,-0.5847,-0.2188,-0.1597,-0.3445,-0.0389,No
2899,WINCHESTER MEDICAL CENTER (490005),2021,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,-0.2518,0.2858,-0.4017,0.31,0.2212,-0.4026,-0.0398,No
2900,SENTARA NORFOLK GENERAL HOSPITAL (490007),2021,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,-0.0488,0.2181,-0.1895,0.1331,-0.6405,0.7419,0.0357,No
2901,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2021,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,0.328,0.9986,0.5218,0.2505,0.7297,1.2569,0.6809,Yes
2902,BON SECOURS DEPAUL MEDICAL CENTER (490011),2021,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,-0.7898,-1.33,-1.3958,-1.4868,0.6705,0.842,-0.5816,No
2903,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2021,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,-0.0488,-0.1754,0.2348,-0.0233,-1.4855,-1.1908,-0.4482,No
2904,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2021,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,0.8827,-1.0978,-0.6616,-0.2095,-0.4463,-0.1163,-0.2748,No
2905,AUGUSTA HEALTH (490018),2021,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,2.1532,-0.5366,0.4095,0.0419,-0.6996,-0.1147,0.2089,No
2906,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2021,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,-1.5517,0.2471,,,-1.4855,-0.5961,-0.8465,No
2907,JOHN RANDOLPH MEDICAL CENTER (490020),2021,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,1.0606,-0.2754,1.2538,0.4981,0.8776,-0.0928,0.5537,Yes
2908,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2021,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,1.3473,0.0697,0.7069,0.4683,0.6557,0.5516,0.6333,Yes
2909,MARY WASHINGTON HOSPITAL (490022),2021,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,0.1835,-0.1173,2.013,-0.2486,1.0052,-0.1838,0.442,Yes
2910,FAUQUIER HOSPITAL (490023),2021,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,-1.5517,-1.0785,-1.3958,-1.4868,-1.4855,2.3824,-0.7693,No
2911,CARILION MEDICAL CENTER (490024),2021,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,1.655,1.0599,-0.593,-0.4273,1.3399,0.6174,0.6087,Yes
2912,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2021,Acute Care,Government - Hospital District or Authority,754.0,,,VA,-0.4277,1.3211,-0.2082,0.0121,-0.7422,1.949,0.3174,No
2913,WARREN MEMORIAL HOSPITAL (490033),2021,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,-0.2037,1.1985,,,,-0.5049,0.1633,No
2914,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2021,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,,-0.8946,,,,-0.7085,-0.8016,No
2915,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2021,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,,0.7986,,,,-0.5374,0.1306,No
2916,INOVA ALEXANDRIA HOSPITAL (490040),2021,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,-0.5428,-1.7235,-0.5181,0.0456,0.2748,-1.2384,-0.6171,No
2917,BON SECOURS MARY IMMACULATE HOSPITAL (490041),2021,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,-1.5517,-1.1494,-0.0335,-0.6396,-1.1896,-0.3988,-0.8271,No
2918,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2021,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,-0.9195,0.8276,-0.1375,0.8761,-0.744,-1.0998,-0.1995,No
2919,INOVA LOUDOUN HOSPITAL (490043),2021,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,-0.75,-1.5203,2.1377,-1.0083,0.0714,-1.0006,-0.345,No
2920,SENTARA OBICI HOSPITAL (490044),2021,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,0.6043,-0.0496,-0.7573,0.6657,1.1365,-1.2567,0.0571,No
2921,NOVANT PRINCE WILLIAM MEDICAL CENTER (490045),2021,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,1.6655,-1.0785,-0.8738,0.0512,-0.5332,-0.3732,-0.1903,No
2922,SENTARA LEIGH HOSPITAL (490046),2021,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,-0.6181,-0.1173,-0.098,-0.4124,0.5245,-1.5047,-0.371,No
2923,LEWISGALE MEDICAL CENTER (490048),2021,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,0.2066,-0.3302,-0.8155,0.1331,-0.2651,-1.1239,-0.3658,No
2924,VIRGINIA HOSPITAL CENTER (490050),2021,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,-0.0718,0.002,-0.9715,0.9301,1.0755,-0.3127,0.1086,No
2925,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2021,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,2.0046,-0.4399,-0.6138,0.3156,0.0493,0.0217,0.2229,No
2926,JOHNSTON MEMORIAL HOSPITAL (490053),2021,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,-0.4402,-0.4431,-0.8675,-0.2299,-1.149,-0.805,-0.6558,No
2927,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2021,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,-0.706,0.2181,-1.0609,-0.7085,0.5115,1.59,-0.026,No
2928,BON SECOURS ST MARYS HOSPITAL (490059),2021,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,0.194,-1.4494,-1.1941,-0.1797,-0.1726,0.9395,-0.3104,No
2929,CLINCH VALLEY MEDICAL CENTER (490060),2021,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,0.7466,-1.4139,-0.2457,0.4571,1.6413,-0.7233,0.077,No
2930,INOVA FAIRFAX HOSPITAL (490063),2021,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,-0.0739,-0.4624,-0.3268,-0.5465,0.1879,-0.7171,-0.3231,No
2931,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2021,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,-0.0655,-0.0141,-0.3247,0.5242,-1.4855,-1.5047,-0.4784,No
2932,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2021,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,-0.7668,-1.1333,-0.202,0.405,-0.9936,-0.2757,-0.4944,No
2933,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2021,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,1.3704,-1.1333,0.8753,1.2969,0.3026,1.0746,0.6311,Yes
2934,SOVAH HEALTH DANVILLE (490075),2021,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,-0.1807,-1.143,-0.3289,0.8575,-1.1009,0.3499,-0.2577,No
2935,SENTARA MARTHA JEFFERSON HOSPITAL (490077),2021,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,2.0109,0.2536,0.6861,-0.9431,-0.8993,-1.0784,0.0049,No
2936,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2021,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,,-0.5076,,,1.9834,0.6319,0.7026,Yes
2937,CENTRA BEDFORD MEMORIAL HOSPITAL (490088),2021,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,-0.2818,,,,-0.148,-0.2149,No
2938,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2021,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,,1.0824,,,,-0.3499,0.3663,Yes
2939,"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2021,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,1.3264,-0.5431,2.2542,-0.2002,-0.4056,0.0787,0.4184,Yes
2940,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2021,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,-1.5517,-1.946,,,,0.3248,-1.0576,No
2941,SENTARA CAREPLEX HOSPITAL (490093),2021,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,-0.7647,-0.843,-0.6887,-0.6992,-0.5258,-1.0274,-0.7581,No
2942,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2021,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,,-0.5979,,,,-0.0405,-0.3192,No
2943,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2021,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,,-1.946,,,,-0.1678,-1.0569,No
2944,COMMUNITY MEMORIAL HOSPITAL (490098),2021,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,-0.3942,-0.9882,-1.3958,-1.4868,1.2567,0.0889,-0.4866,No
2945,INOVA FAIR OAKS HOSPITAL (490101),2021,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,1.0334,-0.7398,1.5138,0.2765,-0.0561,-1.5047,0.0872,No
2946,RESTON HOSPITAL CENTER (490107),2021,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,0.5289,-1.3687,-0.5181,0.3733,-1.0399,-1.5047,-0.5882,No
2947,LEWISGALE HOSPITAL MONTGOMERY (490110),2021,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,0.3573,-0.6302,0.7963,-0.5614,-0.3927,-0.8112,-0.207,No
2948,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2021,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,-1.5517,0.1503,,,-0.2133,-0.8092,-0.606,No
2949,CJW MEDICAL CENTER (490112),2021,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,0.6001,-0.2883,0.2888,-0.6619,0.0419,0.193,0.0289,No
2950,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2021,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,0.2401,-0.4882,1.4202,1.7959,1.767,-0.3859,0.7248,Yes
2951,LONESOME PINE HOSPITAL (490114),2021,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,1.5755,-0.0851,-1.3958,,,-0.482,-0.0968,No
2952,TWIN COUNTY REGIONAL HOSPITAL (490115),2021,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,-1.5517,-0.156,,-1.4868,2.0795,-0.7684,-0.3767,No
2953,LEWISGALE HOSPITAL PULASKI (490116),2021,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,,-1.5139,,,,0.3153,-0.5993,No
2954,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2021,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,2.0113,,,,-0.0431,0.9841,Yes
2955,HENRICO DOCTORS' HOSPITAL (490118),2021,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,-0.256,0.1503,0.2327,0.1425,-0.2152,-1.5047,-0.2417,No
2956,SENTARA PRINCESS ANNE HOSPITAL (490119),2021,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,0.778,-0.0754,2.0712,0.3845,-0.6053,0.0278,0.4301,Yes
2957,CHESAPEAKE REGIONAL MEDICAL CENTER (490120),2021,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,0.5184,0.5503,-1.3958,-0.243,-0.6719,-0.7166,-0.3264,No
2958,INOVA MOUNT VERNON HOSPITAL (490122),2021,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,0.0726,-0.9946,0.892,-1.4868,,-1.5047,-0.6043,No
2959,LEWISGALE HOSPITAL ALLEGHANY (490126),2021,Acute Care,Voluntary non-profit - Private,109.0,,,VA,,-0.2431,,,,-0.1277,-0.1854,No
2960,BUCHANAN GENERAL HOSPITAL (490127),2021,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,-1.5517,-1.3333,,,,-0.1532,-1.0127,No
2961,RIVERSIDE WALTER REED HOSPITAL (490130),2021,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,2.1532,-0.5463,-1.3958,,0.8222,-1.3283,-0.059,No
2962,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2021,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,0.7906,-1.4074,-0.4703,-0.2988,0.2397,1.1137,-0.0054,No
2963,"STAFFORD HOSPITAL, LLC (490140)",2021,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,0.0266,0.3342,0.2389,,1.7319,0.1748,0.5013,Yes
2964,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2021,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,-0.3963,-0.2173,2.2542,1.6749,-1.4855,-0.9814,0.1414,No
2965,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG (490143),2021,Acute Care,Voluntary non-profit - Private,40.0,37.251622,-76.666875,VA,-1.5517,-0.9333,,,,-0.1391,-0.8747,No
2966,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER (490144),2021,Acute Care,Voluntary non-profit - Private,55.0,38.822174,-77.641889,VA,,-1.946,0.5571,,1.5304,-0.6285,-0.1218,No
2967,STONESPRINGS HOSPITAL CENTER (490145),2021,Acute Care,Proprietary,124.0,38.941185,-77.544301,VA,,0.202,,,-0.0118,-0.2496,-0.0198,No
2968,UW MEDICINE/NORTHWEST HOSPITAL (500001),2021,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,0.9936,1.1502,-1.0152,1.0977,-0.6608,1.2775,0.4738,Yes
2969,PROVIDENCE ST MARY MEDICAL CENTER (500002),2021,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,-0.3356,-0.3238,-0.828,0.8016,-1.4855,-1.5047,-0.6127,No
2970,SKAGIT VALLEY HOSPITAL (500003),2021,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,1.1945,1.9178,1.6656,-1.0101,0.8721,-0.7234,0.6527,Yes
2971,VIRGINIA MASON MEDICAL CENTER (500005),2021,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,0.0035,-0.1689,-0.7823,-1.336,0.2804,-0.863,-0.4777,No
2972,ISLAND HOSPITAL (500007),2021,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,-1.5517,0.0568,,,-0.4149,-1.5047,-0.8536,No
2973,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2021,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,0.4494,1.0986,-0.2374,-0.5484,-0.0395,-0.9219,-0.0332,No
2974,HIGHLINE MEDICAL CENTER (500011),2021,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,1.4269,-0.2109,0.0455,0.6862,-1.1027,1.1898,0.3391,Yes
2975,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2021,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,0.104,-0.0528,-0.9362,-1.0418,-0.0765,0.552,-0.2419,No
2976,MULTICARE AUBURN MEDICAL CENTER (500015),2021,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,0.3301,-0.6818,-0.9923,0.5893,-1.4855,-0.2736,-0.419,No
2977,CENTRAL WASHINGTON HOSPITAL (500016),2021,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,-0.1472,0.5761,-0.281,-0.5297,-0.2558,-0.1617,-0.1332,No
2978,PROVIDENCE CENTRALIA HOSPITAL (500019),2021,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,2.1532,-0.3818,-1.3958,-0.1089,-1.4855,-0.8456,-0.3441,No
2979,ST CLARE HOSPITAL (500021),2021,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,-1.244,0.7083,-0.6471,0.0847,-1.4855,-0.7751,-0.5598,No
2980,PROVIDENCE ST PETER HOSPITAL (500024),2021,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,0.8533,0.0181,0.112,0.3491,-0.5924,-0.7667,-0.0044,No
2981,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2021,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,0.3698,-1.5139,-0.7531,-0.58,,-0.3199,-0.5594,No
2982,SWEDISH EDMONDS HOSPITAL (500026),2021,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,-0.2037,-1.1043,-0.2186,-0.7401,-1.2414,-1.3871,-0.8159,No
2983,SWEDISH MEDICAL CENTER (500027),2021,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,0.1396,-0.9043,-0.3226,-0.5912,0.6243,1.1878,0.0223,No
2984,ST JOSEPH HOSPITAL (500030),2021,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,0.1835,-0.0851,-0.8862,-0.2244,-0.67,-1.261,-0.4905,No
2985,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2021,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,-0.6453,-0.0335,-1.3958,,2.0795,-0.4575,-0.0905,No
2986,SAMARITAN HOSPITAL (500033),2021,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,,-1.946,,,0.0825,1.2732,-0.1968,No
2987,VIRGINIA MASON MEMORIAL (500036),2021,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,-1.5517,0.5954,-1.1171,0.2542,0.8055,-0.5536,-0.2612,No
2988,ASTRIA TOPPENISH HOSPITAL (500037),2021,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,-1.946,,,,0.1742,-0.8859,No
2989,HARRISON MEDICAL CENTER (500039),2021,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,1.632,0.2923,-0.3975,-0.3901,-0.4278,-1.0969,-0.0647,No
2990,PEACEHEALTH ST JOHN MEDICAL CENTER (500041),2021,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,0.6796,1.7339,0.0912,1.1405,-0.7847,-1.5047,0.226,No
2991,DEACONESS MEDICAL CENTER (500044),2021,Acute Care,Voluntary non-profit - Private,285.0,,,WA,-0.5553,0.0568,-1.0568,-0.4217,-0.7662,0.3632,-0.3967,No
2992,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2021,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,0.4033,-0.7269,-0.6845,-0.4999,-0.4962,0.0103,-0.3323,No
2993,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2021,Acute Care,Voluntary non-profit - Other,298.0,,,WA,1.5127,-1.0301,0.3055,-1.4868,-0.4186,-1.0707,-0.3647,No
2994,KAISER PERMANENTE CENTRAL HOSPITAL (500052),2021,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,,,,0.0866,0.0866,No
2995,TRIOS HEALTH (500053),2021,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,2.0297,1.4243,0.4656,0.8947,-0.67,-1.188,0.4927,Yes
2996,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2021,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.0056,-0.0012,-0.6679,-1.1535,-0.7255,-1.5047,-0.6745,No
2997,KADLEC REGIONAL MEDICAL CENTER (500058),2021,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,0.0789,-0.298,0.2763,-0.0866,-0.8956,-0.6785,-0.2672,No
2998,CASCADE VALLEY HOSPITAL (500060),2021,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,2.1532,1.0179,0.5966,,-0.4907,-0.0889,0.6376,Yes
2999,HARBORVIEW MEDICAL CENTER (500064),2021,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,1.002,0.9696,0.4448,1.1442,2.0795,-0.1055,0.9224,Yes
3000,OLYMPIC MEDICAL CENTER (500072),2021,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,0.4284,0.2052,-0.7864,-0.3491,-0.4038,-0.9554,-0.3102,No
3001,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2021,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,0.7299,0.7664,-0.6949,-0.3621,-0.903,0.0835,-0.0634,No
3002,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2021,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,-0.1974,-0.3721,-0.2394,0.5838,-1.1009,-0.0094,-0.2226,No
3003,EVERGREENHEALTH MONROE (500084),2021,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,,-0.4753,,,-0.1412,-0.1799,-0.2655,No
3004,VALLEY MEDICAL CENTER (500088),2021,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,0.2087,0.3374,-0.3226,0.6489,-0.9086,-0.2536,-0.0483,No
3005,ST JOSEPH MEDICAL CENTER (500108),2021,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,-0.7961,1.3114,-0.7074,-0.6321,-0.9123,-1.5047,-0.5402,No
3006,MULTICARE VALLEY HOSPITAL (500119),2021,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,-0.4905,0.2342,-0.8551,-0.4981,0.3451,-0.7027,-0.3278,No
3007,EVERGREENHEALTH MEDICAL CENTER (500124),2021,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,1.0459,-0.0819,-0.3247,-0.1592,-0.1301,-0.6552,-0.0509,No
3008,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2021,Acute Care,Voluntary non-profit - Private,371.0,,,WA,1.0668,0.4858,-0.4245,-0.4031,-0.3594,1.4123,0.2963,No
3009,CAPITAL MEDICAL CENTER (500139),2021,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,1.1883,-0.3657,-1.3958,-1.4868,-0.72,-1.5047,-0.7141,No
3010,ST FRANCIS COMMUNITY HOSPITAL (500141),2021,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,-0.4339,0.6825,0.6777,-1.0232,-0.3945,-0.2718,-0.1272,No
3011,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2021,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,,-0.2608,-0.2608,No
3012,LEGACY SALMON CREEK MEDICAL CENTER (500150),2021,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,1.3138,0.131,0.8171,-1.4868,-0.1246,-0.979,-0.0547,No
