,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
3829,CENTRAL VERMONT MEDICAL CENTER (470001),2016,Acute Care,Voluntary non-profit - Private,79.0,,,VT,99.0,179.0,14.0,404.0,99.0,109.0,100.0,108.0,,,75.0,12.0,76.0,1918.0,,,99.0,365.0,,,0.0,22006.0,8.0,185.0,,,,,178.0,635.0,142.0,364.0,327.0,635.0,45.0,93.0,3.0,30.0,,,100.0,12.0
3830,UNIVERSITY OF VERMONT MEDICAL CENTER (470003),2016,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,,,26.0,1585.0,91.0,97.0,95.0,97.0,,,0.0,12.0,71.0,9195.0,11.0,45.0,90.0,507.0,,,2.0,60529.0,,,,,,,133.0,495.0,185.0,1488.0,333.0,495.0,70.0,247.0,0.0,27.0,83.0,18.0,96.0,72.0
3831,RUTLAND REGIONAL MEDICAL CENTER (470005),2016,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,99.0,95.0,53.0,430.0,96.0,119.0,96.0,104.0,45.0,11.0,54.0,13.0,71.0,1987.0,,,95.0,573.0,,,2.0,35493.0,7.0,96.0,33.0,11.0,,,138.0,870.0,178.0,409.0,313.0,870.0,48.0,210.0,0.0,31.0,,,95.0,43.0
3832,BRATTLEBORO MEMORIAL HOSPITAL (470011),2016,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,97.0,60.0,23.0,437.0,99.0,70.0,100.0,70.0,,,,,97.0,875.0,,,92.0,252.0,,,1.0,13379.0,12.0,62.0,,,,,130.0,305.0,148.0,394.0,310.0,305.0,54.0,82.0,0.0,33.0,,,,
3833,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2016,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,100.0,170.0,36.0,405.0,66.0,73.0,94.0,96.0,,,77.0,13.0,93.0,1411.0,,,95.0,313.0,,,1.0,23744.0,8.0,184.0,,,,,126.0,523.0,166.0,359.0,288.0,523.0,47.0,137.0,3.0,33.0,,,100.0,23.0
3834,NORTHWESTERN MEDICAL CENTER INC (470024),2016,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,100.0,141.0,18.0,406.0,100.0,71.0,100.0,70.0,,,62.0,13.0,90.0,1220.0,,,99.0,257.0,,,1.0,27436.0,5.0,146.0,,,25.0,12.0,46.0,367.0,121.0,386.0,227.0,367.0,60.0,78.0,0.0,44.0,,,,
3835,GRACE COTTAGE HOSPITAL (471300),2016,Critical Access,Voluntary non-profit - Private,19.0,,,VT,,,,,,,,,,,,,83.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,GIFFORD MEDICAL CENTER (471301),2016,Critical Access,Voluntary non-profit - Private,38.0,43.917547,-72.666255,VT,,,,,,,,,,,,,91.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,NORTHEASTERN VERMONT REGIONAL HOSPITAL (471303),2016,Critical Access,Voluntary non-profit - Private,25.0,44.445262,-72.009516,VT,,,,,,,,,,,,,99.0,755.0,,,94.0,285.0,,,,,,,,,,,53.0,179.0,,,250.0,189.0,,,,,,,,
3838,COPLEY HOSPITAL (471305),2016,Critical Access,Voluntary non-profit - Private,25.0,44.554186,-72.591214,VT,,,,,,,,,,,,,40.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,SPRINGFIELD HOSPITAL (471306),2016,Critical Access,Voluntary non-profit - Private,35.0,,,VT,,,,,,,,,,,,,80.0,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,"PORTER HOSPITAL, INC (471307)",2016,Critical Access,Voluntary non-profit - Private,25.0,43.99947,-73.169803,VT,,,,,,,,,,,,,92.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2016,Acute Care,Government - Local,115.0,,,VI,,,,,,,,,,,,,,,,,86.0,446.0,,,,,,,,,,,140.0,484.0,,,491.0,492.0,,,10.0,84.0,,,92.0,40.0
3842,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR (480002),2016,Acute Care,Government - State,97.0,,,VI,,,,,,,,,,,,,,,,,68.0,415.0,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0
3843,NORTON COMMUNITY HOSPITAL (490001),2016,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,94.0,158.0,15.0,14816.0,13.0,63.0,100.0,63.0,,,,,97.0,797.0,,,99.0,304.0,,,1.0,22851.0,9.0,167.0,,,,,62.0,485.0,157.0,13802.0,236.0,487.0,63.0,73.0,0.0,27.0,,,100.0,16.0
3844,RUSSELL COUNTY MEDICAL CENTER (490002),2016,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,96.0,56.0,7.0,3305.0,0.0,26.0,,,,,,,98.0,441.0,,,100.0,266.0,,,1.0,13944.0,5.0,59.0,,,,,41.0,593.0,96.0,3010.0,172.0,593.0,23.0,37.0,,,,,82.0,11.0
3845,SENTARA RMH MEDICAL CENTER (490004),2016,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,,,37.0,492.0,100.0,103.0,100.0,112.0,,,75.0,12.0,85.0,3099.0,0.0,14.0,95.0,577.0,,,2.0,73458.0,,,,,,,123.0,771.0,155.0,463.0,294.0,772.0,41.0,161.0,0.0,33.0,80.0,20.0,100.0,60.0
3846,WINCHESTER MEDICAL CENTER (490005),2016,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,,,26.0,389.0,89.0,84.0,96.0,92.0,,,,,88.0,4701.0,0.0,37.0,91.0,538.0,,,0.0,73458.0,,,,,,,128.0,597.0,168.0,384.0,300.0,598.0,61.0,243.0,0.0,38.0,81.0,36.0,99.0,114.0
3847,SENTARA NORFOLK GENERAL HOSPITAL (490007),2016,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,,,36.0,2964.0,88.0,73.0,97.0,78.0,,,,,79.0,5267.0,0.0,67.0,89.0,588.0,,,3.0,71051.0,,,,,,,195.0,647.0,218.0,2827.0,451.0,657.0,64.0,33.0,0.0,136.0,,,100.0,125.0
3848,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2016,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,,,28.0,382.0,93.0,76.0,92.0,63.0,,,,,93.0,11990.0,2.0,117.0,92.0,520.0,,,3.0,61113.0,,,,,,,106.0,472.0,218.0,357.0,402.0,472.0,63.0,131.0,4.0,28.0,,,93.0,29.0
3849,BON SECOURS DEPAUL MEDICAL CENTER (490011),2016,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,,,19.0,398.0,97.0,63.0,97.0,64.0,,,,,70.0,1920.0,,,98.0,516.0,,,0.0,42772.0,,,,,,,150.0,495.0,152.0,378.0,340.0,498.0,65.0,73.0,0.0,28.0,100.0,14.0,100.0,37.0
3850,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2016,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,96.0,26.0,27.0,386.0,88.0,141.0,96.0,193.0,,,72.0,18.0,81.0,918.0,,,93.0,362.0,,,0.0,28841.0,7.0,26.0,,,,,113.0,501.0,144.0,371.0,274.0,502.0,48.0,121.0,6.0,81.0,,,,
3851,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2016,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,,,17.0,398.0,89.0,72.0,88.0,117.0,,,80.0,20.0,85.0,2746.0,0.0,16.0,97.0,557.0,,,0.0,45190.0,,,,,,,152.0,578.0,145.0,389.0,377.0,582.0,60.0,104.0,0.0,43.0,94.0,18.0,100.0,53.0
3852,AUGUSTA HEALTH (490018),2016,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,83.0,12.0,17.0,701.0,80.0,71.0,93.0,83.0,,,74.0,19.0,76.0,3041.0,0.0,16.0,96.0,533.0,,,1.0,61655.0,10.0,12.0,,,,,66.0,777.0,154.0,637.0,263.0,796.0,55.0,266.0,0.0,31.0,100.0,15.0,88.0,51.0
3853,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2016,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,98.0,176.0,31.0,659.0,,,,,,,62.0,24.0,93.0,1087.0,,,96.0,351.0,,,12.0,3186.0,9.0,179.0,,,,,56.0,602.0,140.0,603.0,257.0,603.0,53.0,143.0,7.0,44.0,,,95.0,20.0
3854,JOHN RANDOLPH MEDICAL CENTER (490020),2016,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,100.0,46.0,7.0,470.0,100.0,100.0,100.0,100.0,,,85.0,13.0,81.0,779.0,,,100.0,387.0,,,0.0,40965.0,2.0,47.0,,,30.0,19.0,61.0,764.0,83.0,440.0,224.0,764.0,18.0,62.0,,,,,100.0,21.0
3855,"CENTRA  HEALTH, INC (490021)",2016,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,92.0,12.0,32.0,2384.0,95.0,139.0,99.0,275.0,,,63.0,19.0,98.0,4133.0,8.0,24.0,100.0,1178.0,,,2.0,105153.0,9.0,12.0,,,,,129.0,1049.0,160.0,2239.0,321.0,1061.0,53.0,195.0,0.0,220.0,86.0,21.0,58.0,59.0
3856,"MARY WASHINGTON HOSPITAL, INC (490022)",2016,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,92.0,64.0,33.0,405.0,53.0,204.0,99.0,1117.0,,,73.0,15.0,90.0,3869.0,0.0,66.0,88.0,527.0,,,3.0,84368.0,14.0,65.0,,,,,171.0,704.0,161.0,387.0,370.0,707.0,77.0,308.0,1.0,332.0,73.0,30.0,56.0,55.0
3857,FAUQUIER HOSPITAL (490023),2016,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,97.0,92.0,13.0,439.0,95.0,109.0,91.0,132.0,,,80.0,15.0,92.0,1217.0,,,93.0,473.0,,,1.0,30910.0,6.0,96.0,,,64.0,14.0,79.0,679.0,148.0,414.0,246.0,699.0,29.0,176.0,0.0,39.0,,,100.0,38.0
3858,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2016,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,,,73.0,399.0,79.0,151.0,95.0,122.0,,,,,67.0,7556.0,0.0,71.0,94.0,577.0,,,5.0,84088.0,,,,,,,179.0,615.0,233.0,388.0,382.0,618.0,77.0,243.0,0.0,225.0,69.0,32.0,100.0,151.0
3859,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2016,Acute Care,Government - Hospital District or Authority,754.0,,,VA,,,34.0,409.0,95.0,73.0,97.0,72.0,,,,,99.0,8802.0,4.0,69.0,97.0,549.0,,,5.0,94845.0,,,,,,,168.0,605.0,200.0,384.0,389.0,607.0,57.0,106.0,0.0,40.0,94.0,17.0,71.0,119.0
3860,WARREN MEMORIAL HOSPITAL (490033),2016,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,100.0,51.0,22.0,408.0,100.0,91.0,100.0,161.0,,,,,88.0,725.0,,,100.0,260.0,,,1.0,25671.0,7.0,54.0,,,,,84.0,406.0,130.0,383.0,248.0,406.0,51.0,87.0,0.0,31.0,,,,
3861,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2016,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,100.0,59.0,15.0,522.0,95.0,58.0,100.0,62.0,,,91.0,11.0,97.0,450.0,,,99.0,249.0,,,1.0,17568.0,7.0,60.0,,,,,81.0,481.0,124.0,480.0,228.0,482.0,45.0,104.0,0.0,38.0,,,,
3862,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2016,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,100.0,73.0,13.0,4168.0,100.0,63.0,100.0,63.0,,,,,99.0,713.0,,,100.0,281.0,,,1.0,17863.0,3.0,76.0,,,,,36.0,572.0,105.0,3769.0,165.0,572.0,44.0,60.0,,,,,,
3863,INOVA ALEXANDRIA HOSPITAL (490040),2016,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,98.0,55.0,18.0,1306.0,84.0,70.0,65.0,88.0,,,54.0,24.0,95.0,2463.0,0.0,31.0,90.0,493.0,,,0.0,100586.0,8.0,62.0,,,,,86.0,591.0,125.0,1224.0,262.0,591.0,34.0,232.0,1.0,301.0,94.0,31.0,100.0,59.0
3864,MARY IMMACULATE HOSPITAL (490041),2016,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,,,24.0,389.0,88.0,72.0,88.0,72.0,,,,,74.0,1518.0,,,99.0,535.0,,,0.0,35954.0,,,,,,,84.0,389.0,144.0,389.0,287.0,391.0,50.0,97.0,0.0,35.0,,,100.0,36.0
3865,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2016,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,99.0,85.0,60.0,523.0,80.0,74.0,95.0,137.0,,,,,68.0,1707.0,0.0,16.0,92.0,760.0,,,2.0,28313.0,12.0,88.0,,,,,132.0,688.0,202.0,492.0,347.0,689.0,70.0,101.0,3.0,69.0,,,100.0,26.0
3866,INOVA LOUDOUN HOSPITAL (490043),2016,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,100.0,23.0,14.0,1273.0,,,99.0,73.0,,,87.0,31.0,97.0,2490.0,0.0,19.0,93.0,491.0,,,0.0,71518.0,8.0,26.0,,,,,161.0,545.0,143.0,1211.0,294.0,547.0,29.0,340.0,1.0,272.0,,,100.0,92.0
3867,SENTARA OBICI HOSPITAL (490044),2016,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,92.0,104.0,28.0,3792.0,73.0,89.0,92.0,78.0,,,,,81.0,1583.0,6.0,16.0,93.0,533.0,,,0.0,75979.0,4.0,104.0,,,54.0,18.0,88.0,664.0,168.0,3624.0,342.0,670.0,54.0,134.0,0.0,142.0,,,100.0,43.0
3868,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER (490045),2016,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,100.0,21.0,29.0,474.0,96.0,67.0,92.0,66.0,,,72.0,25.0,98.0,1981.0,,,97.0,582.0,,,1.0,51543.0,0.0,24.0,,,,,125.0,632.0,134.0,447.0,316.0,640.0,27.0,175.0,0.0,42.0,,,100.0,12.0
3869,SENTARA LEIGH HOSPITAL (490046),2016,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,95.0,19.0,58.0,3362.0,80.0,76.0,94.0,94.0,,,67.0,24.0,69.0,3112.0,0.0,14.0,96.0,667.0,,,2.0,67787.0,0.0,20.0,,,,,100.0,860.0,240.0,3240.0,374.0,868.0,58.0,104.0,0.0,214.0,,,100.0,87.0
3870,LEWISGALE MEDICAL CENTER (490048),2016,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,,,9.0,455.0,92.0,99.0,100.0,137.0,,,,,78.0,2562.0,0.0,23.0,100.0,582.0,,,1.0,49578.0,,,,,,,50.0,742.0,147.0,435.0,210.0,742.0,26.0,98.0,6.0,36.0,100.0,11.0,100.0,40.0
3871,VIRGINIA HOSPITAL CENTER (490050),2016,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,,,28.0,409.0,94.0,514.0,100.0,1288.0,,,,,95.0,5690.0,0.0,32.0,99.0,498.0,,,1.0,67374.0,,,,,,,148.0,394.0,199.0,387.0,357.0,395.0,51.0,202.0,1.0,393.0,80.0,25.0,100.0,71.0
3872,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2016,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,,,51.0,532.0,99.0,83.0,88.0,94.0,,,,,97.0,6026.0,0.0,33.0,100.0,523.0,,,3.0,69593.0,,,,,,,88.0,649.0,202.0,513.0,299.0,650.0,28.0,142.0,2.0,51.0,100.0,27.0,97.0,67.0
3873,JOHNSTON MEMORIAL HOSPITAL (490053),2016,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,100.0,19.0,9.0,408.0,100.0,63.0,100.0,63.0,,,85.0,13.0,99.0,1431.0,,,97.0,547.0,,,1.0,41357.0,0.0,23.0,,,,,128.0,872.0,142.0,382.0,285.0,873.0,31.0,105.0,8.0,36.0,,,84.0,45.0
3874,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2016,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,95.0,119.0,28.0,4034.0,88.0,82.0,97.0,86.0,,,64.0,11.0,80.0,2513.0,0.0,28.0,95.0,683.0,,,1.0,81749.0,7.0,121.0,,,,,87.0,931.0,167.0,3785.0,306.0,934.0,28.0,156.0,,,82.0,11.0,100.0,56.0
3875,BON SECOURS ST MARYS HOSPITAL (490059),2016,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,,,14.0,468.0,100.0,106.0,80.0,668.0,,,,,98.0,3716.0,0.0,26.0,99.0,580.0,,,1.0,48299.0,,,,,,,126.0,635.0,151.0,447.0,267.0,635.0,32.0,212.0,0.0,208.0,88.0,25.0,100.0,42.0
3876,CLINCH VALLEY MEDICAL CENTER (490060),2016,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,100.0,49.0,11.0,470.0,100.0,85.0,100.0,63.0,,,85.0,13.0,98.0,593.0,,,100.0,413.0,,,2.0,20762.0,6.0,53.0,,,,,49.0,608.0,148.0,436.0,222.0,608.0,25.0,102.0,0.0,34.0,,,100.0,19.0
3877,INOVA FAIRFAX HOSPITAL (490063),2016,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,95.0,41.0,17.0,1488.0,67.0,85.0,90.0,118.0,,,,,96.0,9538.0,0.0,131.0,96.0,478.0,,,1.0,146765.0,8.0,42.0,,,,,120.0,473.0,139.0,1417.0,292.0,473.0,32.0,309.0,1.0,910.0,82.0,50.0,99.0,85.0
3878,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2016,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,,,28.0,1915.0,87.0,55.0,96.0,97.0,,,,,85.0,1297.0,,,95.0,577.0,,,1.0,33740.0,,,,,,,111.0,864.0,178.0,1867.0,307.0,865.0,36.0,78.0,0.0,105.0,100.0,12.0,100.0,48.0
3879,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2016,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,88.0,17.0,16.0,392.0,100.0,106.0,100.0,77.0,,,83.0,35.0,70.0,2154.0,5.0,21.0,98.0,577.0,,,1.0,61833.0,6.0,16.0,,,,,99.0,846.0,145.0,403.0,255.0,851.0,69.0,104.0,2.0,46.0,80.0,15.0,92.0,40.0
3880,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2016,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,,,16.0,411.0,96.0,174.0,84.0,164.0,,,71.0,14.0,96.0,2336.0,0.0,14.0,99.0,627.0,,,1.0,69089.0,,,,,,,222.0,721.0,197.0,390.0,372.0,722.0,59.0,159.0,6.0,86.0,83.0,36.0,94.0,34.0
3881,DANVILLE REGIONAL MEDICAL CENTER (490075),2016,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,89.0,19.0,11.0,476.0,,,100.0,19.0,,,81.0,27.0,87.0,1581.0,0.0,23.0,100.0,576.0,,,2.0,45295.0,6.0,21.0,,,,,109.0,870.0,198.0,401.0,311.0,889.0,36.0,137.0,0.0,51.0,100.0,12.0,100.0,27.0
3882,MARTHA JEFFERSON HOSPITAL (490077),2016,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,91.0,11.0,17.0,383.0,93.0,74.0,97.0,96.0,,,64.0,28.0,84.0,2671.0,0.0,18.0,97.0,488.0,,,3.0,52450.0,11.0,13.0,,,,,257.0,524.0,144.0,374.0,361.0,525.0,44.0,247.0,0.0,32.0,,,92.0,49.0
3883,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY (490079),2016,Acute Care,Proprietary,220.0,,,VA,100.0,47.0,18.0,497.0,97.0,61.0,100.0,56.0,64.0,11.0,50.0,22.0,94.0,855.0,0.0,11.0,97.0,524.0,,,2.0,41455.0,8.0,47.0,28.0,11.0,,,67.0,826.0,142.0,450.0,216.0,827.0,22.0,109.0,2.0,54.0,,,96.0,26.0
3884,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2016,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,97.0,86.0,23.0,550.0,90.0,63.0,100.0,63.0,,,,,95.0,375.0,,,100.0,289.0,,,3.0,20512.0,10.0,88.0,,,,,99.0,479.0,141.0,529.0,309.0,480.0,24.0,59.0,,,,,,
3885,BEDFORD MEMORIAL HOSPITAL (490088),2016,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,91.0,96.0,18.0,554.0,98.0,54.0,100.0,172.0,,,71.0,14.0,100.0,437.0,,,100.0,471.0,,,1.0,16310.0,6.0,95.0,,,45.0,13.0,88.0,795.0,113.0,521.0,253.0,799.0,42.0,44.0,,,,,,
3886,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2016,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,95.0,148.0,46.0,380.0,97.0,76.0,84.0,62.0,,,,,75.0,753.0,,,99.0,268.0,,,3.0,19249.0,10.0,145.0,,,,,79.0,557.0,162.0,350.0,278.0,560.0,76.0,55.0,,,,,100.0,12.0
3887,"SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2016,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,98.0,117.0,30.0,1012.0,98.0,120.0,99.0,187.0,,,67.0,27.0,99.0,843.0,,,100.0,522.0,,,2.0,36777.0,5.0,125.0,,,59.0,21.0,78.0,815.0,146.0,945.0,264.0,817.0,33.0,88.0,0.0,61.0,,,88.0,24.0
3888,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2016,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,100.0,30.0,20.0,430.0,100.0,95.0,95.0,42.0,,,,,64.0,614.0,,,100.0,273.0,,,3.0,14700.0,5.0,30.0,,,,,57.0,408.0,128.0,402.0,224.0,409.0,40.0,32.0,0.0,24.0,,,,
3889,SENTARA CAREPLEX HOSPITAL (490093),2016,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,96.0,27.0,33.0,4965.0,86.0,90.0,92.0,96.0,,,,,75.0,1477.0,0.0,33.0,98.0,600.0,,,0.0,108562.0,7.0,30.0,,,,,102.0,880.0,161.0,4818.0,342.0,880.0,48.0,76.0,,,,,100.0,77.0
3890,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2016,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,93.0,14.0,13.0,383.0,94.0,52.0,,,,,,,93.0,358.0,,,100.0,275.0,,,1.0,33644.0,16.0,14.0,,,,,124.0,244.0,100.0,365.0,264.0,244.0,60.0,46.0,,,,,,
3891,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2016,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,97.0,66.0,12.0,428.0,99.0,148.0,100.0,66.0,,,,,69.0,392.0,,,100.0,284.0,,,1.0,14328.0,5.0,69.0,,,,,46.0,622.0,92.0,389.0,188.0,622.0,47.0,75.0,,,,,100.0,13.0
3892,"COMMUNITY MEMORIAL HEALTHCENTER, INC (490098)",2016,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,100.0,149.0,22.0,381.0,100.0,135.0,99.0,670.0,,,91.0,11.0,97.0,1084.0,,,89.0,275.0,,,3.0,22706.0,1.0,169.0,,,,,90.0,543.0,136.0,343.0,272.0,543.0,36.0,147.0,,,,,100.0,31.0
