,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3 - Preventive Care),Healthcare workers given influenza vaccination (IMM_3 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Septic Shock 3-Hour Bundle (SEP_SH_3HR - Sepsis Care),Septic Shock 3-Hour Bundle (SEP_SH_3HR - Sepsis Care) (Sample),Septic Shock 6-Hour Bundle (SEP_SH_6HR - Sepsis Care),Septic Shock 6-Hour Bundle (SEP_SH_6HR - Sepsis Care) (Sample),Severe Sepsis 3-Hour Bundle (SEV_SEP_3HR - Sepsis Care),Severe Sepsis 3-Hour Bundle (SEV_SEP_3HR - Sepsis Care) (Sample),Severe Sepsis 6-Hour Bundle (SEV_SEP_6HR - Sepsis Care),Severe Sepsis 6-Hour Bundle (SEV_SEP_6HR - Sepsis Care) (Sample)
3584,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL (450610),2021,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,21.0,28.0,,,,,,,73.0,11.0,94.0,5306.0,,,,,,,336.0,18.0,235.0,173.0,8.0,36.0,46.0,13.0,,,61.0,28.0,69.0,13.0
3585,HCA HOUSTON HEALTHCARE CLEAR LAKE (450617),2021,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,51.0,59.0,86.0,92.0,,,,,,,56.0,4608.0,,,0.0,97173.0,,,4111.0,15.0,143.0,226.0,0.0,47.0,82.0,45.0,,,85.0,59.0,86.0,36.0
3586,MEDICAL CITY DENTON (450634),2021,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,85.0,46.0,,,,,,,,,82.0,1448.0,,,0.0,47324.0,,,,,141.0,268.0,,,95.0,41.0,100.0,14.0,91.0,46.0,97.0,33.0
3587,HCA HOUSTON HEALTHCARE NORTHWEST (450638),2021,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,68.0,59.0,99.0,100.0,,,,,,,78.0,2413.0,,,1.0,72357.0,,,276.0,27.0,154.0,218.0,0.0,64.0,93.0,45.0,93.0,14.0,76.0,59.0,100.0,29.0
3588,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2021,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,64.0,44.0,82.0,11.0,,,,,,,86.0,2874.0,,,1.0,59325.0,,,272.0,14.0,152.0,204.0,12.0,26.0,83.0,36.0,,,89.0,44.0,91.0,32.0
3589,NOCONA GENERAL HOSPITAL (450641),2021,Acute Care,Government - Hospital District or Authority,26.0,33.777559,-97.731564,TX,40.0,48.0,,,,,,,,,38.0,157.0,,,1.0,2327.0,,,,,99.0,129.0,,,95.0,20.0,,,48.0,48.0,81.0,16.0
3590,DOCTORS HOSPITAL OF LAREDO (450643),2021,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,53.0,15.0,74.0,68.0,,,,,,,87.0,1040.0,,,0.0,57994.0,,,,,109.0,187.0,3.0,36.0,73.0,11.0,,,73.0,15.0,,
3591,HCA HOUSTON HEALTHCARE WEST (450644),2021,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,51.0,57.0,,,,,,,,,63.0,1513.0,,,1.0,56306.0,,,8162.0,29.0,116.0,208.0,0.0,34.0,74.0,46.0,73.0,11.0,84.0,57.0,94.0,31.0
3592,MEDICAL CITY DALLAS HOSPITAL (450647),2021,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,64.0,36.0,91.0,67.0,,,,,,,56.0,4570.0,,,1.0,99238.0,,,282.0,13.0,130.0,269.0,0.0,45.0,82.0,28.0,,,86.0,36.0,88.0,24.0
3593,MEDICAL CITY PLANO (450651),2021,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,76.0,42.0,87.0,38.0,,,,,,,67.0,3951.0,,,0.0,64704.0,,,,,123.0,269.0,4.0,53.0,94.0,36.0,,,91.0,43.0,93.0,27.0
3594,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H (450653)",2021,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,59.0,46.0,91.0,22.0,,,,,,,98.0,419.0,,,2.0,18441.0,,,,,139.0,179.0,0.0,16.0,88.0,32.0,,,76.0,46.0,88.0,25.0
3595,STARR COUNTY MEMORIAL HOSPITAL (450654),2021,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,65.0,55.0,81.0,205.0,,,,,,,69.0,285.0,,,6.0,10901.0,,,228.0,13.0,172.0,162.0,0.0,27.0,100.0,36.0,,,71.0,55.0,90.0,30.0
3596,NACOGDOCHES MEDICAL CENTER (450656),2021,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,68.0,28.0,92.0,37.0,,,,,,,95.0,787.0,,,0.0,29188.0,,,,,129.0,201.0,3.0,32.0,100.0,19.0,,,86.0,28.0,77.0,22.0
3597,FREESTONE MEDICAL CENTER (450658),2021,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,,,89.0,27.0,,,,,,,90.0,183.0,,,1.0,8254.0,,,,,101.0,173.0,,,,,,,,,,
3598,PARK PLAZA HOSPITAL (450659),2021,Acute Care,Proprietary,192.0,29.722375,-95.388045,TX,86.0,21.0,35.0,17.0,,,,,,,53.0,850.0,,,0.0,9789.0,,,,,112.0,197.0,,,90.0,20.0,,,100.0,21.0,92.0,12.0
3599,ODESSA REGIONAL MEDICAL CENTER (450661),2021,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,60.0,50.0,100.0,25.0,,,,,,,96.0,1096.0,,,2.0,27453.0,,,,,167.0,187.0,7.0,127.0,89.0,36.0,,,80.0,50.0,82.0,22.0
3600,VALLEY REGIONAL MEDICAL CENTER (450662),2021,Acute Care,Proprietary,207.0,,,TX,84.0,37.0,99.0,95.0,,,,,,,97.0,721.0,,,1.0,42522.0,,,133.0,11.0,131.0,218.0,0.0,65.0,94.0,34.0,,,97.0,38.0,93.0,29.0
3601,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS (450668),2021,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,42.0,24.0,87.0,61.0,,,,,,,95.0,1545.0,,,0.0,18720.0,,,356.0,12.0,203.0,199.0,,,85.0,13.0,,,54.0,24.0,,
3602,MEDICAL CITY LEWISVILLE (450669),2021,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,88.0,26.0,98.0,103.0,,,,,,,73.0,1312.0,,,0.0,46187.0,,,158.0,11.0,132.0,259.0,0.0,25.0,100.0,23.0,,,92.0,26.0,96.0,23.0
3603,HCA HOUSTON HEALTHCARE TOMBALL (450670),2021,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,70.0,50.0,73.0,26.0,,,,,,,68.0,1245.0,,,0.0,48868.0,,,,,102.0,251.0,,,88.0,42.0,85.0,13.0,88.0,50.0,93.0,29.0
3604,MEDICAL CITY FORT WORTH (450672),2021,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,60.0,42.0,29.0,58.0,,,,,,,46.0,1787.0,,,0.0,34071.0,,,,,98.0,262.0,,,83.0,30.0,,,86.0,42.0,79.0,28.0
3605,"WOMANS HOSPITAL OF TEXAS,THE (450674)",2021,Acute Care,Proprietary,250.0,29.692977,-95.40109,TX,72.0,32.0,,,,,,,,,37.0,2384.0,,,0.0,13490.0,,,,,176.0,238.0,4.0,51.0,83.0,29.0,,,91.0,32.0,100.0,22.0
3606,MEDICAL CITY ARLINGTON (450675),2021,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,71.0,63.0,50.0,20.0,,,,,,,84.0,2919.0,,,1.0,100257.0,,,,,131.0,279.0,2.0,53.0,94.0,49.0,,,84.0,63.0,90.0,40.0
3607,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2021,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,75.0,68.0,94.0,52.0,,,,,,,83.0,2725.0,,,,,,,,,155.0,203.0,0.0,76.0,93.0,55.0,,,81.0,68.0,100.0,38.0
3608,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK (450678),2021,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,37.0,107.0,,,,,,,,,69.0,1192.0,,,,,,,,,167.0,227.0,0.0,18.0,73.0,66.0,47.0,15.0,80.0,107.0,73.0,74.0
3609,MEMORIAL HERMANN NORTHEAST HOSPITAL (450684),2021,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,33.0,46.0,,,,,,,,,93.0,2825.0,,,,,,,,,172.0,186.0,0.0,16.0,67.0,24.0,,,67.0,46.0,67.0,21.0
3610,UNIVERSITY MEDICAL CENTER (450686),2021,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,35.0,66.0,94.0,130.0,82.0,17.0,,,,,,,,,4.0,80432.0,,,,,199.0,204.0,6.0,36.0,74.0,39.0,61.0,18.0,67.0,66.0,88.0,34.0
3611,DALLAS REGIONAL MEDICAL CENTER (450688),2021,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,81.0,26.0,98.0,44.0,,,,,74.0,23.0,93.0,805.0,,,2.0,42925.0,,,,,130.0,217.0,5.0,78.0,100.0,22.0,,,85.0,26.0,100.0,14.0
3612,William Beaumont AMG (FT Bliss) (45068F),2021,Acute Care (DOD),Department of Defense,,,,,,,90.0,100.0,,,,,,,,,,,2.0,45904.0,,,,,159.0,214.0,0.0,18.0,,,,,,,,
3613,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2021,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,,,100.0,226.0,97.0,33.0,,,,,98.0,1407.0,,,1.0,12795.0,,,257.0,18.0,150.0,166.0,,,,,,,,,,
3614,EL CAMPO MEMORIAL HOSPITAL (450694),2021,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,22.0,59.0,11.0,57.0,,,,,,,40.0,306.0,,,0.0,8288.0,,,,,109.0,278.0,,,82.0,11.0,,,67.0,33.0,21.0,14.0
3615,TEXAS VISTA MEDICAL CENTER (450697),2021,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,59.0,27.0,,,,,,,,,98.0,1342.0,,,1.0,32849.0,,,616.0,23.0,208.0,164.0,4.0,74.0,90.0,21.0,,,81.0,27.0,94.0,17.0
3616,LAMB HEALTHCARE CENTER (450698),2021,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX,19.0,16.0,,,,,,,,,67.0,141.0,,,1.0,3478.0,,,,,96.0,86.0,0.0,19.0,,,,,31.0,16.0,,
3617,Brooke Army Medical Center  (FT Sam Houston) (45069F),2021,Acute Care (DOD),Department of Defense,,,,,87.0,23.0,99.0,520.0,,,,,,,,,,,1.0,87894.0,,,,,167.0,191.0,7.0,14.0,,,,,,,,
3618,LONGVIEW REGIONAL MEDICAL CENTER (450702),2021,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,36.0,59.0,100.0,63.0,,,,,,,75.0,2002.0,,,1.0,40152.0,,,,,147.0,195.0,6.0,35.0,70.0,30.0,,,54.0,59.0,93.0,28.0
3619,HOUSTON METHODIST CLEAR LAKE HOSPITAL (450709),2021,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,79.0,38.0,100.0,83.0,,,,,,,100.0,1372.0,,,1.0,26146.0,,,,,164.0,184.0,0.0,52.0,88.0,34.0,,,89.0,38.0,100.0,26.0
3620,Darnall AMC (FT Hood) (45070F),2021,Acute Care (DOD),Department of Defense,,,,,,,98.0,132.0,,,,,,,,,,,7.0,46241.0,,,,,122.0,229.0,,,,,,,,,,
3621,RIO GRANDE REGIONAL HOSPITAL (450711),2021,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,83.0,29.0,93.0,69.0,,,,,,,75.0,1608.0,,,0.0,77697.0,,,86.0,11.0,101.0,256.0,0.0,43.0,96.0,27.0,,,97.0,29.0,95.0,21.0
3622,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2021,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,67.0,61.0,100.0,85.0,,,,,,,79.0,1848.0,,,3.0,104681.0,,,163.0,19.0,133.0,258.0,0.0,29.0,90.0,49.0,,,85.0,61.0,92.0,39.0
3623,ROUND ROCK MEDICAL CENTER (450718),2021,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,83.0,46.0,,,,,,,,,75.0,1346.0,,,0.0,48482.0,,,,,104.0,262.0,0.0,14.0,95.0,40.0,,,91.0,47.0,94.0,31.0
3624,METHODIST CHARLTON MEDICAL CENTER (450723),2021,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,67.0,57.0,100.0,88.0,,,,,,,90.0,1848.0,,,3.0,86746.0,,,,,181.0,197.0,0.0,14.0,82.0,49.0,85.0,13.0,89.0,57.0,95.0,40.0
3625,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON (450730),2021,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,48.0,29.0,99.0,78.0,,,,,,,,,,,1.0,35207.0,,,,,148.0,187.0,,,79.0,19.0,,,76.0,29.0,86.0,21.0
3626,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2021,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,68.0,37.0,100.0,68.0,,,,,,,95.0,1341.0,,,1.0,48780.0,,,,,138.0,186.0,0.0,14.0,93.0,29.0,,,86.0,37.0,88.0,26.0
3627,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2021,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,76.0,38.0,,,,,,,,,81.0,2148.0,,,2.0,47957.0,,,,,149.0,207.0,6.0,17.0,94.0,32.0,,,92.0,38.0,89.0,28.0
3628,PALESTINE REGIONAL MEDICAL CENTER (450747),2021,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,43.0,37.0,99.0,70.0,,,,,,,85.0,791.0,,,,,,,,,131.0,254.0,7.0,15.0,53.0,30.0,,,86.0,37.0,92.0,26.0
3629,COVENANT HOSPITAL LEVELLAND (450755),2021,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX,42.0,26.0,100.0,17.0,,,,,,,64.0,214.0,,,2.0,6690.0,,,238.0,13.0,120.0,171.0,9.0,23.0,60.0,20.0,,,85.0,26.0,90.0,20.0
3630,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2021,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,69.0,67.0,81.0,36.0,,,,,,,73.0,4081.0,,,2.0,43388.0,,,464.0,15.0,176.0,200.0,6.0,32.0,100.0,47.0,91.0,11.0,76.0,67.0,90.0,39.0
3631,TOPS SURGICAL SPECIALTY HOSPITAL (450774),2021,Acute Care,Physician,16.0,30.018542,-95.444846,TX,,,,,,,,,,,94.0,213.0,,,,,,,,,,,,,,,,,,,,
3632,KINGWOOD MEDICAL CENTER (450775),2021,Acute Care,Proprietary,420.0,,,TX,62.0,55.0,82.0,105.0,58.0,19.0,,,,,49.0,4762.0,,,1.0,97703.0,,,184.0,13.0,110.0,271.0,6.0,36.0,84.0,44.0,,,84.0,55.0,94.0,32.0
3633,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2021,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,73.0,73.0,97.0,31.0,,,,,,,83.0,2936.0,,,1.0,64635.0,,,,,165.0,211.0,3.0,31.0,97.0,59.0,67.0,12.0,85.0,73.0,92.0,38.0
3634,METHODIST HOSPITAL AMBULATORY SURGERY (450780),2021,Acute Care,Proprietary,23.0,29.527605,-98.595995,TX,,,,,,,,,,,,,,,0.0,1153.0,,,,,,,,,,,,,,,,
3635,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2021,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,61.0,41.0,77.0,31.0,,,,,,,42.0,2952.0,,,1.0,98649.0,,,118.0,11.0,128.0,242.0,0.0,62.0,79.0,33.0,,,88.0,41.0,88.0,25.0
3636,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2021,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,36.0,44.0,,,,,,,75.0,12.0,99.0,2116.0,,,,,,,739.0,15.0,212.0,183.0,7.0,29.0,74.0,23.0,,,61.0,44.0,75.0,16.0
3637,DOCTORS HOSPITAL TIDWELL (450803),2021,Acute Care,Physician,119.0,29.847222,-95.407991,TX,,,,,,,,,,,51.0,501.0,,,,,,,171.0,13.0,195.0,635.0,,,,,,,,,,
3638,TEXAS ORTHOPEDIC HOSPITAL (450804),2021,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,,,,,,,,,,53.0,737.0,,,3.0,320.0,,,,,88.0,124.0,,,,,,,,,,
3639,NORTHWEST HILLS SURGICAL HOSPITAL (450808),2021,Acute Care,Physician,8.0,30.350316,-97.751026,TX,,,92.0,172.0,,,,,,,43.0,259.0,,,,,,,,,,,,,,,,,,,,
3640,NORTH AUSTIN MEDICAL CENTER (450809),2021,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX,72.0,78.0,87.0,23.0,,,,,,,76.0,3901.0,,,0.0,90453.0,,,308.0,12.0,155.0,265.0,2.0,55.0,89.0,64.0,91.0,11.0,88.0,78.0,88.0,40.0
3641,HOUSTON METHODIST SUGARLAND HOSPITAL (450820),2021,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX,65.0,52.0,99.0,75.0,94.0,16.0,,,94.0,16.0,99.0,3293.0,,,27.0,46060.0,,,,,159.0,197.0,4.0,26.0,95.0,39.0,,,83.0,52.0,86.0,29.0
3642,MEDICAL CITY LAS COLINAS (450822),2021,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX,83.0,23.0,100.0,18.0,,,,,,,81.0,809.0,,,1.0,30384.0,,,189.0,14.0,127.0,242.0,0.0,42.0,95.0,20.0,,,91.0,23.0,94.0,18.0
3643,CORNERSTONE REGIONAL HOSPITAL (450825),2021,Acute Care,Proprietary,14.0,26.263096,-98.199164,TX,,,,,,,,,,,88.0,145.0,,,19.0,57.0,,,,,170.0,16.0,,,,,,,,,,
3644,KELL WEST REGIONAL HOSPITAL (450827),2021,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX,,,,,,,,,,,46.0,508.0,,,,,,,,,138.0,192.0,,,,,,,,,,
3645,CHRISTUS SPOHN HOSPITAL ALICE (450828),2021,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX,60.0,15.0,69.0,13.0,,,27.0,11.0,59.0,17.0,46.0,616.0,,,2.0,28841.0,,,265.0,11.0,149.0,175.0,0.0,17.0,,,,,67.0,15.0,,
3646,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON (450831),2021,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX,,,,,,,,,,,61.0,206.0,,,,,,,,,207.0,197.0,,,,,,,,,,
3647,ENNIS REGIONAL MEDICAL CENTER (450833),2021,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,,,81.0,73.0,,,,,,,74.0,238.0,,,,,,,,,95.0,209.0,,,,,,,,,,
3648,"PHYSICIANS CENTRE,THE (450834)",2021,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX,,,,,,,,,,,87.0,210.0,,,2.0,190.0,,,,,100.0,60.0,,,,,,,,,,
3649,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2021,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,69.0,16.0,91.0,35.0,,,,,,,74.0,1214.0,,,1.0,22608.0,,,,,143.0,199.0,,,100.0,14.0,,,88.0,16.0,100.0,11.0
3650,HOUSTON METHODIST WILLOWBROOK HOSPITAL (450844),2021,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,75.0,36.0,30.0,66.0,100.0,14.0,,,100.0,11.0,,,,,4.0,60909.0,,,,,186.0,190.0,0.0,35.0,90.0,30.0,,,83.0,36.0,100.0,23.0
3651,MEMORIAL HERMANN KATY HOSPITAL (450847),2021,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,55.0,42.0,,,,,,,69.0,16.0,94.0,2631.0,,,,,,,,,182.0,186.0,3.0,32.0,79.0,29.0,,,69.0,42.0,100.0,21.0
3652,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2021,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,57.0,44.0,,,,,,,93.0,14.0,96.0,2552.0,,,,,,,,,151.0,193.0,6.0,33.0,71.0,35.0,,,86.0,44.0,89.0,27.0
3653,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS (450851),2021,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,,,,,,,,,,,98.0,1661.0,,,,,,,,,,,,,,,,,,,,
3654,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO (450853),2021,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,,,100.0,37.0,,,,,,,95.0,1455.0,,,0.0,11067.0,,,,,120.0,192.0,2.0,64.0,,,,,,,,
3655,HARLINGEN MEDICAL CENTER (450855),2021,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,88.0,26.0,,,,,,,,,80.0,831.0,,,1.0,36104.0,,,230.0,12.0,142.0,174.0,1.0,92.0,96.0,25.0,,,96.0,26.0,100.0,23.0
3656,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL (450856),2021,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX,,,,,,,,,,,82.0,341.0,,,2.0,90.0,,,,,108.0,14.0,,,,,,,,,,
3657,SUGAR LAND SURGICAL HOSPITAL LLP (450860),2021,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX,,,98.0,66.0,,,,,,,98.0,255.0,,,,,,,,,,,,,,,,,,,,
3658,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2021,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,83.0,36.0,90.0,60.0,,,,,,,90.0,1775.0,,,1.0,28876.0,,,,,144.0,189.0,1.0,99.0,97.0,31.0,,,89.0,36.0,95.0,21.0
3659,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL (450864),2021,Acute Care,Physician,19.0,32.329248,-95.299467,TX,,,,,,,,,,,46.0,799.0,,,,,,,,,142.0,232.0,,,,,,,,,,
3660,ASCENSION SETON  SOUTHWEST (450865),2021,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,,,87.0,132.0,,,,,,,74.0,190.0,,,1.0,14664.0,,,,,152.0,173.0,,,,,,,,,,
3661,ASCENSION SETON NORTHWEST (450867),2021,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,68.0,25.0,96.0,299.0,,,,,,,87.0,851.0,,,2.0,34554.0,,,,,177.0,185.0,,,85.0,20.0,,,80.0,25.0,100.0,15.0
3662,DOCTORS HOSPITAL AT RENAISSANCE (450869),2021,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,60.0,281.0,89.0,1175.0,100.0,32.0,,,,,80.0,6458.0,,,2.0,46349.0,,,,,218.0,231.0,0.0,197.0,79.0,225.0,91.0,93.0,81.0,281.0,98.0,140.0
3663,ARISE AUSTIN MEDICAL CENTER (450871),2021,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,,,,,,,,,75.0,146.0,,,,,,,,,,,,,,,,,,,,
3664,U S M D HOSPITAL AT ARLINGTON L P (450872),2021,Acute Care,Physician,35.0,32.679151,-97.115971,TX,14.0,14.0,42.0,59.0,,,,,,,40.0,703.0,,,1.0,12224.0,,,,,132.0,202.0,,,,,,,,,,
3665,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS (450874),2021,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,,,,,,,,,91.0,499.0,,,,,,,,,105.0,125.0,,,,,,,,,,
3666,QUAIL CREEK SURGICAL HOSPITAL (450875),2021,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,,,,,,,,,,,99.0,765.0,,,,,,,,,,,,,,,,,,,,
3667,LUBBOCK HEART HOSPITAL LP (450876),2021,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,,,59.0,134.0,,,,,,,90.0,705.0,98.0,131.0,1.0,4311.0,,,,,124.0,150.0,,,,,,,,,,
3668,FOUNDATION SURGICAL HOSPITAL OF EL PASO (450877),2021,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,,,100.0,100.0,,,,,,,87.0,290.0,,,3.0,1285.0,,,,,110.0,147.0,,,,,,,,,,
3669,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH (450880),2021,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,,,,,,,,,,,72.0,624.0,,,,,,,,,134.0,132.0,,,,,,,,,,
3670,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2021,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,,,,,,,,,,90.0,684.0,,,1.0,2496.0,,,,,98.0,129.0,,,,,,,,,,
3671,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL (450885),2021,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,46.0,28.0,98.0,50.0,,,,,,,96.0,1109.0,,,1.0,16190.0,,,,,140.0,189.0,0.0,19.0,84.0,19.0,,,86.0,28.0,76.0,21.0
3672,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2021,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,,,,,,,,,,98.0,399.0,,,1.0,1079.0,,,,,125.0,117.0,,,,,,,,,,
