,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care),Appropriate care for severe sepsis and septic shock (SEP_1 - Sepsis Care) (Sample),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care),External Beam Radiotherapy for Bone Metastases (OP_33 - Cancer care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department),Median time Psychiatric/Mental Health patients spent in the ED before leaving from visit (OP_18c - Emergency Department) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample)
6731,EAST COOPER MEDICAL CENTER (420089),2018,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,48.0,33.0,100.0,27.0,23.0,373.0,92.0,40.0,73.0,22.0,,,,,,,79.0,925.0,,,93.0,523.0,,,1.0,15547.0,8.0,27.0,,,,,189.0,21.0,55.0,267.0,117.0,477.0,199.0,270.0,40.0,83.0,2.0,43.0
6732,EAST COOPER MEDICAL CENTER (420089),2018,Acute Care,Proprietary,131.0,32.820997,-79.849613,SC,49.0,41.0,100.0,37.0,17.0,371.0,92.0,40.0,73.0,22.0,,,,,,,96.0,946.0,,,93.0,523.0,,,1.0,15547.0,10.0,37.0,,,,,228.0,21.0,54.0,265.0,119.0,471.0,191.0,269.0,40.0,83.0,4.0,45.0
6733,CAROLINAS HOSPITAL SYSTEM (420091),2018,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,40.0,321.0,,,21.0,429.0,100.0,107.0,100.0,101.0,79.0,14.0,,,,,86.0,2103.0,0.0,18.0,98.0,592.0,,,2.0,49226.0,,,,,,,213.0,12.0,77.0,770.0,144.0,409.0,259.0,770.0,44.0,110.0,0.0,30.0
6734,CAROLINAS HOSPITAL SYSTEM (420091),2018,Acute Care,Proprietary,362.0,34.158829,-79.754236,SC,38.0,427.0,,,20.0,430.0,100.0,107.0,100.0,101.0,79.0,14.0,,,,,87.0,2533.0,0.0,19.0,98.0,592.0,,,2.0,49226.0,,,,,,,248.0,13.0,72.0,754.0,140.0,409.0,249.0,754.0,44.0,112.0,0.0,29.0
6735,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2018,Acute Care,Voluntary non-profit - Private,148.0,,,SC,60.0,102.0,98.0,66.0,30.0,419.0,95.0,263.0,100.0,466.0,,,,,97.0,32.0,98.0,1180.0,,,98.0,553.0,,,2.0,35091.0,5.0,66.0,,,31.0,36.0,234.0,16.0,93.0,820.0,144.0,390.0,225.0,821.0,38.0,109.0,0.0,38.0
6736,TIDELANDS WACCAMAW COMMUNITY HOSPITAL (420098),2018,Acute Care,Voluntary non-profit - Private,148.0,,,SC,60.0,129.0,98.0,66.0,28.0,420.0,95.0,263.0,100.0,466.0,,,,,97.0,33.0,99.0,1424.0,,,98.0,553.0,,,2.0,35091.0,6.0,66.0,,,31.0,32.0,276.0,18.0,95.0,799.0,144.0,388.0,230.0,800.0,40.0,101.0,0.0,41.0
6737,COASTAL CAROLINA HOSPITAL (420101),2018,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,57.0,83.0,94.0,50.0,23.0,493.0,78.0,73.0,89.0,175.0,,,,,97.0,29.0,99.0,610.0,,,97.0,321.0,,,7.0,21848.0,11.0,48.0,,,,,316.0,15.0,130.0,472.0,180.0,443.0,342.0,474.0,53.0,121.0,0.0,80.0
6738,COASTAL CAROLINA HOSPITAL (420101),2018,Acute Care,Proprietary,41.0,32.314817,-81.055429,SC,58.0,115.0,96.0,51.0,19.0,498.0,78.0,73.0,89.0,175.0,,,,,100.0,22.0,98.0,558.0,,,97.0,321.0,,,7.0,21848.0,11.0,50.0,,,,,261.0,18.0,124.0,480.0,163.0,452.0,306.0,480.0,44.0,103.0,0.0,77.0
6739,GHS PATEWOOD MEMORIAL HOSPITAL (420102),2018,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,,,,,,,72.0,234.0,73.0,145.0,,,,,,,100.0,429.0,,,85.0,322.0,,,,,,,,,,,,,,,,,,,,,,
6740,GHS PATEWOOD MEMORIAL HOSPITAL (420102),2018,Acute Care,Government - Hospital District or Authority,58.0,34.852735,-82.326115,SC,,,,,58.0,41.0,72.0,234.0,73.0,145.0,,,,,,,99.0,1908.0,,,85.0,322.0,,,,,,,,,,,,,,,69.0,71.0,,,,,0.0,11.0
6741,PELHAM MEDICAL CENTER (420103),2018,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,55.0,101.0,86.0,87.0,39.0,399.0,83.0,12.0,100.0,23.0,,,,,73.0,11.0,77.0,936.0,,,92.0,338.0,,,2.0,35940.0,6.0,95.0,,,,,,,88.0,511.0,153.0,395.0,270.0,512.0,60.0,203.0,,
6742,PELHAM MEDICAL CENTER (420103),2018,Acute Care,Government - Hospital District or Authority,48.0,34.86351,-82.217661,SC,56.0,140.0,87.0,90.0,34.0,404.0,83.0,12.0,100.0,23.0,,,,,67.0,12.0,91.0,949.0,,,92.0,338.0,,,2.0,35940.0,6.0,100.0,,,,,,,97.0,499.0,143.0,393.0,264.0,500.0,59.0,188.0,,
6743,MOUNT PLEASANT HOSPITAL (420104),2018,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,67.0,67.0,97.0,69.0,6.0,206.0,94.0,85.0,95.0,59.0,,,,,85.0,13.0,91.0,925.0,,,92.0,276.0,,,0.0,161891.0,5.0,69.0,,,,,173.0,16.0,41.0,343.0,98.0,399.0,180.0,343.0,30.0,100.0,0.0,56.0
6744,MOUNT PLEASANT HOSPITAL (420104),2018,Acute Care,Voluntary non-profit - Private,84.0,32.878021,-79.766199,SC,67.0,83.0,97.0,68.0,8.0,170.0,94.0,85.0,95.0,59.0,,,,,86.0,14.0,98.0,1036.0,,,92.0,276.0,,,0.0,161891.0,5.0,69.0,,,,,164.0,15.0,41.0,361.0,104.0,408.0,178.0,361.0,30.0,97.0,0.0,54.0
6745,MCLEOD LORIS  HOSPITAL (420105),2018,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,49.0,57.0,99.0,156.0,28.0,382.0,58.0,324.0,93.0,179.0,,,,,80.0,41.0,65.0,1321.0,,,99.0,482.0,,,2.0,58663.0,6.0,158.0,,,34.0,33.0,194.0,19.0,48.0,776.0,128.0,357.0,217.0,777.0,40.0,190.0,5.0,74.0
6746,MCLEOD LORIS  HOSPITAL (420105),2018,Acute Care,Voluntary non-profit - Private,180.0,34.057697,-78.897796,SC,49.0,84.0,97.0,159.0,28.0,380.0,58.0,324.0,93.0,179.0,,,,,80.0,41.0,88.0,1439.0,,,99.0,482.0,,,2.0,58663.0,6.0,163.0,,,32.0,34.0,200.0,18.0,51.0,778.0,127.0,357.0,221.0,779.0,43.0,194.0,6.0,70.0
6747,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2018,Acute Care,Voluntary non-profit - Private,76.0,,,SC,36.0,47.0,100.0,83.0,40.0,521.0,,,,,,,,,23.0,13.0,91.0,1060.0,,,93.0,468.0,,,3.0,34141.0,6.0,85.0,,,58.0,12.0,272.0,16.0,195.0,584.0,181.0,499.0,411.0,587.0,70.0,117.0,2.0,109.0
6748,PALMETTO HEALTH BAPTIST PARKRIDGE (420106),2018,Acute Care,Voluntary non-profit - Private,76.0,,,SC,31.0,68.0,100.0,100.0,41.0,518.0,,,,,,,,,20.0,15.0,90.0,1102.0,,,93.0,468.0,,,3.0,34141.0,6.0,102.0,,,60.0,15.0,314.0,17.0,186.0,612.0,177.0,493.0,404.0,614.0,78.0,124.0,3.0,99.0
6749,MCLEOD HEALTH CHERAW (420107),2018,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,44.0,43.0,98.0,116.0,14.0,383.0,80.0,87.0,55.0,38.0,,,,,88.0,16.0,69.0,368.0,,,99.0,252.0,,,3.0,20023.0,7.0,122.0,,,,,126.0,14.0,40.0,431.0,113.0,354.0,190.0,432.0,37.0,72.0,3.0,34.0
6750,MCLEOD HEALTH CHERAW (420107),2018,Acute Care,Voluntary non-profit - Private,52.0,34.695372,-79.918096,SC,41.0,61.0,99.0,116.0,15.0,383.0,80.0,87.0,55.0,38.0,,,,,79.0,14.0,85.0,409.0,,,99.0,252.0,,,3.0,20023.0,6.0,122.0,,,,,162.0,19.0,42.0,440.0,118.0,343.0,189.0,441.0,34.0,78.0,3.0,31.0
6751,UNION MEDICAL CENTER (420108),2018,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,,,94.0,35.0,34.0,406.0,,,,,,,,,13.0,23.0,87.0,401.0,,,94.0,277.0,,,3.0,20484.0,8.0,47.0,,,,,114.0,11.0,48.0,335.0,132.0,387.0,214.0,345.0,82.0,102.0,,
6752,UNION MEDICAL CENTER (420108),2018,Acute Care,Voluntary non-profit - Other,35.0,34.711438,-81.628668,SC,42.0,12.0,88.0,59.0,36.0,404.0,,,,,,,,,15.0,20.0,96.0,395.0,,,94.0,277.0,,,3.0,20484.0,9.0,80.0,,,,,,,50.0,308.0,134.0,387.0,210.0,315.0,72.0,93.0,,
6753,MCLEOD HEALTH CLARENDON (420109),2018,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,30.0,64.0,91.0,94.0,26.0,377.0,,,,,,,,,,,63.0,545.0,,,95.0,141.0,,,,,9.0,100.0,,,,,316.0,15.0,64.0,306.0,145.0,345.0,234.0,306.0,66.0,52.0,6.0,33.0
6754,MCLEOD HEALTH CLARENDON (420109),2018,Acute Care,Voluntary non-profit - Private,52.0,33.687866,-80.211767,SC,37.0,84.0,90.0,126.0,25.0,503.0,,,,,,,,,67.0,12.0,87.0,623.0,,,95.0,141.0,,,,,9.0,132.0,,,,,316.0,15.0,65.0,414.0,141.0,467.0,224.0,414.0,68.0,71.0,5.0,43.0
6755,ALLENDALE COUNTY HOSPITAL (421300),2018,Critical Access,Government - Local,69.0,32.966225,-81.247727,SC,,,,,,,,,,,,,,,,,52.0,200.0,,,,,,,,,,,,,,,,,0.0,24.0,,,150.0,24.0,,,,
6756,ALLENDALE COUNTY HOSPITAL (421300),2018,Critical Access,Government - Local,69.0,32.966225,-81.247727,SC,,,,,,,,,,,,,,,,,84.0,213.0,,,,,,,,,,,,,,,,,0.0,62.0,,,156.0,62.0,,,,
6757,ABBEVILLE AREA MEDICAL CENTER (421301),2018,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,,93.0,43.0,28.0,405.0,100.0,26.0,100.0,71.0,,,,,,,76.0,500.0,,,99.0,189.0,,,1.0,13634.0,2.0,44.0,,,,,,,33.0,291.0,94.0,377.0,190.0,291.0,62.0,72.0,,
6758,ABBEVILLE AREA MEDICAL CENTER (421301),2018,Critical Access,Government - Local,24.0,34.156125,-82.380174,SC,,,94.0,48.0,25.0,406.0,100.0,26.0,100.0,71.0,,,,,,,79.0,462.0,,,99.0,189.0,,,1.0,13634.0,3.0,49.0,,,,,,,32.0,261.0,95.0,379.0,190.0,261.0,49.0,67.0,,
6759,FAIRFIELD MEMORIAL HOSPITAL (421302),2018,Critical Access,Voluntary non-profit - Other,25.0,,,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,11.0,,,,
6760,FAIRFIELD MEMORIAL HOSPITAL (421302),2018,Critical Access,Voluntary non-profit - Other,25.0,,,SC,,,,,,,,,,,,,,,,,98.0,182.0,,,,,,,,,,,,,,,,,81.0,15.0,,,313.0,19.0,,,,
6761,WILLIAMSBURG REGIONAL HOSPITAL (421303),2018,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,,,,,,,,,,,,,,,,85.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,WILLIAMSBURG REGIONAL HOSPITAL (421303),2018,Critical Access,Voluntary non-profit - Private,25.0,33.660666,-79.820239,SC,,,,,,,,,,,,,,,,,92.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,EDGEFIELD COUNTY HOSPITAL (421304),2018,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,,,,,,,,,,,,,,,,96.0,239.0,,,,,,,,,,,,,,,,,9.0,14.0,,,130.0,14.0,,,,
6764,EDGEFIELD COUNTY HOSPITAL (421304),2018,Critical Access,Government - Local,25.0,33.777444,-81.929835,SC,,,,,,,,,,,,,,,,,89.0,236.0,,,,,,,,,,,,,,,,,12.0,44.0,,,152.0,44.0,,,,
6765,PRAIRIE LAKES HOSPITAL (430005),2018,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,51.0,105.0,100.0,11.0,17.0,381.0,97.0,64.0,92.0,143.0,50.0,16.0,,,,,90.0,686.0,0.0,11.0,91.0,303.0,,,0.0,11901.0,4.0,11.0,,,,,,,50.0,371.0,98.0,339.0,160.0,388.0,30.0,70.0,0.0,119.0
6766,PRAIRIE LAKES HOSPITAL (430005),2018,Acute Care,Voluntary non-profit - Private,81.0,44.910837,-97.120812,SD,60.0,136.0,100.0,12.0,16.0,384.0,97.0,64.0,92.0,143.0,50.0,16.0,,,,,83.0,836.0,,,91.0,303.0,,,0.0,11901.0,4.0,12.0,,,,,,,49.0,344.0,96.0,344.0,160.0,358.0,31.0,77.0,0.0,117.0
6767,BROOKINGS HEALTH SYSTEM (430008),2018,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,79.0,34.0,96.0,81.0,15.0,490.0,97.0,70.0,92.0,53.0,,,75.0,12.0,,,100.0,593.0,,,99.0,230.0,,,0.0,9194.0,4.0,82.0,22.0,12.0,,,148.0,16.0,42.0,152.0,80.0,459.0,149.0,285.0,32.0,99.0,0.0,56.0
6768,BROOKINGS HEALTH SYSTEM (430008),2018,Acute Care,Government - Local,128.0,44.307751,-96.768199,SD,76.0,49.0,96.0,67.0,15.0,492.0,97.0,70.0,92.0,53.0,,,,,,,100.0,628.0,,,99.0,230.0,,,0.0,9194.0,3.0,71.0,,,,,87.0,23.0,43.0,135.0,81.0,449.0,154.0,261.0,28.0,91.0,1.0,67.0
6769,AVERA SACRED HEART HOSPITAL (430012),2018,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,74.0,61.0,100.0,71.0,17.0,7614.0,92.0,105.0,100.0,143.0,93.0,29.0,89.0,19.0,,,99.0,1070.0,,,99.0,1655.0,,,1.0,9975.0,6.0,72.0,20.0,19.0,,,157.0,303.0,57.0,1549.0,124.0,7051.0,196.0,1553.0,32.0,49.0,3.0,98.0
6770,AVERA SACRED HEART HOSPITAL (430012),2018,Acute Care,Voluntary non-profit - Private,267.0,42.872573,-97.406945,SD,72.0,89.0,100.0,69.0,18.0,7640.0,92.0,105.0,100.0,143.0,93.0,29.0,88.0,17.0,91.0,11.0,99.0,941.0,,,99.0,1655.0,,,1.0,9975.0,6.0,70.0,20.0,17.0,,,159.0,337.0,58.0,1599.0,127.0,7161.0,201.0,1604.0,32.0,41.0,3.0,97.0
6771,AVERA QUEEN OF PEACE (430013),2018,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,57.0,68.0,100.0,46.0,9.0,6947.0,70.0,73.0,100.0,67.0,100.0,14.0,,,,,98.0,909.0,,,98.0,1002.0,,,0.0,8642.0,7.0,53.0,,,,,118.0,251.0,29.0,915.0,102.0,6403.0,153.0,922.0,25.0,57.0,4.0,56.0
6772,AVERA QUEEN OF PEACE (430013),2018,Acute Care,Voluntary non-profit - Church,148.0,43.713842,-98.007325,SD,56.0,108.0,96.0,50.0,9.0,6872.0,70.0,73.0,100.0,67.0,100.0,14.0,,,64.0,14.0,98.0,856.0,,,98.0,1002.0,,,0.0,8642.0,7.0,55.0,,,,,115.0,243.0,29.0,878.0,102.0,6338.0,158.0,890.0,25.0,60.0,2.0,47.0
6773,AVERA ST LUKES (430014),2018,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,50.0,141.0,,,9.0,403.0,,,,,100.0,17.0,,,,,91.0,1549.0,,,90.0,373.0,,,0.0,11619.0,,,,,,,65.0,33.0,47.0,292.0,100.0,366.0,158.0,296.0,42.0,64.0,0.0,29.0
6774,AVERA ST LUKES (430014),2018,Acute Care,Voluntary non-profit - Church,224.0,45.461795,-98.47935,SD,51.0,180.0,,,9.0,403.0,,,,,100.0,17.0,,,,,93.0,1504.0,,,90.0,373.0,,,0.0,11619.0,,,,,,,79.0,25.0,48.0,286.0,101.0,373.0,159.0,288.0,35.0,54.0,0.0,29.0
6775,AVERA ST MARY'S HOSPITAL (430015),2018,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,70.0,40.0,100.0,46.0,13.0,371.0,99.0,70.0,97.0,70.0,,,,,,,99.0,457.0,,,98.0,212.0,,,0.0,6438.0,4.0,48.0,,,,,,,36.0,221.0,79.0,361.0,126.0,232.0,34.0,37.0,0.0,32.0
6776,AVERA ST MARY'S HOSPITAL (430015),2018,Acute Care,Voluntary non-profit - Private,110.0,44.361268,-100.342235,SD,68.0,59.0,100.0,43.0,12.0,368.0,99.0,70.0,97.0,70.0,,,,,,,99.0,667.0,,,98.0,212.0,,,0.0,6438.0,6.0,46.0,,,,,107.0,14.0,31.0,222.0,76.0,354.0,128.0,236.0,29.0,38.0,0.0,30.0
6777,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2018,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,44.0,443.0,99.0,72.0,14.0,406.0,82.0,865.0,86.0,556.0,76.0,38.0,,,,,97.0,6324.0,2.0,41.0,96.0,573.0,,,2.0,32523.0,5.0,73.0,,,,,155.0,25.0,80.0,296.0,127.0,389.0,205.0,313.0,38.0,181.0,0.0,159.0
6778,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER (430016),2018,Acute Care,Voluntary non-profit - Private,600.0,43.534607,-96.711304,SD,42.0,615.0,98.0,64.0,14.0,406.0,82.0,865.0,86.0,556.0,76.0,38.0,,,,,97.0,6766.0,4.0,45.0,96.0,573.0,,,2.0,32523.0,5.0,65.0,,,,,142.0,22.0,76.0,293.0,125.0,390.0,205.0,307.0,37.0,182.0,0.0,161.0
6779,SANFORD USD MEDICAL CENTER (430027),2018,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,18.0,73.0,,,14.0,409.0,97.0,96.0,96.0,112.0,71.0,82.0,,,,,95.0,7466.0,3.0,31.0,95.0,531.0,,,1.0,44434.0,,,,,,,,,72.0,334.0,159.0,399.0,229.0,336.0,46.0,170.0,9.0,180.0
6780,SANFORD USD MEDICAL CENTER (430027),2018,Acute Care,Voluntary non-profit - Other,479.0,43.536678,-96.743388,SD,23.0,93.0,,,14.0,408.0,97.0,96.0,96.0,112.0,71.0,82.0,,,,,96.0,8649.0,3.0,37.0,95.0,531.0,,,1.0,44434.0,,,,,,,,,70.0,342.0,164.0,396.0,234.0,345.0,47.0,177.0,9.0,163.0
6781,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2018,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,54.0,26.0,96.0,71.0,20.0,358.0,71.0,62.0,97.0,58.0,,,,,,,96.0,506.0,,,96.0,237.0,,,2.0,8365.0,6.0,72.0,,,,,147.0,25.0,39.0,121.0,134.0,410.0,184.0,156.0,32.0,87.0,4.0,69.0
6782,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2018,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,63.0,43.0,94.0,72.0,22.0,369.0,71.0,62.0,97.0,58.0,,,,,,,91.0,338.0,,,96.0,237.0,,,2.0,8365.0,6.0,71.0,,,,,160.0,22.0,53.0,140.0,135.0,411.0,206.0,168.0,33.0,94.0,3.0,71.0
6783,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2018,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,24.0,79.0,,,18.0,405.0,77.0,163.0,98.0,138.0,91.0,137.0,,,,,99.0,3679.0,0.0,26.0,94.0,547.0,,,1.0,54086.0,,,,,,,143.0,12.0,88.0,519.0,115.0,387.0,243.0,523.0,52.0,228.0,0.0,65.0
6784,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2018,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,25.0,107.0,,,18.0,403.0,77.0,163.0,98.0,138.0,91.0,137.0,,,45.0,11.0,95.0,3613.0,0.0,18.0,94.0,547.0,,,1.0,54086.0,,,,,,,166.0,12.0,107.0,523.0,126.0,386.0,255.0,523.0,55.0,204.0,0.0,63.0
6785,PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN (430082),2018,Acute Care,Government - Federal,13.0,,,SD,,,,,,,,,,,,,,,,,98.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN (430082),2018,Acute Care,Government - Federal,13.0,,,SD,,,,,,,,,,,,,,,,,96.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6787,PHS INDIAN HOSPITAL AT EAGLE BUTTE (430083),2018,Acute Care,Government - Federal,8.0,,,SD,,,,,,,,,,,,,,,,,99.0,217.0,,,46.0,96.0,,,,,,,,,,,,,60.0,90.0,,,237.0,123.0,,,,
6788,PHS INDIAN HOSPITAL AT EAGLE BUTTE (430083),2018,Acute Care,Government - Federal,8.0,,,SD,,,,,,,,,,,,,,,,,100.0,265.0,,,46.0,96.0,,,,,,,,,,,,,58.0,86.0,,,242.0,110.0,,,,
6789,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2018,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,,,,,,,,,,,,,,,,,,,,49.0,168.0,,,,,,,,,,,,,72.0,258.0,,,266.0,258.0,,,,
6790,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2018,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,,,,,,,,,,,,,,,,92.0,261.0,,,49.0,168.0,,,,,,,,,,,,,60.0,278.0,,,269.0,278.0,,,,
6791,DUNES SURGICAL HOSPITAL (430089),2018,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,,,,,,97.0,158.0,100.0,43.0,,,,,,,96.0,247.0,,,91.0,599.0,97.0,411.0,,,,,,,,,,,,,,,,,,,,
6792,DUNES SURGICAL HOSPITAL (430089),2018,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,,,,,,97.0,158.0,100.0,43.0,,,,,,,81.0,475.0,,,91.0,599.0,97.0,411.0,,,,,,,,,,,,,,,,,,,,
6793,SIOUX FALLS SPECIALTY HOSPITAL LLP (430090),2018,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,,,,,,63.0,95.0,57.0,83.0,,,,,,,94.0,554.0,,,100.0,326.0,,,,,,,,,,,,,,,,,,,,,,
6794,SIOUX FALLS SPECIALTY HOSPITAL LLP (430090),2018,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,,,,,,63.0,95.0,57.0,83.0,,,,,,,93.0,569.0,,,100.0,326.0,,,,,,,,,,,,,,,,,,,,,,
6795,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2018,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,,,,,,,,,,,,,,,,97.0,552.0,,,99.0,309.0,,,,,,,,,,,,,,,,,,,,,,
6796,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2018,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,,,,,,,,,,,,,,,,98.0,557.0,,,99.0,309.0,,,,,,,,,,,,,,,,,,,,,,
6797,SAME DAY SURGERY CENTER LLC (430093),2018,Acute Care,Proprietary,6.0,44.05919,-103.229102,SD,,,,,,,,,,,,,,,,,100.0,224.0,,,100.0,52.0,100.0,131.0,,,,,,,,,,,,,,,,,,,,
6798,SAME DAY SURGERY CENTER LLC (430093),2018,Acute Care,Proprietary,6.0,44.05919,-103.229102,SD,,,,,,,,,,,,,,,,,100.0,231.0,,,100.0,52.0,100.0,131.0,,,,,,,,,,,,,,,,,,,,
6799,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2018,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,,,,,8.0,269.0,,,,,,,,,,,95.0,606.0,,,100.0,306.0,,,0.0,2977.0,,,,,,,94.0,19.0,36.0,60.0,101.0,230.0,120.0,70.0,,,,
6800,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2018,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,,,,,9.0,272.0,,,,,,,,,,,96.0,598.0,,,100.0,306.0,,,0.0,2977.0,,,,,,,96.0,18.0,45.0,63.0,101.0,235.0,139.0,72.0,,,,
