,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain),Aspirin at Arrival (OP_4 - Heart Attack or Chest Pain) (Sample),Door to diagnostic eval (OP_20 - Emergency Department),Door to diagnostic eval (OP_20 - Emergency Department) (Sample),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care),Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients (OP_29 - Colonoscopy care) (Sample),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care),Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use (OP_30 - Colonoscopy care) (Sample),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival (OP_2 - Heart Attack or Chest Pain) (Sample),Head CT results (OP_23 - Emergency Department),Head CT results (OP_23 - Emergency Department) (Sample),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care),Healthcare workers given influenza vaccination (IMM_3_OP_27_FAC_ADHPCT - Preventive Care) (Sample),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment),Hospital acquired potentially preventable venous thromboembolism (VTE_6 - Blood Clot Prevention and Treatment) (Sample),Immunization for influenza (IMM_2 - Preventive Care),Immunization for influenza (IMM_2 - Preventive Care) (Sample),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome),Improvement in Patients Visual Function within 90 Days Following Cataract Surgery (OP_31 - Cataract surgery outcome) (Sample),Left before being seen (OP_22 - Emergency Department),Left before being seen (OP_22 - Emergency Department) (Sample),Median Time to ECG (OP_5 - Heart Attack or Chest Pain),Median Time to ECG (OP_5 - Heart Attack or Chest Pain) (Sample),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain),Median Time to Fibrinolysis (OP_1 - Heart Attack or Chest Pain) (Sample),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain),Median Time to Transfer to Another Facility for Acute Coronary Intervention (OP_3b - Heart Attack or Chest Pain) (Sample),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department),Median time patients spent in the ED after a doctor admitted them and before leaving the ED for an inpatient room (ED_2b - Emergency Department) (Sample),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department),Median time patients spent in the ED before leaving from visit (OP_18b - Emergency Department) (Sample),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department),Median time patients spent in the ED before they were admitted as an inpatient (ED_1b - Emergency Department) (Sample),Median time to pain med (OP_21 - Emergency Department),Median time to pain med (OP_21 - Emergency Department) (Sample),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care),Percent of newborns whose deliveries were scheduled 1-3 weeks early when a scheduled delivery was not medically necessary (PC_01 - Pregnancy and Delivery Care) (Sample),Thrombolytic Therapy (STK_4 - Stroke Care),Thrombolytic Therapy (STK_4 - Stroke Care) (Sample),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment),Warfarin therapy discharge instructions (VTE_5 - Blood Clot Prevention and Treatment) (Sample)
3944,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2017,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,93.0,14.0,43.0,516.0,92.0,26.0,100.0,21.0,,,67.0,15.0,74.0,4800.0,,,84.0,530.0,,,4.0,74799.0,12.0,14.0,,,,,104.0,695.0,184.0,478.0,293.0,695.0,64.0,395.0,3.0,157.0,88.0,43.0,51.0,89.0
3945,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2017,Acute Care,Voluntary non-profit - Other,298.0,,,WA,,,23.0,404.0,90.0,21.0,100.0,26.0,,,,,94.0,4542.0,0.0,11.0,99.0,507.0,,,1.0,48327.0,,,,,,,122.0,473.0,158.0,389.0,235.0,501.0,38.0,220.0,0.0,305.0,88.0,16.0,100.0,91.0
3946,GROUP HEALTH CENTRAL HOSPITAL (500052),2017,Acute Care,Voluntary non-profit - Other,26.0,47.619731,-122.311413,WA,,,,,,,,,,,,,98.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,KENNEWICK GENERAL HOSPITAL (500053),2017,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,,,20.0,384.0,89.0,193.0,76.0,147.0,,,92.0,13.0,88.0,1386.0,,,97.0,451.0,,,1.0,28615.0,,,,,,,95.0,540.0,118.0,365.0,216.0,540.0,37.0,104.0,0.0,39.0,100.0,11.0,94.0,17.0
3948,PROVIDENCE SACRED HEART MEDICAL CENTER (500054),2017,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,,,40.0,383.0,92.0,62.0,50.0,56.0,,,7.0,15.0,85.0,6803.0,11.0,28.0,78.0,517.0,,,5.0,91561.0,,,,,,,112.0,502.0,216.0,331.0,302.0,506.0,47.0,279.0,5.0,57.0,95.0,61.0,96.0,113.0
3949,KADLEC REGIONAL MEDICAL CENTER (500058),2017,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,,,15.0,384.0,99.0,127.0,99.0,118.0,,,,,86.0,4385.0,,,99.0,497.0,,,1.0,94499.0,,,,,,,165.0,391.0,124.0,368.0,332.0,398.0,36.0,237.0,1.0,266.0,92.0,12.0,100.0,89.0
3950,CASCADE VALLEY HOSPITAL (500060),2017,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,93.0,54.0,26.0,381.0,98.0,47.0,100.0,30.0,,,,,92.0,594.0,,,92.0,262.0,,,1.0,19888.0,10.0,54.0,,,,,84.0,364.0,120.0,376.0,285.0,399.0,54.0,93.0,0.0,26.0,,,92.0,13.0
3951,HARBORVIEW MEDICAL CENTER (500064),2017,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,100.0,32.0,24.0,21290.0,100.0,165.0,100.0,141.0,,,,,93.0,13488.0,0.0,89.0,96.0,564.0,,,5.0,66659.0,21.0,33.0,,,,,231.0,463.0,240.0,17793.0,460.0,542.0,51.0,90.0,,,,,93.0,56.0
3952,OLYMPIC MEDICAL CENTER (500072),2017,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,99.0,150.0,18.0,476.0,95.0,81.0,95.0,77.0,,,62.0,24.0,97.0,1546.0,,,91.0,394.0,,,3.0,30198.0,6.0,158.0,,,,,162.0,416.0,172.0,441.0,235.0,427.0,54.0,104.0,0.0,22.0,60.0,15.0,82.0,33.0
3953,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2017,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,98.0,163.0,31.0,383.0,95.0,63.0,76.0,63.0,,,,,80.0,2233.0,9.0,11.0,87.0,496.0,,,5.0,68744.0,14.0,173.0,,,40.0,25.0,141.0,630.0,177.0,368.0,337.0,631.0,66.0,220.0,7.0,46.0,,,97.0,71.0
3954,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2017,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,100.0,25.0,45.0,407.0,,,100.0,51.0,,,80.0,20.0,97.0,3717.0,,,93.0,529.0,,,2.0,76528.0,6.0,32.0,,,,,145.0,813.0,193.0,391.0,342.0,813.0,70.0,322.0,0.0,260.0,,,99.0,85.0
3955,EVERGREEN HEALTH MONROE (500084),2017,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,93.0,72.0,16.0,401.0,42.0,118.0,36.0,181.0,,,,,78.0,497.0,,,94.0,260.0,,,2.0,14694.0,10.0,73.0,,,,,72.0,481.0,141.0,357.0,247.0,481.0,44.0,100.0,,,,,,
3956,VALLEY MEDICAL CENTER (500088),2017,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,87.0,15.0,27.0,378.0,98.0,64.0,88.0,64.0,,,84.0,19.0,85.0,3980.0,0.0,12.0,94.0,474.0,,,3.0,82592.0,8.0,15.0,,,,,139.0,572.0,182.0,352.0,346.0,572.0,56.0,363.0,0.0,371.0,100.0,30.0,96.0,75.0
3957,ST JOSEPH MEDICAL CENTER (500108),2017,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,,,35.0,409.0,97.0,31.0,67.0,66.0,,,,,90.0,6322.0,0.0,32.0,96.0,501.0,,,2.0,55407.0,,,,,,,278.0,455.0,200.0,361.0,464.0,455.0,52.0,86.0,1.0,340.0,93.0,29.0,96.0,103.0
3958,VALLEY HOSPITAL (500119),2017,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,99.0,167.0,24.0,404.0,100.0,108.0,99.0,99.0,,,68.0,22.0,60.0,1257.0,,,100.0,556.0,,,2.0,43600.0,7.0,173.0,,,38.0,20.0,109.0,735.0,127.0,390.0,277.0,743.0,49.0,208.0,0.0,39.0,,,100.0,34.0
3959,EVERGREENHEALTH MEDICAL CENTER (500124),2017,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,100.0,17.0,21.0,305.0,94.0,81.0,86.0,65.0,,,82.0,17.0,94.0,5949.0,7.0,14.0,99.0,459.0,,,2.0,46362.0,6.0,17.0,,,,,94.0,566.0,156.0,385.0,244.0,566.0,43.0,308.0,0.0,380.0,92.0,24.0,97.0,125.0
3960,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2017,Acute Care,Voluntary non-profit - Private,371.0,,,WA,100.0,55.0,29.0,1225.0,98.0,255.0,100.0,245.0,,,,,97.0,6831.0,,,90.0,863.0,,,2.0,103485.0,12.0,71.0,,,,,150.0,1200.0,190.0,1165.0,383.0,1205.0,53.0,294.0,0.0,270.0,,,95.0,85.0
3961,CAPITAL MEDICAL CENTER (500139),2017,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,,,32.0,477.0,,,,,,,,,95.0,832.0,,,98.0,436.0,,,2.0,21504.0,,,,,,,87.0,364.0,146.0,456.0,273.0,368.0,54.0,103.0,0.0,35.0,,,100.0,19.0
3962,ST FRANCIS COMMUNITY HOSPITAL (500141),2017,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,97.0,30.0,30.0,417.0,96.0,101.0,74.0,98.0,,,78.0,41.0,82.0,1978.0,,,94.0,517.0,,,3.0,54531.0,14.0,37.0,,,,,232.0,692.0,151.0,384.0,435.0,692.0,54.0,200.0,0.0,140.0,,,97.0,33.0
3963,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2017,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,,,100.0,14.0,91.0,556.0,,,,,96.0,1638.0,,,83.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
3964,LEGACY SALMON CREEK MEDICAL CENTER (500150),2017,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,98.0,252.0,36.0,395.0,100.0,84.0,100.0,103.0,,,53.0,15.0,81.0,2918.0,,,98.0,468.0,,,3.0,74715.0,9.0,257.0,,,61.0,35.0,113.0,571.0,179.0,362.0,290.0,571.0,57.0,221.0,4.0,56.0,83.0,12.0,96.0,81.0
3965,ST ANTHONY HOSPITAL (500151),2017,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,90.0,58.0,20.0,412.0,,,100.0,11.0,,,56.0,16.0,88.0,1262.0,,,99.0,557.0,,,1.0,28483.0,9.0,57.0,,,,,132.0,880.0,209.0,381.0,336.0,880.0,60.0,140.0,,,,,96.0,47.0
3966,SWEDISH ISSAQUAH (500152),2017,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,92.0,12.0,10.0,407.0,100.0,110.0,85.0,93.0,,,75.0,16.0,74.0,1442.0,,,94.0,503.0,,,0.0,27962.0,8.0,15.0,,,,,80.0,481.0,112.0,382.0,204.0,481.0,32.0,188.0,0.0,103.0,,,78.0,27.0
3967,DAYTON GENERAL HOSPITAL (501302),2017,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,94.0,17.0,8.0,56.0,,,,,,,,,44.0,139.0,,,,,,,0.0,1452.0,10.0,18.0,,,,,,,136.0,15.0,,,,,,,,,,
3968,WILLAPA HARBOR HOSPITAL (501303),2017,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,100.0,17.0,30.0,252.0,,,,,,,,,,,,,82.0,128.0,,,,,5.0,18.0,,,,,,,150.0,228.0,,,,,,,,,,
3969,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2017,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,97.0,30.0,34.0,200.0,,,,,,,,,,,,,96.0,76.0,,,2.0,12199.0,8.0,30.0,,,,,,,112.0,184.0,,,40.0,20.0,,,,,,
3970,LINCOLN HOSPITAL (501305),2017,Critical Access,Government - Hospital District or Authority,30.0,,,WA,,,,,,,,,,,,,77.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,PROVIDENCE ST JOSEPH HOSPITAL (501309),2017,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,92.0,36.0,18.0,358.0,,,,,,,,,,,,,91.0,138.0,,,,,8.0,37.0,,,,,42.0,280.0,126.0,349.0,194.0,285.0,40.0,35.0,,,,,,
3972,NEWPORT COMMUNITY HOSPITAL (501310),2017,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,91.0,23.0,65.0,71.0,,,,,,,,,,,,,71.0,167.0,,,,,5.0,23.0,,,,,,,105.0,183.0,,,52.0,42.0,,,,,,
3973,EAST ADAMS RURAL HOSPITAL (501311),2017,Critical Access,Government - Hospital District or Authority,9.0,47.120959,-118.372258,WA,65.0,17.0,28.0,242.0,,,,,,,,,100.0,75.0,,,,,,,,,22.0,18.0,,,,,,,119.0,221.0,,,44.0,20.0,,,,,,
3974,PROSSER MEMORIAL HOSPITAL (501312),2017,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,,,,,,,,,,,,,97.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,OCEAN BEACH HOSPITAL (501314),2017,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,,,,,,,,,,,,,73.0,188.0,,,62.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,
3976,SKYLINE HOSPITAL (501315),2017,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,100.0,17.0,25.0,17.0,,,,,,,,,73.0,191.0,,,80.0,56.0,,,,,13.0,15.0,,,,,39.0,197.0,109.0,21.0,242.0,227.0,41.0,30.0,,,,,,
3977,KLICKITAT VALLEY HOSPITAL (501316),2017,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,92.0,25.0,20.0,270.0,100.0,19.0,65.0,20.0,,,,,49.0,265.0,,,55.0,105.0,,,0.0,4804.0,18.0,27.0,,,,,99.0,127.0,102.0,458.0,272.0,196.0,61.0,23.0,,,,,,
3978,COLUMBIA BASIN HOSPITAL (501317),2017,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,,,,,,
3979,OTHELLO COMMUNITY HOSPITAL (501318),2017,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,,,,,,,,,,,,,93.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,MORTON GENERAL HOSPITAL (501319),2017,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,96.0,28.0,55.0,130.0,,,,,,,,,78.0,250.0,,,54.0,57.0,,,1.0,5228.0,9.0,31.0,,,,,50.0,157.0,117.0,123.0,228.0,188.0,66.0,54.0,,,,,,
3981,QUINCY VALLEY HOSPITAL (501320),2017,Critical Access,Government - Hospital District or Authority,20.0,47.230954,-119.869181,WA,,,,,,,,,,,,,80.0,140.0,,,56.0,18.0,,,,,,,,,,,26.0,45.0,,,179.0,46.0,,,,,,,,
3982,NORTH VALLEY HOSPITAL (501321),2017,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,100.0,16.0,32.0,262.0,,,,,,,,,88.0,180.0,,,37.0,109.0,,,1.0,4729.0,8.0,18.0,,,,,,,153.0,267.0,,,76.0,44.0,,,,,,
3983,FERRY COUNTY MEMORIAL HOSPITAL (501322),2017,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,,,5.0,64.0,,,,,,,,,,,,,52.0,23.0,,,,,,,,,,,,,121.0,61.0,,,,,,,,,,
3984,JEFFERSON HEALTHCARE (501323),2017,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,94.0,31.0,17.0,29.0,,,,,,,,,,,,,83.0,18.0,,,,,10.0,35.0,,,,,48.0,292.0,165.0,17.0,210.0,294.0,74.0,52.0,,,,,,
3985,THREE RIVERS HOSPITAL (501324),2017,Critical Access,Government - Hospital District or Authority,25.0,48.106824,-119.782686,WA,,,,,,,,,,,,,88.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,FORKS COMMUNITY HOSPITAL (501325),2017,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,,,,,,,,,,,,,91.0,274.0,,,69.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,
3987,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2017,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,98.0,45.0,26.0,380.0,,,,,,,,,,,,,95.0,234.0,,,,,4.0,49.0,,,,,61.0,316.0,148.0,350.0,262.0,316.0,47.0,93.0,,,,,,
3988,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2017,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,88.0,17.0,,,,,,,,,,,84.0,331.0,,,,,,,,,5.0,18.0,,,,,,,,,,,,,,,,,,
3989,MID VALLEY HOSPITAL (501328),2017,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,90.0,42.0,27.0,198.0,,,,,,,,,81.0,263.0,,,74.0,145.0,,,2.0,9574.0,16.0,43.0,,,,,,,132.0,192.0,,,72.0,82.0,,,,,,
3990,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2017,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,89.0,46.0,36.0,239.0,,,,,,,,,81.0,447.0,,,96.0,284.0,,,,,8.0,46.0,,,114.0,13.0,62.0,220.0,140.0,219.0,268.0,220.0,56.0,27.0,,,,,18.0,11.0
3991,SUNNYSIDE COMMUNITY HOSPITAL (501330),2017,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,,,16.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,76.0,,,,,,,,,,
3992,PULLMAN REGIONAL HOSPITAL (501331),2017,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,,,,,,,,,,,,,78.0,671.0,,,94.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,
3993,TRI-STATE MEMORIAL HOSPITAL (501332),2017,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,98.0,49.0,24.0,353.0,,,,,,,,,90.0,592.0,,,88.0,137.0,,,0.0,18358.0,2.0,52.0,,,,,70.0,391.0,166.0,307.0,274.0,391.0,31.0,45.0,,,,,,
3994,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2017,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,100.0,75.0,23.0,389.0,,,,,,,86.0,14.0,90.0,716.0,,,95.0,228.0,,,,,5.0,76.0,,,31.0,14.0,83.0,199.0,116.0,367.0,216.0,200.0,34.0,81.0,0.0,13.0,,,,
3995,LAKE CHELAN COMMUNITY HOSPITAL (501334),2017,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,,,14.0,53.0,,,,,,,,,80.0,303.0,,,,,,,,,6.0,11.0,,,,,25.0,35.0,196.0,41.0,196.0,35.0,74.0,18.0,,,,,,
3996,ST ELIZABETH HOSPITAL (501335),2017,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,100.0,37.0,19.0,411.0,66.0,67.0,97.0,63.0,,,,,84.0,451.0,,,91.0,256.0,,,1.0,14475.0,16.0,39.0,,,,,87.0,295.0,149.0,392.0,262.0,298.0,44.0,100.0,0.0,19.0,,,,
3997,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2017,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,,,,,,,,,,,,,95.0,797.0,,,65.0,458.0,,,,,,,,,,,43.0,192.0,,,202.0,192.0,,,,,,,,
3998,LOURDES MEDICAL CENTER (501337),2017,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,,,23.0,176.0,,,,,,,,,57.0,1147.0,,,98.0,307.0,,,,,,,,,,,,,112.0,182.0,,,60.0,62.0,,,,,,
3999,SNOQUALMIE VALLEY HOSPITAL (501338),2017,Critical Access,Government - Hospital District or Authority,26.0,47.512309,-121.885917,WA,90.0,20.0,17.0,332.0,,,,,,,,,73.0,347.0,,,,,,,2.0,3599.0,4.0,22.0,,,,,,,119.0,354.0,,,55.0,49.0,,,,,,
4000,WHIDBEY GENERAL HOSPITAL (501339),2017,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,96.0,69.0,24.0,376.0,78.0,164.0,72.0,57.0,,,58.0,12.0,66.0,1015.0,,,,,,,,,12.0,75.0,,,,,58.0,445.0,112.0,378.0,228.0,458.0,52.0,75.0,0.0,11.0,,,,
4001,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2017,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,80.0,46.0,12.0,264.0,,,29.0,17.0,,,,,88.0,112.0,,,90.0,39.0,,,0.0,3231.0,8.0,47.0,,,,,48.0,90.0,115.0,279.0,253.0,90.0,40.0,24.0,,,,,,
4002,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2017,Acute Care,Voluntary non-profit - Private,595.0,,,WV,,,17.0,275.0,89.0,75.0,78.0,64.0,,,,,95.0,9245.0,0.0,66.0,100.0,529.0,,,2.0,49773.0,,,,,,,94.0,401.0,223.0,251.0,284.0,410.0,97.0,71.0,0.0,17.0,100.0,47.0,100.0,73.0
4003,GREENBRIER VALLEY MEDICAL CENTER (510002),2017,Acute Care,Proprietary,97.0,,,WV,98.0,212.0,25.0,426.0,100.0,98.0,87.0,69.0,95.0,22.0,100.0,13.0,75.0,700.0,,,97.0,330.0,,,1.0,26096.0,4.0,220.0,18.0,22.0,,,49.0,519.0,134.0,401.0,199.0,519.0,52.0,130.0,0.0,34.0,,,,
4004,UNITED HOSPITAL CENTER (510006),2017,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,100.0,64.0,27.0,383.0,99.0,100.0,95.0,100.0,,,64.0,22.0,96.0,3264.0,0.0,14.0,93.0,520.0,,,2.0,58701.0,9.0,66.0,,,,,35.0,570.0,151.0,357.0,220.0,571.0,76.0,239.0,4.0,83.0,,,89.0,38.0
4005,ST MARY'S MEDICAL CENTER (510007),2017,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,91.0,47.0,50.0,401.0,85.0,159.0,94.0,136.0,,,58.0,12.0,82.0,3934.0,0.0,17.0,93.0,594.0,,,3.0,79373.0,11.0,49.0,,,,,62.0,795.0,138.0,404.0,270.0,802.0,71.0,196.0,6.0,49.0,,,100.0,49.0
4006,BERKELEY MEDICAL CENTER (510008),2017,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,100.0,28.0,25.0,380.0,44.0,96.0,100.0,96.0,,,44.0,16.0,61.0,2183.0,0.0,14.0,95.0,478.0,,,0.0,59666.0,7.0,30.0,,,,,86.0,723.0,138.0,346.0,258.0,724.0,66.0,250.0,0.0,139.0,,,93.0,27.0
4007,PLEASANT VALLEY HOSPITAL (510012),2017,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,91.0,66.0,25.0,407.0,11.0,100.0,74.0,145.0,,,17.0,12.0,93.0,750.0,,,95.0,274.0,,,0.0,16993.0,8.0,69.0,,,92.0,13.0,48.0,394.0,116.0,396.0,199.0,395.0,74.0,59.0,6.0,17.0,,,,
4008,REYNOLDS MEMORIAL HOSPITAL (510013),2017,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,95.0,37.0,18.0,405.0,94.0,16.0,100.0,28.0,,,,,64.0,604.0,,,100.0,278.0,,,1.0,11430.0,11.0,39.0,,,,,63.0,402.0,124.0,361.0,245.0,402.0,54.0,45.0,,,,,,
4009,CHARLESTON AREA MEDICAL CENTER (510022),2017,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,,,42.0,1395.0,40.0,120.0,61.0,120.0,,,79.0,14.0,95.0,10616.0,0.0,65.0,98.0,850.0,,,2.0,123912.0,,,,,,,156.0,1015.0,189.0,1416.0,378.0,1043.0,74.0,246.0,8.0,206.0,92.0,64.0,93.0,142.0
4010,WEIRTON MEDICAL CENTER (510023),2017,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,,,26.0,395.0,48.0,83.0,40.0,82.0,,,50.0,12.0,64.0,1480.0,,,90.0,538.0,,,1.0,38608.0,,,,,,,44.0,783.0,120.0,383.0,191.0,811.0,55.0,130.0,0.0,41.0,,,26.0,19.0
4011,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2017,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,94.0,16.0,15.0,444.0,89.0,131.0,81.0,109.0,,,75.0,12.0,98.0,2425.0,0.0,20.0,99.0,539.0,,,1.0,29454.0,13.0,15.0,,,,,56.0,497.0,132.0,386.0,238.0,499.0,52.0,128.0,0.0,121.0,,,100.0,25.0
4012,THOMAS MEMORIAL HOSPITAL (510029),2017,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,90.0,39.0,29.0,369.0,78.0,63.0,24.0,63.0,,,,,83.0,1878.0,,,98.0,519.0,,,5.0,31380.0,23.0,45.0,,,,,106.0,739.0,260.0,316.0,381.0,749.0,88.0,82.0,8.0,87.0,,,,
4013,DAVIS MEDICAL CENTER (510030),2017,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,96.0,313.0,20.0,410.0,100.0,64.0,98.0,62.0,100.0,13.0,68.0,19.0,100.0,1177.0,,,96.0,267.0,,,2.0,29069.0,6.0,333.0,19.0,13.0,,,56.0,452.0,117.0,368.0,221.0,452.0,50.0,101.0,21.0,39.0,,,,
4014,ST FRANCIS HOSPITAL (510031),2017,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,,,22.0,249.0,77.0,13.0,12.0,64.0,,,,,95.0,923.0,,,98.0,285.0,,,4.0,16537.0,,,,,,,89.0,202.0,151.0,231.0,242.0,208.0,57.0,20.0,,,,,,
4015,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2017,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,97.0,78.0,10.0,434.0,99.0,104.0,100.0,41.0,,,92.0,13.0,66.0,499.0,,,100.0,272.0,,,0.0,16456.0,4.0,84.0,,,,,47.0,445.0,72.0,390.0,149.0,445.0,46.0,69.0,4.0,27.0,,,,
