,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3357,GEISINGER-COMMUNITY MEDICAL CENTER (390001),2019,Acute Care,Voluntary non-profit - Private,282.0,41.400717,-75.64589,PA,0.539,,3.0,5.569,5715.0,0.875,19.0,21.71,59538.0,1.543,3375.0,,5.0,3.24,0.949,4.0,4.214,59538.0,,38.0,0.0,0.332,195.0,3.0,5.36,0.56
3358,UPMC MCKEESPORT (390002),2019,Acute Care,Voluntary non-profit - Private,219.0,40.3523,-79.849218,PA,0.755,,3.0,3.972,3369.0,0.47,13.0,27.657,45676.0,0.728,3012.0,,2.0,2.749,0.737,2.0,2.714,45676.0,,10.0,0.0,0.082,35.0,3.0,0.92,
3359,GEISINGER-BLOOMSBURG HOSPITAL (390003),2019,Acute Care,Voluntary non-profit - Private,69.0,41.008431,-76.453193,PA,,,0.0,0.32,468.0,0.0,0.0,5.735,6918.0,,62.0,,0.0,0.043,,0.0,0.295,7745.0,,43.0,1.0,0.324,13.0,1.0,0.325,
3360,HOLY SPIRIT HOSPITAL (390004),2019,Acute Care,Voluntary non-profit - Private,310.0,40.25141,-76.923468,PA,0.747,,6.0,8.033,8603.0,0.286,17.0,59.458,57349.0,0.345,7226.0,,2.0,5.794,0.495,2.0,4.04,60796.0,,98.0,0.0,0.753,67.0,2.0,1.633,1.225
3361,GEISINGER MEDICAL CENTER (390006),2019,Acute Care,Voluntary non-profit - Private,545.0,40.969585,-76.60622,PA,0.987,,20.0,20.27,15886.0,0.822,92.0,111.866,149873.0,1.132,20566.0,,25.0,22.085,0.762,13.0,17.056,164277.0,1.435,243.0,3.0,2.09,435.0,14.0,11.876,1.179
3362,ELLWOOD CITY MEDICAL CENTER (390008),2019,Acute Care,Voluntary non-profit - Private,74.0,40.869349,-80.274479,PA,,,0.0,0.163,327.0,,0.0,0.897,2305.0,,76.0,,0.0,0.045,,0.0,0.056,2430.0,,,,,,,,
3363,SAINT VINCENT HOSPITAL (390009),2019,Acute Care,Voluntary non-profit - Private,349.0,42.110708,-80.079932,PA,0.478,,6.0,12.553,9856.0,0.839,48.0,57.184,64937.0,0.257,7348.0,,2.0,7.797,0.87,4.0,4.6,69719.0,,108.0,0.0,0.832,125.0,6.0,3.073,1.952
3364,LANSDALE HOSPITAL (390012),2019,Acute Care,Voluntary non-profit - Other,133.0,40.2512,-75.271523,PA,0.81,,2.0,2.47,3583.0,0.705,6.0,8.506,22777.0,0.708,2034.0,,1.0,1.413,,1.0,0.761,22777.0,,1.0,0.0,0.007,53.0,0.0,1.293,0.0
3365,EVANGELICAL COMMUNITY HOSPITAL (390013),2019,Acute Care,Voluntary non-profit - Other,131.0,,,PA,1.75,,2.0,1.143,1625.0,0.372,5.0,13.424,21746.0,,543.0,,0.0,0.383,,0.0,0.981,23689.0,,12.0,1.0,0.108,50.0,2.0,1.299,1.54
3366,UPMC JAMESON (390016),2019,Acute Care,Voluntary non-profit - Other,202.0,41.013452,-80.351116,PA,0.717,,4.0,5.579,7334.0,0.918,22.0,23.958,26410.0,1.195,4309.0,,4.0,3.346,0.0,0.0,1.173,26410.0,,,,,73.0,1.0,1.873,0.534
3367,PALMERTON HOSPITAL (390019),2019,Acute Care,Voluntary non-profit - Other,73.0,40.802315,-75.614851,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA) (39001F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,KENSINGTON HOSPITAL (390025),2019,Acute Care,Voluntary non-profit - Other,27.0,,,PA,,,0.0,0.002,4.0,,0.0,0.493,3019.0,0.0,2929.0,,0.0,1.7,,0.0,0.071,3019.0,,,,,,,,
3370,CHESTNUT HILL HOSPITAL (390026),2019,Acute Care,Proprietary,140.0,40.078791,-75.212752,PA,0.42,,1.0,2.381,3081.0,0.733,9.0,12.271,29882.0,1.223,2151.0,,2.0,1.635,0.0,0.0,1.49,29882.0,,68.0,0.0,0.498,20.0,0.0,0.449,
3371,TEMPLE UNIVERSITY HOSPITAL (390027),2019,Acute Care,Voluntary non-profit - Private,764.0,40.004667,-75.1522,PA,1.0,,43.0,43.014,24301.0,0.628,59.0,93.952,152475.0,0.431,31996.0,,16.0,37.129,0.0,0.0,8.459,158504.0,0.735,152.0,1.0,1.36,153.0,4.0,4.761,0.84
3372,UPMC MERCY (390028),2019,Acute Care,Voluntary non-profit - Private,464.0,40.436831,-79.985623,PA,1.061,,26.0,24.499,18068.0,0.802,51.0,63.556,88631.0,0.197,14156.0,,3.0,15.212,0.702,6.0,8.546,94552.0,,16.0,0.0,0.14,127.0,1.0,3.786,0.264
3373,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE (390030),2019,Acute Care,Voluntary non-profit - Private,176.0,40.683749,-76.188858,PA,0.0,,0.0,1.328,1952.0,0.171,2.0,11.726,28606.0,,1089.0,,0.0,0.738,1.499,2.0,1.334,29809.0,,,,,,,,
3374,LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR (390031),2019,Acute Care,Voluntary non-profit - Church,127.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,ALLEGHENY VALLEY HOSPITAL (390032),2019,Acute Care,Voluntary non-profit - Other,211.0,40.617378,-79.737106,PA,0.556,,1.0,1.8,2283.0,0.636,9.0,14.158,17865.0,,1183.0,,3.0,0.953,,0.0,0.84,17865.0,,1.0,0.0,0.01,41.0,2.0,1.089,1.837
3376,ST LUKE'S QUAKERTOWN HOSPITAL (390035),2019,Acute Care,Voluntary non-profit - Private,64.0,40.437795,-75.348774,PA,,,1.0,0.755,1445.0,0.0,0.0,6.694,9587.0,,841.0,,0.0,0.528,,0.0,0.395,9587.0,,,,,32.0,0.0,0.711,
3377,HERITAGE VALLEY BEAVER (390036),2019,Acute Care,Voluntary non-profit - Private,244.0,40.710345,-80.324352,PA,0.364,,2.0,5.49,5538.0,1.126,38.0,33.756,50033.0,0.321,3212.0,,1.0,3.116,0.908,2.0,2.202,52083.0,,72.0,0.0,0.617,177.0,4.0,4.675,0.856
3378,HERITAGE VALLEY SEWICKLEY (390037),2019,Acute Care,Voluntary non-profit - Private,162.0,40.543523,-80.178756,PA,0.0,,0.0,2.524,3583.0,1.357,23.0,16.953,28069.0,0.0,1527.0,,0.0,1.1,0.0,0.0,1.176,29670.0,,10.0,0.0,0.087,89.0,1.0,2.261,0.442
3379,UPMC SOMERSET (390039),2019,Acute Care,Voluntary non-profit - Private,107.0,40.007081,-79.078598,PA,0.0,,0.0,1.135,1648.0,1.91,8.0,4.189,8190.0,,530.0,,0.0,0.371,,0.0,0.256,8190.0,,14.0,0.0,0.097,66.0,0.0,1.783,0.0
3380,SOMERSET HOSPITAL (390039),2019,Acute Care,Voluntary non-profit - Private,107.0,40.007081,-79.078598,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,UNIONTOWN HOSPITAL (390041),2019,Acute Care,Voluntary non-profit - Other,178.0,39.901996,-79.737619,PA,0.824,,4.0,4.856,7137.0,1.201,24.0,19.981,38881.0,0.713,4034.0,,2.0,2.805,0.0,0.0,1.951,40644.0,,60.0,1.0,0.458,86.0,1.0,2.18,0.459
3382,"WASHINGTON HOSPITAL, THE (390042)",2019,Acute Care,Voluntary non-profit - Private,258.0,40.183244,-80.247471,PA,0.386,,3.0,7.768,7202.0,0.785,21.0,26.761,39836.0,0.228,4671.0,,1.0,4.377,0.778,2.0,2.572,41528.0,,102.0,0.0,0.881,172.0,3.0,4.447,0.675
3383,READING HOSPITAL (390044),2019,Acute Care,Voluntary non-profit - Other,689.0,40.329863,-75.948059,PA,0.575,,10.0,17.398,12512.0,0.709,71.0,100.072,133085.0,0.762,14933.0,,12.0,15.754,0.409,4.0,9.771,146364.0,0.262,464.0,1.0,3.816,282.0,5.0,7.862,0.636
3384,WILLIAMSPORT REGIONAL MEDICAL CENTER (390045),2019,Acute Care,Voluntary non-profit - Other,232.0,41.24547,-77.014432,PA,0.869,,7.0,8.059,8227.0,1.369,45.0,32.88,47775.0,0.799,7765.0,,6.0,7.51,1.139,3.0,2.635,50535.0,,15.0,0.0,0.107,83.0,1.0,2.106,0.475
3385,YORK HOSPITAL (390046),2019,Acute Care,Voluntary non-profit - Private,579.0,39.946668,-76.720535,PA,1.1,,27.0,24.549,16776.0,1.104,121.0,109.596,143262.0,0.443,18510.0,,9.0,20.315,0.453,5.0,11.038,158356.0,1.438,423.0,5.0,3.476,363.0,15.0,9.639,1.556
3386,GEISINGER-LEWISTOWN HOSPITAL (390048),2019,Acute Care,Voluntary non-profit - Private,126.0,40.617853,-77.567402,PA,0.677,,1.0,1.478,2163.0,0.545,9.0,16.507,20362.0,0.995,1482.0,,1.0,1.005,0.642,1.0,1.558,21461.0,,103.0,1.0,0.863,44.0,1.0,1.18,0.847
3387,ST LUKE'S HOSPITAL BETHLEHEM (390049),2019,Acute Care,Voluntary non-profit - Private,581.0,40.608697,-75.392507,PA,0.454,,10.0,22.027,16720.0,0.422,41.0,97.146,139322.0,0.287,20021.0,,6.0,20.871,0.684,7.0,10.233,154043.0,0.0,292.0,0.0,2.394,342.0,9.0,8.918,1.009
3388,ALLEGHENY GENERAL HOSPITAL (390050),2019,Acute Care,Voluntary non-profit - Other,539.0,40.456149,-80.003249,PA,1.008,,54.0,53.586,28683.0,0.557,53.0,95.194,128887.0,0.536,30976.0,,19.0,35.432,0.595,8.0,13.449,128887.0,,7.0,0.0,0.058,434.0,9.0,12.501,0.72
3389,PENN HIGHLANDS CLEARFIELD (390052),2019,Acute Care,Voluntary non-profit - Other,71.0,41.033012,-78.449999,PA,,,0.0,0.797,1626.0,1.613,4.0,2.48,6714.0,,217.0,,0.0,0.126,,0.0,0.171,6714.0,,9.0,0.0,0.094,15.0,0.0,0.356,
3390,J C BLAIR MEMORIAL HOSPITAL (390056),2019,Acute Care,Voluntary non-profit - Other,70.0,40.493656,-78.013908,PA,,,1.0,0.546,1070.0,0.535,3.0,5.606,8926.0,,677.0,,0.0,0.411,,0.0,0.318,9488.0,,23.0,0.0,0.194,22.0,1.0,0.7,
3391,GRAND VIEW HOSPITAL (390057),2019,Acute Care,Voluntary non-profit - Other,186.0,40.362567,-75.324169,PA,3.232,,5.0,1.547,2183.0,1.417,24.0,16.932,29064.0,1.211,2355.0,,2.0,1.651,0.0,0.0,1.0,31973.0,,36.0,0.0,0.258,79.0,2.0,2.026,0.987
3392,CARLISLE REGIONAL MEDICAL CENTER (390058),2019,Acute Care,Proprietary,137.0,40.184767,-77.223007,PA,0.0,,0.0,2.421,3514.0,0.737,7.0,9.504,15009.0,0.0,2313.0,,0.0,1.598,,0.0,0.539,15775.0,,88.0,0.0,0.72,60.0,1.0,1.579,0.633
3393,ERIE VA MEDICAL CENTER (39005F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,UPMC PINNACLE LANCASTER (390061),2019,Acute Care,Proprietary,186.0,,,PA,2.033,,4.0,1.968,2809.0,1.063,6.0,5.646,13859.0,3.516,1981.0,,5.0,1.422,,0.0,0.641,14369.0,,70.0,0.0,0.556,23.0,2.0,0.678,
3395,LANCASTER REGIONAL MEDICAL CENTER (390061),2019,Acute Care,Proprietary,186.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,CONEMAUGH NASON MEDICAL CENTER (390062),2019,Acute Care,Voluntary non-profit - Private,45.0,40.338067,-78.388945,PA,,,3.0,0.382,770.0,,1.0,0.866,4475.0,,95.0,,0.0,0.056,,0.0,0.117,5101.0,,8.0,0.0,0.067,25.0,0.0,0.625,
3397,UPMC HAMOT (390063),2019,Acute Care,Voluntary non-profit - Private,412.0,42.133331,-80.087825,PA,0.544,,13.0,23.877,15983.0,0.651,47.0,72.189,98245.0,1.268,13586.0,,19.0,14.981,0.75,6.0,7.997,105552.0,0.807,147.0,1.0,1.239,230.0,7.0,6.793,1.03
3398,GETTYSBURG HOSPITAL (390065),2019,Acute Care,Voluntary non-profit - Other,75.0,39.823317,-77.234044,PA,1.808,,3.0,1.659,3268.0,0.801,7.0,8.741,18704.0,0.0,1896.0,,0.0,1.136,,0.0,0.703,19649.0,,60.0,0.0,0.518,83.0,5.0,2.131,2.346
3399,GOOD SAMARITAN HOSPITAL (390066),2019,Acute Care,Voluntary non-profit - Other,155.0,40.146353,-77.128598,PA,1.23,,4.0,3.252,4674.0,1.055,22.0,20.86,30986.0,0.589,2373.0,,1.0,1.697,2.757,3.0,1.088,32611.0,0.0,166.0,0.0,1.38,95.0,1.0,2.57,0.389
3400,PINNACLE HEALTH HOSPITALS (390067),2019,Acute Care,Voluntary non-profit - Other,600.0,40.256258,-76.875329,PA,0.333,,12.0,35.985,31988.0,1.217,148.0,121.574,159760.0,0.345,29445.0,,10.0,29.011,0.918,11.0,11.989,173767.0,0.77,611.0,4.0,5.193,525.0,0.0,13.275,0.0
3401,HEART OF LANCASTER MEDICAL CENTER (390068),2019,Acute Care,Proprietary,86.0,40.134257,-76.309414,PA,,,1.0,0.954,1229.0,0.232,1.0,4.308,8303.0,,630.0,,0.0,0.527,,0.0,0.387,10104.0,,112.0,0.0,0.968,13.0,0.0,0.342,
3402,LEBANON VA MEDICAL CENTER (39006F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,LOWER BUCKS HOSPITAL (390070),2019,Acute Care,Proprietary,157.0,40.104065,-74.864626,PA,0.842,,1.0,1.188,1400.0,0.743,7.0,9.425,13690.0,,704.0,,0.0,0.616,,0.0,0.556,13690.0,,,,,5.0,0.0,0.126,
3404,LOCK HAVEN HOSPITAL (390071),2019,Acute Care,Proprietary,127.0,41.132812,-77.470183,PA,,,1.0,0.239,484.0,0.0,0.0,1.306,3436.0,,183.0,,0.0,0.107,,0.0,0.066,3436.0,,,,,2.0,0.0,0.058,
3405,BERWICK HOSPITAL CENTER (390072),2019,Acute Care,Proprietary,283.0,41.070159,-76.230804,PA,,,0.0,0.462,647.0,0.0,0.0,4.166,6182.0,,80.0,,0.0,0.051,,0.0,0.176,6182.0,,8.0,0.0,0.076,2.0,0.0,0.06,
3406,UPMC ALTOONA (390073),2019,Acute Care,Voluntary non-profit - Private,368.0,40.521142,-78.398184,PA,1.059,,19.0,17.934,15552.0,0.712,40.0,56.186,98001.0,0.197,10472.0,,2.0,10.129,0.438,3.0,6.857,101149.0,,106.0,0.0,0.939,236.0,2.0,6.682,0.299
3407,BRANDYWINE HOSPITAL (390076),2019,Acute Care,Proprietary,173.0,40.009586,-75.790263,PA,0.664,,1.0,1.507,1919.0,1.173,28.0,23.871,32143.0,0.0,1596.0,,0.0,1.296,0.0,0.0,1.299,32143.0,,44.0,1.0,0.334,64.0,0.0,1.731,0.0
3408,ROBERT PACKER HOSPITAL (390079),2019,Acute Care,Voluntary non-profit - Other,261.0,,,PA,1.232,,10.0,8.117,8373.0,1.07,43.0,40.185,62672.0,1.156,6398.0,,7.0,6.056,1.255,4.0,3.186,63512.0,,26.0,0.0,0.216,202.0,7.0,5.508,1.271
3409,JEANES HOSPITAL (390080),2019,Acute Care,Voluntary non-profit - Private,159.0,40.069071,-75.086551,PA,0.34,,1.0,2.939,3689.0,0.797,17.0,21.328,34412.0,0.53,4639.0,,2.0,3.772,0.0,0.0,1.493,34412.0,,67.0,0.0,0.507,38.0,0.0,1.003,0.0
3410,DELAWARE COUNTY MEMORIAL HOSPITAL (390081),2019,Acute Care,Voluntary non-profit - Private,170.0,39.953877,-75.283921,PA,1.639,,4.0,2.44,3078.0,0.535,10.0,18.699,25285.0,0.0,2705.0,,0.0,2.223,0.0,0.0,1.184,28528.0,,18.0,1.0,0.175,32.0,2.0,0.852,
3411,SUNBURY COMMUNITY HOSPITAL (390084),2019,Acute Care,Proprietary,82.0,40.862243,-76.778268,PA,,,0.0,0.186,381.0,0.0,0.0,1.698,5930.0,,30.0,,0.0,0.018,,0.0,0.157,5930.0,,,,,5.0,0.0,0.109,
3412,PENN HIGHLANDS DUBOIS (390086),2019,Acute Care,Voluntary non-profit - Other,220.0,41.114349,-78.775736,PA,0.288,,2.0,6.941,5536.0,0.563,15.0,26.623,30117.0,0.0,3070.0,,0.0,2.8,0.501,1.0,1.998,34420.0,,20.0,0.0,0.157,108.0,3.0,2.626,1.142
3413,WEST PENN HOSPITAL (390090),2019,Acute Care,Voluntary non-profit - Private,299.0,40.462419,-79.946435,PA,0.471,,5.0,10.615,7357.0,0.931,35.0,37.612,53276.0,1.0,8808.0,,12.0,12.004,0.707,3.0,4.242,76349.0,2.581,297.0,6.0,2.325,96.0,1.0,2.695,0.371
3414,UPMC NORTHWEST (390091),2019,Acute Care,Voluntary non-profit - Other,174.0,41.360026,-79.707926,PA,0.0,,0.0,2.276,2251.0,0.623,11.0,17.669,28385.0,1.522,1436.0,,2.0,1.314,0.0,0.0,1.408,29886.0,,9.0,0.0,0.077,30.0,0.0,0.811,
3415,CLARION HOSPITAL (390093),2019,Acute Care,Voluntary non-profit - Other,69.0,,,PA,,,1.0,0.721,908.0,1.283,5.0,3.897,7518.0,,755.0,,0.0,0.597,,0.0,0.317,7705.0,,2.0,0.0,0.018,30.0,1.0,0.842,
3416,ST JOSEPH MEDICAL CENTER (390096),2019,Acute Care,Voluntary non-profit - Church,178.0,40.376717,-75.977661,PA,2.316,,4.0,1.727,2103.0,1.056,32.0,30.312,32256.0,0.926,2484.0,,2.0,2.159,0.0,0.0,1.974,34629.0,,82.0,0.0,0.686,74.0,0.0,2.058,0.0
3417,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER (390097),2019,Acute Care,Voluntary non-profit - Church,253.0,40.108944,-75.081101,PA,0.29,,2.0,6.885,6025.0,1.101,20.0,18.173,34042.0,0.613,3239.0,,2.0,3.263,1.136,2.0,1.76,46698.0,,41.0,0.0,0.292,94.0,0.0,2.175,0.0
3418,PHILADELPHIA VA MEDICAL CENTER (39009F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,LANCASTER GENERAL HOSPITAL (390100),2019,Acute Care,Voluntary non-profit - Other,612.0,40.046975,-76.305328,PA,0.677,,15.0,22.141,16188.0,0.504,47.0,93.338,135191.0,0.993,15557.0,,17.0,17.12,0.192,2.0,10.435,149454.0,0.26,463.0,1.0,3.852,380.0,7.0,9.959,0.703
3420,MEMORIAL HOSPITAL (390101),2019,Acute Care,Voluntary non-profit - Private,91.0,,,PA,,,0.0,0.904,1222.0,0.85,9.0,10.594,15765.0,,592.0,,0.0,0.443,,1.0,0.602,16163.0,,107.0,0.0,0.885,27.0,0.0,0.775,
3421,UPMC ST MARGARET (390102),2019,Acute Care,Voluntary non-profit - Private,245.0,40.487472,-79.896038,PA,0.387,,3.0,7.748,7566.0,0.726,25.0,34.428,49814.0,1.08,6324.0,,6.0,5.555,0.0,0.0,3.493,49814.0,,16.0,0.0,0.124,169.0,5.0,4.28,1.168
3422,KANE COMMUNITY HOSPITAL (390104),2019,Acute Care,Voluntary non-profit - Private,31.0,41.673401,-78.731025,PA,,,0.0,0.096,180.0,,0.0,0.6,1894.0,,10.0,,0.0,0.007,,0.0,0.037,1894.0,,,,,,,,
3423,UPMC PASSAVANT (390107),2019,Acute Care,Voluntary non-profit - Private,385.0,40.568235,-80.016518,PA,0.203,,3.0,14.792,15520.0,0.995,58.0,58.306,81729.0,1.041,13533.0,,12.0,11.523,0.393,2.0,5.091,81729.0,,82.0,1.0,0.657,402.0,6.0,10.344,0.58
3424,CONEMAUGH MEMORIAL MEDICAL CENTER (390110),2019,Acute Care,Voluntary non-profit - Private,487.0,40.305198,-78.918249,PA,0.86,,11.0,12.792,12230.0,0.946,60.0,63.397,86910.0,0.527,7817.0,,4.0,7.588,1.098,7.0,6.375,93355.0,,50.0,0.0,0.404,147.0,2.0,4.083,0.49
3425,HOSPITAL OF UNIV OF PENNSYLVANIA (390111),2019,Acute Care,Voluntary non-profit - Private,808.0,,,PA,0.984,,51.0,51.83,33825.0,1.216,223.0,183.405,227436.0,1.132,50983.0,,62.0,54.753,1.127,23.0,20.406,248197.0,0.308,401.0,1.0,3.243,624.0,10.0,17.281,0.579
3426,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER (390112),2019,Acute Care,Voluntary non-profit - Private,56.0,40.242123,-78.837917,PA,,,0.0,0.244,495.0,0.0,0.0,2.459,3958.0,,80.0,,0.0,0.048,,0.0,0.085,3958.0,,7.0,0.0,0.063,53.0,0.0,1.455,0.0
3427,MEADVILLE MEDICAL CENTER (390113),2019,Acute Care,Voluntary non-profit - Private,216.0,41.641788,-80.146336,PA,1.0,,4.0,4.001,3839.0,0.771,21.0,27.252,33842.0,0.927,2435.0,,2.0,2.157,0.0,0.0,2.3,33842.0,,85.0,1.0,0.714,18.0,1.0,0.398,
3428,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2019,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,0.659,,3.0,4.552,5676.0,0.872,20.0,22.939,51654.0,0.309,7749.0,,3.0,9.717,1.13,3.0,2.656,91859.0,0.551,416.0,2.0,3.628,76.0,2.0,1.988,1.006
3429,ARIA HEALTH (390115),2019,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,0.694,,14.0,20.17,16395.0,0.594,44.0,74.114,105592.0,0.568,10456.0,,6.0,10.559,0.58,4.0,6.892,105592.0,,56.0,0.0,0.526,174.0,3.0,4.657,0.644
3430,SUBURBAN COMMUNITY HOSPITAL (390116),2019,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,0.0,,0.0,1.635,1975.0,0.688,3.0,4.362,9682.0,,928.0,,1.0,0.801,,0.0,0.298,9682.0,,31.0,0.0,0.257,26.0,1.0,0.672,
3431,UPMC BEDFORD MEMORIAL (390117),2019,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,,,0.0,0.732,1472.0,0.0,0.0,4.193,6306.0,,329.0,,0.0,0.192,,1.0,0.139,6306.0,,29.0,1.0,0.236,6.0,0.0,0.14,
3432,BRADFORD REGIONAL MEDICAL CENTER (390118),2019,Acute Care,Voluntary non-profit - Private,185.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,MOSES TAYLOR HOSPITAL (390119),2019,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,0.402,,2.0,4.978,5701.0,0.829,16.0,19.31,32558.0,0.0,3025.0,,0.0,2.522,0.468,1.0,2.136,40723.0,,119.0,0.0,0.96,72.0,0.0,1.91,0.0
3434,POTTSTOWN HOSPITAL (390123),2019,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,0.0,,0.0,4.14,4978.0,0.776,18.0,23.189,35956.0,0.334,3865.0,,1.0,2.996,0.638,1.0,1.568,36984.0,,24.0,1.0,0.201,24.0,1.0,0.571,
3435,WAYNE MEMORIAL HOSPITAL (390125),2019,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,0.0,,0.0,1.057,1555.0,1.196,10.0,8.363,10193.0,,747.0,,0.0,0.511,,0.0,0.418,11155.0,,19.0,0.0,0.182,41.0,1.0,1.08,0.926
3436,PHOENIXVILLE HOSPITAL (390127),2019,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,0.993,,3.0,3.022,4320.0,1.112,21.0,18.878,29268.0,2.177,3248.0,,5.0,2.297,1.29,2.0,1.55,32213.0,,117.0,2.0,0.942,72.0,2.0,1.779,1.124
3437,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR (39012F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,CONEMAUGH MINERS MEDICAL CENTER (390130),2019,Acute Care,Proprietary,30.0,40.658913,-78.705799,PA,,,0.0,0.076,155.0,,0.0,0.561,1986.0,,84.0,,0.0,0.05,,0.0,0.036,1986.0,,,,,,,,
3439,LEHIGH VALLEY HOSPITAL (390133),2019,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,0.577,,26.0,45.069,26789.0,0.633,107.0,168.94,204231.0,0.295,32013.0,,11.0,37.26,0.501,7.0,13.976,224686.0,0.569,406.0,2.0,3.515,558.0,10.0,14.8,0.676
3440,WILKES-BARRE GENERAL HOSPITAL (390137),2019,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,0.639,,7.0,10.957,8257.0,0.924,49.0,53.017,61827.0,0.167,5658.0,,1.0,5.973,1.025,5.0,4.88,64618.0,,47.0,1.0,0.357,184.0,3.0,4.575,0.656
3441,WAYNESBORO HOSPITAL (390138),2019,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,,,0.0,0.658,1117.0,0.142,1.0,7.022,9782.0,,522.0,,0.0,0.367,,0.0,0.392,10621.0,,15.0,0.0,0.139,15.0,0.0,0.419,
3442,MAIN LINE HOSPITAL BRYN MAWR CAMPUS (390139),2019,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,1.648,,14.0,8.497,6627.0,0.416,16.0,38.426,54037.0,0.568,5417.0,,3.0,5.282,0.408,1.0,2.453,60038.0,,34.0,0.0,0.233,98.0,0.0,2.391,0.0
3443,WILKES BARRE VA MEDICAL CENTER (39013F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,ALBERT EINSTEIN MEDICAL CENTER (390142),2019,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,1.753,,28.0,15.97,11771.0,0.541,34.0,62.858,102964.0,0.96,10500.0,,11.0,11.462,0.976,9.0,9.218,114160.0,,73.0,1.0,0.611,106.0,4.0,3.335,1.199
3445,EXCELA HEALTH WESTMORELAND HOSPITAL (390145),2019,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,1.172,,8.0,6.824,7751.0,0.989,55.0,55.595,67912.0,0.543,4464.0,,2.0,3.681,0.876,3.0,3.425,71254.0,,82.0,0.0,0.678,114.0,2.0,3.053,0.655
3446,WARREN GENERAL HOSPITAL (390146),2019,Acute Care,Voluntary non-profit - Private,90.0,,,PA,0.0,,0.0,1.076,1577.0,1.774,7.0,3.946,6122.0,,642.0,,0.0,0.388,,0.0,0.164,6122.0,,12.0,0.0,0.111,13.0,1.0,0.326,
3447,MONONGAHELA VALLEY HOSPITAL (390147),2019,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,0.304,,1.0,3.288,4478.0,1.116,24.0,21.498,38267.0,0.385,3742.0,,1.0,2.595,0.638,1.0,1.567,38267.0,,2.0,0.0,0.013,69.0,0.0,1.859,0.0
3448,WASHINGTON HEALTH SYSTEM GREENE (390150),2019,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,,,0.0,0.194,397.0,0.0,0.0,1.133,2858.0,,227.0,,0.0,0.132,,1.0,0.065,2858.0,,,,,,,,
