,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3453,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2014,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,0.0,,0.0,1.22,939.0,0.468,5.0,10.68,15429.0,,563.0,,2.0,0.845,,2.0,0.58,15429.0,,1.0,0.0,0.006,25.0,2.0,0.767,
3454,WELLSPAN SURGERY AND REHABILITATION HOSPITAL (390327),2014,Acute Care,Voluntary non-profit - Private,73.0,39.923277,-76.716898,PA,,,,,,0.628,4.0,6.369,11017.0,,,,,,,0.0,0.395,11017.0,,,,,,,,
3455,UPMC EAST (390328),2014,Acute Care,Voluntary non-profit - Private,156.0,40.437014,-79.758458,PA,0.883,,3.0,3.398,2833.0,0.426,2.0,4.696,21639.0,0.53,2516.0,,2.0,3.775,0.0,0.0,1.239,21639.0,,1.0,0.0,0.007,33.0,2.0,0.999,
3456,EINSTEIN MEDICAL CENTER MONTGOMERY (390329),2014,Acute Care,Voluntary non-profit - Private,167.0,40.150854,-75.343235,PA,0.728,,2.0,2.749,2291.0,0.983,17.0,17.287,24280.0,0.0,2335.0,,0.0,3.696,0.714,1.0,1.4,29111.0,,97.0,0.0,0.822,46.0,0.0,1.358,0.0
3457,JERSEY SHORE HOSPITAL (391300),2014,Critical Access,Voluntary non-profit - Private,157.0,41.201647,-77.267956,PA,,,0.0,0.168,84.0,,,,,,28.0,,0.0,0.056,,,,,,,,,18.0,0.0,0.561,
3458,MUNCY VALLEY HOSPITAL (391301),2014,Critical Access,Voluntary non-profit - Private,158.0,41.209126,-76.77528,PA,,,,,,0.511,1.0,1.958,3586.0,,,,,,,0.0,0.128,3586.0,,,,,8.0,1.0,0.226,
3459,MEYERSDALE COMMUNITY HOSPITAL (391302),2014,Critical Access,Proprietary,20.0,39.809281,-79.025338,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,FULTON COUNTY MEDICAL CENTER (391303),2014,Critical Access,Voluntary non-profit - Private,88.0,39.936716,-78.009,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,BUCKTAIL MEDICAL CENTER (391304),2014,Critical Access,Voluntary non-profit - Private,62.0,41.326938,-77.737445,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,TROY COMMUNITY HOSPITAL (391305),2014,Critical Access,Voluntary non-profit - Private,25.0,41.792963,-76.794222,PA,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.032,
3463,ENDLESS MOUNTAINS HEALTH SYSTEMS (391306),2014,Critical Access,Voluntary non-profit - Private,25.0,41.83573,-75.836978,PA,,,0.0,0.021,16.0,,1.0,0.875,1702.0,,,,,,,0.0,0.061,1702.0,,,,,,,,
3464,TYRONE HOSPITAL (391307),2014,Critical Access,Voluntary non-profit - Private,25.0,40.674843,-78.252302,PA,,,0.0,0.103,79.0,,,,,,25.0,,0.0,0.039,,,,,,3.0,0.0,0.012,7.0,0.0,0.167,
3465,CORRY MEMORIAL HOSPITAL (391308),2014,Critical Access,Government - Hospital District or Authority,21.0,41.935379,-79.612891,PA,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.033,
3466,BARNES-KASSON COUNTY HOSPITAL (391309),2014,Critical Access,Voluntary non-profit - Private,83.0,41.947372,-75.594016,PA,,,0.0,0.103,80.0,,,,,,,,,,,,,,,,,,,,,
3467,MID-VALLEY HOSPITAL (391311),2014,Critical Access,Proprietary,25.0,,,PA,,,,,,4.673,6.0,1.284,2465.0,,,,,,,0.0,0.089,2465.0,,,,,,,,
3468,PENN HIGHLANDS BROOKVILLE (391312),2014,Critical Access,Voluntary non-profit - Private,34.0,41.156473,-79.092884,PA,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.008,5.0,1.0,0.14,
3469,CHARLES COLE MEMORIAL HOSPITAL (391313),2014,Critical Access,Voluntary non-profit - Other,78.0,41.770667,-77.979741,PA,,,0.0,0.432,332.0,0.416,2.0,4.813,8489.0,,267.0,,0.0,0.401,,1.0,0.376,8981.0,,16.0,0.0,0.158,27.0,0.0,0.802,
3470,CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC (393302),2014,Childrens,Voluntary non-profit - Other,308.0,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,CHILDREN'S HOSPITAL OF PHILADELPHIA (393303),2014,Childrens,Voluntary non-profit - Private,545.0,39.948669,-75.192906,PA,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,PRESBYTERIAN COMMUNITY HOSP (400001),2014,Acute Care,Voluntary non-profit - Other,182.0,,,PR,2.467,,3.0,1.216,608.0,,,,,1.94,1628.0,,6.0,3.093,,,,,,,,,,,,
3473,"ASOCIACION HOSPITAL DEL MAESTRO, INC (400004)",2014,Acute Care,Voluntary non-profit - Other,169.0,,,PR,1.187,,3.0,2.528,1099.0,,,,,,334.0,,4.0,0.702,,,,,,,,,,,,
3474,DOCTORS' CENTER HOSPITAL SAN JUAN (400006),2014,Acute Care,Proprietary,130.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,RYDER MEMORIAL HOSPITAL INC (400007),2014,Acute Care,Voluntary non-profit - Private,227.0,,,PR,0.0,,0.0,3.415,2846.0,,,,,0.0,1334.0,,0.0,2.001,,,,,,,,,,,,
3476,HOSPITAL ORIENTE (400011),2014,Acute Care,Proprietary,67.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,HOSPITAL MENONITA DE CAYEY (400013),2014,Acute Care,Voluntary non-profit - Private,220.0,,,PR,1.998,,2.0,1.001,770.0,,,,,,254.0,,3.0,0.415,,,,,,,,,,,,
3478,BELLA VISTA HOSPITAL (400014),2014,Acute Care,Voluntary non-profit - Church,182.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,SAN JUAN MUNICIPAL HOSPITAL (400015),2014,Acute Care,Voluntary non-profit - Other,171.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,AUXILIO MUTUO HOSPITAL (400016),2014,Acute Care,Voluntary non-profit - Private,514.0,,,PR,1.227,,14.0,11.408,6323.0,,,,,0.429,6454.0,,5.0,11.644,0.275,2.0,7.272,101043.0,,,,,,,,
3481,HOSPITAL PAVIA SANTURCE (400019),2014,Acute Care,Voluntary non-profit - Private,194.0,,,PR,0.229,,2.0,8.718,4359.0,,,,,0.838,4263.0,,7.0,8.356,,,,,,,,,,,,
3482,HOSPITAL DE LA CONCEPCION (400021),2014,Acute Care,Voluntary non-profit - Church,181.0,,,PR,0.359,,2.0,5.572,2786.0,1.276,20.0,15.674,26535.0,1.994,1003.0,,4.0,2.006,,,,,,,,,,,,
3483,HOSPITAL DAMAS INC (400022),2014,Acute Care,Voluntary non-profit - Private,214.0,,,PR,0.981,,6.0,6.119,3833.0,,,,,0.663,2564.0,,3.0,4.524,,0.0,0.651,15390.0,,,,,,,,
3484,HOSPITAL HERMANOS MELENDEZ INC (400032),2014,Acute Care,Proprietary,226.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,SAN JUAN VA MEDICAL CENTER (40003F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,SAN LUKE'S MEMORIAL HOSPITAL INC (400044),2014,Acute Care,Voluntary non-profit - Church,336.0,,,PR,1.18,,13.0,11.019,7943.0,0.177,8.0,45.267,74540.0,1.096,4691.0,,8.0,7.301,,,,,,,,,,,,
3487,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC (400048),2014,Acute Care,Voluntary non-profit - Church,119.0,,,PR,0.803,,1.0,1.246,958.0,,,,,,169.0,,1.0,0.255,,,,,,,,,,,,
3488,HOSPITAL SAN FRANCISCO (400098),2014,Acute Care,Proprietary,137.0,,,PR,0.0,,0.0,1.734,1333.0,,,,,1.646,809.0,,2.0,1.215,,,,,,,,,,,,
3489,DOCTORS CENTER HOSPITAL BAYAMON (400102),2014,Acute Care,Proprietary,140.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC (400103),2014,Acute Care,Proprietary,192.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,HOSPITAL MENONITA CAGUAS INC (400104),2014,Acute Care,Voluntary non-profit - Private,175.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU (400105),2014,Acute Care,Government - State,112.0,,,PR,1.478,,3.0,2.03,1015.0,,,,,,349.0,,2.0,0.663,,,,,,,,,,,,
3493,HOSPITAL HIMA-SAN PABLO BAYAMON (400109),2014,Acute Care,Proprietary,412.0,18.397664,-66.149674,PR,0.892,,19.0,21.303,9980.0,0.338,10.0,29.566,53928.0,0.549,6322.0,,6.0,10.937,0.0,0.0,2.365,45736.0,,,,,,,,
3494,MANATI MEDICAL CENTER DR OTERO LOPEZ (400114),2014,Acute Care,Proprietary,247.0,,,PR,1.588,,7.0,4.407,3390.0,,,,,1.376,968.0,,2.0,1.453,,,,,,,,,,,,
3495,CENTRO MEDICO WILMA N VAZQUEZ (400115),2014,Acute Care,Proprietary,142.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,"DOCTORS' CENTER HOSPITAL, INC (400118)",2014,Acute Care,Proprietary,255.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,HIMA SAN PABLO-CAGUAS (400120),2014,Acute Care,Proprietary,418.0,,,PR,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,CENTRO CARDIOVASCULAR (400124),2014,Acute Care,Government - State,156.0,,,PR,0.0,,0.0,11.405,7738.0,,,,,0.0,7054.0,,0.0,11.399,,,,,,,,,,,,
3499,HOSPITAL METROPOLITANO SAN GERMAN (400126),2014,Acute Care,Voluntary non-profit - Private,72.0,,,PR,,,,,,0.232,1.0,4.305,9870.0,,,,,,,,,,,,,,,,,
3500,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC (400127),2014,Acute Care,Government - Local,76.0,,,PR,1.45,,35.0,24.137,7099.0,,,,,0.874,6038.0,,19.0,21.737,,,,,,,,,,,,
3501,"HOSPITAL PAVIA HATO REY, INC (400128)",2014,Acute Care,Voluntary non-profit - Private,161.0,,,PR,0.0,,0.0,1.528,1175.0,,,,,,351.0,,0.0,0.528,,,,,,,,,,,,
3502,MEMORIAL HOSPITAL OF RHODE ISLAND (410001),2014,Acute Care,Voluntary non-profit - Private,135.0,,,RI,0.552,,2.0,3.625,1576.0,1.4,29.0,20.707,18512.0,0.0,721.0,,0.0,1.515,1.636,3.0,1.834,19343.0,,25.0,0.0,0.199,30.0,0.0,0.894,
3503,ROGER WILLIAMS MEDICAL CENTER (410004),2014,Acute Care,Voluntary non-profit - Private,163.0,41.834015,-71.43458,RI,1.033,,3.0,2.905,1936.0,0.974,17.0,17.452,20592.0,0.0,1442.0,,0.0,2.355,,0.0,0.95,20592.0,,18.0,0.0,0.126,91.0,6.0,2.758,2.175
3504,ST JOSEPH HEALTH SERVICES OF RI (410005),2014,Acute Care,Voluntary non-profit - Private,286.0,41.855796,-71.458498,RI,1.495,,4.0,2.675,2057.0,1.117,26.0,23.273,31727.0,0.787,846.0,,1.0,1.27,3.002,6.0,1.999,31727.0,,11.0,0.0,0.095,107.0,2.0,3.17,0.631
3505,NEWPORT HOSPITAL (410006),2014,Acute Care,Voluntary non-profit - Private,123.0,41.497809,-71.306193,RI,0.0,,0.0,1.509,1161.0,0.928,15.0,16.167,19690.0,,451.0,,0.0,0.678,,0.0,0.739,20622.0,,20.0,0.0,0.156,47.0,4.0,1.315,3.042
3506,RHODE ISLAND HOSPITAL (410007),2014,Acute Care,Voluntary non-profit - Private,701.0,41.811956,-71.407049,RI,1.473,,59.0,40.062,14582.0,1.371,184.0,134.234,136799.0,0.534,14620.0,,18.0,33.687,0.96,11.0,11.458,136799.0,,7.0,0.0,0.082,209.0,8.0,6.498,1.231
3507,SOUTH COUNTY HOSPITAL INC (410008),2014,Acute Care,Voluntary non-profit - Private,86.0,41.431883,-71.495882,RI,1.06,,2.0,1.886,1450.0,0.884,8.0,9.049,14820.0,,627.0,,0.0,0.942,,0.0,0.597,15803.0,,31.0,0.0,0.259,55.0,0.0,1.642,0.0
3508,KENT COUNTY MEMORIAL HOSPITAL (410009),2014,Acute Care,Proprietary,334.0,41.704478,-71.477902,RI,1.684,,7.0,4.158,3199.0,1.451,65.0,44.787,46359.0,0.977,2047.0,,3.0,3.072,2.055,5.0,2.433,48724.0,,84.0,1.0,0.617,132.0,6.0,3.987,1.505
3509,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND (410010),2014,Acute Care,Voluntary non-profit - Private,247.0,41.8102,-71.411562,RI,,,,,,0.048,1.0,20.62,24815.0,0.224,3503.0,,2.0,8.936,0.0,0.0,2.883,58133.0,1.15,1079.0,9.0,7.827,20.0,1.0,0.551,
3510,"LANDMARK MEDICAL CENTER,  INC (410011)",2014,Acute Care,Voluntary non-profit - Private,141.0,42.00532,-71.49621,RI,0.536,,1.0,1.864,1434.0,1.28,23.0,17.963,26140.0,0.305,2185.0,,1.0,3.279,,0.0,0.993,26556.0,,37.0,0.0,0.366,30.0,1.0,0.935,
3511,MIRIAM HOSPITAL (410012),2014,Acute Care,Voluntary non-profit - Private,247.0,41.851653,-71.397562,RI,2.689,,14.0,5.207,3733.0,1.364,77.0,56.462,53569.0,0.655,2871.0,,3.0,4.581,1.074,3.0,2.793,53569.0,,17.0,0.0,0.122,222.0,9.0,6.145,1.465
3512,WESTERLY HOSPITAL (410013),2014,Acute Care,Voluntary non-profit - Private,82.0,41.362798,-71.825814,RI,0.923,,1.0,1.084,834.0,1.196,8.0,6.688,10706.0,,368.0,,2.0,0.552,,1.0,0.556,11254.0,,11.0,0.0,0.085,52.0,2.0,1.545,1.294
3513,PROVIDENCE VA MEDICAL CENTER (41005F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,PIEDMONT MEDICAL CENTER (420002),2014,Acute Care,Proprietary,289.0,34.955198,-81.05125,SC,0.582,,3.0,5.159,4007.0,1.426,44.0,30.866,44481.0,0.595,2239.0,,2.0,3.359,0.0,0.0,2.39,48259.0,,29.0,0.0,0.279,141.0,1.0,4.515,0.221
3515,MUSC MEDICAL CENTER (420004),2014,Acute Care,Government - State,783.0,32.7854,-79.946559,SC,2.98,,166.0,55.696,20360.0,0.531,79.0,148.802,160734.0,0.457,22993.0,,26.0,56.905,0.35,8.0,22.868,177112.0,2.002,240.0,5.0,2.497,222.0,9.0,7.479,1.203
3516,MCLEOD MEDICAL CENTER - DILLON (420005),2014,Acute Care,Voluntary non-profit - Private,66.0,34.421266,-79.366107,SC,,,1.0,0.702,540.0,0.481,2.0,4.157,6805.0,,91.0,,0.0,0.137,,0.0,0.266,7430.0,,21.0,0.0,0.173,16.0,0.0,0.518,
3517,SPARTANBURG REGIONAL MEDICAL CENTER (420007),2014,Acute Care,Government - Hospital District or Authority,557.0,34.967852,-81.939927,SC,1.869,,27.0,14.448,6558.0,0.444,41.0,92.262,104970.0,0.533,11426.0,,13.0,24.409,0.556,6.0,10.795,114439.0,0.382,472.0,2.0,5.234,266.0,11.0,9.217,1.193
3518,OCONEE MEDICAL CENTER (420009),2014,Acute Care,Government - Hospital District or Authority,261.0,34.69712,-82.984385,SC,1.115,,2.0,1.793,1379.0,0.863,11.0,12.739,17710.0,,436.0,,1.0,0.655,0.0,0.0,1.146,18356.0,,14.0,0.0,0.119,32.0,0.0,0.974,
3519,CAROLINA PINES REGIONAL MEDICAL CENTER (420010),2014,Acute Care,Proprietary,116.0,34.348675,-80.105767,SC,0.373,,1.0,2.681,2062.0,0.143,1.0,7.006,12683.0,0.813,819.0,,1.0,1.23,,1.0,0.811,13196.0,,58.0,0.0,0.595,38.0,1.0,1.288,0.776
3520,CANNON MEMORIAL HOSPITAL (420011),2014,Acute Care,Voluntary non-profit - Private,42.0,34.874944,-82.704631,SC,,,0.0,0.273,210.0,,0.0,0.995,2679.0,,68.0,,0.0,0.103,,0.0,0.418,2679.0,,,,,,,,
3521,BAPTIST EASLEY HOSPITAL (420015),2014,Acute Care,Voluntary non-profit - Private,80.0,34.839651,-82.607064,SC,0.746,,1.0,1.341,1031.0,0.825,8.0,9.698,14961.0,0.0,738.0,,0.0,1.108,,0.0,0.939,15746.0,,38.0,0.0,0.447,51.0,1.0,1.706,0.586
3522,BARNWELL COUNTY HOSPITAL (420016),2014,Acute Care,Proprietary,27.0,,,SC,,,,,,,0.0,0.902,1643.0,,,,,,,0.0,0.058,1643.0,,,,,,,,
3523,PALMETTO HEALTH RICHLAND (420018),2014,Acute Care,Voluntary non-profit - Private,671.0,34.026699,-81.035032,SC,1.534,,57.0,37.168,14335.0,0.703,87.0,123.772,139511.0,0.585,21957.0,,34.0,58.086,1.219,18.0,14.764,157000.0,0.875,430.0,4.0,4.573,96.0,4.0,3.539,1.13
3524,CHESTER REGIONAL MEDICAL CENTER (420019),2014,Acute Care,Proprietary,124.0,34.683429,-81.184551,SC,,,0.0,0.572,440.0,0.0,0.0,2.077,3927.0,,67.0,,1.0,0.102,,0.0,0.233,3927.0,,6.0,0.0,0.061,6.0,0.0,0.198,
3525,GEORGETOWN MEMORIAL HOSPITAL (420020),2014,Acute Care,Voluntary non-profit - Private,121.0,33.379078,-79.285344,SC,1.022,,3.0,2.934,1467.0,0.607,6.0,9.889,13491.0,,392.0,,0.0,0.732,,0.0,0.607,13871.0,,9.0,0.0,0.12,36.0,1.0,1.26,0.794
3526,ST FRANCIS-DOWNTOWN (420023),2014,Acute Care,Voluntary non-profit - Private,435.0,,,SC,1.839,,13.0,7.068,5191.0,0.904,35.0,38.712,52866.0,0.0,3268.0,,0.0,4.853,0.62,2.0,3.228,52866.0,0.82,573.0,4.0,4.877,201.0,5.0,6.194,0.807
3527,SISTERS OF CHARITY PROVIDENCE HOSPITALS (420026),2014,Acute Care,Proprietary,324.0,34.104422,-80.955054,SC,4.019,,10.0,2.488,1913.0,1.256,32.0,25.482,32575.0,1.434,3993.0,,9.0,6.274,0.618,2.0,3.238,32575.0,,,,,98.0,0.0,3.1,0.0
3528,ANMED HEALTH (420027),2014,Acute Care,Voluntary non-profit - Private,387.0,34.511071,-82.647355,SC,0.942,,16.0,16.994,8618.0,1.02,63.0,61.745,75220.0,0.665,5185.0,,6.0,9.022,1.582,6.0,3.793,77532.0,,93.0,1.0,0.938,190.0,2.0,5.87,0.341
3529,COLLETON MEDICAL CENTER (420030),2014,Acute Care,Proprietary,134.0,32.921855,-80.67088,SC,0.0,,0.0,1.335,1027.0,0.797,5.0,6.272,14086.0,,660.0,,1.0,0.991,,1.0,0.677,14138.0,,32.0,0.0,0.346,26.0,0.0,0.862,
3530,GHS GREER MEMORIAL HOSPITAL (420033),2014,Acute Care,Voluntary non-profit - Other,63.0,34.91931,-82.242031,SC,0.0,,0.0,1.71,744.0,0.178,1.0,5.621,6466.0,,249.0,,0.0,0.524,,0.0,0.408,7431.0,,19.0,0.0,0.177,19.0,1.0,0.624,
3531,SPRINGS MEMORIAL HOSPITAL (420036),2014,Acute Care,Proprietary,185.0,34.716906,-80.786842,SC,1.261,,4.0,3.173,2441.0,0.477,5.0,10.474,20484.0,0.642,1037.0,,1.0,1.557,0.858,1.0,1.165,21688.0,,72.0,0.0,0.846,26.0,0.0,0.944,
3532,GHS-HILLCREST MEMORIAL HOSPITAL (420037),2014,Acute Care,Government - Hospital District or Authority,43.0,34.718134,-82.246736,SC,,,0.0,0.776,494.0,0.619,2.0,3.232,5006.0,,127.0,,0.0,0.225,,0.0,0.203,5006.0,,,,,22.0,0.0,0.73,
3533,GHS  LAURENS COUNTY MEMORIAL HOSPITAL (420038),2014,Acute Care,Government - Hospital District or Authority,64.0,34.479718,-81.941152,SC,0.524,,1.0,1.908,1223.0,2.635,15.0,5.692,11089.0,,487.0,,0.0,0.79,,1.0,0.721,11441.0,,6.0,0.0,0.082,17.0,0.0,0.572,
3534,WALLACE THOMSON HOSPITAL (420039),2014,Acute Care,Government - Hospital District or Authority,55.0,,,SC,0.0,,0.0,1.37,1054.0,0.564,2.0,3.544,7040.0,,343.0,,0.0,0.516,,0.0,0.253,7040.0,,9.0,0.0,0.102,10.0,0.0,0.312,
3535,NOVANT HEALTH GAFFNEY MEDICAL CENTER (420043),2014,Acute Care,Voluntary non-profit - Private,90.0,35.090092,-81.635753,SC,1.938,,3.0,1.548,1191.0,1.13,4.0,3.541,7814.0,,287.0,,0.0,0.431,,0.0,0.436,7814.0,,3.0,0.0,0.018,10.0,0.0,0.311,
3536,KERSHAW HEALTH (420048),2014,Acute Care,Proprietary,186.0,34.253164,-80.589579,SC,2.311,,5.0,2.164,1664.0,0.848,10.0,11.797,16385.0,2.404,831.0,,3.0,1.248,,0.0,0.828,17144.0,,35.0,0.0,0.397,27.0,1.0,0.887,
3537,CONWAY MEDICAL CENTER (420049),2014,Acute Care,Voluntary non-profit - Private,227.0,33.786524,-79.002854,SC,2.98,,8.0,2.685,2238.0,0.078,1.0,12.865,25369.0,1.237,1077.0,,2.0,1.617,1.242,2.0,1.61,27870.0,2.007,155.0,3.0,1.495,84.0,4.0,2.766,1.446
3538,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE (420051),2014,Acute Care,Voluntary non-profit - Private,521.0,34.195931,-79.758784,SC,1.359,,44.0,32.365,13353.0,0.786,57.0,72.497,87256.0,0.41,11425.0,,11.0,26.862,1.313,12.0,9.139,96574.0,1.985,144.0,3.0,1.511,165.0,2.0,5.428,0.368
3539,NEWBERRY COUNTY MEMORIAL HOSPITAL (420053),2014,Acute Care,Voluntary non-profit - Other,70.0,34.289433,-81.604915,SC,0.0,,0.0,1.334,1026.0,0.427,1.0,2.342,6157.0,,533.0,,2.0,0.8,,0.0,0.237,6597.0,,1.0,0.0,0.006,19.0,0.0,0.612,
3540,MARLBORO PARK HOSPITAL (420054),2014,Acute Care,Proprietary,102.0,,,SC,,,0.0,0.27,208.0,0.0,0.0,1.694,3886.0,,82.0,,0.0,0.124,,0.0,0.14,3886.0,,5.0,0.0,0.047,2.0,0.0,0.063,
3541,CAROLINAS HOSPITAL SYSTEM MARION (420055),2014,Acute Care,Proprietary,146.0,34.189232,-79.321945,SC,0.0,,0.0,1.086,836.0,0.0,0.0,3.221,7024.0,,63.0,,0.0,0.096,,1.0,0.348,7222.0,,16.0,0.0,0.149,7.0,0.0,0.198,
3542,MCLEOD MEDICAL CENTER - DARLINGTON (420057),2014,Acute Care,Voluntary non-profit - Private,65.0,34.312988,-79.838253,SC,,,,,,1.143,2.0,1.75,7200.0,,,,,,,0.0,0.211,5882.0,,,,,,,,
3543,CHESTERFIELD GENERAL HOSPITAL (420062),2014,Acute Care,Voluntary non-profit - Private,59.0,,,SC,,,0.0,0.663,510.0,1.393,3.0,2.153,4592.0,,108.0,,0.0,0.164,,0.0,0.307,4846.0,,4.0,0.0,0.045,8.0,0.0,0.218,
3544,BON SECOURS-ST FRANCIS XAVIER HOSPITAL (420065),2014,Acute Care,Voluntary non-profit - Private,188.0,32.810751,-80.042264,SC,3.069,,8.0,2.607,2005.0,0.889,16.0,17.992,23810.0,0.805,1657.0,,2.0,2.486,0.0,0.0,1.428,28510.0,0.465,192.0,1.0,2.152,85.0,5.0,2.83,1.767
3545,LAKE CITY COMMUNITY HOSPITAL (420066),2014,Acute Care,Government - Hospital District or Authority,27.0,33.88037,-79.759089,SC,,,,,,0.0,0.0,1.224,2463.0,,,,,,,0.0,0.277,2463.0,,,,,,,,
3546,BEAUFORT COUNTY MEMORIAL HOSPITAL (420067),2014,Acute Care,Voluntary non-profit - Other,195.0,32.417244,-80.688546,SC,2.614,,7.0,2.678,1339.0,1.418,32.0,22.564,30920.0,0.0,1158.0,,0.0,2.201,0.0,0.0,1.541,33111.0,0.0,156.0,0.0,1.592,57.0,0.0,1.885,0.0
3547,TRMC OF ORANGEBURG & CALHOUN (420068),2014,Acute Care,Government - Local,285.0,,,SC,3.362,,15.0,4.462,3432.0,0.99,29.0,29.282,39172.0,1.928,3111.0,,9.0,4.667,0.798,3.0,3.76,41069.0,,98.0,0.0,0.893,83.0,3.0,2.843,1.055
3548,CLARENDON MEMORIAL HOSPITAL (420069),2014,Acute Care,Government - Hospital District or Authority,50.0,,,SC,0.0,,0.0,1.573,706.0,0.0,0.0,3.441,6891.0,,292.0,,0.0,0.695,,0.0,0.356,7895.0,,22.0,0.0,0.23,29.0,5.0,0.851,
3549,TUOMEY HEALTHCARE SYSTEM (420070),2014,Acute Care,Voluntary non-profit - Private,241.0,33.923496,-80.344356,SC,0.317,,1.0,3.15,2625.0,0.39,11.0,28.197,49932.0,1.065,1878.0,,3.0,2.818,1.173,3.0,2.558,39930.0,0.607,158.0,1.0,1.647,93.0,3.0,2.991,1.003
3550,SELF REGIONAL HEALTHCARE (420071),2014,Acute Care,Voluntary non-profit - Private,342.0,34.175362,-82.157868,SC,1.162,,11.0,9.464,4732.0,0.215,7.0,32.584,49360.0,0.768,3928.0,,6.0,7.817,1.371,4.0,2.918,54250.0,0.87,128.0,1.0,1.15,123.0,2.0,3.788,0.528
3551,HAMPTON REGIONAL MEDICAL CENTER (420072),2014,Acute Care,Voluntary non-profit - Private,32.0,32.855258,-81.087692,SC,,,,,,,0.0,0.781,2103.0,,,,,,,0.0,0.087,2410.0,,,,,,,,
3552,LEXINGTON MEDICAL CENTER (420073),2014,Acute Care,Government - Hospital District or Authority,446.0,34.004403,-81.114361,SC,0.62,,9.0,14.506,6318.0,0.667,40.0,59.983,81380.0,0.639,3704.0,,5.0,7.819,2.799,15.0,5.36,87125.0,0.0,475.0,0.0,3.827,226.0,3.0,7.127,0.421
3553,GHS GREENVILLE MEMORIAL MEDICAL CENTER (420078),2014,Acute Care,Government - State,822.0,34.829156,-82.319204,SC,2.346,,88.0,37.511,21352.0,0.954,123.0,128.926,151648.0,0.399,18669.0,,15.0,37.579,1.349,17.0,12.602,151648.0,0.198,559.0,1.0,5.048,358.0,12.0,12.243,0.98
3554,TRIDENT MEDICAL CENTER (420079),2014,Acute Care,Proprietary,425.0,32.975128,-80.072274,SC,1.983,,19.0,9.583,7881.0,0.329,11.0,33.461,61339.0,0.444,6010.0,,4.0,9.016,2.349,9.0,3.832,64629.0,1.42,473.0,6.0,4.225,182.0,9.0,5.8,1.552
3555,HILTON HEAD REGIONAL MEDICAL CENTER (420080),2014,Acute Care,Proprietary,98.0,32.21932,-80.7125,SC,1.907,,4.0,2.097,1613.0,1.565,13.0,8.308,13968.0,0.0,1235.0,,0.0,1.853,,0.0,0.827,14916.0,,17.0,1.0,0.113,47.0,0.0,1.361,0.0
3556,AIKEN REGIONAL MEDICAL CENTER (420082),2014,Acute Care,Proprietary,255.0,33.56989,-81.765071,SC,1.345,,7.0,5.203,4336.0,0.783,18.0,22.99,31141.0,1.203,2769.0,,5.0,4.155,1.072,2.0,1.865,32932.0,0.9,115.0,1.0,1.111,95.0,4.0,3.144,1.272
