,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
3349,TRISTAR SOUTHERN HILLS MEDICAL CENTER (440197),2020,Acute Care,Proprietary,110.0,36.077872,-86.723814,TN,1.02,3.0,2.941,3185.0,0.106,1.0,9.468,21906.0,0.508,2417.0,1.0,1.969,0.711,1.0,1.406,21906.0,,38.0,0.0,0.291,54.0,1.0,1.621,0.617
3350,STONES RIVER HOSPITAL (440200),2020,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,0.0,0.02,43.0,,0.0,0.41,2238.0,,,,,,0.0,0.06,2338.0,,,,,,,,
3351,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY (440218),2020,Acute Care,Voluntary non-profit - Other,23.0,36.155764,-86.803889,TN,,,,,,0.0,0.313,2796.0,,,,,,0.0,0.032,2796.0,,,,,,,,
3352,TRISTAR STONECREST MEDICAL CENTER (440227),2020,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,0.0,0.0,1.443,2053.0,0.084,1.0,11.968,24139.0,0.0,2612.0,0.0,1.813,0.883,1.0,1.132,27176.0,,94.0,0.0,0.867,98.0,5.0,2.892,1.729
3353,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2020,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,0.0,0.0,3.53,5023.0,0.451,10.0,22.175,37249.0,0.322,4398.0,1.0,3.107,0.412,1.0,2.428,38536.0,,68.0,0.0,0.63,75.0,1.0,2.023,0.494
3354,TRUSTPOINT HOSPITAL (440231),2020,Acute Care,Proprietary,140.0,35.863421,-86.428977,TN,,0.0,0.015,17.0,0.0,0.0,2.53,6960.0,,20.0,0.0,0.013,,0.0,0.285,6960.0,,,,,,,,
3355,BIG SOUTH FORK MEDICAL CENTER (440235),2020,Acute Care,Proprietary,25.0,36.504212,-84.515194,TN,,0.0,0.121,247.0,,1.0,0.542,1859.0,,35.0,0.0,0.02,,0.0,0.041,1859.0,,,,,,,,
3356,SAINT THOMAS HICKMAN HOSPITAL (441300),2020,Critical Access,Voluntary non-profit - Private,65.0,35.779539,-87.460242,TN,,,,,,0.0,0.222,813.0,,,,,,0.0,0.017,813.0,,,,,,,,
3357,TROUSDALE MEDICAL CENTER (441301),2020,Critical Access,Voluntary non-profit - Other,25.0,36.388136,-86.167692,TN,,0.0,0.27,110.0,,0.0,0.113,512.0,,48.0,0.0,0.012,,0.0,0.011,512.0,,,,,,,,
3358,MACON COMMUNITY HOSPITAL (441305),2020,Critical Access,Voluntary non-profit - Private,25.0,36.5197,-86.025362,TN,,0.0,0.251,384.0,,,,,,97.0,0.0,0.027,,,,,,,,,,,,
3359,RIVERVIEW REGIONAL MEDICAL CENTER (441307),2020,Critical Access,Proprietary,33.0,36.263607,-85.948556,TN,,0.0,0.401,613.0,1.502,2.0,1.332,3371.0,,115.0,0.0,0.032,,0.0,0.072,3489.0,,,,,5.0,0.0,0.169,
3360,TRISTAR ASHLAND CITY MEDICAL CENTER (441311),2020,Critical Access,Proprietary,12.0,36.276974,-87.065976,TN,,0.0,0.019,29.0,,0.0,0.476,2158.0,,606.0,0.0,0.165,,0.0,0.045,2158.0,,,,,,,,
3361,CAMDEN GENERAL HOSPITAL (441316),2020,Critical Access,Government - Hospital District or Authority,25.0,36.05578,-88.107517,TN,,0.0,0.043,65.0,,0.0,0.15,544.0,,7.0,0.0,0.001,,0.0,0.012,544.0,,,,,,,,
3362,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS (450002),2020,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,0.231,1.0,4.325,4882.0,0.456,16.0,35.116,52944.0,0.177,5147.0,1.0,5.634,0.728,2.0,2.747,63337.0,0.0,132.0,0.0,1.002,111.0,0.0,2.9,0.0
3363,PETERSON REGIONAL MEDICAL CENTER (450007),2020,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,0.0,0.0,2.183,3249.0,0.245,2.0,8.152,15446.0,,1109.0,1.0,0.759,,0.0,0.401,16127.0,,63.0,0.0,0.469,29.0,0.0,0.731,
3364,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2020,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,0.291,3.0,10.306,10004.0,1.0,55.0,55.004,67822.0,0.969,8855.0,7.0,7.225,0.492,2.0,4.061,73146.0,0.88,134.0,1.0,1.136,153.0,2.0,3.722,0.537
3365,ST JOSEPH REGIONAL HEALTH CENTER (450011),2020,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,0.336,3.0,8.928,7112.0,0.748,31.0,41.434,56872.0,0.706,5344.0,4.0,5.662,0.279,1.0,3.587,63278.0,0.0,138.0,0.0,1.068,160.0,3.0,4.401,0.682
3366,PARKLAND HEALTH & HOSPITAL SYSTEM (450015),2020,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,0.788,30.0,38.084,22201.0,0.721,107.0,148.451,178885.0,1.049,33733.0,41.0,39.083,2.057,21.0,10.207,213414.0,1.065,503.0,5.0,4.696,333.0,14.0,10.768,1.3
3367,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON (450018),2020,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,0.636,15.0,23.596,15135.0,0.401,39.0,97.31,142411.0,0.992,19411.0,22.0,22.181,1.605,20.0,12.458,167426.0,3.565,361.0,12.0,3.366,169.0,2.0,5.078,0.394
3368,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2020,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,0.338,15.0,44.362,23701.0,0.509,95.0,186.712,228039.0,0.934,27585.0,30.0,32.137,0.844,23.0,27.267,250516.0,0.518,658.0,3.0,5.79,758.0,24.0,21.598,1.111
3369,CITIZENS MEDICAL CENTER (450023),2020,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,1.227,7.0,5.705,8291.0,1.269,27.0,21.273,29139.0,1.965,4430.0,6.0,3.053,1.617,2.0,1.237,31293.0,0.66,180.0,1.0,1.516,96.0,1.0,2.523,0.396
3370,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2020,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,0.685,7.0,10.222,5733.0,0.457,17.0,37.217,78269.0,0.792,6806.0,6.0,7.572,2.722,11.0,4.041,81890.0,0.492,243.0,1.0,2.033,110.0,1.0,3.316,0.302
3371,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE (450028),2020,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,0.166,1.0,6.013,5200.0,0.339,10.0,29.471,42803.0,0.43,4702.0,2.0,4.649,0.0,0.0,2.06,49147.0,0.0,173.0,0.0,1.689,56.0,0.0,1.66,0.0
3372,LAREDO MEDICAL CENTER (450029),2020,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,1.867,24.0,12.858,12744.0,0.339,10.0,29.47,66357.0,1.106,14178.0,15.0,13.567,0.467,3.0,6.423,76284.0,,117.0,1.0,0.981,144.0,2.0,3.932,0.509
3373,CHRISTUS GOOD SHEPHERD MEDICAL CENTER (450032),2020,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,0.256,2.0,7.802,7349.0,0.678,21.0,30.964,46884.0,1.397,3595.0,5.0,3.58,2.026,6.0,2.962,49597.0,,51.0,0.0,0.438,117.0,2.0,3.125,0.64
3374,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2020,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,0.535,7.0,13.075,7262.0,0.271,15.0,55.286,78184.0,0.852,9656.0,9.0,10.56,0.998,5.0,5.012,84064.0,1.549,130.0,2.0,1.291,129.0,9.0,3.843,2.342
3375,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH (450034),2020,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,1.551,16.0,10.319,10266.0,0.11,3.0,27.235,62057.0,1.772,8193.0,12.0,6.773,1.434,5.0,3.486,69967.0,0.829,304.0,2.0,2.414,212.0,3.0,5.466,0.549
3376,ST JOSEPH MEDICAL CENTER (450035),2020,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,0.237,2.0,8.438,7132.0,0.119,3.0,25.186,40894.0,0.241,8082.0,2.0,8.302,0.827,3.0,3.627,53268.0,,79.0,0.0,0.705,69.0,0.0,1.926,0.0
3377,JPS HEALTH NETWORK (450039),2020,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,1.071,12.0,11.2,9038.0,0.467,41.0,87.71,186676.0,0.509,16538.0,9.0,17.666,0.682,9.0,13.199,194061.0,0.647,326.0,2.0,3.092,235.0,9.0,7.668,1.174
3378,COVENANT MEDICAL CENTER (450040),2020,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,0.442,10.0,22.65,15195.0,0.492,24.0,48.776,95982.0,0.549,15194.0,9.0,16.403,0.287,3.0,10.447,95982.0,,84.0,0.0,0.592,289.0,2.0,7.863,0.254
3379,PROVIDENCE HEALTH CENTER (450042),2020,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,0.493,5.0,10.137,8210.0,0.667,28.0,41.967,60244.0,0.139,6874.0,1.0,7.183,0.641,3.0,4.682,63154.0,,53.0,0.0,0.508,171.0,5.0,4.749,1.053
3380,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR. (450044),2020,Acute Care,Government - State,459.0,,,TX,0.785,20.0,25.479,18056.0,0.644,58.0,90.115,153257.0,0.876,22552.0,21.0,23.968,1.077,13.0,12.074,162453.0,3.507,255.0,7.0,1.996,382.0,15.0,10.321,1.453
3381,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2020,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,0.947,19.0,20.064,17680.0,0.208,12.0,57.795,101625.0,1.612,15791.0,24.0,14.886,0.916,8.0,8.729,109331.0,0.577,210.0,1.0,1.734,168.0,5.0,5.054,0.989
3382,METHODIST DALLAS MEDICAL CENTER (450051),2020,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,0.992,10.0,10.082,8070.0,0.635,43.0,67.737,89971.0,0.816,12159.0,11.0,13.486,1.182,9.0,7.615,103108.0,1.523,142.0,2.0,1.313,208.0,5.0,6.031,0.829
3383,BAYLOR SCOTT & WHITE PAVILION - TEMPLE (450054),2020,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,0.316,8.0,25.327,17823.0,0.576,72.0,124.921,176988.0,0.689,23160.0,18.0,26.126,0.704,10.0,14.214,195421.0,0.543,405.0,2.0,3.685,409.0,9.0,11.734,0.767
3384,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2020,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,0.0,0.416,806.0,1.572,3.0,1.908,3955.0,,206.0,0.0,0.13,,0.0,0.095,4379.0,,9.0,0.0,0.09,9.0,1.0,0.232,
3385,ASCENSION SETON MEDICAL CENTER AUSTIN (450056),2020,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,1.259,20.0,15.881,12524.0,0.353,21.0,59.511,89237.0,0.635,20639.0,14.0,22.03,0.835,5.0,5.99,110717.0,1.247,650.0,6.0,4.813,296.0,9.0,7.557,1.191
3386,BAPTIST MEDICAL CENTER (450058),2020,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,0.28,7.0,25.028,30445.0,0.342,54.0,157.95,238217.0,0.416,31047.0,11.0,26.43,0.649,9.0,13.863,274499.0,0.0,316.0,0.0,2.831,828.0,12.0,22.578,0.531
3387,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2020,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,0.0,0.0,4.028,4598.0,0.55,15.0,27.281,54080.0,0.33,7223.0,2.0,6.052,0.738,2.0,2.711,59301.0,,110.0,2.0,0.838,90.0,4.0,2.242,1.784
3388,MEMORIAL HERMANN - TEXAS MEDICAL CENTER (450068),2020,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,0.599,34.0,56.764,27398.0,0.432,80.0,185.088,244240.0,0.857,41283.0,47.0,54.863,0.933,23.0,24.655,282850.0,1.065,476.0,5.0,4.694,304.0,22.0,10.153,2.167
3389,CHI ST. LUKES' BRAZOSPORT HOSPITAL (450072),2020,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,,0.0,0.94,1362.0,0.763,7.0,9.179,11632.0,,1184.0,0.0,0.735,,1.0,0.473,12102.0,,4.0,0.0,0.023,13.0,0.0,0.318,
3390,ANSON GENERAL HOSPITAL (450078),2020,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX,,0.0,0.091,187.0,,0.0,0.372,1701.0,,,,,,0.0,0.039,1701.0,,,,,,,,
3391,BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING (450079),2020,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,0.0,0.0,3.419,4029.0,0.344,12.0,34.876,50068.0,1.278,3313.0,3.0,2.347,1.704,4.0,2.347,54244.0,,50.0,2.0,0.395,154.0,4.0,4.228,0.946
3392,TITUS REGIONAL MEDICAL CENTER (450080),2020,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,,0.0,0.421,576.0,0.0,0.0,7.423,24786.0,,223.0,2.0,0.168,3.353,4.0,1.193,25762.0,,30.0,1.0,0.262,10.0,1.0,0.204,
3393,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2020,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,0.0,0.202,366.0,,0.0,0.978,2777.0,,193.0,0.0,0.117,,1.0,0.12,3005.0,,8.0,0.0,0.095,,,,
3394,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL (450083),2020,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,0.5,8.0,15.993,13065.0,0.444,24.0,54.029,102424.0,0.22,8824.0,2.0,9.107,1.108,7.0,6.319,103783.0,,114.0,0.0,0.906,272.0,3.0,7.796,0.385
3395,GRAHAM REGIONAL MEDICAL CENTER (450085),2020,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,0.0,0.16,325.0,,0.0,0.6,2131.0,,19.0,0.0,0.011,,0.0,0.038,2131.0,,,,,2.0,0.0,0.042,
3396,MEDICAL CITY NORTH HILLS (450087),2020,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,0.352,1.0,2.837,3812.0,0.196,3.0,15.276,31633.0,0.295,4797.0,1.0,3.392,0.715,1.0,1.398,31633.0,,57.0,0.0,0.44,80.0,1.0,2.295,0.436
3397,NORTH TEXAS MEDICAL CENTER (450090),2020,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,,2.0,0.602,1156.0,0.771,3.0,3.89,6584.0,,1148.0,0.0,0.717,,0.0,0.158,6813.0,,5.0,0.0,0.046,7.0,0.0,0.163,
3398,FORT DUNCAN MEDICAL CENTER (450092),2020,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,0.51,1.0,1.96,2853.0,0.663,5.0,7.538,11735.0,,619.0,1.0,0.422,,0.0,0.769,14378.0,,38.0,1.0,0.335,51.0,0.0,1.401,0.0
3399,HCA HOUSTON HEALTHCARE SOUTHEAST (450097),2020,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,0.555,3.0,5.405,6189.0,0.333,11.0,33.044,60608.0,1.322,8497.0,9.0,6.806,1.496,5.0,3.343,68453.0,0.0,163.0,0.0,1.385,95.0,5.0,2.739,1.825
3400,PAMPA REGIONAL MEDICAL CENTER (450099),2020,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,,0.0,0.535,1051.0,0.887,1.0,1.128,4336.0,,175.0,0.0,0.107,,0.0,0.116,4616.0,,3.0,0.0,0.034,7.0,1.0,0.222,
3401,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST (450101),2020,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,0.154,1.0,6.48,5485.0,0.569,21.0,36.906,54181.0,1.88,4089.0,8.0,4.255,0.0,0.0,3.398,64498.0,0.58,192.0,1.0,1.725,163.0,2.0,4.418,0.453
3402,CHRISTUS MOTHER FRANCES HOSPITAL (450102),2020,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,1.062,16.0,15.067,12260.0,0.578,44.0,76.125,108456.0,1.007,14154.0,12.0,11.922,2.245,16.0,7.127,118331.0,1.36,393.0,4.0,2.941,305.0,7.0,7.947,0.881
3403,GUADALUPE REGIONAL MEDICAL CENTER (450104),2020,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,0.0,0.0,1.892,2654.0,0.314,2.0,6.36,16451.0,,1103.0,4.0,0.747,,1.0,0.75,17972.0,,102.0,0.0,0.786,62.0,0.0,1.649,0.0
3404,LAS PALMAS MEDICAL CENTER (450107),2020,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,0.636,6.0,9.431,7973.0,0.581,32.0,55.097,107740.0,0.713,10357.0,7.0,9.817,1.006,7.0,6.959,123304.0,0.0,317.0,0.0,2.561,114.0,0.0,3.29,0.0
3405,CONNALLY MEMORIAL MEDICAL CENTER (450108),2020,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,0.0,0.236,465.0,,0.0,0.721,3486.0,,161.0,0.0,0.096,,0.0,0.077,3486.0,,,,,16.0,0.0,0.396,
3406,SOUTH TEXAS HEALTH SYSTEM (450119),2020,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,0.43,5.0,11.62,11887.0,0.28,19.0,67.772,111373.0,0.0,7447.0,0.0,6.574,0.513,3.0,5.849,116719.0,,99.0,0.0,0.747,151.0,0.0,4.507,0.0
3407,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX (450124),2020,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,1.206,16.0,13.263,10954.0,1.146,47.0,41.0,67729.0,0.485,22734.0,10.0,20.599,2.207,10.0,4.532,67729.0,,123.0,1.0,0.996,149.0,8.0,4.802,1.666
3408,KNAPP MEDICAL CENTER (450128),2020,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,0.43,1.0,2.327,2874.0,0.575,14.0,24.368,30807.0,1.957,1924.0,3.0,1.533,0.772,1.0,1.295,33501.0,,51.0,3.0,0.406,36.0,1.0,1.028,0.973
3409,MEDICAL CENTER HOSPITAL (450132),2020,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,0.363,5.0,13.774,10257.0,0.604,22.0,36.452,60730.0,0.102,9052.0,1.0,9.849,0.316,1.0,3.167,67176.0,0.967,115.0,1.0,1.034,145.0,5.0,4.281,1.168
3410,MIDLAND MEMORIAL HOSPITAL (450133),2020,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,0.284,3.0,10.549,8356.0,0.18,4.0,22.248,49421.0,0.281,6899.0,2.0,7.13,0.764,2.0,2.618,51332.0,0.0,137.0,0.0,1.204,123.0,4.0,3.419,1.17
3411,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH (450135),2020,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,0.284,9.0,31.707,19381.0,0.658,66.0,100.24,183763.0,0.845,30623.0,29.0,34.326,0.506,8.0,15.812,207582.0,1.948,655.0,11.0,5.647,624.0,13.0,17.693,0.735
3412,BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH (450137),2020,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,0.291,2.0,6.876,6763.0,0.318,18.0,56.529,85808.0,0.457,8275.0,4.0,8.758,0.492,3.0,6.094,107987.0,0.297,764.0,2.0,6.729,110.0,5.0,3.176,1.574
3413,SETON SMITHVILLE REGIONAL HOSPITAL (450143),2020,Acute Care,Voluntary non-profit - Church,21.0,,,TX,,0.0,0.037,68.0,,0.0,0.121,500.0,,17.0,0.0,0.009,,0.0,0.011,500.0,,,,,,,,
3414,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2020,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,0.0,0.111,227.0,,0.0,0.342,1623.0,,20.0,0.0,0.012,,0.0,0.046,2101.0,,18.0,1.0,0.122,4.0,0.0,0.102,
3415,DE TAR HOSPITAL NAVARRO (450147),2020,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,0.528,3.0,5.682,5702.0,0.962,21.0,21.827,29204.0,1.037,4210.0,4.0,3.859,0.637,1.0,1.571,31267.0,0.0,209.0,0.0,1.768,107.0,0.0,2.898,0.0
3416,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2020,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,,0.0,0.686,998.0,0.514,2.0,3.893,12271.0,,1325.0,0.0,0.931,,0.0,0.504,13276.0,,26.0,0.0,0.266,26.0,0.0,0.725,
3417,ADVENTHEALTH CENTRAL TEXAS (450152),2020,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,0.47,1.0,2.129,2923.0,0.766,10.0,13.05,20745.0,1.315,2136.0,2.0,1.521,0.0,0.0,1.153,24418.0,,102.0,1.0,0.927,48.0,1.0,1.281,0.781
3418,VAL VERDE REGIONAL MEDICAL CENTER (450154),2020,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,,2.0,0.658,1292.0,0.0,0.0,1.478,6576.0,,855.0,0.0,0.528,,0.0,0.285,7553.0,,27.0,0.0,0.268,9.0,0.0,0.226,
3419,HEREFORD REGIONAL MEDICAL CENTER (450155),2020,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX,,0.0,0.144,293.0,,1.0,0.196,800.0,,44.0,0.0,0.027,,0.0,0.014,800.0,,1.0,0.0,0.006,,,,
3420,GRACE MEDICAL CENTER (450162),2020,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX,,0.0,0.566,789.0,,0.0,0.972,3322.0,,434.0,0.0,0.331,,0.0,0.076,3322.0,,101.0,0.0,0.918,29.0,0.0,0.747,
3421,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2020,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,,1.0,0.955,1735.0,0.287,1.0,3.488,8382.0,,548.0,0.0,0.347,,0.0,0.333,8688.0,,6.0,0.0,0.063,28.0,1.0,0.705,
3422,METHODIST HOSPITAL SOUTH (450165),2020,Acute Care,Proprietary,67.0,,,TX,,0.0,0.432,852.0,0.0,0.0,3.624,11442.0,,473.0,0.0,0.288,,0.0,0.27,11467.0,,7.0,0.0,0.096,43.0,0.0,1.254,0.0
3423,MISSION REGIONAL MEDICAL CENTER (450176),2020,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,0.642,2.0,3.115,3724.0,0.652,19.0,29.155,31834.0,0.362,3121.0,1.0,2.766,0.618,1.0,1.619,37399.0,,16.0,0.0,0.129,22.0,1.0,0.628,
3424,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2020,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,0.33,13.0,39.415,41666.0,0.527,114.0,216.257,327552.0,0.928,41509.0,33.0,35.56,0.913,17.0,18.614,345911.0,0.578,1104.0,5.0,8.658,824.0,13.0,21.989,0.591
3425,BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM (450187),2020,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX,,1.0,0.388,787.0,0.329,1.0,3.036,5726.0,,203.0,0.0,0.119,,0.0,0.156,6178.0,,34.0,0.0,0.311,11.0,0.0,0.213,
3426,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME (450193),2020,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,0.613,22.0,35.916,23602.0,0.38,39.0,102.703,148476.0,0.837,41222.0,37.0,44.183,1.176,19.0,16.161,148476.0,,105.0,0.0,0.881,356.0,4.0,9.332,0.429
3427,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL (450194),2020,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,,0.0,0.412,808.0,0.559,1.0,1.789,4361.0,,277.0,0.0,0.168,,0.0,0.103,4831.0,,25.0,0.0,0.246,6.0,0.0,0.136,
3428,PARIS REGIONAL MEDICAL CENTER (450196),2020,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,0.244,1.0,4.1,4770.0,0.444,5.0,11.272,21605.0,1.076,3394.0,3.0,2.788,0.709,1.0,1.411,23032.0,,27.0,0.0,0.278,72.0,2.0,2.065,0.969
3429,WADLEY REGIONAL MEDICAL CENTER (450200),2020,Acute Care,Physician,198.0,33.428482,-94.047188,TX,0.0,0.0,4.208,5068.0,0.466,5.0,10.737,25438.0,0.0,2438.0,0.0,2.024,0.593,1.0,1.687,27262.0,,28.0,0.0,0.239,38.0,0.0,0.992,
3430,MEDICAL CITY WEATHERFORD (450203),2020,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,0.0,0.0,2.227,2866.0,0.243,2.0,8.227,16865.0,0.554,2267.0,1.0,1.804,,0.0,0.788,17809.0,,75.0,0.0,0.7,29.0,0.0,0.672,
3431,NORTHWEST TEXAS HOSPITAL (450209),2020,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,1.149,16.0,13.921,9741.0,0.351,12.0,34.183,65451.0,1.071,9491.0,11.0,10.268,0.613,3.0,4.897,77057.0,0.486,250.0,1.0,2.057,186.0,3.0,5.962,0.503
3432,EAST TEXAS MEDICAL CENTER - CARTHAGE (450210),2020,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,,0.0,0.192,390.0,,0.0,0.749,2431.0,,57.0,0.0,0.034,,0.0,0.052,2431.0,,,,,,,,
3433,CHI ST LUKES HEALTH MEMORIAL LUFKIN (450211),2020,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,1.522,7.0,4.598,6664.0,0.39,8.0,20.5,33026.0,2.351,3016.0,5.0,2.127,2.274,5.0,2.199,33548.0,0.0,125.0,0.0,1.112,49.0,0.0,1.308,0.0
3434,UNIVERSITY HEALTH SYSTEM (450213),2020,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,0.725,28.0,38.636,21029.0,0.456,70.0,153.478,178135.0,0.435,35743.0,18.0,41.37,0.445,9.0,20.21,201003.0,0.778,480.0,4.0,5.139,307.0,14.0,10.461,1.338
3435,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO (450219),2020,Acute Care,Voluntary non-profit - Private,25.0,30.743345,-98.677996,TX,,0.0,0.019,41.0,,1.0,0.168,690.0,,10.0,0.0,0.006,,0.0,0.012,690.0,,,,,,,,
