,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
6392,REGIONAL HEALTH SPEARFISH HOSPITAL (430048),2018,Acute Care,Voluntary non-profit - Private,29.0,44.497887,-103.861136,SD,,0.0,0.157,317.0,1.331,2.0,1.503,3430.0,,94.0,0.0,0.055,,0.0,0.076,4348.0,,10.0,0.0,0.092,21.0,0.0,0.5,
6393,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2018,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,1.097,9.0,8.204,5374.0,0.898,64.0,71.284,83544.0,1.643,5567.0,10.0,6.088,0.679,4.0,5.889,92101.0,,46.0,1.0,0.391,227.0,6.0,5.534,1.084
6394,REGIONAL HEALTH RAPID CITY HOSPITAL (430077),2018,Acute Care,Voluntary non-profit - Private,406.0,44.05861,-103.224964,SD,1.223,10.0,8.175,5329.0,0.811,64.0,78.879,84209.0,0.946,4837.0,5.0,5.286,0.52,3.0,5.764,93180.0,,47.0,2.0,0.412,223.0,5.0,5.511,0.907
6395,PHS INDIAN HOSPITAL AT EAGLE BUTTE (430083),2018,Acute Care,Government - Federal,8.0,,,SD,,0.0,0.005,9.0,,0.0,0.197,813.0,,,,,,0.0,0.02,813.0,,,,,,,,
6396,PHS INDIAN HOSPITAL AT EAGLE BUTTE (430083),2018,Acute Care,Government - Federal,8.0,,,SD,,0.0,0.015,26.0,,0.0,0.157,649.0,,,,,,0.0,0.015,649.0,,,,,,,,
6397,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2018,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,0.0,0.006,11.0,,0.0,0.258,1057.0,,,,,,0.0,0.019,1057.0,,,,,,,,
6398,PHS INDIAN HOSPITAL AT ROSEBUD (430084),2018,Acute Care,Government - Federal,35.0,43.255335,-100.842121,SD,,0.0,0.008,15.0,,0.0,0.293,1201.0,,,,,,0.0,0.022,1201.0,,,,,,,,
6399,DUNES SURGICAL HOSPITAL (430089),2018,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,0.0,0.185,557.0,,0.0,0.414,2753.0,,19.0,0.0,0.01,,0.0,0.032,2753.0,,3.0,0.0,0.02,6.0,0.0,0.168,
6400,DUNES SURGICAL HOSPITAL (430089),2018,Acute Care,Proprietary,39.0,42.504753,-96.496816,SD,,0.0,0.191,577.0,,0.0,0.423,2808.0,,30.0,0.0,0.017,,0.0,0.033,2808.0,,1.0,0.0,0.008,5.0,0.0,0.136,
6401,SIOUX FALLS SPECIALTY HOSPITAL LLP (430090),2018,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,0.0,0.054,164.0,,0.0,0.192,1713.0,,,,,,0.0,0.019,1713.0,,4.0,0.0,0.037,,,,
6402,SIOUX FALLS SPECIALTY HOSPITAL LLP (430090),2018,Acute Care,Proprietary,32.0,43.534829,-96.714388,SD,,0.0,0.045,135.0,,0.0,0.306,2728.0,,,,,,0.0,0.031,2728.0,,6.0,0.0,0.053,,,,
6403,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2018,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,0.0,0.158,477.0,,0.0,0.701,4680.0,,78.0,0.0,0.045,,0.0,0.053,4680.0,,24.0,0.0,0.226,15.0,0.0,0.381,
6404,BLACK HILLS SURGICAL HOSPITAL LLP (430091),2018,Acute Care,Physician,26.0,44.046035,-103.222912,SD,,0.0,0.145,440.0,,0.0,0.696,4651.0,,83.0,0.0,0.048,,0.0,0.053,4651.0,,28.0,0.0,0.234,16.0,0.0,0.395,
6405,SAME DAY SURGERY CENTER LLC (430093),2018,Acute Care,Proprietary,6.0,44.05919,-103.229102,SD,,0.0,0.096,252.0,,0.0,0.077,502.0,,,,,,0.0,0.007,502.0,,122.0,0.0,0.976,1.0,0.0,0.022,
6406,SAME DAY SURGERY CENTER LLC (430093),2018,Acute Care,Proprietary,6.0,44.05919,-103.229102,SD,,0.0,0.091,240.0,,0.0,0.072,467.0,,,,,,0.0,0.006,467.0,,121.0,0.0,0.941,,,,
6407,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2018,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,4.09,6.0,1.467,2308.0,1.469,8.0,5.447,10353.0,1.999,2052.0,3.0,1.501,,0.0,0.318,10353.0,,,,,,,,
6408,AVERA HEART HOSPITAL OF SOUTH DAKOTA (430095),2018,Acute Care,Proprietary,53.0,43.489922,-96.780906,SD,1.443,2.0,1.386,2182.0,0.732,4.0,5.467,10006.0,1.387,1978.0,2.0,1.442,,0.0,0.308,10006.0,,,,,,,,
6409,SANFORD ABERDEEN MEDICAL CENTER (430097),2018,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,,1.0,0.198,375.0,1.137,2.0,1.759,5373.0,,307.0,0.0,0.178,,0.0,0.147,6053.0,,10.0,0.0,0.106,9.0,0.0,0.253,
6410,SANFORD ABERDEEN MEDICAL CENTER (430097),2018,Acute Care,Voluntary non-profit - Private,48.0,45.46214,-98.447237,SD,,1.0,0.181,332.0,2.429,4.0,1.647,5160.0,,220.0,0.0,0.127,,0.0,0.138,5766.0,,6.0,0.0,0.064,10.0,1.0,0.275,
6411,MADISON REGIONAL HEALTH SYSTEM (431300),2018,Critical Access,Voluntary non-profit - Private,23.0,43.993021,-97.119752,SD,,1.0,0.144,220.0,,1.0,0.342,1546.0,,143.0,0.0,0.039,,,,,,,,,,,,
6412,MADISON REGIONAL HEALTH SYSTEM (431300),2018,Critical Access,Voluntary non-profit - Private,23.0,43.993021,-97.119752,SD,,1.0,0.181,277.0,,1.0,0.561,2537.0,,207.0,0.0,0.056,,,,,,,,,,,,
6413,AVERA GETTYSBURG HOSPITAL (431302),2018,Critical Access,Voluntary non-profit - Church,60.0,45.013551,-99.948128,SD,,0.0,0.028,44.0,,0.0,0.169,763.0,,,,,,,,,,,,,,,,
6414,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH (431305),2018,Critical Access,Voluntary non-profit - Private,11.0,43.324825,-98.344824,SD,,1.0,0.061,93.0,,0.0,0.185,835.0,,,,,,,,,,,,,,,,
6415,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH (431305),2018,Critical Access,Voluntary non-profit - Private,11.0,43.324825,-98.344824,SD,,1.0,0.069,106.0,,0.0,0.226,1019.0,,,,,,,,,,,,,,,,
6416,PLATTE HEALTH CENTER - CAH (431306),2018,Critical Access,Voluntary non-profit - Private,65.0,43.384182,-98.836395,SD,,0.0,0.109,53.0,,0.0,0.243,824.0,,4.0,0.0,0.001,,,,,,,,,,,,
6417,PLATTE HEALTH CENTER - CAH (431306),2018,Critical Access,Voluntary non-profit - Private,65.0,43.384182,-98.836395,SD,,0.0,0.068,57.0,,0.0,0.248,843.0,,,,,,,,,,,,,,,,
6418,SANFORD CLEAR LAKE MEDICAL CENTER (431307),2018,Critical Access,Voluntary non-profit - Private,13.0,44.752678,-96.68256,SD,,0.0,0.031,48.0,,0.0,0.247,1116.0,,,,,,,,,,,,,,,,
6419,SANFORD CLEAR LAKE MEDICAL CENTER (431307),2018,Critical Access,Voluntary non-profit - Private,13.0,44.752678,-96.68256,SD,,0.0,0.046,71.0,,0.0,0.351,1585.0,,,,,,,,,,,,,,,,
6420,EUREKA COMMUNITY HEALTH SERVICES - CAH (431308),2018,Critical Access,Government - Local,5.0,45.767196,-99.614453,SD,,0.0,0.018,27.0,,0.0,0.06,271.0,,6.0,0.0,0.002,,,,,,,,,,,,
6421,EUREKA COMMUNITY HEALTH SERVICES - CAH (431308),2018,Critical Access,Government - Local,5.0,45.767196,-99.614453,SD,,0.0,0.02,30.0,,0.0,0.075,339.0,,22.0,0.0,0.006,,,,,,,,,,,,
6422,COMMUNITY MEMORIAL HOSPITAL (431309),2018,Critical Access,Voluntary non-profit - Private,16.0,,,SD,,0.0,0.028,44.0,,0.0,0.1,452.0,,,,,,,,,,,,,,,,
6423,COMMUNITY MEMORIAL HOSPITAL (431309),2018,Critical Access,Voluntary non-profit - Private,16.0,,,SD,,0.0,0.028,44.0,,0.0,0.115,518.0,,,,,,,,,,,,,,,,
6424,AVERA FLANDREAU HOSPITAL - CAH (431310),2018,Critical Access,Voluntary non-profit - Private,18.0,44.050568,-96.590989,SD,,,,,,1.0,0.108,379.0,,,,,,,,,,,,,,,,
6425,AVERA FLANDREAU HOSPITAL - CAH (431310),2018,Critical Access,Voluntary non-profit - Private,18.0,44.050568,-96.590989,SD,,,,,,1.0,0.134,498.0,,,,,,,,,,,,,,,,
6426,SANFORD HOSPITAL WEBSTER - CAH (431311),2018,Critical Access,Voluntary non-profit - Private,22.0,45.339079,-97.52149,SD,,0.0,0.042,25.0,,0.0,0.133,602.0,,,,,,,,,,,,,,,,
6427,SANFORD HOSPITAL WEBSTER - CAH (431311),2018,Critical Access,Voluntary non-profit - Private,22.0,45.339079,-97.52149,SD,,0.0,0.084,42.0,,0.0,0.179,809.0,,,,,,,,,,,,,,,,
6428,MARSHALL COUNTY HEALTHCARE CENTER - CAH (431312),2018,Critical Access,Proprietary,20.0,45.789215,-97.746049,SD,,0.0,0.103,158.0,,0.0,0.159,721.0,,,,,,,,,,,,,,,,
6429,MARSHALL COUNTY HEALTHCARE CENTER - CAH (431312),2018,Critical Access,Proprietary,20.0,45.789215,-97.746049,SD,,0.0,0.14,215.0,,0.0,0.203,918.0,,28.0,0.0,0.008,,,,,,,,,,,,
6430,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH (431315),2018,Critical Access,Voluntary non-profit - Other,20.0,43.079081,-98.300996,SD,,0.0,0.004,6.0,,0.0,0.128,357.0,,,,,,,,,,,,,,,,
6431,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH (431315),2018,Critical Access,Voluntary non-profit - Other,20.0,43.079081,-98.300996,SD,,0.0,0.007,10.0,,0.0,0.168,538.0,,,,,,,,,,,,,,,,
6432,COMMUNITY MEMORIAL HOSPITAL (431316),2018,Critical Access,Government - Local,24.0,44.871967,-98.520169,SD,,0.0,0.048,74.0,,0.0,0.101,458.0,,,,,,,,,,,,,,,,
6433,COMMUNITY MEMORIAL HOSPITAL (431316),2018,Critical Access,Government - Local,24.0,44.871967,-98.520169,SD,,0.0,0.068,82.0,,0.0,0.17,770.0,,,,,,,,,,,,,,,,
6434,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH (431317),2018,Critical Access,Government - Local,24.0,43.149494,-97.728104,SD,,0.0,0.015,23.0,,0.0,0.044,198.0,,,,,,,,,,,,,,,,
6435,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH (431317),2018,Critical Access,Government - Local,24.0,43.149494,-97.728104,SD,,0.0,0.025,39.0,,0.0,0.065,293.0,,24.0,0.0,0.007,,,,,,,,,,,,
6436,HANS P PETERSON MEMORIAL HOSPITAL - CAH (431319),2018,Critical Access,Voluntary non-profit - Private,49.0,,,SD,,0.0,0.594,243.0,,0.0,0.599,2713.0,,,,,,,,,,,,,,,,
6437,HANS P PETERSON MEMORIAL HOSPITAL - CAH (431319),2018,Critical Access,Voluntary non-profit - Private,49.0,,,SD,0.0,0.0,1.024,419.0,,0.0,0.891,4037.0,,,,,,,,,,,,,,,,
6438,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL (431320),2018,Critical Access,Voluntary non-profit - Private,18.0,44.370048,-103.728348,SD,,,,,,0.0,0.088,400.0,,,,,,,,,,,,,,,,
6439,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL (431320),2018,Critical Access,Voluntary non-profit - Private,18.0,44.370048,-103.728348,SD,,,,,,0.0,0.088,400.0,,,,,,,,,,,,,,,,
6440,REGIONAL HEALTH STURGIS HOSPITAL (431321),2018,Critical Access,Voluntary non-profit - Other,109.0,44.402787,-103.509122,SD,,0.0,0.25,384.0,,0.0,0.779,3527.0,,,,,,,,,,,,,,,,
6441,REGIONAL HEALTH STURGIS HOSPITAL (431321),2018,Critical Access,Voluntary non-profit - Other,109.0,44.402787,-103.509122,SD,,0.0,0.25,384.0,,0.0,0.779,3527.0,,,,,,,,,,,,,,,,
6442,FALL RIVER HOSPITAL - CAH (431322),2018,Critical Access,Government - Local,63.0,43.418312,-103.480783,SD,,0.0,0.1,153.0,,0.0,0.591,2680.0,,,,,,,,,,,,,,,,
6443,FALL RIVER HOSPITAL - CAH (431322),2018,Critical Access,Government - Local,63.0,43.418312,-103.480783,SD,,0.0,0.158,242.0,,0.0,0.732,3320.0,,,,,,,,,,,,,,,,
6444,REGIONAL HEALTH CUSTER HOSPITAL (431323),2018,Critical Access,Voluntary non-profit - Private,87.0,43.772816,-103.591173,SD,,0.0,0.087,133.0,,0.0,0.278,890.0,,,,,,,,,,,,,,,,
6445,REGIONAL HEALTH CUSTER HOSPITAL (431323),2018,Critical Access,Voluntary non-profit - Private,87.0,43.772816,-103.591173,SD,,0.0,0.077,118.0,,0.0,0.326,1109.0,,,,,,,,,,,,,,,,
6446,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (431324),2018,Critical Access,Voluntary non-profit - Private,16.0,44.080394,-98.563682,SD,,0.0,0.081,76.0,,0.0,0.06,271.0,,,,,,,,,,,,,,,,
6447,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH (431324),2018,Critical Access,Voluntary non-profit - Private,16.0,44.080394,-98.563682,SD,,0.0,0.101,84.0,,0.0,0.072,324.0,,,,,,,,,,,,,,,,
6448,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2018,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,1.0,0.033,50.0,,0.0,0.177,805.0,,,,,,,,,,,,,,,,
6449,MOBRIDGE REGIONAL HOSPITAL - CAH (431325),2018,Critical Access,Voluntary non-profit - Private,25.0,45.546136,-100.448152,SD,,1.0,0.033,50.0,,0.0,0.177,805.0,,,,,,,,,,,,,,,,
6450,MILBANK AREA HOSPITAL/AVERA HEALTH (431326),2018,Critical Access,Voluntary non-profit - Private,26.0,,,SD,,,,,,0.0,0.342,1547.0,,,,,,,,,,,,,,,,
6451,MILBANK AREA HOSPITAL/AVERA HEALTH (431326),2018,Critical Access,Voluntary non-profit - Private,26.0,,,SD,,,,,,0.0,0.452,2043.0,,,,,,,,,,,,,,,,
6452,ST MICHAEL'S HOSPITAL - CAH (431327),2018,Critical Access,Government - Local,25.0,42.991253,-97.867896,SD,,1.0,0.079,58.0,,0.0,0.361,1639.0,,88.0,0.0,0.024,,,,,,,,,,,,
6453,ST MICHAEL'S HOSPITAL - CAH (431327),2018,Critical Access,Government - Local,25.0,42.991253,-97.867896,SD,,0.0,0.106,64.0,,0.0,0.47,2133.0,,89.0,0.0,0.024,,,,,,,,,,,,
6454,PIONEER MEMORIAL HOSPITAL - CAH (431328),2018,Critical Access,Voluntary non-profit - Private,62.0,,,SD,,0.0,0.047,50.0,,0.0,0.052,233.0,,,,,,,,,,,,,,,,
6455,PIONEER MEMORIAL HOSPITAL - CAH (431328),2018,Critical Access,Voluntary non-profit - Private,62.0,,,SD,,0.0,0.051,43.0,,0.0,0.085,382.0,,,,,,,,,,,,,,,,
6456,SANFORD CHAMBERLAIN MEDICAL CENTER (431329),2018,Critical Access,Voluntary non-profit - Private,69.0,43.78511,-99.326134,SD,,0.0,0.078,119.0,,0.0,0.316,1433.0,,,,,,,,,,,,,,,,
6457,SANFORD CHAMBERLAIN MEDICAL CENTER (431329),2018,Critical Access,Voluntary non-profit - Private,69.0,43.78511,-99.326134,SD,,0.0,0.063,97.0,,0.0,0.36,1634.0,,,,,,,,,,,,,,,,
6458,AVERA ST BENEDICT HEALTH CENTER - CAH (431330),2018,Critical Access,Voluntary non-profit - Private,73.0,43.398945,-97.990061,SD,,0.0,0.171,262.0,,0.0,0.623,2822.0,,22.0,0.0,0.006,,,,,,,,,,,,
6459,AVERA ST BENEDICT HEALTH CENTER - CAH (431330),2018,Critical Access,Voluntary non-profit - Private,73.0,43.398945,-97.990061,SD,,0.0,0.162,249.0,,0.0,0.584,2647.0,,96.0,0.0,0.026,,,,,,,,,,,,
6460,AVERA DELLS AREA HOSPITAL  - CAH (431331),2018,Critical Access,Voluntary non-profit - Private,21.0,43.828588,-96.715344,SD,,0.0,0.02,30.0,,0.0,0.105,232.0,,,,,,,,,,,,,,,,
6461,AVERA DELLS AREA HOSPITAL  - CAH (431331),2018,Critical Access,Voluntary non-profit - Private,21.0,43.828588,-96.715344,SD,,1.0,0.045,69.0,,0.0,0.169,522.0,,,,,,,,,,,,,,,,
6462,AVERA DE SMET MEMORIAL HOSPITAL - CAH (431332),2018,Critical Access,Voluntary non-profit - Private,9.0,,,SD,,0.0,0.012,17.0,,0.0,0.02,90.0,,,,,,,,,,,,,,,,
6463,AVERA DE SMET MEMORIAL HOSPITAL - CAH (431332),2018,Critical Access,Voluntary non-profit - Private,9.0,,,SD,,0.0,0.012,17.0,,0.0,0.02,90.0,,,,,,,,,,,,,,,,
6464,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH (431333),2018,Critical Access,Voluntary non-profit - Private,14.0,43.304944,-96.557249,SD,,0.0,0.012,19.0,,0.0,0.055,247.0,,,,,,,,,,,,,,,,
6465,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH (431333),2018,Critical Access,Voluntary non-profit - Private,14.0,43.304944,-96.557249,SD,,0.0,0.058,38.0,,0.0,0.131,593.0,,,,,,,,,,,,,,,,
6466,SANFORD VERMILLION HOSPITAL (431336),2018,Critical Access,Voluntary non-profit - Private,25.0,42.778635,-96.919918,SD,,0.0,0.032,48.0,,0.0,0.287,1296.0,,17.0,0.0,0.005,,,,,,,,,,,,
6467,SANFORD VERMILLION HOSPITAL (431336),2018,Critical Access,Voluntary non-profit - Private,25.0,42.778635,-96.919918,SD,,0.0,0.049,74.0,,0.0,0.444,2006.0,,19.0,0.0,0.006,,,,,,,,,,,,
6468,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC (431337),2018,Critical Access,Voluntary non-profit - Private,25.0,44.520623,-98.992044,SD,,3.0,0.125,191.0,,0.0,0.217,981.0,,,,,,,,,,,,,,,,
6469,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC (431337),2018,Critical Access,Voluntary non-profit - Private,25.0,44.520623,-98.992044,SD,,3.0,0.167,255.0,,0.0,0.282,1275.0,,25.0,0.0,0.007,,,,,,,,,,,,
6470,AVERA GREGORY HOSPITAL (431338),2018,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,0.0,0.12,184.0,,0.0,0.238,1076.0,,,,,,,,,,,,,,,,
6471,AVERA GREGORY HOSPITAL (431338),2018,Critical Access,Voluntary non-profit - Private,80.0,,,SD,,0.0,0.093,143.0,,0.0,0.268,1211.0,,,,,,,,,,,,,,,,
6472,COTEAU DES PRAIRIES HEALTH CARE SYSTEM (431339),2018,Critical Access,Voluntary non-profit - Private,25.0,45.658371,-97.050864,SD,,0.0,0.056,23.0,,0.0,0.064,291.0,,,,,,,,,,,,,,,,
6473,COTEAU DES PRAIRIES HEALTH CARE SYSTEM (431339),2018,Critical Access,Voluntary non-profit - Private,25.0,45.658371,-97.050864,SD,,0.0,0.095,39.0,,0.0,0.27,744.0,,,,,,,,,,,,,,,,
6474,UNICOI COUNTY  HOSPITAL (440001),2018,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,0.0,0.109,221.0,,0.0,0.524,1713.0,,36.0,0.0,0.02,,0.0,0.03,1713.0,,,,,,,,
6475,UNICOI COUNTY MEMORIAL HOSPITAL (440001),2018,Acute Care,Voluntary non-profit - Private,62.0,36.121365,-82.445621,TN,,0.0,0.135,274.0,,0.0,0.55,1841.0,,59.0,0.0,0.034,,0.0,0.042,1841.0,,,,,,,,
6476,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2018,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,0.742,23.0,30.984,26570.0,0.788,127.0,161.113,159068.0,0.695,26979.0,18.0,25.893,1.101,15.0,13.621,170210.0,1.166,312.0,3.0,2.574,313.0,5.0,8.673,0.577
6477,JACKSON-MADISON COUNTY GENERAL HOSPITAL (440002),2018,Acute Care,Government - Hospital District or Authority,662.0,35.63954,-88.831973,TN,0.815,25.0,30.671,26215.0,0.825,131.0,158.703,158854.0,0.656,27076.0,17.0,25.901,0.734,10.0,13.619,170171.0,0.837,293.0,2.0,2.39,342.0,10.0,9.516,1.051
6478,SUMNER REGIONAL MEDICAL CENTER (440003),2018,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,1.12,5.0,4.465,6361.0,0.579,17.0,29.373,26892.0,0.0,3758.0,0.0,2.617,1.848,2.0,1.082,28603.0,,56.0,1.0,0.489,49.0,2.0,1.278,1.565
6479,SUMNER REGIONAL MEDICAL CENTER (440003),2018,Acute Care,Proprietary,158.0,36.391117,-86.434341,TN,1.911,8.0,4.186,5954.0,0.737,21.0,28.512,25916.0,0.0,3684.0,0.0,2.574,0.928,1.0,1.078,27736.0,,53.0,1.0,0.445,54.0,1.0,1.433,0.698
6480,TRISTAR SKYLINE MEDICAL CENTER (440006),2018,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,2.091,20.0,9.563,7760.0,0.926,37.0,39.951,60719.0,0.498,9890.0,4.0,8.028,1.001,4.0,3.998,60719.0,,7.0,0.0,0.052,103.0,3.0,3.058,0.981
6481,TRISTAR SKYLINE MEDICAL CENTER (440006),2018,Acute Care,Voluntary non-profit - Private,355.0,36.245301,-86.756463,TN,1.645,15.0,9.116,7553.0,0.753,31.0,41.183,62355.0,0.5,9851.0,4.0,7.998,1.037,4.0,3.857,62355.0,,7.0,0.0,0.059,103.0,3.0,3.07,0.977
6482,UNITY MEDICAL CENTER (440007),2018,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,0.0,0.369,751.0,1.535,2.0,1.303,5261.0,,185.0,0.0,0.106,,0.0,0.147,5261.0,,10.0,0.0,0.091,,,,
6483,UNITY MEDICAL CENTER (440007),2018,Acute Care,Physician,57.0,35.497932,-86.078141,TN,,0.0,0.37,753.0,1.561,2.0,1.281,4994.0,,178.0,0.0,0.102,,0.0,0.131,4994.0,,12.0,0.0,0.109,,,,
6484,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2018,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,0.0,0.123,249.0,,1.0,0.466,1432.0,,49.0,0.0,0.028,,0.0,0.027,1432.0,,,,,,,,
6485,HENDERSON COUNTY COMMUNITY HOSPITAL (440008),2018,Acute Care,Proprietary,36.0,35.654195,-88.398838,TN,,0.0,0.13,264.0,,1.0,0.51,1425.0,,51.0,0.0,0.029,,0.0,0.027,1425.0,,,,,,,,
6486,CUMBERLAND MEDICAL CENTER (440009),2018,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,0.315,1.0,3.179,4513.0,0.502,8.0,15.922,17587.0,0.0,1898.0,0.0,1.326,,0.0,0.838,18669.0,,7.0,0.0,0.052,31.0,0.0,0.78,
6487,CUMBERLAND MEDICAL CENTER (440009),2018,Acute Care,Voluntary non-profit - Private,99.0,35.942713,-85.023007,TN,0.0,0.0,3.126,4098.0,0.529,8.0,15.115,17575.0,0.742,1813.0,1.0,1.347,,1.0,0.838,18575.0,,5.0,0.0,0.043,27.0,0.0,0.692,
6488,WAYNE MEDICAL CENTER (440010),2018,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,0.0,0.232,472.0,0.633,1.0,1.581,3009.0,,71.0,0.0,0.041,,0.0,0.07,3009.0,,,,,,,,
6489,WAYNE MEDICAL CENTER (440010),2018,Acute Care,Voluntary non-profit - Other,30.0,35.325355,-87.757533,TN,,0.0,0.219,446.0,0.674,1.0,1.483,2615.0,,25.0,0.0,0.014,,0.0,0.063,2615.0,,,,,,,,
6490,BLOUNT MEMORIAL HOSPITAL (440011),2018,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,1.035,8.0,7.732,8054.0,1.158,31.0,26.777,46327.0,1.339,5581.0,6.0,4.482,3.471,8.0,2.305,47513.0,,26.0,0.0,0.244,118.0,0.0,3.338,0.0
6491,BLOUNT MEMORIAL HOSPITAL (440011),2018,Acute Care,Government - Local,294.0,35.754975,-83.958602,TN,1.137,8.0,7.038,7520.0,0.987,26.0,26.338,46338.0,1.239,5159.0,5.0,4.037,3.586,8.0,2.231,47525.0,,25.0,0.0,0.247,101.0,0.0,2.897,0.0
6492,BRISTOL REGIONAL MEDICAL CENTER (440012),2018,Acute Care,Government - Hospital District or Authority,293.0,,,TN,0.833,16.0,19.216,15595.0,1.488,57.0,38.313,70403.0,0.628,9185.0,6.0,9.549,1.138,6.0,5.274,73160.0,,68.0,0.0,0.578,127.0,1.0,3.572,0.28
6493,WELLMONT BRISTOL REGIONAL MEDICAL CENTER (440012),2018,Acute Care,Government - Hospital District or Authority,293.0,,,TN,0.909,18.0,19.805,16076.0,1.476,60.0,40.652,70569.0,0.955,9052.0,9.0,9.423,1.037,5.0,4.822,73313.0,,73.0,0.0,0.634,128.0,1.0,3.616,0.277
6494,UNIVERSITY OF TN MEDICAL CENTER (THE) (440015),2018,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,0.527,18.0,34.143,19808.0,0.99,136.0,137.346,149367.0,0.129,20289.0,3.0,23.17,0.461,8.0,17.335,166510.0,0.557,431.0,2.0,3.591,362.0,9.0,10.258,0.877
6495,UNIVERSITY OF TN MEDICAL CENTER (THE) (440015),2018,Acute Care,Voluntary non-profit - Private,608.0,35.93826,-83.946678,TN,0.556,19.0,34.157,19905.0,0.984,134.0,136.131,150020.0,0.173,19822.0,4.0,23.055,0.535,9.0,16.809,169051.0,0.295,403.0,1.0,3.385,388.0,11.0,11.102,0.991
6496,BAPTIST MEMORIAL HOSPITAL HUNTINGDON (440016),2018,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,1.0,0.336,667.0,1.167,3.0,2.57,4022.0,,128.0,0.0,0.077,,0.0,0.096,4022.0,,11.0,0.0,0.109,2.0,1.0,0.053,
6497,BAPTIST MEMORIAL HOSPITAL HUNTINGDON (440016),2018,Acute Care,Voluntary non-profit - Private,60.0,36.023041,-88.413492,TN,,1.0,0.317,630.0,0.0,0.0,2.529,4149.0,,115.0,0.0,0.07,,0.0,0.097,4149.0,,11.0,0.0,0.1,2.0,1.0,0.053,
6498,HOLSTON VALLEY MEDICAL CENTER (440017),2018,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,0.141,3.0,21.204,14309.0,1.405,73.0,51.953,82011.0,0.526,12258.0,7.0,13.311,0.323,3.0,9.291,85352.0,0.0,364.0,0.0,3.053,247.0,5.0,6.801,0.735
6499,WELLMONT HOLSTON VALLEY MEDICAL CENTER (440017),2018,Acute Care,Voluntary non-profit - Private,342.0,36.553005,-82.55426,TN,0.142,3.0,21.08,14204.0,1.448,73.0,50.406,80579.0,0.881,12499.0,12.0,13.614,0.237,2.0,8.448,83841.0,0.0,361.0,0.0,3.17,240.0,4.0,6.678,0.599
