,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
3060,NACOGDOCHES COUNTY HOSPITAL DISTRICT (450508),2021,Acute Care,Government - Hospital District or Authority,137.0,31.613397,-94.649455,TX,1.7,,
3061,THE MEDICAL CENTER OF SOUTHEAST TEXAS (450518),2021,Acute Care,Proprietary,218.0,29.934952,-93.985007,TX,2.8,,
3062,METHODIST RICHARDSON MEDICAL CENTER (450537),2021,Acute Care,Government - Hospital District or Authority,208.0,32.996143,-96.669176,TX,6.1,,
3063,COVENANT HOSPITAL PLAINVIEW (450539),2021,Acute Care,Voluntary non-profit - Private,49.0,34.207214,-101.731626,TX,2.6,,6.9
3064,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE (450563),2021,Acute Care,Voluntary non-profit - Private,297.0,32.9356,-97.093897,TX,0.7,,
3065,PALO PINTO GENERAL HOSPITAL (450565),2021,Acute Care,Government - Hospital District or Authority,47.0,32.799552,-98.145406,TX,5.2,,3.0
3066,SHANNON MEDICAL CENTER (450571),2021,Acute Care,Voluntary non-profit - Private,341.0,31.464485,-100.43509,TX,3.9,39.3,
3067,CHRISTUS JASPER MEMORIAL HOSPITAL (450573),2021,Acute Care,Government - Local,43.0,30.907639,-94.008533,TX,2.8,,
3068,WILBARGER GENERAL HOSPITAL (450584),2021,Acute Care,Government - Hospital District or Authority,38.0,34.159419,-99.31333,TX,1.4,,
3069,HENDRICK MEDICAL CENTER BROWNWOOD (450587),2021,Acute Care,Proprietary,102.0,31.680211,-98.988158,TX,1.8,,1.1
3070,LAKE GRANBURY MEDICAL CENTER (450596),2021,Acute Care,Proprietary,47.0,32.431845,-97.802729,TX,3.4,49.1,
3071,CUERO REGIONAL HOSPITAL (450597),2021,Acute Care,Government - Hospital District or Authority,47.0,29.112495,-97.281693,TX,1.4,,
3072,HILL COUNTRY MEMORIAL HOSPITAL INC (450604),2021,Acute Care,Voluntary non-profit - Private,62.0,30.262187,-98.880491,TX,2.6,38.8,
3073,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL (450610),2021,Acute Care,Voluntary non-profit - Private,410.0,29.781023,-95.544422,TX,4.7,50.0,2.1
3074,HCA HOUSTON HEALTHCARE CLEAR LAKE (450617),2021,Acute Care,Proprietary,594.0,29.541062,-95.126274,TX,2.5,,
3075,MEDICAL CITY DENTON (450634),2021,Acute Care,Proprietary,195.0,33.176831,-97.094019,TX,0.6,,
3076,HCA HOUSTON HEALTHCARE NORTHWEST (450638),2021,Acute Care,Proprietary,333.0,30.018099,-95.439796,TX,3.6,,
3077,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD (450639),2021,Acute Care,Voluntary non-profit - Private,251.0,32.833513,-97.125241,TX,0.3,,
3078,DOCTORS HOSPITAL OF LAREDO (450643),2021,Acute Care,Proprietary,183.0,27.60709,-99.476281,TX,2.3,,
3079,HCA HOUSTON HEALTHCARE WEST (450644),2021,Acute Care,Proprietary,237.0,29.730314,-95.59475,TX,3.2,,
3080,MEDICAL CITY DALLAS HOSPITAL (450647),2021,Acute Care,Proprietary,727.0,32.909447,-96.772089,TX,2.0,,5.6
3081,MEDICAL CITY PLANO (450651),2021,Acute Care,Proprietary,428.0,33.019387,-96.76573,TX,2.2,,5.2
3082,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H (450653)",2021,Acute Care,Proprietary,84.0,32.240015,-101.492412,TX,1.7,,
3083,STARR COUNTY MEMORIAL HOSPITAL (450654),2021,Acute Care,Government - Hospital District or Authority,48.0,26.37754,-98.859886,TX,1.9,,
3084,NACOGDOCHES MEDICAL CENTER (450656),2021,Acute Care,Voluntary non-profit - Other,152.0,31.652058,-94.654265,TX,0.0,42.1,
3085,FREESTONE MEDICAL CENTER (450658),2021,Acute Care,Voluntary non-profit - Private,40.0,31.725644,-96.16961,TX,0.0,,
3086,ODESSA REGIONAL MEDICAL CENTER (450661),2021,Acute Care,Proprietary,211.0,31.851458,-102.366027,TX,2.4,,
3087,VALLEY REGIONAL MEDICAL CENTER (450662),2021,Acute Care,Proprietary,207.0,,,TX,5.3,,
3088,THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS (450668),2021,Acute Care,Proprietary,294.0,31.77867,-106.47965,TX,1.5,,
3089,MEDICAL CITY LEWISVILLE (450669),2021,Acute Care,Voluntary non-profit - Private,171.0,33.046306,-97.004207,TX,3.6,,
3090,HCA HOUSTON HEALTHCARE TOMBALL (450670),2021,Acute Care,Proprietary,298.0,30.088703,-95.623985,TX,1.7,,
3091,MEDICAL CITY FORT WORTH (450672),2021,Acute Care,Proprietary,220.0,32.735481,-97.343704,TX,1.9,,
3092,MEDICAL CITY ARLINGTON (450675),2021,Acute Care,Proprietary,301.0,32.691751,-97.1148,TX,0.7,,4.4
3093,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH (450677),2021,Acute Care,Voluntary non-profit - Church,225.0,32.585454,-97.319102,TX,1.4,,
3094,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK (450678),2021,Acute Care,Proprietary,186.0,32.835521,-96.705001,TX,0.4,,
3095,MEMORIAL HERMANN NORTHEAST HOSPITAL (450684),2021,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,3.2,,
3096,UNIVERSITY MEDICAL CENTER (450686),2021,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,3.1,,1.5
3097,DALLAS REGIONAL MEDICAL CENTER (450688),2021,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,1.2,,
3098,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2021,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,3.4,,
3099,EL CAMPO MEMORIAL HOSPITAL (450694),2021,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,4.0,,
3100,TEXAS VISTA MEDICAL CENTER (450697),2021,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,1.1,,
3101,LONGVIEW REGIONAL MEDICAL CENTER (450702),2021,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,1.6,,2.1
3102,HOUSTON METHODIST CLEAR LAKE HOSPITAL (450709),2021,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,2.8,,
3103,RIO GRANDE REGIONAL HOSPITAL (450711),2021,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,2.3,,
3104,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2021,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,0.0,,
3105,ROUND ROCK MEDICAL CENTER (450718),2021,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,0.4,,3.7
3106,METHODIST CHARLTON MEDICAL CENTER (450723),2021,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,2.2,,
3107,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON (450730),2021,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,1.4,,
3108,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE (450742),2021,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,2.7,,
3109,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2021,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,2.2,,1.3
3110,PALESTINE REGIONAL MEDICAL CENTER (450747),2021,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,12.6,,
3111,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO (450771),2021,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,0.6,,
3112,KINGWOOD MEDICAL CENTER (450775),2021,Acute Care,Proprietary,420.0,,,TX,5.3,37.7,
3113,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2021,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,1.0,,
3114,"CORPUS CHRISTI MEDICAL CENTER,THE (450788)",2021,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,0.8,,
3115,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2021,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,2.6,28.3,
3116,TEXAS ORTHOPEDIC HOSPITAL (450804),2021,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,39.4,
3117,NORTH AUSTIN MEDICAL CENTER (450809),2021,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX,1.6,,
3118,HOUSTON METHODIST SUGARLAND HOSPITAL (450820),2021,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX,2.8,38.0,
3119,MEDICAL CITY LAS COLINAS (450822),2021,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX,3.2,,
3120,KELL WEST REGIONAL HOSPITAL (450827),2021,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX,2.0,,
3121,CHRISTUS SPOHN HOSPITAL ALICE (450828),2021,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX,2.3,,
3122,ENNIS REGIONAL MEDICAL CENTER (450833),2021,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,0.0,,
3123,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2021,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,0.7,,
3124,HOUSTON METHODIST WILLOWBROOK HOSPITAL (450844),2021,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,4.7,,1.0
3125,MEMORIAL HERMANN KATY HOSPITAL (450847),2021,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,1.6,,1.9
3126,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2021,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,2.1,,10.5
3127,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS (450851),2021,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,,,4.6
3128,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO (450853),2021,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,1.1,,
3129,HARLINGEN MEDICAL CENTER (450855),2021,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,4.7,,2.5
3130,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2021,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,7.1,,
3131,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL (450864),2021,Acute Care,Physician,19.0,32.329248,-95.299467,TX,,47.0,
3132,ASCENSION SETON  SOUTHWEST (450865),2021,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,0.0,,
3133,ASCENSION SETON NORTHWEST (450867),2021,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,0.0,,
3134,DOCTORS HOSPITAL AT RENAISSANCE (450869),2021,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,4.8,27.8,2.7
3135,U S M D HOSPITAL AT ARLINGTON L P (450872),2021,Acute Care,Physician,35.0,32.679151,-97.115971,TX,0.0,,
3136,LUBBOCK HEART HOSPITAL LP (450876),2021,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,14.5,,2.9
3137,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL (450885),2021,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,5.2,,
3138,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2021,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,47.2,
3139,BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO (450890),2021,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,0.9,,
3140,THE HEART HOSPITAL BAYLOR DENTON (450893),2021,Acute Care,Physician,20.0,33.17697,-97.088199,TX,,,2.6
3141,MADISON ST JOSEPH HEALTH CENTER (451316),2021,Critical Access,Voluntary non-profit - Church,19.0,30.942046,-95.909956,TX,3.6,,
3142,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE (451319),2021,Critical Access,Voluntary non-profit - Private,22.0,31.937954,-95.249429,TX,5.5,,
3143,ROLLINS BROOK COMMUNITY HOSPITAL (451323),2021,Critical Access,Voluntary non-profit - Church,25.0,31.07233,-98.185644,TX,4.1,,
3144,MEDINA REGIONAL HOSPITAL (451330),2021,Critical Access,Government - Hospital District or Authority,25.0,29.335247,-99.133416,TX,1.1,,
3145,HANSFORD COUNTY HOSPITAL (451344),2021,Critical Access,Government - Hospital District or Authority,21.0,36.190475,-101.200127,TX,0.0,,
3146,YOAKUM COMMUNITY HOSPITAL (451346),2021,Critical Access,Voluntary non-profit - Private,24.0,29.30662,-97.130306,TX,2.2,,
3147,MEMORIAL MEDICAL CENTER (451356),2021,Critical Access,Government - Local,25.0,28.619885,-96.63063,TX,0.0,,
3148,OCHILTREE GENERAL HOSPITAL (451359),2021,Critical Access,Voluntary non-profit - Church,25.0,36.369691,-100.799798,TX,0.0,,
3149,OTTO KAISER MEMORIAL HOSPITAL (451364),2021,Critical Access,Government - Hospital District or Authority,25.0,28.80425,-97.856642,TX,2.8,,
3150,ASCENSION SETON HIGHLAND LAKES (451365),2021,Critical Access,Voluntary non-profit - Private,25.0,,,TX,7.9,,
3151,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL (451367),2021,Critical Access,Voluntary non-profit - Other,25.0,33.02843,-94.962966,TX,0.7,,
3152,TMC- BONHAM HOSPITAL (451370),2021,Critical Access,Government - Hospital District or Authority,24.0,33.57813,-96.167479,TX,3.6,,
3153,ASCENSION SETON EDGAR B DAVIS (451371),2021,Critical Access,Government - Federal,24.0,29.67253,-97.654254,TX,1.2,,
3154,LIBERTY DAYTON REGIONAL MEDICAL CENTER (451375),2021,Critical Access,Proprietary,25.0,30.068515,-94.797888,TX,1.4,,
3155,LAVACA MEDICAL CENTER (451376),2021,Critical Access,Government - Hospital District or Authority,25.0,29.457145,-96.939877,TX,4.0,,
3156,BIG BEND REGIONAL MEDICAL CENTER (451378),2021,Critical Access,Proprietary,25.0,30.383811,-103.67214,TX,2.3,,
3157,CORYELL MEMORIAL HEALTHCARE SYSTEM (451379),2021,Critical Access,Government - Hospital District or Authority,25.0,31.433152,-97.778822,TX,0.0,,
3158,UT HEALTH EAST TEXAS QUITMAN HOSPITAL (451380),2021,Critical Access,Voluntary non-profit - Private,25.0,32.796155,-95.445296,TX,0.0,,1.8
3159,COMANCHE COUNTY MEDICAL CENTER (451382),2021,Critical Access,Voluntary non-profit - Private,25.0,31.984614,-98.563264,TX,3.1,,
3160,COGDELL MEMORIAL HOSPITAL (451384),2021,Critical Access,Government - Hospital District or Authority,25.0,32.688519,-100.916021,TX,10.1,,
3161,GOODALL WITCHER HOSPITAL (451385),2021,Critical Access,Government - Hospital District or Authority,25.0,31.777153,-97.588431,TX,2.0,,
3162,MEMORIAL HOSPITAL (451386),2021,Critical Access,Government - Hospital District or Authority,20.0,35.864264,-101.971006,TX,4.8,,
3163,UVALDE MEMORIAL HOSPITAL (451387),2021,Critical Access,Government - Hospital District or Authority,21.0,29.215126,-99.768668,TX,3.2,,
3164,FRIO REGIONAL HOSPITAL (451391),2021,Critical Access,Voluntary non-profit - Private,23.0,28.897048,-99.116013,TX,1.6,,
3165,HAMILTON GENERAL HOSPITAL (451392),2021,Critical Access,Government - Hospital District or Authority,25.0,31.703852,-98.113462,TX,3.9,,
3166,HILL REGIONAL HOSPITAL (451395),2021,Critical Access,Voluntary non-profit - Private,25.0,32.011912,-97.099153,TX,0.0,,
3167,UTAH VALLEY HOSPITAL (460001),2021,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,0.9,,8.9
3168,SALT LAKE REGIONAL MEDICAL CENTER (460003),2021,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,1.6,,
3169,MCKAY DEE HOSPITAL (460004),2021,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,0.5,45.8,4.8
3170,OGDEN REGIONAL MEDICAL CENTER (460005),2021,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,1.9,,7.2
3171,LDS HOSPITAL (460006),2021,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,1.6,,
3172,CEDAR CITY HOSPITAL (460007),2021,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,1.0,37.8,0.0
3173,UNIVERSITY OF UTAH HOSPITALS AND CLINICS (460009),2021,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,0.9,39.5,6.4
3174,INTERMOUNTAIN MEDICAL CENTER (460010),2021,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,0.5,,3.6
3175,CASTLEVIEW HOSPITAL (460011),2021,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,1.9,,
3176,MOUNTAIN VIEW HOSPITAL (460013),2021,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,4.0,,
3177,MOUNTAIN WEST MEDICAL CENTER (460014),2021,Acute Care,Proprietary,36.0,,,UT,0.0,,
3178,LOGAN REGIONAL HOSPITAL (460015),2021,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,3.5,46.9,2.9
3179,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2021,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,5.1,,
3180,UINTAH BASIN MEDICAL CENTER (460019),2021,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,1.0,,
3181,ST. GEORGE REGIONAL HOSPITAL (460021),2021,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,2.6,40.7,3.8
3182,AMERICAN FORK HOSPITAL (460023),2021,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,1.8,,
3183,SEVIER VALLEY HOSPITAL (460026),2021,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,3.0,,2.2
3184,ASHLEY REGIONAL MEDICAL CENTER (460030),2021,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,1.9,,
3185,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2021,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,0.5,,
3186,LAKEVIEW HOSPITAL (460042),2021,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,0.8,,
3187,ALTA VIEW HOSPITAL (460044),2021,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,0.0,,
3188,ST MARK'S HOSPITAL (460047),2021,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,1.0,42.6,6.1
3189,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2021,Acute Care,Voluntary non-profit - Private,38.0,,,UT,5.4,50.8,
3190,JORDAN VALLEY MEDICAL CENTER (460051),2021,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,0.3,,3.6
3191,TIMPANOGOS REGIONAL HOSPITAL (460052),2021,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,1.5,,
3192,PARK CITY HOSPITAL (460057),2021,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,1.4,,0.0
3193,RIVERTON HOSPITAL (460058),2021,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,0.9,,
3194,LONE PEAK HOSPITAL (460060),2021,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,5.4,,
3195,LAYTON HOSPITAL (460061),2021,Acute Care,Voluntary non-profit - Private,36.0,41.054447,-111.96761,UT,0.0,,
3196,DELTA COMMUNITY HOSPITAL (461300),2021,Critical Access,Voluntary non-profit - Private,18.0,39.350294,-112.560023,UT,3.1,,
3197,SANPETE VALLEY HOSPITAL - CAH (461303),2021,Critical Access,Voluntary non-profit - Private,18.0,39.531803,-111.461194,UT,2.6,,
3198,CENTRAL VALLEY MEDICAL CENTER - CAH (461304),2021,Critical Access,Voluntary non-profit - Private,25.0,39.730587,-111.837215,UT,1.0,,
3199,HEBER VALLEY HOSPITAL (461307),2021,Critical Access,Voluntary non-profit - Private,19.0,40.489047,-111.409218,UT,1.1,,
3200,GARFIELD MEMORIAL HOSPITAL (461333),2021,Critical Access,Voluntary non-profit - Other,36.0,37.828772,-112.435476,UT,1.9,,
3201,BEAVER VALLEY HOSPITAL (461335),2021,Critical Access,Government - Local,25.0,38.289258,-112.643204,UT,0.0,,
3202,CENTRAL VERMONT MEDICAL CENTER (470001),2021,Acute Care,Voluntary non-profit - Private,79.0,,,VT,0.7,,3.8
3203,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE (470003),2021,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,2.3,20.4,2.2
3204,RUTLAND REGIONAL MEDICAL CENTER (470005),2021,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,1.2,37.5,3.5
3205,BRATTLEBORO MEMORIAL HOSPITAL (470011),2021,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,1.3,,2.4
3206,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2021,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,2.3,,1.6
3207,NORTHWESTERN MEDICAL CENTER INC (470024),2021,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,1.6,,2.1
3208,GRACE COTTAGE HOSPITAL (471300),2021,Critical Access,Voluntary non-profit - Private,19.0,,,VT,0.0,,
3209,GIFFORD MEDICAL CENTER (471301),2021,Critical Access,Voluntary non-profit - Private,38.0,43.917547,-72.666255,VT,0.0,,
3210,NORTHEASTERN VERMONT REGIONAL HOSPITAL (471303),2021,Critical Access,Voluntary non-profit - Private,25.0,44.445262,-72.009516,VT,0.6,,2.2
3211,NORTH COUNTRY HOSPITAL AND HEALTH CENTER (471304),2021,Critical Access,Voluntary non-profit - Private,25.0,44.954614,-72.200339,VT,1.2,,
3212,COPLEY HOSPITAL (471305),2021,Critical Access,Voluntary non-profit - Private,25.0,44.554186,-72.591214,VT,0.0,,
3213,"PORTER HOSPITAL, INC (471307)",2021,Critical Access,Voluntary non-profit - Private,25.0,43.99947,-73.169803,VT,1.3,,3.3
3214,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2021,Acute Care,Government - Local,115.0,,,VI,0.0,,
3215,NORTON COMMUNITY HOSPITAL (490001),2021,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,1.3,,
3216,RUSSELL COUNTY HOSPITAL (490002),2021,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,0.7,,
3217,SENTARA RMH MEDICAL CENTER (490004),2021,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,3.2,38.3,4.9
3218,WINCHESTER MEDICAL CENTER (490005),2021,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,1.3,24.7,3.3
3219,SENTARA NORFOLK GENERAL HOSPITAL (490007),2021,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,2.2,,1.9
3220,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2021,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,1.2,,2.9
3221,BON SECOURS DEPAUL MEDICAL CENTER (490011),2021,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,1.5,,3.2
3222,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2021,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,1.6,,2.1
3223,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2021,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,2.9,28.1,3.1
3224,AUGUSTA HEALTH (490018),2021,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,2.2,34.8,1.6
3225,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2021,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,0.3,,1.9
3226,JOHN RANDOLPH MEDICAL CENTER (490020),2021,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,2.9,,
3227,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2021,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,0.5,,3.7
3228,MARY WASHINGTON HOSPITAL (490022),2021,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,0.0,,4.1
3229,FAUQUIER HOSPITAL (490023),2021,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,1.8,,
3230,CARILION MEDICAL CENTER (490024),2021,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,1.8,32.8,1.4
3231,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2021,Acute Care,Government - Hospital District or Authority,754.0,,,VA,2.7,48.0,6.2
3232,WARREN MEMORIAL HOSPITAL (490033),2021,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,1.7,,0.0
3233,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2021,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,1.2,,1.8
3234,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2021,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,0.0,,
