,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),Breast Cancer Screening Recall Rates (OP-39),MRI Lumbar Spine for Low Back Pain (OP-8),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13)
3585,DEACONESS MEDICAL CENTER (500044),2022,Acute Care,Voluntary non-profit - Private,285.0,,,WA,1.5,,,3.9
3586,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2022,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,3.6,6.4,45.7,1.9
3587,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2022,Acute Care,Voluntary non-profit - Other,298.0,,,WA,8.6,7.4,41.3,2.9
3588,TRIOS HEALTH (500053),2022,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,4.1,9.3,40.4,4.2
3589,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2022,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,0.0,,,3.0
3590,KADLEC REGIONAL MEDICAL CENTER (500058),2022,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,4.2,9.9,42.6,3.5
3591,CASCADE VALLEY HOSPITAL (500060),2022,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,3.7,8.2,,
3592,HARBORVIEW MEDICAL CENTER (500064),2022,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,5.5,,40.4,1.0
3593,OLYMPIC MEDICAL CENTER (500072),2022,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,5.4,6.3,42.7,3.2
3594,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2022,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,0.0,,,4.1
3595,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2022,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,0.4,,,4.4
3596,EVERGREENHEALTH MONROE (500084),2022,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,1.6,11.8,,
3597,VALLEY MEDICAL CENTER (500088),2022,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,5.3,5.6,47.6,2.6
3598,ST JOSEPH MEDICAL CENTER (500108),2022,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,5.7,,44.2,3.0
3599,MULTICARE VALLEY HOSPITAL (500119),2022,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,3.0,,,0.0
3600,EVERGREENHEALTH MEDICAL CENTER (500124),2022,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,2.4,8.4,,3.3
3601,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2022,Acute Care,Voluntary non-profit - Private,371.0,,,WA,4.6,6.0,38.3,2.0
3602,CAPITAL MEDICAL CENTER (500139),2022,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,7.6,7.9,41.5,
3603,ST FRANCIS COMMUNITY HOSPITAL (500141),2022,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,3.8,9.4,48.1,3.0
3604,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2022,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,14.4,,,
3605,LEGACY SALMON CREEK MEDICAL CENTER (500150),2022,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,4.5,6.3,56.1,2.6
3606,ST ANTHONY HOSPITAL (500151),2022,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,2.2,7.1,33.8,1.7
3607,SWEDISH ISSAQUAH (500152),2022,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,4.2,8.5,55.2,6.3
3608,MULTICARE COVINGTON MEDICAL CENTER (500154),2022,Acute Care,Voluntary non-profit - Private,47.0,47.358063,-122.104227,WA,2.5,5.4,,
3609,DAYTON GENERAL HOSPITAL (501302),2022,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,3.8,,,
3610,WILLAPA HARBOR HOSPITAL (501303),2022,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,5.4,8.7,,
3611,SUMMIT PACIFIC MEDICAL CENTER (501304),2022,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,1.9,9.5,,
3612,COULEE MEDICAL CENTER (501308),2022,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,6.6,13.1,,
3613,PROVIDENCE ST JOSEPH HOSPITAL (501309),2022,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,2.4,5.3,,
3614,NEWPORT COMMUNITY HOSPITAL (501310),2022,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,1.4,11.6,,
3615,PROSSER MEMORIAL HOSPITAL (501312),2022,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,4.9,11.3,,3.3
3616,OCEAN BEACH HOSPITAL (501314),2022,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,7.1,7.4,,
3617,SKYLINE HOSPITAL (501315),2022,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,6.8,7.2,,
3618,KLICKITAT VALLEY HOSPITAL (501316),2022,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,13.2,16.7,,
3619,COLUMBIA BASIN HOSPITAL (501317),2022,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,67.6,8.3,,
3620,OTHELLO COMMUNITY HOSPITAL (501318),2022,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,1.2,5.6,,
3621,ARBOR HEALTH MORTON HOSPITAL (501319),2022,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,3.8,4.7,,
3622,NORTH VALLEY HOSPITAL (501321),2022,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,7.8,6.8,,
3623,FERRY COUNTY MEMORIAL HOSPITAL (501322),2022,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,6.5,,,
3624,JEFFERSON HEALTHCARE (501323),2022,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,7.2,8.7,,3.7
3625,FORKS COMMUNITY HOSPITAL (501325),2022,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,4.7,8.6,,
3626,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2022,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,2.8,4.9,56.8,0.0
3627,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2022,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,6.0,6.6,66.0,
3628,MID VALLEY HOSPITAL (501328),2022,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,10.3,12.2,55.6,3.6
3629,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2022,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,5.2,6.8,,
3630,ASTRIA SUNNYSIDE HOSPITAL (501330),2022,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,5.6,2.8,,
3631,PULLMAN REGIONAL HOSPITAL (501331),2022,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,3.6,6.8,51.1,1.4
3632,TRI-STATE MEMORIAL HOSPITAL (501332),2022,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,9.8,6.8,42.7,
3633,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2022,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,7.0,4.4,39.0,
3634,LAKE CHELAN COMMUNITY HOSPITAL (501334),2022,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,18.0,6.5,,
3635,ST ELIZABETH HOSPITAL (501335),2022,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,5.6,6.9,,1.6
3636,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2022,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,6.6,5.6,38.8,
3637,LOURDES MEDICAL CENTER (501337),2022,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,8.9,14.3,,2.4
3638,WHIDBEYHEALTH MEDICAL CENTER (501339),2022,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,3.1,8.9,,2.0
3639,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2022,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,6.8,5.8,,
3640,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2022,Acute Care,Voluntary non-profit - Private,595.0,,,WV,10.7,14.0,,3.1
3641,GREENBRIER VALLEY MEDICAL CENTER (510002),2022,Acute Care,Proprietary,97.0,,,WV,5.1,16.1,50.0,5.4
3642,UNITED HOSPITAL CENTER (510006),2022,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,8.3,6.9,50.8,4.6
3643,ST MARY'S MEDICAL CENTER (510007),2022,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,2.4,7.9,47.9,2.5
3644,BERKELEY MEDICAL CENTER (510008),2022,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,7.9,14.2,51.3,3.2
3645,PLEASANT VALLEY HOSPITAL (510012),2022,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,6.1,3.3,,1.3
3646,REYNOLDS MEMORIAL HOSPITAL (510013),2022,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,5.8,9.5,47.1,4.7
3647,CHARLESTON AREA MEDICAL CENTER (510022),2022,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,11.0,8.6,49.2,4.0
3648,WEIRTON MEDICAL CENTER (510023),2022,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,5.9,8.5,53.8,4.7
3649,MON HEALTH MEDICAL CENTER (510024),2022,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,7.5,9.2,,5.4
3650,THOMAS MEMORIAL HOSPITAL (510029),2022,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,6.4,9.3,50.5,
3651,DAVIS MEDICAL CENTER (510030),2022,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,9.3,5.7,,3.5
3652,ST FRANCIS HOSPITAL (510031),2022,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,,5.6,,
3653,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2022,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,6.4,2.2,,5.3
3654,PRINCETON COMMUNITY HOSPITAL (510046),2022,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,5.9,5.4,40.3,3.4
3655,LOGAN REGIONAL MEDICAL CENTER (510048),2022,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,2.3,4.3,,4.0
3656,WHEELING HOSPITAL (510050),2022,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,3.8,11.2,45.4,4.2
3657,CABELL HUNTINGTON HOSPITAL INC (510055),2022,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,3.3,9.7,33.3,1.7
3658,CAMDEN CLARK MEDICAL CENTER (510058),2022,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,14.7,8.2,47.4,3.2
3659,BECKLEY ARH HOSPITAL (510062),2022,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,24.4,17.9,,2.6
3660,RALEIGH GENERAL HOSPITAL (510070),2022,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,11.5,1.7,33.3,1.4
3661,WETZEL COUNTY HOSPITAL (510072),2022,Acute Care,Government - Local,44.0,,,WV,7.8,8.1,,
3662,WELCH COMMUNITY HOSPITAL (510086),2022,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,2.9,3.0,,
3663,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2022,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,12.4,10.0,,
3664,MINNIE HAMILTON HEALTH SYSTEM (511303),2022,Critical Access,Voluntary non-profit - Private,51.0,38.923796,-81.091891,WV,4.8,16.2,,
3665,SISTERSVILLE GENERAL HOSPITAL (511304),2022,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,1.2,,,
3666,ROANE GENERAL HOSPITAL (511306),2022,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,11.2,6.0,,5.3
3667,"GRAFTON CITY HOSPITAL, INC (511307)",2022,Critical Access,Government - Local,76.0,39.344037,-80.024413,WV,5.6,6.7,,
3668,"BRAXTON COUNTY MEMORIAL HOSPITAL, INC (511308)",2022,Critical Access,Voluntary non-profit - Private,25.0,38.660126,-80.748334,WV,9.7,15.8,,
3669,WAR MEMORIAL HOSPITAL INC (511309),2022,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,1.9,5.5,,
3670,SUMMERS COUNTY ARH HOSPITAL (511310),2022,Critical Access,Voluntary non-profit - Private,28.0,37.674714,-80.89145,WV,6.7,,,
3671,HAMPSHIRE MEMORIAL HOSPITAL (511311),2022,Critical Access,Voluntary non-profit - Private,44.0,39.332057,-78.699913,WV,4.2,4.8,,
3672,PRESTON MEMORIAL HOSPITAL (511312),2022,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,5.0,7.4,,
3673,BOONE MEMORIAL HOSPITAL (511313),2022,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,2.3,16.1,,2.5
3674,POCAHONTAS MEMORIAL HOSPITAL (511314),2022,Critical Access,Government - Local,25.0,38.201423,-80.108701,WV,4.0,,,
3675,POTOMAC VALLEY HOSPITAL (511315),2022,Critical Access,Voluntary non-profit - Private,25.0,39.408908,-79.003468,WV,7.7,6.6,,0.0
3676,GRANT MEMORIAL HOSPITAL (511316),2022,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,4.4,9.3,,
3677,PLATEAU MEDICAL CENTER (511317),2022,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,4.7,9.4,,
3678,"MONTGOMERY GENERAL HOSPITAL, INC (511318)",2022,Critical Access,Voluntary non-profit - Private,69.0,38.182878,-81.324708,WV,0.0,,,
3679,JEFFERSON MEDICAL CENTER (511319),2022,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,2.7,3.4,,2.0
3680,JACKSON GENERAL HOSPITAL (511320),2022,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,4.7,12.0,,
3681,ST JOSEPH'S HOSPITAL (511321),2022,Critical Access,Voluntary non-profit - Private,51.0,38.991275,-80.236824,WV,13.2,8.8,,1.2
3682,"ASPIRUS STEVENS POINT HOSPITAL & CLINICS, INC. (520002)",2022,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,7.2,6.6,47.5,6.5
3683,MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC (520004),2022,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,3.0,5.6,43.3,4.3
3684,WAUKESHA MEMORIAL HOSPITAL (520008),2022,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,3.9,3.8,45.1,4.4
3685,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS (520009),2022,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,5.3,4.9,,3.4
3686,MARSHFIELD MEDICAL CENTER - RICE LAKE (520011),2022,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,5.3,5.1,53.4,2.6
3687,SACRED HEART HOSPITAL (520013),2022,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,7.8,6.5,,
3688,ST JOSEPH'S HOSPITAL (520017),2022,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,9.5,4.6,,
3689,ASCENSION ST MARYS HOSPITAL (520019),2022,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,9.8,4.9,40.4,2.6
3690,UNITED HOSPITAL SYSTEM (520021),2022,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,4.1,6.3,47.8,5.5
3691,ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE (520027),2022,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,7.1,8.1,47.1,2.3
3692,THE MONROE CLINIC (520028),2022,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,2.9,8.8,37.3,2.2
3693,ASPIRUS WAUSAU HOSPITAL (520030),2022,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,5.3,6.7,38.2,4.2
3694,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC (520033),2022,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,3.9,3.7,,2.8
3695,AURORA MEDICAL CTR MANITOWOC COUNTY (520034),2022,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,10.6,,57.4,3.4
3696,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR (520035),2022,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,4.9,,,
3697,MARSHFIELD MEDICAL CENTER (520037),2022,Acute Care,Voluntary non-profit - Church,323.0,,,WI,5.4,4.4,,3.7
3698,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2022,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,16.8,,,4.3
3699,DIVINE SAVIOR HEALTHCARE (520041),2022,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,2.6,7.8,,5.1
3700,ST NICHOLAS HOSPITAL (520044),2022,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,1.8,12.1,,
3701,THEDACARE REGIONAL MED CTR - NEENAH (520045),2022,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,1.4,6.1,,
3702,BELLIN MEMORIAL HOSPITAL (520049),2022,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,9.1,6.1,,3.7
3703,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE (520051),2022,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,6.9,7.9,,1.6
3704,SSM HEALTH ST CLARE HOSPITAL - BARABOO (520057),2022,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,3.6,8.2,,2.5
3705,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2022,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,7.8,7.7,,6.2
3706,OCONOMOWOC MEMORIAL HOSPITAL (520062),2022,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,3.1,2.7,,3.1
3707,ST JOSEPHS COMMUNITY HOSPITAL WEST BEND (520063),2022,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,3.5,14.6,43.6,5.3
3708,MERCY HEALTH SYSTEM CORP (520066),2022,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,1.6,3.7,49.2,4.6
3709,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2022,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,8.1,6.6,58.2,2.1
3710,FORT MEMORIAL HOSPITAL (520071),2022,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,3.9,8.5,51.5,6.4
3711,ST VINCENT HOSPITAL (520075),2022,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,8.0,,43.9,4.4
3712,MARSHFIELD MEDICAL CENTER - BEAVER DAM (MMC-BD) (520076),2022,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,3.1,10.2,,1.9
3713,ASCENSION ST FRANCIS HOSPITAL (520078),2022,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,6.3,10.2,,
3714,SSM HEALTH ST MARY'S HOSPITAL - MADISON (520083),2022,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,0.6,,,
3715,GUNDERSEN LUTHERAN MEDICAL CENTER (520087),2022,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,4.0,6.8,38.9,2.5
3716,ST. AGNES HOSPITAL HOSPICE (520088),2022,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,7.3,5.0,44.7,7.9
3717,MERITER HOSPITAL (520089),2022,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,1.3,7.3,,2.0
3718,HOWARD YOUNG MEDICAL CENTER (520091),2022,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,3.0,7.6,,
3719,SAUK PRAIRIE HOSPITAL (520095),2022,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,7.9,10.3,57.4,5.9
3720,ASCENSION ALL SAINTS HOSPITAL (520096),2022,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,8.5,5.9,44.2,6.5
3721,ST MARY'S HOSPITAL MEDICAL CENTER (520097),2022,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,5.9,,,2.1
3722,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2022,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,3.9,5.1,46.8,3.9
3723,BELOIT HEALTH SYSTEM (520100),2022,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,7.9,3.8,47.6,3.2
3724,AURORA LAKELAND MEDICAL CENTER (520102),2022,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,11.3,,42.9,2.9
3725,COMMUNITY MEMORIAL HOSPITAL (520103),2022,Acute Care,Voluntary non-profit - Private,202.0,,,WI,0.4,8.9,,2.4
3726,HOLY FAMILY MEMORIAL (520107),2022,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,5.3,13.6,,3.8
3727,MILE BLUFF MEDICAL CENTER (520109),2022,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,3.7,5.8,,5.5
3728,BAY AREA MEDICAL CENTER (520113),2022,Acute Care,Voluntary non-profit - Private,81.0,,,WI,5.3,4.2,50.0,3.4
3729,WATERTOWN MEMORIAL HOSPITAL (520116),2022,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,5.6,6.7,,4.9
3730,ASCENSION SE WISCONSIN HOSPITAL (520136),2022,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,7.1,8.8,44.9,3.0
3731,AURORA ST LUKES MEDICAL CENTER (520138),2022,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,9.9,17.7,36.2,5.0
3732,WEST ALLIS MEMORIAL HOSPITAL (520139),2022,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,8.0,7.6,,2.1
3733,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC (520160),2022,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,0.6,,,3.7
3734,FROEDTERT MEMORIAL LUTHERAN HOSPITAL (520177),2022,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,4.9,10.2,40.8,3.4
3735,AURORA MEDICAL CENTER KENOSHA (520189),2022,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,12.3,9.5,40.9,7.3
3736,AURORA BAYCARE MEDICAL CTR (520193),2022,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,11.7,3.5,53.8,4.4
3737,AURORA MEDICAL CTR OSHKOSH (520198),2022,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,7.1,2.5,34.0,0.8
3738,MARSHFIELD MEDICAL CENTER - WESTON (520202),2022,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,2.9,,,
3739,AURORA MEDICAL CENTER - SUMMIT (520206),2022,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,14.8,6.6,46.2,3.8
3740,AURORA MEDICAL CENTER (520207),2022,Acute Care,Voluntary non-profit - Private,116.0,,,WI,9.0,5.0,,2.8
3741,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE (520208),2022,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,0.0,,,
3742,MARSHFIELD MEDICAL CENTER - EAU CLAIRE (520210),2022,Acute Care,Voluntary non-profit - Private,46.0,44.793318,-91.519083,WI,4.7,6.4,58.0,5.9
3743,MARSHFIELD MEDICAL CENTER - MINOCQUA (520212),2022,Acute Care,Voluntary non-profit - Private,19.0,,,WI,8.1,,37.7,
3744,FROEDTERT COMMUNITY HOSPITAL (520213),2022,Acute Care,Voluntary non-profit - Private,24.0,,,WI,0.0,,,
3745,ASCENSION EAGLE RIVER HOSPITAL (521300),2022,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,6.7,7.8,,
3746,MAYO CLINIC HEALTH SYSTEM OAKRIDGE (521302),2022,Critical Access,Voluntary non-profit - Other,26.0,44.577911,-91.216351,WI,6.1,8.9,,
3747,THEDACARE MEDICAL CENTER - WILD ROSE (521303),2022,Critical Access,Voluntary non-profit - Private,25.0,44.183143,-89.245704,WI,1.0,2.5,,
3748,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS (521304),2022,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,1.2,6.9,,
3749,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA (521305),2022,Critical Access,Voluntary non-profit - Church,25.0,43.944395,-90.81516,WI,4.0,4.5,,
