,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
3546,ST FRANCIS COMMUNITY HOSPITAL (500141),2014,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,3.6,46.7,11.3,6.3,,0.3
3547,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2014,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,57.3,,,2.9,,3.6
3548,LEGACY SALMON CREEK MEDICAL CENTER (500150),2014,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,3.9,35.6,7.6,4.1,0.8,0.0
3549,ST ANTHONY HOSPITAL (500151),2014,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,3.4,36.5,9.0,2.7,4.3,1.3
3550,SWEDISH ISSAQUAH (500152),2014,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,9.5,41.4,16.5,6.3,1.0,0.4
3551,WILLAPA HARBOR HOSPITAL (501303),2014,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,3.3,,12.3,,,2.8
3552,SUMMIT PACIFIC MEDICAL CENTER (501304),2014,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,3.4,,3.6,,,4.0
3553,LINCOLN HOSPITAL (501305),2014,Critical Access,Government - Hospital District or Authority,30.0,,,WA,3.7,,5.7,,,
3554,COULEE COMMUNITY HOSPITAL (501308),2014,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,6.2,,3.6,,,0.0
3555,PROVIDENCE ST JOSEPH HOSPITAL (501309),2014,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,1.4,,12.6,,5.9,0.0
3556,NEWPORT COMMUNITY HOSPITAL (501310),2014,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,6.0,52.6,10.2,,0.6,0.0
3557,SKYLINE HOSPITAL (501315),2014,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,2.1,,16.0,,0.0,1.9
3558,KLICKITAT VALLEY HOSPITAL (501316),2014,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,4.5,,12.5,,,5.8
3559,COLUMBIA BASIN HOSPITAL (501317),2014,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,63.9,,7.2,,,
3560,OTHELLO COMMUNITY HOSPITAL (501318),2014,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,1.7,,7.3,,0.0,
3561,MORTON SWING BED (501319),2014,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,3.7,,6.7,,,5.3
3562,NORTH VALLEY HOSPITAL (501321),2014,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,11.4,,4.8,,,13.3
3563,FERRY COUNTY MEMORIAL HOSPITAL (501322),2014,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,2.0,,,,0.0,
3564,JEFFERSON HEALTHCARE HOSPITAL (501323),2014,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,7.8,31.4,17.9,,1.2,1.1
3565,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2014,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,7.8,55.3,15.0,0.0,0.9,0.6
3566,MID VALLEY HOSPITAL (501328),2014,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,17.8,64.6,15.9,1.7,,0.0
3567,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2014,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,5.2,35.8,9.1,,,0.0
3568,SUNNYSIDE COMMUNITY HOSPITAL (501330),2014,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,5.4,,6.6,,,14.2
3569,TRI-STATE MEMORIAL HOSPITAL (501332),2014,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,9.3,42.6,14.7,,1.1,1.1
3570,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2014,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,2.8,43.5,9.3,2.2,,0.0
3571,LAKE CHELAN COMMUNITY HOSPITAL (501334),2014,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,28.9,,6.3,,,0.0
3572,ST ELIZABETH HOSPITAL (501335),2014,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,2.5,,14.9,4.1,,2.5
3573,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2014,Acute Care,Voluntary non-profit - Private,595.0,,,WV,9.2,,11.9,4.1,0.8,2.7
3574,GREENBRIER VALLEY MEDICAL CENTER (510002),2014,Acute Care,Proprietary,97.0,,,WV,9.9,36.1,17.1,4.8,4.7,0.7
3575,UNITED HOSPITAL CENTER (510006),2014,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,29.8,31.3,6.9,3.1,2.4,0.0
3576,ST MARY'S MEDICAL CENTER (510007),2014,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,3.4,37.2,9.4,3.0,4.9,0.0
3577,BERKELEY MEDICAL CENTER (510008),2014,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,5.6,39.3,5.5,3.6,1.8,5.4
3578,PLEASANT VALLEY HOSPITAL (510012),2014,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,5.5,34.3,6.7,4.4,,5.4
3579,REYNOLDS MEMORIAL HOSPITAL (510013),2014,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,15.2,47.3,15.5,,,1.1
3580,CHARLESTON AREA MEDICAL CENTER (510022),2014,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,9.1,41.4,7.4,5.3,0.8,0.4
3581,WEIRTON MEDICAL CENTER (510023),2014,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,9.3,43.9,11.7,4.2,,2.1
3582,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2014,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,18.3,41.2,7.7,6.3,2.5,0.1
3583,THOMAS MEMORIAL HOSPITAL (510029),2014,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,13.6,42.9,10.0,5.9,2.8,3.0
3584,DAVIS MEMORIAL HOSPITAL (510030),2014,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,21.2,38.5,6.0,4.1,4.0,6.3
3585,ST FRANCIS HOSPITAL (510031),2014,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,3.1,35.7,11.5,,7.3,0.0
3586,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2014,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,37.4,,4.8,4.5,,0.6
3587,OHIO VALLEY MEDICAL CENTER (510039),2014,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,53.7,,17.8,,5.2,0.6
3588,PRINCETON COMMUNITY HOSPITAL (510046),2014,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,60.2,40.1,6.8,6.7,2.1,1.0
3589,FAIRMONT GENERAL HOSPITAL (510047),2014,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,30.5,36.9,7.9,5.0,2.5,1.2
3590,LOGAN REGIONAL MEDICAL CENTER (510048),2014,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,1.8,37.5,14.3,5.1,4.4,0.2
3591,WHEELING HOSPITAL (510050),2014,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,8.0,35.4,8.8,3.8,2.9,0.3
3592,ST JOSEPH HOSPITAL (510053),2014,Acute Care,Voluntary non-profit - Church,82.0,,,WV,37.9,,6.7,7.0,,0.0
3593,CABELL HUNTINGTON HOSPITAL INC (510055),2014,Acute Care,Voluntary non-profit - Private,316.0,38.410022,-82.428411,WV,5.9,34.6,9.6,8.9,,0.4
3594,CAMDEN CLARK MEDICAL CENTER (510058),2014,Acute Care,Voluntary non-profit - Private,306.0,39.270209,-81.560426,WV,13.5,38.1,5.8,3.2,2.1,2.5
3595,BECKLEY ARH HOSPITAL (510062),2014,Acute Care,Voluntary non-profit - Private,160.0,37.798718,-81.169502,WV,21.4,17.1,9.8,3.0,4.5,29.3
3596,RALEIGH GENERAL HOSPITAL (510070),2014,Acute Care,Proprietary,300.0,37.786458,-81.203103,WV,9.9,37.5,10.7,5.1,2.0,6.6
3597,BLUEFIELD REGIONAL MEDICAL CENTER (510071),2014,Acute Care,Proprietary,96.0,37.257517,-81.234129,WV,5.5,42.2,3.8,5.2,5.2,6.0
3598,WETZEL COUNTY HOSPITAL (510072),2014,Acute Care,Government - Local,44.0,,,WV,7.3,45.0,11.1,,,0.0
3599,WILLIAMSON MEMORIAL HOSPITAL (510077),2014,Acute Care,Voluntary non-profit - Private,64.0,37.678237,-82.272031,WV,4.2,,14.6,6.5,8.2,4.7
3600,SUMMERSVILLE REGIONAL MEDICAL CENTER (510082),2014,Acute Care,Government - Local,101.0,,,WV,10.1,39.5,8.4,4.4,2.7,19.3
3601,CAMC TEAYS VALLEY HOSPITAL (510085),2014,Acute Care,Voluntary non-profit - Private,70.0,,,WV,3.3,44.3,7.6,4.7,0.6,0.0
3602,WELCH COMMUNITY HOSPITAL (510086),2014,Acute Care,Government - State,103.0,37.438822,-81.589295,WV,1.8,,6.9,,,0.0
3603,"BROADDUS HOSPITAL ASSOCIATION, INC (511300)",2014,Critical Access,Voluntary non-profit - Private,72.0,39.152887,-80.044091,WV,32.2,,11.3,,0.7,9.3
3604,SISTERSVILLE GENERAL HOSPITAL (511304),2014,Critical Access,Government - Local,28.0,39.558339,-81.004067,WV,39.8,,1.9,,,
3605,ROANE GENERAL HOSPITAL (511306),2014,Critical Access,Voluntary non-profit - Private,65.0,38.813654,-81.36887,WV,34.7,,4.4,,0.6,0.0
3606,WAR MEMORIAL HOSPITAL INC (511309),2014,Critical Access,Voluntary non-profit - Private,41.0,39.640923,-78.19987,WV,8.8,,21.8,,,
3607,PRESTON MEMORIAL HOSPITAL (511312),2014,Critical Access,Voluntary non-profit - Private,25.0,39.465641,-79.676398,WV,11.2,,9.6,2.0,6.8,11.8
3608,BOONE MEMORIAL HOSPITAL (511313),2014,Critical Access,Government - Local,25.0,38.048636,-81.806532,WV,2.3,,11.2,11.9,,1.6
3609,GRANT MEMORIAL HOSPITAL (511316),2014,Critical Access,Government - Local,40.0,39.001841,-79.137985,WV,3.5,47.7,14.5,,,1.0
3610,PLATEAU MEDICAL CENTER (511317),2014,Critical Access,Proprietary,25.0,37.97468,-81.14417,WV,2.4,46.7,8.2,,1.9,0.0
3611,JEFFERSON MEDICAL CENTER (511319),2014,Critical Access,Voluntary non-profit - Private,25.0,39.295971,-77.858265,WV,1.2,,1.9,0.0,1.5,2.0
3612,JACKSON GENERAL HOSPITAL (511320),2014,Critical Access,Voluntary non-profit - Other,25.0,38.823541,-81.728325,WV,12.6,30.9,9.8,9.2,,8.3
3613,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT (520002),2014,Acute Care,Voluntary non-profit - Church,88.0,44.526825,-89.566203,WI,6.0,29.3,10.5,7.2,,0.4
3614,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR (520004),2014,Acute Care,Voluntary non-profit - Private,136.0,43.804038,-91.239557,WI,8.6,35.8,,7.4,1.7,0.2
3615,WAUKESHA MEMORIAL HOSPITAL (520008),2014,Acute Care,Voluntary non-profit - Private,275.0,43.011279,-88.245522,WI,7.1,37.6,8.8,6.8,1.4,2.1
3616,ST ELIZABETH HOSPITAL (520009),2014,Acute Care,Voluntary non-profit - Private,239.0,44.248733,-88.404135,WI,3.5,,6.5,3.1,,0.4
3617,LAKEVIEW MEDICAL CENTER (520011),2014,Acute Care,Voluntary non-profit - Private,40.0,45.508042,-91.759027,WI,3.3,37.1,9.2,3.9,1.2,0.8
3618,SACRED HEART HOSPITAL (520013),2014,Acute Care,Voluntary non-profit - Church,198.0,44.793462,-91.510656,WI,9.7,34.2,12.1,6.9,0.9,0.4
3619,ST JOSEPHS HOSPITAL (520017),2014,Acute Care,Voluntary non-profit - Church,102.0,44.951661,-91.358217,WI,2.1,,10.5,,,0.7
3620,MINISTRY SAINT MARYS HOSPITAL (520019),2014,Acute Care,Voluntary non-profit - Private,65.0,45.638482,-89.31114,WI,5.5,36.4,6.2,6.4,,0.3
3621,UNITED HOSPITAL SYSTEM (520021),2014,Acute Care,Government - Local,222.0,42.577712,-87.819285,WI,4.5,27.5,5.6,9.5,2.4,0.0
3622,COLUMBIA ST MARYS HOSPITAL OZAUKEE (520027),2014,Acute Care,Voluntary non-profit - Church,123.0,43.25618,-87.92415,WI,6.1,38.5,11.1,5.4,2.0,1.7
3623,THE MONROE CLINIC (520028),2014,Acute Care,Voluntary non-profit - Private,77.0,42.607807,-89.634574,WI,6.6,30.4,7.2,5.4,2.2,1.3
3624,ASPIRUS WAUSAU HOSPITAL (520030),2014,Acute Care,Proprietary,241.0,44.964503,-89.666372,WI,3.4,41.7,9.3,4.0,0.8,0.0
3625,RIVERVIEW HOSPITAL ASSOC (520033),2014,Acute Care,Voluntary non-profit - Private,63.0,44.382199,-89.829544,WI,0.5,,8.8,7.5,0.7,0.5
3626,AURORA MED CTR MANITOWOC CTY (520034),2014,Acute Care,Voluntary non-profit - Private,69.0,44.125862,-87.615137,WI,6.5,41.4,,5.4,4.3,0.0
3627,AURORA SHEBOYGAN MEM MED CTR (520035),2014,Acute Care,Voluntary non-profit - Private,133.0,43.772568,-87.711206,WI,2.1,,,,,0.0
3628,MINISTRY SAINT JOSEPHS HOSPITAL (520037),2014,Acute Care,Voluntary non-profit - Church,323.0,,,WI,4.5,,,6.2,,
3629,AURORA MEDICAL CTR WASHINGTON COUNTY (520038),2014,Acute Care,Voluntary non-profit - Private,45.0,43.3176,-88.362734,WI,11.9,32.0,,4.4,,0.0
3630,DIVINE SAVIOR HEALTHCARE (520041),2014,Acute Care,Voluntary non-profit - Private,166.0,43.566278,-89.469445,WI,6.9,29.6,15.5,5.9,1.0,1.1
3631,ST NICHOLAS HOSPITAL (520044),2014,Acute Care,Voluntary non-profit - Private,53.0,43.761118,-87.747143,WI,5.6,,11.3,,,0.4
3632,THEDA CLARK MED CTR (520045),2014,Acute Care,Voluntary non-profit - Private,152.0,44.189172,-88.453907,WI,5.8,38.0,11.9,5.1,,0.0
3633,MERCY MEDICAL CTR OF OSHKOSH (520048),2014,Acute Care,Voluntary non-profit - Private,124.0,,,WI,1.7,32.8,7.0,4.9,,0.0
3634,BELLIN MEMORIAL HOSPITAL (520049),2014,Acute Care,Voluntary non-profit - Private,176.0,44.502001,-88.010631,WI,4.0,32.3,4.8,5.2,2.4,0.0
3635,COLUMBIA ST MARYS HOSPITAL MILWAUKEE (520051),2014,Acute Care,Voluntary non-profit - Church,305.0,43.061411,-87.879139,WI,4.2,36.2,11.2,4.2,2.4,4.0
3636,ST CLARE HOSPITAL HEALTH SERVICES (520057),2014,Acute Care,Voluntary non-profit - Private,44.0,43.480607,-89.731194,WI,4.6,,6.7,2.9,,3.2
3637,AURORA MEMORIAL HOSPITAL BURLINGTON (520059),2014,Acute Care,Voluntary non-profit - Private,46.0,42.673515,-88.282648,WI,4.7,37.0,7.4,4.8,1.2,1.4
3638,OCONOMOWOC MEM HOSPITAL (520062),2014,Acute Care,Voluntary non-profit - Other,61.0,43.101136,-88.486109,WI,6.4,37.9,5.9,4.5,0.4,1.4
3639,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND (520063),2014,Acute Care,Voluntary non-profit - Private,75.0,43.353318,-88.196576,WI,3.8,21.7,,5.5,0.0,4.8
3640,MERCY HEALTH SYSTEM CORP (520066),2014,Acute Care,Voluntary non-profit - Private,224.0,42.686744,-89.032725,WI,2.9,34.1,5.7,6.1,2.0,1.8
3641,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL (520070),2014,Acute Care,Voluntary non-profit - Private,190.0,44.812055,-91.51354,WI,7.1,32.8,,3.8,1.9,0.1
3642,FORT MEMORIAL HOSPITAL (520071),2014,Acute Care,Voluntary non-profit - Private,65.0,42.929969,-88.827933,WI,5.8,26.7,9.7,4.3,1.7,0.0
3643,ST VINCENT HOSPITAL (520075),2014,Acute Care,Voluntary non-profit - Church,255.0,44.501039,-88.013175,WI,5.8,40.6,5.6,6.0,,0.0
3644,BEAVER DAM COM HOSPITAL (520076),2014,Acute Care,Voluntary non-profit - Private,218.0,43.448477,-88.828197,WI,2.7,26.8,9.1,3.4,,1.1
3645,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS (520078),2014,Acute Care,Voluntary non-profit - Private,159.0,42.98536,-87.933837,WI,7.2,33.7,10.9,7.6,,2.1
3646,ST MARYS HOSPITAL (520083),2014,Acute Care,Voluntary non-profit - Private,366.0,43.059124,-89.400678,WI,0.8,,,1.1,1.2,
3647,GUNDERSEN LUTHERAN MEDICAL CTR (520087),2014,Acute Care,Voluntary non-profit - Private,270.0,43.794748,-91.246219,WI,1.5,,,,,
3648,ST AGNES HOSPITAL (520088),2014,Acute Care,Voluntary non-profit - Private,145.0,43.778691,-88.431179,WI,9.3,38.3,10.1,5.8,2.0,3.7
3649,MERITER HOSPITAL (520089),2014,Acute Care,Voluntary non-profit - Private,313.0,43.065385,-89.400896,WI,5.0,,,2.8,2.0,1.8
3650,HOWARD YOUNG MEDICAL CTR (520091),2014,Acute Care,Voluntary non-profit - Church,77.0,45.89437,-89.701837,WI,2.0,,9.0,,,1.2
3651,SAUK PRAIRIE HOSPITAL (520095),2014,Acute Care,Voluntary non-profit - Church,36.0,43.287718,-89.756072,WI,6.2,33.7,12.8,2.0,,4.8
3652,WHEATON FRANCISCAN HEALTHCARE  ALL SAINTS (520096),2014,Acute Care,Voluntary non-profit - Church,336.0,42.733346,-87.825173,WI,5.4,33.0,8.4,8.0,0.8,0.0
3653,ST MARYS HOSPITAL MEDICAL CTR (520097),2014,Acute Care,Voluntary non-profit - Other,83.0,44.532184,-88.066561,WI,5.3,37.5,9.5,3.8,,0.0
3654,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY (520098),2014,Acute Care,Government - Hospital District or Authority,579.0,43.077218,-89.429063,WI,3.6,34.7,8.1,5.5,1.6,0.3
3655,BELOIT MEMORIAL HOSPITAL (520100),2014,Acute Care,Voluntary non-profit - Private,101.0,42.546766,-89.007616,WI,55.5,39.4,3.7,5.6,,1.2
3656,AURORA LAKELAND MEDICAL CTR (520102),2014,Acute Care,Voluntary non-profit - Private,68.0,42.662615,-88.496322,WI,5.2,45.0,10.4,4.3,1.3,2.9
3657,COMMUNITY MEMORIAL HOSPITAL (520103),2014,Acute Care,Voluntary non-profit - Private,202.0,,,WI,1.2,29.4,8.3,6.3,0.8,4.2
3658,HOLY FAMILY MEMORIAL (520107),2014,Acute Care,Voluntary non-profit - Other,61.0,44.09441,-87.676865,WI,15.5,43.0,9.2,7.1,,6.4
3659,MILE BLUFF MEDICAL CENTER (520109),2014,Acute Care,Proprietary,172.0,43.782614,-90.076778,WI,8.2,41.5,6.8,2.6,,1.5
3660,BAY AREA MED CTR (520113),2014,Acute Care,Voluntary non-profit - Private,81.0,,,WI,4.6,38.4,5.4,6.6,1.4,1.8
3661,UW HLTH PARTNERS  WATERTOWN REGIONAL MEDICAL CTR (520116),2014,Acute Care,Voluntary non-profit - Private,95.0,43.199903,-88.699014,WI,3.5,37.3,7.3,4.5,1.7,0.0
3662,WHEATON FRANCISCAN ST JOSEPH (520136),2014,Acute Care,Voluntary non-profit - Church,356.0,43.073465,-87.9761,WI,9.7,29.0,9.1,4.5,3.0,2.4
3663,AURORA ST LUKES MEDICAL CENTER (520138),2014,Acute Care,Voluntary non-profit - Private,936.0,42.988612,-87.949346,WI,9.3,33.5,10.7,5.6,3.0,0.8
3664,AURORA WEST ALLIS MEDICAL CENTER (520139),2014,Acute Care,Voluntary non-profit - Private,232.0,43.002702,-88.023065,WI,3.8,44.2,5.7,5.0,3.8,0.0
3665,APPLETON MEDICAL CTR (520160),2014,Acute Care,Voluntary non-profit - Private,147.0,44.278772,-88.395612,WI,2.8,,,5.1,,0.0
3666,FROEDTERT MEM LUTHERAN HSPTL (520177),2014,Acute Care,Voluntary non-profit - Private,577.0,43.038407,-88.027316,WI,6.0,30.9,6.1,6.2,3.0,0.0
3667,AURORA MEDICAL CTR KENOSHA (520189),2014,Acute Care,Voluntary non-profit - Private,81.0,42.567355,-87.933877,WI,4.8,26.8,4.8,5.3,2.4,1.3
3668,AURORA BAYCARE MEDICAL CTR (520193),2014,Acute Care,Proprietary,165.0,44.47335,-87.941091,WI,7.7,34.3,4.8,6.2,0.0,0.0
3669,ORTHOPAEDIC HOSPITAL OF WI (520194),2014,Acute Care,Voluntary non-profit - Other,30.0,43.09827,-87.913579,WI,,36.4,,,,
3670,AURORA MEDICAL CTR OSHKOSH (520198),2014,Acute Care,Voluntary non-profit - Private,68.0,44.027541,-88.593291,WI,5.6,42.4,7.3,2.8,,0.3
3671,ST CLARES HOSPITAL OF WESTON (520202),2014,Acute Care,Voluntary non-profit - Private,96.0,44.889675,-89.582214,WI,1.0,,,,,
3672,WHEATON FRANCISCAN HEALTHCARE FRANKLIN (520204),2014,Acute Care,Voluntary non-profit - Private,35.0,,,WI,8.9,36.0,9.2,5.1,,0.7
3673,AURORA MEDICAL CENTER (520206),2014,Acute Care,Voluntary non-profit - Private,86.0,43.063611,-88.467732,WI,15.1,37.1,7.8,4.4,,0.0
3674,AURORA MEDICAL CENTER (520207),2014,Acute Care,Voluntary non-profit - Private,116.0,,,WI,7.1,41.1,6.8,4.9,,0.0
3675,ST MARYS JANESVILLE HOSPITAL (520208),2014,Acute Care,Voluntary non-profit - Other,50.0,42.670982,-88.976075,WI,1.0,,,,,
3676,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL (521300),2014,Critical Access,Voluntary non-profit - Private,20.0,45.927518,-89.251678,WI,9.1,,6.9,,,0.0
3677,ST JOSEPHS HEALTH SERVICES (521304),2014,Critical Access,Voluntary non-profit - Private,25.0,43.648814,-90.34447,WI,,,2.4,,0.0,
3678,AMERY REGIONAL MEDICAL CTR (521308),2014,Critical Access,Voluntary non-profit - Private,35.0,45.295946,-92.36067,WI,6.7,35.3,8.0,3.8,0.0,1.1
3679,MOUNDVIEW MEM HOSPITAL AND CLINICS (521309),2014,Critical Access,Voluntary non-profit - Private,25.0,43.973995,-89.821026,WI,12.6,,12.6,,,0.0
3680,COMMUNITY MEM HOSPITAL (521310),2014,Critical Access,Voluntary non-profit - Private,23.0,44.865899,-88.127084,WI,11.4,,6.8,6.6,0.0,4.0
3681,OUR LADY OF VICTORY HOSPITAL (521311),2014,Critical Access,Voluntary non-profit - Other,24.0,44.955311,-90.920564,WI,,,5.2,,,
3682,MEMORIAL HOSPITAL LAFAYETTE CTY (521312),2014,Critical Access,Government - Local,25.0,42.68397,-90.110419,WI,7.6,,10.3,6.3,,
3683,MINISTRY SACRED HEART HOSPITAL (521313),2014,Critical Access,Voluntary non-profit - Church,17.0,45.489006,-89.733596,WI,6.8,,8.0,,1.2,0.0
3684,CALUMET MEDICAL CTR (521317),2014,Critical Access,Voluntary non-profit - Private,25.0,44.025439,-88.154399,WI,2.1,,9.8,,,
3685,LADD MEMORIAL HOSPITAL (521318),2014,Critical Access,Voluntary non-profit - Private,25.0,45.302115,-92.699804,WI,,,3.5,,,
3686,TOMAH MEM HOSPITAL (521320),2014,Critical Access,Voluntary non-profit - Private,25.0,,,WI,2.1,,,,,0.0
3687,GRANT REGIONAL HEALTH CTR (521322),2014,Critical Access,Voluntary non-profit - Private,25.0,42.84434,-90.708393,WI,,,10.8,,,
3688,MEMORIAL HEALTH CTR (521324),2014,Critical Access,Voluntary non-profit - Private,128.0,45.135834,-90.354012,WI,5.8,,4.3,,,0.8
3689,FLAMBEAU HOSPITAL (521325),2014,Critical Access,Voluntary non-profit - Private,25.0,45.931098,-90.441972,WI,4.4,,9.4,2.0,,0.0
3690,NEW LONDON FAMILY MEDICAL CTR (521326),2014,Critical Access,Voluntary non-profit - Private,25.0,44.381668,-88.733124,WI,6.0,,9.1,,,2.0
3691,RUSK COUNTY MEM HOSPITAL (521328),2014,Critical Access,Voluntary non-profit - Other,37.0,45.455605,-91.11113,WI,12.1,,9.2,,0.0,1.6
3692,ST MARYS HOSPITAL SUPERIOR (521329),2014,Critical Access,Voluntary non-profit - Private,24.0,46.698195,-92.104048,WI,3.2,,5.7,,,0.0
3693,PRAIRIE DU CHIEN MEM HOSPITAL (521330),2014,Critical Access,Voluntary non-profit - Private,25.0,43.013999,-91.094502,WI,2.6,,6.7,,,
3694,SPOONER HEALTH SYSTEM (521332),2014,Critical Access,Voluntary non-profit - Private,22.0,,,WI,7.5,,6.0,,,0.0
3695,BLACK RIVER MEMORIAL HOSPITAL (521333),2014,Critical Access,Voluntary non-profit - Private,25.0,44.302386,-90.855734,WI,7.6,,,,,1.3
3696,RIVERSIDE MEDICAL CENTER (521334),2014,Critical Access,Voluntary non-profit - Private,25.0,44.345333,-89.075825,WI,3.8,,,8.2,6.7,0.0
3697,HUDSON HOSPITAL (521335),2014,Critical Access,Voluntary non-profit - Private,25.0,44.962289,-92.718839,WI,2.3,,5.3,4.4,,0.0
3698,HAYWARD AREA MEMORIAL HOSPITAL (521336),2014,Critical Access,Voluntary non-profit - Private,75.0,46.0354,-91.488465,WI,2.2,,9.8,,,0.7
3699,ST CROIX REGIONAL MEDICAL CTR (521337),2014,Critical Access,Voluntary non-profit - Private,25.0,45.409134,-92.642218,WI,6.7,38.3,3.4,3.0,0.0,0.8
3700,GOOD SAMARITAN HEALTH CTR (521339),2014,Critical Access,Voluntary non-profit - Church,22.0,45.175858,-89.683031,WI,2.7,,5.8,,,0.0
3701,STOUGHTON HOSPITAL (521343),2014,Critical Access,Voluntary non-profit - Private,31.0,42.920317,-89.211319,WI,5.3,,6.5,,,
3702,BOSCOBEL AREA HEALTH CARE (521344),2014,Critical Access,Voluntary non-profit - Private,25.0,43.132926,-90.707744,WI,1.5,,6.9,4.9,,
3703,SHAWANO MEDICAL CTR (521346),2014,Critical Access,Voluntary non-profit - Private,25.0,44.761606,-88.606614,WI,1.8,52.8,,4.2,0.9,0.0
3704,VERNON MEMORIAL HOSPITAL (521348),2014,Critical Access,Voluntary non-profit - Private,28.0,43.55146,-90.888946,WI,4.7,,6.2,2.1,,2.9
3705,RIVER FALLS AREA HOSPITAL (521349),2014,Critical Access,Voluntary non-profit - Private,24.0,44.862859,-92.602829,WI,3.9,,3.0,,,0.7
3706,LANGLADE HOSPITAL (521350),2014,Critical Access,Voluntary non-profit - Church,25.0,45.140319,-89.140292,WI,5.2,41.5,9.5,6.9,,0.3
3707,REEDSBURG AREA MEDICAL CTR (521351),2014,Critical Access,Voluntary non-profit - Private,25.0,43.549287,-89.994548,WI,1.2,48.6,15.8,3.0,,1.2
3708,SOUTHWEST HEALTH CENTER (521354),2014,Critical Access,Voluntary non-profit - Other,108.0,42.719781,-90.455783,WI,3.7,,8.2,2.0,,
