,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2622,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL (440200),2015,Acute Care,Proprietary,49.0,35.832865,-86.072943,TN,,,,,,0.957,21.0,,,20.1,1.0755,22.4,65.0,20.0,24.1,,,,,,0.9646,16.4,89.0,12.0,15.9
2623,TRISTAR STONECREST MEDICAL CENTER (440227),2015,Acute Care,Proprietary,109.0,35.973743,-86.56376,TN,0.9359,18.3,,,17.1,1.023,19.0,161.0,33.0,19.5,1.0072,23.9,123.0,30.0,24.0,1.0315,4.3,,,4.4,1.0354,16.8,224.0,41.0,17.4
2624,SAINT FRANCIS BARTLETT MEDICAL CENTER (440228),2015,Acute Care,Proprietary,161.0,35.207034,-89.802347,TN,0.9896,18.1,,,17.9,0.9091,19.2,246.0,36.0,17.4,1.0385,21.7,221.0,52.0,22.5,0.9311,4.5,291.0,11.0,4.2,0.8681,16.5,338.0,40.0,14.3
2625,PROVIDENCE MEMORIAL HOSPITAL (450002),2015,Acute Care,Proprietary,429.0,31.771161,-106.499345,TX,0.9653,15.7,118.0,16.0,15.1,0.9622,20.0,316.0,58.0,19.2,0.9671,22.2,353.0,74.0,21.5,1.0992,4.8,,,5.3,0.9152,17.5,326.0,47.0,16.0
2626,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL (450005),2015,Acute Care,Voluntary non-profit - Other,55.0,,,TX,0.9757,22.6,,,22.1,0.9279,19.5,129.0,18.0,18.1,0.9876,20.4,93.0,18.0,20.1,,,,,,0.9112,15.0,134.0,13.0,13.7
2627,PETERSON REGIONAL MEDICAL CENTER (450007),2015,Acute Care,Voluntary non-profit - Private,116.0,30.044944,-99.151857,TX,0.9918,17.7,,,17.5,0.9615,17.8,256.0,41.0,17.1,0.9335,21.0,296.0,54.0,19.6,1.2435,5.2,481.0,35.0,6.5,0.9603,15.4,497.0,71.0,14.8
2628,UNITED REGIONAL HEALTH CARE SYSTEM (450010),2015,Acute Care,Voluntary non-profit - Private,257.0,33.902312,-98.501482,TX,1.0002,16.5,437.0,72.0,16.5,0.9694,19.7,644.0,121.0,19.1,0.9937,21.4,800.0,170.0,21.3,0.9289,5.5,337.0,16.0,5.1,0.9888,16.8,732.0,121.0,16.6
2629,ST JOSEPH REGIONAL HEALTH CENTER (450011),2015,Acute Care,Voluntary non-profit - Private,237.0,30.655526,-96.347638,TX,0.9484,16.6,317.0,47.0,15.7,1.0048,19.6,633.0,125.0,19.7,0.9461,21.3,823.0,163.0,20.2,1.2663,5.1,631.0,45.0,6.5,0.9808,16.4,530.0,84.0,16.1
2630,PARKLAND HEALTH AND HOSPITAL SYSTEM (450015),2015,Acute Care,Government - Hospital District or Authority,820.0,32.811798,-96.836981,TX,1.0165,17.9,72.0,14.0,18.2,0.9945,22.1,134.0,29.0,22.0,0.8907,24.2,287.0,55.0,21.5,1.0522,4.6,,,4.8,0.9952,18.3,106.0,19.0,18.2
2631,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL (450018),2015,Acute Care,Government - State,587.0,29.311443,-94.776261,TX,1.0334,17.8,219.0,42.0,18.4,1.0151,22.2,288.0,66.0,22.5,1.0697,23.9,363.0,97.0,25.6,1.4528,5.4,154.0,19.0,7.9,1.1267,17.9,197.0,47.0,20.1
2632,BAYLOR UNIVERSITY MEDICAL CENTER (450021),2015,Acute Care,Voluntary non-profit - Church,848.0,32.790567,-96.78081,TX,0.9478,19.3,158.0,26.0,18.3,0.9549,22.5,687.0,144.0,21.5,0.8484,23.2,1028.0,193.0,19.7,0.8209,5.5,1328.0,56.0,4.5,0.914,18.1,830.0,132.0,16.6
2633,CITIZENS MEDICAL CENTER (450023),2015,Acute Care,Voluntary non-profit - Other,329.0,28.813157,-96.976759,TX,0.9079,16.6,259.0,34.0,15.1,0.9526,19.6,356.0,63.0,18.7,0.9519,22.0,525.0,107.0,20.9,0.8958,5.1,433.0,18.0,4.6,0.9603,17.2,414.0,66.0,16.5
2634,UNIVERSITY MEDICAL CENTER OF EL PASO (450024),2015,Acute Care,Government - Hospital District or Authority,270.0,31.771291,-106.436022,TX,1.0055,14.5,,,14.6,0.9842,18.6,,,18.3,1.0072,19.5,100.0,20.0,19.6,,,,,,0.9585,15.7,90.0,11.0,15.0
2635,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC (450028)",2015,Acute Care,Proprietary,262.0,25.917931,-97.511998,TX,1.0075,18.6,185.0,35.0,18.7,1.0187,22.2,206.0,48.0,22.6,0.8811,24.0,347.0,66.0,21.2,,,,,,0.8621,20.6,260.0,37.0,17.8
2636,LAREDO MEDICAL CENTER (450029),2015,Acute Care,Voluntary non-profit - Church,310.0,27.5306,-99.478571,TX,1.0333,18.1,194.0,38.0,18.7,0.954,19.7,475.0,86.0,18.8,0.9993,23.4,570.0,133.0,23.3,0.9044,5.2,356.0,15.0,4.7,1.0043,18.4,680.0,126.0,18.5
2637,GOOD SHEPHERD MEDICAL CENTER MARSHALL (450032),2015,Acute Care,Voluntary non-profit - Private,251.0,32.501448,-94.731471,TX,,,,,,1.0794,20.3,225.0,55.0,21.9,1.126,22.1,209.0,59.0,24.9,1.0255,5.4,,,5.5,1.0443,18.2,207.0,42.0,19.0
2638,VHS HARLINGEN HOSPITAL COMPANY LLC (450033),2015,Acute Care,Proprietary,408.0,26.173414,-97.670666,TX,1.0213,19.1,215.0,43.0,19.5,0.9846,22.1,520.0,112.0,21.8,0.9697,24.6,644.0,152.0,23.9,0.8179,6.7,723.0,36.0,5.5,0.9806,18.2,678.0,120.0,17.9
2639,CHRISTUS HOSPITAL (450034),2015,Acute Care,Voluntary non-profit - Church,412.0,30.085583,-94.131702,TX,0.954,16.8,364.0,56.0,16.1,0.9102,20.8,685.0,123.0,19.0,1.0963,22.6,912.0,231.0,24.7,0.8964,5.9,604.0,30.0,5.3,0.9511,17.0,600.0,94.0,16.2
2640,ST JOSEPH MEDICAL CENTER (450035),2015,Acute Care,Proprietary,360.0,29.747898,-95.36639,TX,0.9495,17.8,,,16.9,1.0452,19.3,103.0,24.0,20.2,1.0465,21.9,246.0,59.0,22.9,0.9891,5.2,,,5.2,1.0472,17.8,87.0,19.0,18.6
2641,GOOD SHEPHERD MEDICAL CENTER (450037),2015,Acute Care,Voluntary non-profit - Private,375.0,,,TX,0.9289,17.3,542.0,83.0,16.0,1.0817,20.0,828.0,185.0,21.6,1.0833,22.3,905.0,223.0,24.1,1.0367,5.2,512.0,28.0,5.3,1.075,17.4,735.0,142.0,18.7
2642,JPS HEALTH NETWORK (450039),2015,Acute Care,Government - Hospital District or Authority,541.0,32.727335,-97.326405,TX,1.0083,21.3,63.0,14.0,21.5,0.9868,22.1,142.0,30.0,21.8,0.9635,24.7,123.0,27.0,23.8,1.0321,5.4,,,5.5,0.9006,19.0,119.0,14.0,17.1
2643,COVENANT MEDICAL CENTER (450040),2015,Acute Care,Voluntary non-profit - Church,446.0,33.577867,-101.892357,TX,0.9521,16.6,679.0,105.0,15.8,0.8762,20.7,584.0,96.0,18.1,0.9322,23.1,900.0,190.0,21.6,0.9528,5.4,1407.0,72.0,5.2,0.9301,18.7,894.0,151.0,17.4
2644,PROVIDENCE HEALTH CENTER (450042),2015,Acute Care,Government - Hospital District or Authority,436.0,31.513243,-97.198431,TX,0.9926,15.6,383.0,59.0,15.5,0.9552,20.2,571.0,107.0,19.3,1.0147,20.6,613.0,129.0,20.9,1.1654,4.9,422.0,27.0,5.7,1.0818,16.1,443.0,82.0,17.5
2645,UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL (450044),2015,Acute Care,Government - State,459.0,,,TX,0.9577,18.6,114.0,18.0,17.9,1.0907,22.2,200.0,55.0,24.2,1.0063,24.3,563.0,138.0,24.4,1.1377,5.5,316.0,22.0,6.2,0.9711,18.0,279.0,47.0,17.5
2646,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI (450046),2015,Acute Care,Voluntary non-profit - Private,652.0,27.777489,-97.395121,TX,0.9859,18.1,457.0,81.0,17.9,0.916,21.2,709.0,131.0,19.4,1.0349,23.3,870.0,212.0,24.1,0.8406,5.5,306.0,11.0,4.6,1.0572,19.3,870.0,181.0,20.4
2647,METHODIST DALLAS MEDICAL CENTER (450051),2015,Acute Care,Voluntary non-profit - Other,388.0,32.761639,-96.823006,TX,1.0769,18.6,204.0,45.0,20.1,0.9567,20.8,288.0,54.0,19.9,1.0894,23.4,412.0,110.0,25.4,0.8533,5.4,,,4.6,1.1124,18.4,285.0,65.0,20.5
2648,GOODALL WITCHER HOSPITAL (450052),2015,Acute Care,Government - Hospital District or Authority,33.0,,,TX,,,,,,0.9591,18.7,,,17.9,1.0305,20.8,,,21.4,,,,,,0.9467,15.4,111.0,13.0,14.6
2649,SCOTT & WHITE MEMORIAL HOSPITAL (450054),2015,Acute Care,Voluntary non-profit - Private,633.0,31.078693,-97.365938,TX,0.9868,18.3,529.0,95.0,18.1,0.9308,23.5,519.0,108.0,21.9,1.1235,24.4,723.0,205.0,27.4,0.9922,5.3,796.0,42.0,5.3,1.0344,19.6,676.0,139.0,20.2
2650,ROLLING PLAINS MEMORIAL HOSPITAL (450055),2015,Acute Care,Government - Hospital District or Authority,39.0,32.453882,-100.398314,TX,,,,,,1.0224,22.0,148.0,35.0,22.5,1.0352,22.5,90.0,23.0,23.3,,,,,,0.9399,16.6,171.0,23.0,15.6
2651,SETON MEDICAL CENTER AUSTIN (450056),2015,Acute Care,Voluntary non-profit - Private,716.0,30.306154,-97.745218,TX,1.0184,16.1,220.0,37.0,16.4,1.0098,20.9,447.0,95.0,21.1,0.9371,22.2,798.0,162.0,20.8,1.1529,4.8,1248.0,71.0,5.5,0.963,16.4,540.0,83.0,15.8
2652,BAPTIST MEDICAL CENTER (450058),2015,Acute Care,Proprietary,1426.0,29.432877,-98.492773,TX,0.9153,19.1,874.0,148.0,17.5,0.8826,21.4,1117.0,202.0,18.9,0.9335,23.4,1583.0,341.0,21.8,1.0974,5.0,1766.0,99.0,5.5,0.9475,18.0,1126.0,189.0,17.1
2653,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL (450064),2015,Acute Care,Voluntary non-profit - Private,249.0,32.750126,-97.116086,TX,1.0701,20.1,66.0,18.0,21.5,1.0258,20.7,373.0,81.0,21.2,0.9592,23.5,432.0,95.0,22.6,1.0406,6.4,,,6.6,1.0051,17.1,486.0,84.0,17.2
2654,MEMORIAL HERMANN TEXAS MEDICAL CENTER (450068),2015,Acute Care,Voluntary non-profit - Private,973.0,29.713684,-95.397627,TX,1.01,17.2,262.0,46.0,17.4,1.0096,23.3,150.0,36.0,23.5,0.9736,23.6,337.0,76.0,23.0,0.8492,6.7,,,5.7,0.996,18.7,200.0,37.0,18.6
2655,BRAZOSPORT REGIONAL HEALTH SYSTEM (450072),2015,Acute Care,Voluntary non-profit - Private,97.0,29.030091,-95.451388,TX,0.9272,17.6,,,16.3,0.9792,18.8,362.0,65.0,18.4,0.992,21.8,266.0,57.0,21.6,1.5308,5.4,149.0,20.0,8.2,0.8738,16.2,339.0,40.0,14.1
2656,COGDELL MEMORIAL HOSPITAL (450073),2015,Acute Care,Government - Hospital District or Authority,40.0,,,TX,,,,,,1.0428,16.4,53.0,12.0,17.1,0.9968,23.8,64.0,15.0,23.7,,,,,,1.0302,15.5,58.0,11.0,15.9
2657,ANSON GENERAL HOSPITAL (450078),2015,Acute Care,Government - Local,20.0,32.768101,-99.895514,TX,,,,,,0.9834,15.6,79.0,11.0,15.4,,,,,,,,,,,,,,,
2658,BAYLOR MEDICAL CENTER AT IRVING (450079),2015,Acute Care,Voluntary non-profit - Private,213.0,32.835496,-96.959226,TX,1.0104,18.9,186.0,36.0,19.0,0.9261,22.1,380.0,72.0,20.5,0.9906,21.8,346.0,74.0,21.5,0.8659,5.3,,,4.6,0.9758,17.9,410.0,70.0,17.4
2659,TITUS REGIONAL MEDICAL CENTER (450080),2015,Acute Care,Government - Hospital District or Authority,94.0,33.175402,-94.970433,TX,,,,,,0.939,19.3,190.0,30.0,18.2,0.9249,22.2,158.0,28.0,20.6,1.0607,5.9,,,6.3,0.9547,17.2,242.0,37.0,16.4
2660,CHRISTUS SPOHN HOSPITAL BEEVILLE (450082),2015,Acute Care,Voluntary non-profit - Church,45.0,28.408353,-97.731925,TX,,,,,,0.9813,20.9,148.0,29.0,20.5,1.0768,23.7,147.0,42.0,25.5,,,,,,0.9844,18.2,156.0,27.0,17.9
2661,EAST TEXAS MEDICAL CENTER (450083),2015,Acute Care,Voluntary non-profit - Private,418.0,32.338102,-95.291862,TX,1.0089,17.0,716.0,123.0,17.1,0.975,21.7,486.0,101.0,21.2,1.0206,23.0,727.0,172.0,23.5,0.9646,5.7,,,5.5,1.0068,18.5,803.0,150.0,18.6
2662,GRAHAM REGIONAL MEDICAL CENTER (450085),2015,Acute Care,Government - Hospital District or Authority,27.0,33.089973,-98.584356,TX,,,,,,0.9413,18.0,,,16.9,0.9828,20.3,105.0,20.0,20.0,0.9937,5.5,,,5.4,0.8857,15.1,201.0,20.0,13.4
2663,NORTH HILLS HOSPITAL (450087),2015,Acute Care,Proprietary,159.0,32.829476,-97.212234,TX,0.9511,18.7,145.0,23.0,17.8,1.0086,20.6,252.0,53.0,20.8,0.9517,24.0,354.0,78.0,22.9,0.9026,5.4,,,4.9,0.9197,16.8,258.0,35.0,15.5
2664,NORTH TEXAS MEDICAL CENTER (450090),2015,Acute Care,Government - Hospital District or Authority,43.0,33.645356,-97.161976,TX,,,,,,1.0051,21.3,73.0,16.0,21.4,0.9386,22.4,103.0,18.0,21.0,1.0556,5.5,,,5.8,0.9577,17.3,100.0,14.0,16.6
2665,FORT DUNCAN MEDICAL CENTER (450092),2015,Acute Care,Proprietary,102.0,28.711418,-100.454105,TX,0.9657,24.0,,,23.2,0.8633,21.5,295.0,44.0,18.6,0.932,25.6,274.0,61.0,23.8,0.9883,6.2,,,6.2,0.9264,20.3,233.0,39.0,18.8
2666,BAYSHORE MEDICAL CENTER (450097),2015,Acute Care,Proprietary,347.0,29.665163,-95.183799,TX,1.1523,17.7,177.0,44.0,20.4,0.8999,20.1,418.0,68.0,18.1,0.9739,23.0,399.0,88.0,22.4,1.0225,5.8,,,5.9,0.9086,18.1,333.0,49.0,16.5
2667,PAMPA REGIONAL MEDICAL CENTER (450099),2015,Acute Care,Proprietary,71.0,35.656991,-101.407964,TX,,,,,,1.0079,19.4,120.0,24.0,19.5,1.0211,19.3,141.0,29.0,19.7,0.9581,5.3,,,5.1,0.9638,15.9,125.0,17.0,15.3
2668,HILLCREST BAPTIST MEDICAL CENTER (450101),2015,Acute Care,Voluntary non-profit - Private,277.0,31.489212,-97.156804,TX,0.9867,15.9,202.0,31.0,15.7,0.8974,21.8,226.0,36.0,19.5,0.8905,21.6,295.0,50.0,19.2,0.8926,5.2,,,4.7,0.8837,17.0,295.0,37.0,15.0
2669,MOTHER FRANCES HOSPITAL (450102),2015,Acute Care,Voluntary non-profit - Church,429.0,32.3417,-95.290915,TX,0.8581,17.2,913.0,127.0,14.8,0.9296,21.7,668.0,129.0,20.1,0.8874,22.7,1285.0,252.0,20.1,1.043,5.8,1176.0,72.0,6.1,0.9432,17.2,1023.0,162.0,16.2
2670,GUADALUPE REGIONAL MEDICAL CENTER (450104),2015,Acute Care,Government - Local,131.0,29.569043,-97.948334,TX,1.0327,20.9,,,21.6,0.9895,19.7,178.0,34.0,19.5,0.9128,21.6,239.0,42.0,19.8,1.2305,5.0,266.0,20.0,6.1,0.9265,16.5,239.0,32.0,15.3
2671,LAS PALMAS MEDICAL CENTER (450107),2015,Acute Care,Proprietary,577.0,31.770483,-106.498753,TX,0.983,17.2,254.0,42.0,16.9,0.931,19.5,545.0,94.0,18.2,0.9951,23.8,652.0,154.0,23.7,0.9072,5.4,302.0,13.0,4.9,1.016,17.7,585.0,106.0,18.0
2672,CONNALLY MEMORIAL MEDICAL CENTER (450108),2015,Acute Care,Government - Hospital District or Authority,44.0,29.159429,-98.173205,TX,,,,,,0.9803,18.5,,,18.1,0.9481,22.2,81.0,14.0,21.1,0.9815,5.0,,,4.9,1.0353,16.8,109.0,21.0,17.4
2673,SOUTH TEXAS HEALTH SYSTEM (450119),2015,Acute Care,Proprietary,828.0,26.263341,-98.182849,TX,1.0416,19.0,459.0,93.0,19.8,0.9076,21.7,473.0,86.0,19.7,0.9357,24.3,955.0,213.0,22.7,1.1491,7.8,,,9.0,0.916,18.2,422.0,65.0,16.7
2674,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE (450124),2015,Acute Care,Voluntary non-profit - Private,225.0,30.275055,-97.732977,TX,0.9913,17.8,,,17.7,0.9718,20.2,77.0,13.0,19.6,1.0433,21.5,96.0,24.0,22.4,1.1337,4.7,,,5.4,1.0215,17.1,73.0,14.0,17.4
2675,KNAPP MEDICAL CENTER (450128),2015,Acute Care,Voluntary non-profit - Private,200.0,26.151972,-97.977581,TX,0.9877,23.5,72.0,16.0,23.2,0.9111,21.8,392.0,71.0,19.9,1.1441,24.0,421.0,124.0,27.5,0.8578,5.4,,,4.6,0.9219,17.8,280.0,41.0,16.4
2676,NIX HEALTH CARE SYSTEM (450130),2015,Acute Care,Proprietary,228.0,29.499165,-98.577128,TX,0.988,17.6,,,17.4,0.9425,20.2,,,19.1,0.9925,22.7,171.0,38.0,22.5,0.9405,5.1,275.0,12.0,4.8,0.9334,15.6,103.0,11.0,14.6
2677,MEDICAL CENTER HOSPITAL (450132),2015,Acute Care,Government - Hospital District or Authority,340.0,31.844399,-102.37491,TX,1.0677,15.2,448.0,76.0,16.2,0.9474,17.4,563.0,89.0,16.5,1.0288,19.5,554.0,113.0,20.1,1.0223,5.3,,,5.4,0.9529,16.0,438.0,64.0,15.3
2678,MIDLAND MEMORIAL HOSPITAL (450133),2015,Acute Care,Government - Hospital District or Authority,222.0,31.997494,-102.099976,TX,0.9319,14.3,229.0,27.0,13.4,0.8779,19.3,397.0,58.0,17.0,0.9295,20.5,472.0,86.0,19.1,0.8391,4.7,406.0,13.0,4.0,0.9743,15.5,380.0,56.0,15.1
2679,TEXAS HEALTH HARRIS METHODIST FORT WORTH (450135),2015,Acute Care,Voluntary non-profit - Church,648.0,32.73848,-97.339313,TX,1.0011,16.5,701.0,116.0,16.5,0.9326,21.0,640.0,120.0,19.6,0.9528,22.3,947.0,198.0,21.2,1.1756,5.4,282.0,21.0,6.4,0.9308,17.2,645.0,99.0,16.0
2680,BAYLOR ALL SAINTS MEDICAL CENTER AT FW (450137),2015,Acute Care,Voluntary non-profit - Private,398.0,32.730288,-97.343729,TX,0.9611,17.6,226.0,36.0,16.9,0.9214,21.7,425.0,79.0,20.0,0.8746,24.1,398.0,76.0,21.1,0.958,6.0,,,5.8,0.865,18.0,461.0,63.0,15.5
2681,SETON SMITHVILLE REGIONAL HOSPITAL (450143),2015,Acute Care,Voluntary non-profit - Church,21.0,,,TX,,,,,,0.9465,18.9,,,17.8,0.9464,21.7,,,20.5,,,,,,0.9223,16.4,117.0,13.0,15.2
2682,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO (450144),2015,Acute Care,Government - Hospital District or Authority,63.0,32.337424,-102.546866,TX,,,,,,0.9443,17.8,,,16.8,,,,,,,,,,,0.9764,14.5,,,14.2
2683,DETAR HOSPITAL NAVARRO (450147),2015,Acute Care,Proprietary,209.0,28.807549,-97.00021,TX,0.8782,17.2,251.0,31.0,15.1,1.0073,20.8,207.0,44.0,21.0,0.9293,22.4,468.0,93.0,20.8,0.8346,5.0,,,4.2,0.9023,17.0,339.0,46.0,15.4
2684,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE (450148),2015,Acute Care,Voluntary non-profit - Church,100.0,32.330845,-97.439189,TX,,,,,,0.968,19.3,205.0,36.0,18.7,1.0115,20.8,187.0,40.0,21.0,1.0109,5.2,,,5.2,1.0417,15.8,198.0,35.0,16.5
2685,METROPLEX HOSPITAL (450152),2015,Acute Care,Voluntary non-profit - Private,208.0,31.11335,-97.799519,TX,1.0108,18.1,84.0,16.0,18.3,1.0262,20.7,311.0,68.0,21.2,1.1079,23.2,346.0,95.0,25.7,1.4333,5.3,98.0,14.0,7.6,0.9849,19.3,179.0,33.0,19.0
2686,VAL VERDE REGIONAL MEDICAL CENTER (450154),2015,Acute Care,Government - Hospital District or Authority,55.0,29.374425,-100.893034,TX,,,,,,1.0353,19.9,104.0,24.0,20.6,1.0162,24.0,193.0,48.0,24.4,1.0652,7.7,,,8.2,0.958,19.0,97.0,15.0,18.2
2687,HEREFORD REGIONAL MEDICAL CENTER (450155),2015,Acute Care,Government - Hospital District or Authority,36.0,34.821162,-102.3902,TX,,,0.0,,,,,,,,,,,,,,,0.0,,,0.9018,14.4,,,13.0
2688,GRACE MEDICAL CENTER (450162),2015,Acute Care,Proprietary,92.0,33.548786,-101.869098,TX,,,,,,,,,,,,,,,,0.6945,5.7,,,4.0,0.9693,13.7,,,13.3
2689,CHRISTUS SPOHN HOSPITAL KLEBERG (450163),2015,Acute Care,Voluntary non-profit - Private,58.0,27.491416,-97.849831,TX,,,,,,0.9923,19.1,103.0,19.0,19.0,0.9619,22.7,253.0,53.0,21.8,,,,,,0.9965,16.2,267.0,43.0,16.2
2690,SOUTH TEXAS REGIONAL MEDICAL CENTER (450165),2015,Acute Care,Proprietary,67.0,,,TX,,,,,,0.9488,19.8,100.0,15.0,18.8,0.9732,22.7,107.0,22.0,22.0,,,,,,0.9513,16.3,225.0,32.0,15.5
2691,MISSION REGIONAL MEDICAL CENTER (450176),2015,Acute Care,Voluntary non-profit - Private,276.0,26.196599,-98.312668,TX,1.0044,21.8,131.0,29.0,21.9,1.0202,22.3,530.0,122.0,22.7,1.0284,25.6,408.0,109.0,26.3,0.8728,5.8,304.0,13.0,5.1,1.0935,20.2,487.0,113.0,22.0
2692,UVALDE MEMORIAL HOSPITAL (450177),2015,Acute Care,Government - Hospital District or Authority,59.0,,,TX,,,,,,0.9854,18.4,94.0,16.0,18.1,1.0466,20.8,112.0,27.0,21.8,,,,,,0.9807,16.0,173.0,26.0,15.7
2693,PECOS COUNTY MEMORIAL HOSPITAL (450178),2015,Acute Care,Government - Local,26.0,,,TX,,,,,,1.1296,17.3,94.0,27.0,19.6,1.0838,20.3,97.0,26.0,22.0,,,,,,0.9437,15.0,,,14.2
2694,MEMORIAL HERMANN HOSPITAL SYSTEM (450184),2015,Acute Care,Voluntary non-profit - Private,1303.0,29.812266,-95.430899,TX,0.8846,18.2,844.0,129.0,16.1,0.8223,20.5,1614.0,258.0,16.9,0.8865,22.9,1715.0,341.0,20.3,0.8869,4.9,1222.0,51.0,4.3,0.8557,17.6,1508.0,218.0,15.1
2695,SCOTT & WHITE HOSPITAL BRENHAM (450187),2015,Acute Care,Voluntary non-profit - Private,54.0,30.145082,-96.398937,TX,0.9564,20.2,,,19.3,0.9907,18.8,,,18.6,0.9095,19.2,139.0,19.0,17.4,0.8569,4.7,,,4.1,1.033,15.3,153.0,26.0,15.8
2696,ETMC CLARKSVILLE (450188),2015,Acute Care,Voluntary non-profit - Private,46.0,,,TX,,,,,,0.973,18.3,84.0,13.0,17.8,1.0186,20.9,136.0,30.0,21.3,,,,,,0.9899,16.2,285.0,45.0,16.0
2697,HILL REGIONAL HOSPITAL (450192),2015,Acute Care,Voluntary non-profit - Private,60.0,32.011912,-97.099153,TX,,,,,,1.0065,19.7,154.0,31.0,19.8,1.0503,21.1,136.0,33.0,22.2,,,,,,1.0193,16.4,167.0,29.0,16.7
2698,ST LUKES EPISCOPAL HOSPITAL (450193),2015,Acute Care,Voluntary non-profit - Church,674.0,29.707116,-95.39918,TX,0.9078,17.4,394.0,57.0,15.8,0.9938,20.0,490.0,97.0,19.9,0.9324,22.3,1275.0,261.0,20.8,0.9725,5.3,299.0,15.0,5.2,0.9139,17.1,444.0,64.0,15.6
2699,EAST TEXAS MEDICAL CENTER JACKSONVILLE (450194),2015,Acute Care,Voluntary non-profit - Private,37.0,31.961418,-95.270547,TX,,,,,,0.9252,20.1,117.0,16.0,18.6,1.1054,21.5,131.0,37.0,23.8,1.0183,4.7,,,4.8,0.9872,17.0,136.0,22.0,16.7
2700,PARIS REGIONAL MEDICAL CENTER (450196),2015,Acute Care,Proprietary,250.0,33.66039,-95.547478,TX,0.9246,17.2,203.0,28.0,15.9,1.0812,20.5,471.0,110.0,22.1,0.9953,21.9,548.0,119.0,21.8,1.0048,5.5,418.0,23.0,5.5,1.0356,17.0,539.0,97.0,17.6
2701,WADLEY REGIONAL MEDICAL CENTER (450200),2015,Acute Care,Physician,198.0,33.428482,-94.047188,TX,1.055,15.3,156.0,28.0,16.1,1.0629,20.8,232.0,56.0,22.2,1.0112,22.0,312.0,70.0,22.2,1.1827,5.4,219.0,17.0,6.4,1.1304,17.4,328.0,72.0,19.7
2702,WEATHERFORD REGIONAL MEDICAL CENTER (450203),2015,Acute Care,Proprietary,84.0,32.747472,-97.785369,TX,0.9908,20.9,,,20.7,0.8837,20.4,349.0,54.0,18.0,1.0324,22.5,181.0,44.0,23.3,0.943,5.1,273.0,12.0,4.8,0.9767,17.4,349.0,58.0,17.0
2703,NORTHWEST TEXAS HOSPITAL (450209),2015,Acute Care,Voluntary non-profit - Private,437.0,35.199765,-101.921881,TX,0.9315,16.2,297.0,41.0,15.1,0.9079,19.7,280.0,43.0,17.9,0.8295,22.9,383.0,62.0,19.0,1.199,5.5,146.0,13.0,6.7,0.9298,16.9,231.0,32.0,15.7
2704,ETMC CARTHAGE (450210),2015,Acute Care,Voluntary non-profit - Private,43.0,32.167126,-94.346039,TX,,,,,,0.9897,18.6,80.0,14.0,18.4,1.043,22.2,67.0,18.0,23.2,,,,,,1.0235,16.2,112.0,20.0,16.6
2705,MEMORIAL MEDICAL CENTER OF EAST TEXAS (450211),2015,Acute Care,Voluntary non-profit - Private,179.0,31.337324,-94.742481,TX,0.9662,17.6,235.0,38.0,17.0,0.9398,20.8,418.0,77.0,19.5,0.9785,23.1,360.0,80.0,22.6,1.0085,5.3,,,5.4,0.9484,19.0,524.0,91.0,18.0
2706,UNIVERSITY HEALTH SYSTEM (450213),2015,Acute Care,Government - Hospital District or Authority,592.0,29.509488,-98.577062,TX,0.9468,17.0,,,16.1,0.9701,19.7,,,19.1,0.9738,22.4,85.0,17.0,21.8,,,,,,1.0134,19.7,56.0,12.0,19.9
2707,GULF COAST MEDICAL CENTER (450214),2015,Acute Care,Proprietary,69.0,,,TX,,,,,,1.0309,20.5,,,21.1,1.0122,22.6,106.0,25.0,22.9,,,,,,0.9834,17.5,,,17.2
