,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
3033,RIVERTON HOSPITAL (460058),2014,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,,,,,,,,,,,0.9176,14.5,57.0,,13.3
3034,CENTRAL VERMONT MEDICAL CENTER (470001),2014,Acute Care,Voluntary non-profit - Private,79.0,,,VT,0.9208,18.6,28.0,,17.1,0.9104,21.1,172.0,28.0,19.2,0.8347,16.8,348.0,39.0,14.0
3035,FLETCHER ALLEN HOSPITAL OF VERMONT (470003),2014,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,0.8724,15.6,841.0,108.0,13.6,0.922,21.5,785.0,151.0,19.8,1.0136,16.4,615.0,103.0,16.6
3036,RUTLAND REGIONAL MEDICAL CENTER (470005),2014,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,0.9779,19.4,95.0,17.0,19.0,1.0466,21.9,273.0,65.0,22.9,0.8974,17.0,525.0,74.0,15.2
3037,BRATTLEBORO MEMORIAL HOSPITAL (470011),2014,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,,,,,0.9778,21.4,63.0,12.0,21.0,0.9817,16.1,152.0,23.0,15.8
3038,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2014,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,0.9571,19.1,44.0,,18.3,0.9852,22.5,283.0,62.0,22.2,0.9941,17.4,471.0,81.0,17.3
3039,NORTHWESTERN MEDICAL CENTER INC (470024),2014,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,0.8922,24.0,45.0,,21.4,0.9396,24.1,108.0,21.0,22.7,0.8882,17.2,285.0,37.0,15.3
3040,NORTON COMMUNITY HOSPITAL (490001),2014,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,,,,,,1.0305,25.1,125.0,34.0,25.8,1.1602,20.6,251.0,69.0,23.9
3041,RUSSELL COUNTY MEDICAL CENTER (490002),2014,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,,,,,1.077,25.8,150.0,46.0,27.8,1.2166,19.2,336.0,90.0,23.3
3042,ROCKINGHAM MEMORIAL HOSPITAL (490004),2014,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,1.1148,17.0,411.0,83.0,18.9,1.0329,22.8,988.0,234.0,23.5,1.0512,17.5,809.0,152.0,18.4
3043,WINCHESTER MEDICAL CENTER (490005),2014,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,0.8903,15.5,626.0,81.0,13.8,0.9336,22.1,1316.0,268.0,20.6,0.9911,16.9,961.0,160.0,16.7
3044,SENTARA NORFOLK GENERAL HOSPITAL (490007),2014,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,0.9695,16.5,521.0,82.0,16.0,0.9985,23.5,994.0,233.0,23.4,0.9607,18.2,321.0,54.0,17.5
3045,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2014,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,1.1422,17.4,507.0,107.0,19.9,0.9381,23.3,662.0,141.0,21.8,1.0267,18.1,342.0,65.0,18.6
3046,BON SECOURS DEPAUL MEDICAL CENTER (490011),2014,Acute Care,Voluntary non-profit - Private,133.0,36.89843,-76.281644,VA,0.8834,19.7,154.0,21.0,17.4,0.9243,22.8,396.0,79.0,21.0,1.0333,17.6,182.0,35.0,18.2
3047,HALIFAX REGIONAL HOSPITAL (490013),2014,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,0.9623,18.4,78.0,12.0,17.7,0.9695,22.4,339.0,72.0,21.7,1.0076,18.2,194.0,36.0,18.3
3048,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2014,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,1.0785,19.9,290.0,66.0,21.5,0.9417,23.2,560.0,119.0,21.8,1.003,18.5,280.0,52.0,18.5
3049,AUGUSTA HEALTH (490018),2014,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,0.8726,17.2,269.0,34.0,15.0,0.907,22.2,657.0,127.0,20.1,0.9796,18.3,465.0,82.0,17.9
3050,CULPEPER REGIONAL HOSPITAL (490019),2014,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,1.0206,22.5,39.0,,23.0,1.2246,21.8,189.0,62.0,26.8,1.1417,17.4,249.0,57.0,19.8
3051,JOHN RANDOLPH MEDICAL CENTER (490020),2014,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,1.0091,20.6,46.0,,20.8,1.0573,23.4,266.0,69.0,24.8,1.0164,16.7,148.0,26.0,17.0
3052,"CENTRA  HEALTH, INC (490021)",2014,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,1.1826,16.8,771.0,161.0,19.9,0.9561,21.8,1497.0,310.0,20.9,1.069,16.7,807.0,148.0,17.9
3053,"MARY WASHINGTON HOSPITAL, INC (490022)",2014,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,1.1131,17.5,488.0,100.0,19.4,1.0863,22.6,1039.0,260.0,24.6,1.0446,17.3,746.0,137.0,18.0
3054,FAUQUIER HOSPITAL (490023),2014,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,1.0032,17.2,57.0,,17.3,1.1175,22.9,307.0,85.0,25.6,1.1467,16.4,341.0,72.0,18.8
3055,CARILION ROANOKE MEMORIAL HOSPITAL (490024),2014,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,0.9958,16.0,1398.0,223.0,16.0,0.8973,22.0,1136.0,218.0,19.7,1.0407,17.5,661.0,123.0,18.3
3056,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2014,Acute Care,Government - Hospital District or Authority,754.0,,,VA,1.1243,18.7,249.0,58.0,21.0,1.0736,24.1,432.0,116.0,25.9,1.045,18.7,146.0,31.0,19.5
3057,WARREN MEMORIAL HOSPITAL (490033),2014,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,,,,,,1.0065,21.9,121.0,27.0,22.0,1.0446,16.8,163.0,31.0,17.5
3058,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2014,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,1.1181,19.4,44.0,15.0,21.7,1.0519,21.8,210.0,51.0,23.0,0.9625,16.5,190.0,28.0,15.8
3059,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2014,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,0.9697,22.4,44.0,,21.7,0.9438,23.4,164.0,33.0,22.1,1.0188,17.0,242.0,43.0,17.3
3060,INOVA ALEXANDRIA HOSPITAL (490040),2014,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,0.9905,18.4,249.0,45.0,18.3,0.9753,22.2,625.0,134.0,21.7,0.9709,16.5,416.0,65.0,16.0
3061,MARY IMMACULATE HOSPITAL (490041),2014,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,0.9977,16.5,110.0,18.0,16.5,0.9605,22.1,321.0,66.0,21.2,0.9599,16.3,231.0,34.0,15.7
3062,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2014,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,1.0004,20.5,34.0,,20.5,0.9861,22.7,280.0,62.0,22.4,1.1145,17.8,302.0,66.0,19.8
3063,INOVA LOUDOUN HOSPITAL (490043),2014,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,0.8519,16.8,149.0,14.0,14.3,1.0401,21.9,464.0,108.0,22.8,1.0126,16.7,464.0,79.0,16.9
3064,SENTARA OBICI HOSPITAL (490044),2014,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,0.9373,20.1,107.0,17.0,18.8,1.0145,22.2,526.0,119.0,22.5,1.0169,17.1,317.0,56.0,17.4
3065,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER (490045),2014,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,0.9436,18.2,109.0,16.0,17.2,0.9726,22.4,282.0,60.0,21.8,0.9396,16.8,377.0,56.0,15.8
3066,SENTARA LEIGH HOSPITAL (490046),2014,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,1.0634,18.8,125.0,28.0,20.0,0.903,22.4,729.0,142.0,20.2,1.0449,17.9,510.0,98.0,18.7
3067,LEWISGALE MEDICAL CENTER (490048),2014,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,1.2384,15.9,479.0,104.0,19.6,1.019,21.6,823.0,182.0,22.0,0.9555,16.1,627.0,94.0,15.4
3068,VIRGINIA HOSPITAL CENTER (490050),2014,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,0.8699,17.4,174.0,20.0,15.2,0.8518,22.4,454.0,78.0,19.1,0.9512,16.0,471.0,69.0,15.2
3069,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2014,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,0.9243,16.2,372.0,52.0,14.9,0.9441,22.5,641.0,133.0,21.2,0.9434,17.7,350.0,55.0,16.7
3070,JOHNSTON MEMORIAL HOSPITAL (490053),2014,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,1.1361,21.3,114.0,34.0,24.2,1.0948,24.1,310.0,87.0,26.4,1.136,17.7,425.0,93.0,20.2
3071,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2014,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,0.9159,15.8,310.0,41.0,14.5,1.039,23.1,758.0,184.0,24.0,1.0297,18.4,607.0,117.0,19.0
3072,BON SECOURS ST MARYS HOSPITAL (490059),2014,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,1.0852,17.0,315.0,62.0,18.5,1.017,21.9,728.0,163.0,22.3,1.1228,16.4,442.0,88.0,18.4
3073,CLINCH VALLEY MEDICAL CENTER (490060),2014,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,1.0297,20.2,46.0,11.0,20.8,1.1957,24.6,284.0,94.0,29.4,1.115,18.4,174.0,42.0,20.5
3074,INOVA FAIRFAX HOSPITAL (490063),2014,Acute Care,Voluntary non-profit - Private,888.0,38.857674,-77.225833,VA,0.9673,17.1,856.0,140.0,16.5,1.005,22.2,1188.0,265.0,22.3,0.8808,16.5,722.0,98.0,14.5
3075,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER (490066),2014,Acute Care,Voluntary non-profit - Private,131.0,37.335033,-76.742161,VA,1.0594,16.1,149.0,28.0,17.0,0.9949,22.2,527.0,116.0,22.1,0.8627,15.9,372.0,43.0,13.7
3076,SOUTHSIDE REGIONAL MEDICAL CENTER (490067),2014,Acute Care,Proprietary,301.0,37.183654,-77.361466,VA,1.0865,18.9,312.0,68.0,20.5,1.1657,22.6,608.0,169.0,26.4,1.0691,18.1,394.0,80.0,19.3
3077,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER (490069),2014,Acute Care,Voluntary non-profit - Church,223.0,37.629352,-77.388102,VA,0.9919,16.9,348.0,58.0,16.8,0.9898,22.2,813.0,178.0,22.0,1.0342,17.7,345.0,65.0,18.3
3078,DANVILLE REGIONAL MEDICAL CENTER (490075),2014,Acute Care,Proprietary,291.0,36.577072,-79.40481,VA,1.0511,17.7,175.0,35.0,18.6,1.2179,22.4,563.0,165.0,27.3,1.1354,16.8,382.0,80.0,19.1
3079,MARTHA JEFFERSON HOSPITAL (490077),2014,Acute Care,Voluntary non-profit - Private,162.0,38.025106,-78.444855,VA,0.9707,17.3,259.0,42.0,16.8,1.0044,21.4,575.0,124.0,21.5,1.0773,16.3,631.0,115.0,17.6
3080,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY (490079),2014,Acute Care,Proprietary,220.0,,,VA,1.0549,17.1,130.0,26.0,18.1,1.0244,21.9,346.0,79.0,22.5,0.9657,16.3,375.0,57.0,15.7
3081,RIVERSIDE TAPPAHANNOCK HOSPITAL (490084),2014,Acute Care,Voluntary non-profit - Private,67.0,37.900668,-76.877614,VA,1.0132,19.1,33.0,,19.3,1.0732,22.4,196.0,51.0,24.0,0.8834,16.8,120.0,11.0,14.8
3082,BEDFORD MEMORIAL HOSPITAL (490088),2014,Acute Care,Voluntary non-profit - Private,142.0,37.351563,-79.516415,VA,,,,,,1.0747,20.5,123.0,31.0,22.0,0.9047,15.2,148.0,15.0,13.8
3083,CARILION FRANKLIN MEMORIAL HOSPITAL (490089),2014,Acute Care,Voluntary non-profit - Private,37.0,36.994584,-79.889813,VA,0.9369,21.3,26.0,,19.9,1.0047,21.1,140.0,30.0,21.2,0.9712,16.7,176.0,27.0,16.3
3084,"SOUTHSIDE COMMUNITY HOSPITAL, INC (490090)",2014,Acute Care,Voluntary non-profit - Other,84.0,37.303317,-78.403058,VA,1.023,20.3,38.0,,20.8,1.0424,21.2,239.0,55.0,22.1,1.1626,16.2,205.0,47.0,18.8
3085,SOUTHAMPTON MEMORIAL HOSPITAL (490092),2014,Acute Care,Proprietary,205.0,36.691171,-76.934942,VA,0.9635,20.7,29.0,,20.0,1.0731,23.6,150.0,42.0,25.4,1.0304,17.1,234.0,43.0,17.7
3086,SENTARA CAREPLEX HOSPITAL (490093),2014,Acute Care,Voluntary non-profit - Private,193.0,37.056448,-76.392362,VA,1.0427,16.4,117.0,22.0,17.1,0.9292,22.3,453.0,90.0,20.8,1.1825,17.1,372.0,85.0,20.3
3087,BON SECOURS RICHMOND COMMUNITY HOSPITAL (490094),2014,Acute Care,Voluntary non-profit - Private,101.0,37.540264,-77.406271,VA,,,,,,0.9706,22.3,40.0,,21.6,0.9933,15.7,28.0,,15.6
3088,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER (490097),2014,Acute Care,Proprietary,80.0,36.701568,-77.535985,VA,1.1256,23.0,50.0,19.0,25.9,1.119,21.2,218.0,58.0,23.8,1.1425,15.9,201.0,44.0,18.2
3089,"COMMUNITY MEMORIAL HEALTHCENTER, INC (490098)",2014,Acute Care,Voluntary non-profit - Private,229.0,36.747656,-78.104106,VA,0.9857,21.4,65.0,13.0,21.1,0.9476,23.2,336.0,71.0,22.0,1.0062,16.6,154.0,26.0,16.7
3090,INOVA FAIR OAKS HOSPITAL (490101),2014,Acute Care,Voluntary non-profit - Other,178.0,38.882234,-77.382499,VA,1.1016,19.2,44.0,14.0,21.2,1.0425,22.4,341.0,82.0,23.4,1.0248,16.4,342.0,59.0,16.9
3091,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE (490105),2014,Acute Care,Government - State,192.0,,,VA,,,0.0,,,,,0.0,,,,,,,
3092,WESTERN STATE HOSPITAL (490106),2014,Acute Care,Government - State,247.0,,,VA,,,0.0,,,,,0.0,,,,,0.0,,
3093,RESTON HOSPITAL CENTER (490107),2014,Acute Care,Voluntary non-profit - Private,204.0,38.96189,-77.362657,VA,1.0251,15.5,100.0,17.0,15.9,0.9157,21.6,327.0,60.0,19.8,0.9936,16.2,269.0,43.0,16.1
3094,EASTERN STATE HOSPITAL (490109),2014,Acute Care,Government - State,306.0,,,VA,,,0.0,,,,,,,,,,,,
3095,LEWISGALE HOSPITAL MONTGOMERY (490110),2014,Acute Care,Proprietary,91.0,37.185621,-80.408612,VA,1.0249,17.1,62.0,12.0,17.5,1.0516,22.5,149.0,38.0,23.6,1.0827,17.7,216.0,46.0,19.2
3096,WYTHE COUNTY COMMUNITY HOSPITAL (490111),2014,Acute Care,Proprietary,100.0,36.953297,-81.095069,VA,0.9329,20.3,44.0,,18.9,0.9559,21.7,166.0,32.0,20.7,1.0256,18.2,207.0,40.0,18.6
3097,CJW MEDICAL CENTER (490112),2014,Acute Care,Proprietary,787.0,37.515832,-77.52488,VA,1.0174,17.4,487.0,87.0,17.7,0.9227,22.5,1175.0,239.0,20.7,0.9278,16.8,577.0,86.0,15.6
3098,SENTARA NORTHERN VIRGINIA MEDICAL CENTER (490113),2014,Acute Care,Voluntary non-profit - Private,163.0,38.634953,-77.284211,VA,1.0017,20.3,108.0,22.0,20.3,0.998,22.7,464.0,105.0,22.7,0.9919,17.1,233.0,39.0,16.9
3099,WELLMONT LONESOME PINE HOSPITAL (490114),2014,Acute Care,Voluntary non-profit - Other,119.0,36.877284,-82.75567,VA,1.1601,22.7,51.0,21.0,26.4,0.9685,24.5,130.0,29.0,23.7,1.0924,20.6,92.0,26.0,22.5
3100,TWIN COUNTY REGIONAL HOSPITAL (490115),2014,Acute Care,Voluntary non-profit - Private,155.0,36.671813,-80.923814,VA,,,,,,0.9982,21.8,235.0,51.0,21.7,1.0089,17.3,347.0,61.0,17.4
3101,LEWISGALE HOSPITAL PULASKI (490116),2014,Acute Care,Proprietary,84.0,37.068744,-80.758807,VA,1.1218,21.2,64.0,21.0,23.8,1.2237,23.7,215.0,74.0,29.0,1.0771,18.5,260.0,56.0,19.9
3102,CARILION TAZEWELL COMMUNITY HOSPITAL (490117),2014,Acute Care,Voluntary non-profit - Other,48.0,,,VA,,,,,,0.9904,21.8,58.0,12.0,21.6,1.0524,18.9,101.0,23.0,19.9
3103,HENRICO DOCTORS' HOSPITAL (490118),2014,Acute Care,Proprietary,765.0,37.604045,-77.537717,VA,0.9668,15.9,329.0,49.0,15.4,0.9632,21.4,953.0,194.0,20.6,0.8786,16.5,539.0,71.0,14.5
3104,SENTARA PRINCESS ANNE HOSPITAL (490119),2014,Acute Care,Voluntary non-profit - Other,166.0,36.777194,-76.096738,VA,0.9175,19.2,63.0,,17.6,0.8901,23.1,342.0,64.0,20.6,0.9754,17.5,289.0,48.0,17.1
3105,CHESAPEAKE GENERAL HOSPITAL (490120),2014,Acute Care,Government - Hospital District or Authority,309.0,36.746111,-76.244828,VA,0.9764,19.5,258.0,48.0,19.1,1.0262,24.1,705.0,176.0,24.8,1.0569,18.3,623.0,124.0,19.4
3106,INOVA MOUNT VERNON HOSPITAL (490122),2014,Acute Care,Voluntary non-profit - Private,236.0,38.740184,-77.07479,VA,1.0699,20.3,63.0,17.0,21.7,0.9926,22.0,372.0,81.0,21.9,1.0631,15.7,231.0,42.0,16.7
3107,RAPPAHANNOCK GENERAL HOSPITAL (490123),2014,Acute Care,Voluntary non-profit - Private,75.0,,,VA,,,,,,0.928,21.1,97.0,15.0,19.6,0.9278,15.4,175.0,21.0,14.3
3108,LEWISGALE HOSPITAL ALLEGHANY (490126),2014,Acute Care,Voluntary non-profit - Private,109.0,,,VA,,,,,,0.8562,23.6,230.0,38.0,20.2,1.1345,18.2,241.0,57.0,20.6
3109,BUCHANAN GENERAL HOSPITAL (490127),2014,Acute Care,Voluntary non-profit - Private,84.0,37.285506,-82.067817,VA,,,,,,0.9814,22.9,107.0,23.0,22.5,1.0638,18.4,135.0,30.0,19.6
3110,RIVERSIDE WALTER REED HOSPITAL (490130),2014,Acute Care,Voluntary non-profit - Private,67.0,37.419475,-76.54318,VA,0.9323,20.5,49.0,,19.1,1.0279,20.7,270.0,59.0,21.3,0.9766,16.3,266.0,41.0,15.9
3111,PIEDMONT GERIATRIC HOSPITAL (490134),2014,Acute Care,Government - State,180.0,,,VA,,,0.0,,,,,0.0,,,,,,,
3112,BON SECOURS ST FRANCIS MEDICAL CENTER (490136),2014,Acute Care,Voluntary non-profit - Church,130.0,37.466398,-77.659056,VA,1.1661,17.6,135.0,35.0,20.5,0.9604,22.1,420.0,87.0,21.2,1.0493,16.4,200.0,37.0,17.2
3113,"STAFFORD HOSPITAL, LLC (490140)",2014,Acute Care,Voluntary non-profit - Private,90.0,38.413924,-77.408606,VA,0.9791,19.2,32.0,,18.8,0.9466,21.9,140.0,26.0,20.7,0.9157,16.5,138.0,16.0,15.1
3114,SPOTSYLVANIA REGIONAL MEDICAL CENTER (490141),2014,Acute Care,Proprietary,130.0,38.219496,-77.49645,VA,1.0785,18.0,38.0,11.0,19.4,0.9688,22.9,98.0,20.0,22.2,1.0639,15.6,76.0,16.0,16.6
3115,NORTHWEST HOSPITAL (500001),2014,Acute Care,Voluntary non-profit - Other,201.0,47.712263,-122.335936,WA,0.9634,16.3,138.0,20.0,15.7,0.8845,20.6,408.0,68.0,18.3,0.9214,15.7,308.0,40.0,14.4
3116,PROVIDENCE ST MARY MEDICAL CENTER (500002),2014,Acute Care,Voluntary non-profit - Private,98.0,46.06294,-118.343136,WA,0.9738,19.4,49.0,,18.9,0.9555,22.0,145.0,28.0,21.0,0.8697,15.4,153.0,13.0,13.4
3117,SKAGIT VALLEY HOSPITAL (500003),2014,Acute Care,Government - Hospital District or Authority,136.0,48.417422,-122.324335,WA,0.9814,15.6,182.0,27.0,15.3,0.9681,21.8,311.0,64.0,21.1,1.0208,16.4,310.0,53.0,16.7
3118,VIRGINIA MASON MEDICAL CENTER (500005),2014,Acute Care,Voluntary non-profit - Private,267.0,47.610179,-122.327809,WA,0.9443,16.0,163.0,22.0,15.1,1.0788,22.8,352.0,91.0,24.6,0.9845,16.2,257.0,40.0,15.9
3119,ISLAND HOSPITAL (500007),2014,Acute Care,Government - Hospital District or Authority,42.0,48.502883,-122.615825,WA,1.0716,19.0,28.0,,20.4,0.9778,20.6,105.0,20.0,20.2,1.0441,15.9,196.0,35.0,16.6
3120,UNIVERSITY OF WASHINGTON MEDICAL CTR (500008),2014,Acute Care,Government - State,466.0,47.650506,-122.307482,WA,1.0659,16.5,91.0,19.0,17.6,1.031,23.8,233.0,59.0,24.6,1.0215,18.2,128.0,25.0,18.6
3121,HIGHLINE MEDICAL CENTER (500011),2014,Acute Care,Voluntary non-profit - Private,164.0,47.456778,-122.341455,WA,0.9706,15.8,61.0,,15.3,0.9053,21.0,228.0,38.0,19.0,0.9087,16.0,276.0,35.0,14.6
3122,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2014,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,0.9937,15.4,303.0,46.0,15.3,1.0018,21.1,321.0,68.0,21.2,1.0257,15.9,169.0,29.0,16.3
3123,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2014,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,1.0355,17.1,477.0,86.0,17.7,0.8744,22.1,556.0,100.0,19.3,0.9395,16.9,318.0,47.0,15.9
3124,MULTICARE AUBURN MEDICAL CENTER (500015),2014,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,1.0184,16.7,89.0,16.0,17.0,1.1504,22.4,307.0,87.0,25.8,1.045,16.8,305.0,56.0,17.6
3125,CENTRAL WASHINGTON HOSPITAL (500016),2014,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,0.7675,15.0,258.0,18.0,11.5,0.804,20.7,374.0,51.0,16.7,0.9276,16.3,272.0,37.0,15.1
3126,PROVIDENCE CENTRALIA HOSPITAL (500019),2014,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,1.032,18.6,39.0,,19.2,0.8793,22.0,310.0,53.0,19.3,0.9238,16.4,220.0,29.0,15.2
3127,ST CLARE HOSPITAL (500021),2014,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,0.9631,20.8,54.0,,20.0,0.9882,22.2,245.0,53.0,21.9,0.9274,15.6,263.0,34.0,14.5
3128,PROVIDENCE ST PETER HOSPITAL (500024),2014,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,0.8312,15.3,559.0,63.0,12.7,0.8145,22.3,627.0,103.0,18.2,0.9077,16.8,369.0,51.0,15.3
3129,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2014,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,0.9352,16.3,374.0,54.0,15.3,0.9833,21.3,607.0,126.0,20.9,0.9267,15.8,35.0,,14.6
3130,SWEDISH EDMONDS HOSPITAL (500026),2014,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,1.149,17.2,134.0,33.0,19.7,1.0067,22.2,236.0,53.0,22.3,0.9552,17.8,316.0,51.0,17.0
3131,SWEDISH MEDICAL CENTER (500027),2014,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,0.9888,21.6,26.0,,21.3,1.033,21.0,324.0,72.0,21.7,1.0319,15.5,533.0,87.0,16.0
3132,PEACEHEALTH ST JOSEPH MEDICAL CENTER (500030),2014,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,0.8347,16.0,406.0,46.0,13.3,0.8757,20.9,475.0,80.0,18.3,0.9036,15.7,603.0,80.0,14.2
3133,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2014,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,0.919,20.2,38.0,,18.6,1.0656,22.1,507.0,123.0,23.6,0.961,16.7,245.0,37.0,16.0
3134,SAMARITAN HOSPITAL (500033),2014,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,,,,,,0.9335,22.4,80.0,13.0,20.9,0.993,17.2,131.0,22.0,17.1
3135,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2014,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,0.9971,15.2,192.0,29.0,15.2,0.8908,20.6,528.0,91.0,18.4,0.9558,15.8,533.0,78.0,15.1
3136,TOPPENISH COMMUNITY HOSPITAL (500037),2014,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,,,,,,1.0812,21.9,66.0,20.0,23.7,1.0306,15.8,51.0,,16.3
3137,HARRISON MEMORIAL CENTER (500039),2014,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,0.974,15.5,418.0,62.0,15.1,0.9163,21.7,571.0,109.0,19.9,0.9517,16.5,552.0,84.0,15.7
3138,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2014,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,0.9599,19.0,104.0,17.0,18.2,0.9475,22.4,264.0,53.0,21.2,0.9346,17.5,365.0,56.0,16.4
3139,DEACONESS HOSPITAL (500044),2014,Acute Care,Voluntary non-profit - Private,285.0,,,WA,0.9133,15.9,317.0,42.0,14.6,1.0373,21.4,442.0,100.0,22.2,1.0045,16.7,362.0,61.0,16.8
3140,WALLA WALLA GENERAL HOSPITAL (500049),2014,Acute Care,Voluntary non-profit - Church,36.0,,,WA,,,,,,0.9817,22.4,82.0,17.0,22.0,0.9157,17.5,62.0,,16.0
3141,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2014,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,1.0958,17.6,357.0,73.0,19.2,0.9362,22.1,642.0,129.0,20.7,1.0453,17.1,383.0,71.0,17.9
3142,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2014,Acute Care,Voluntary non-profit - Other,298.0,,,WA,0.8679,16.2,217.0,24.0,14.0,1.0462,21.0,586.0,131.0,21.9,0.957,15.5,408.0,58.0,14.8
