,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
2938,MEMORIAL HERMANN NORTHEAST (450684),2013,Acute Care,Government - Hospital District or Authority,251.0,29.994565,-95.275482,TX,0.9557,21.8,139.0,27.0,20.8,1.0285,25.5,435.0,116.0,26.3,0.8979,19.3,311.0,48.0,17.3
2939,UNIVERSITY MEDICAL CENTER (450686),2013,Acute Care,Government - Hospital District or Authority,445.0,33.589429,-101.887977,TX,1.0707,18.7,211.0,45.0,20.0,1.0269,24.4,576.0,146.0,25.1,1.0854,18.7,383.0,82.0,20.2
2940,DALLAS REGIONAL MEDICAL CENTER (450688),2013,Acute Care,Proprietary,189.0,32.777575,-96.59972,TX,1.1585,19.3,142.0,38.0,22.4,1.0732,24.7,353.0,98.0,26.5,1.1203,18.4,106.0,28.0,20.6
2941,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (450690),2013,Acute Care,Government - State,124.0,32.42369,-95.209291,TX,1.0249,19.5,55.0,12.0,20.0,0.9653,26.1,207.0,50.0,25.2,0.9462,18.8,281.0,47.0,17.8
2942,EL CAMPO MEMORIAL HOSPITAL (450694),2013,Acute Care,Voluntary non-profit - Private,26.0,29.219122,-96.289576,TX,,,16.0,,,1.0691,25.9,115.0,36.0,27.7,0.9398,19.9,125.0,20.0,18.7
2943,SOUTHWEST GENERAL HOSPITAL (450697),2013,Acute Care,Proprietary,249.0,29.352988,-98.546589,TX,0.9539,20.5,56.0,9.0,19.6,1.0136,27.5,266.0,75.0,27.9,0.959,20.0,132.0,23.0,19.2
2944,LAMB HEALTHCARE CENTER (450698),2013,Acute Care,Government - Local,42.0,33.911625,-102.345439,TX,,,4.0,,,0.9976,23.1,31.0,7.0,23.0,0.9407,16.3,92.0,11.0,15.4
2945,LONGVIEW REGIONAL MEDICAL CENTER (450702),2013,Acute Care,Proprietary,199.0,32.532201,-94.728814,TX,1.0,17.1,70.0,12.0,17.1,1.033,24.3,203.0,53.0,25.1,0.8718,17.6,190.0,22.0,15.3
2946,CHRISTUS ST JOHN HOSPITAL (450709),2013,Acute Care,Voluntary non-profit - Private,157.0,29.549771,-95.085203,TX,1.1114,17.9,69.0,18.0,19.9,1.0336,24.3,155.0,41.0,25.2,0.9555,18.2,192.0,31.0,17.4
2947,RIO GRANDE REGIONAL HOSPITAL (450711),2013,Acute Care,Proprietary,318.0,26.185939,-98.224124,TX,1.1225,21.1,173.0,46.0,23.7,0.9357,27.2,831.0,207.0,25.4,0.8335,20.8,525.0,81.0,17.3
2948,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER (450713),2013,Acute Care,Proprietary,279.0,30.227308,-97.773944,TX,1.1351,18.2,368.0,81.0,20.6,0.9535,25.3,617.0,146.0,24.1,0.9617,18.6,442.0,77.0,17.9
2949,CYPRESS FAIRBANKS MEDICAL CENTER (450716),2013,Acute Care,Proprietary,179.0,,,TX,0.9525,20.6,102.0,18.0,19.6,0.9423,26.3,152.0,34.0,24.8,1.0136,19.4,184.0,37.0,19.7
2950,ROUND ROCK MEDICAL CENTER (450718),2013,Acute Care,Voluntary non-profit - Other,163.0,30.509336,-97.712361,TX,0.9198,16.6,192.0,26.0,15.2,0.9834,24.4,292.0,69.0,24.0,0.9169,18.7,254.0,39.0,17.2
2951,METHODIST CHARLTON MEDICAL CENTER (450723),2013,Acute Care,Voluntary non-profit - Private,275.0,32.647444,-96.876265,TX,1.0578,21.5,139.0,34.0,22.7,0.8985,25.9,544.0,120.0,23.2,0.9216,19.5,369.0,62.0,18.0
2952,BAYLOR MEDICAL CENTER AT CARROLLTON (450730),2013,Acute Care,Proprietary,106.0,33.028966,-96.88395,TX,1.081,21.1,60.0,17.0,22.9,0.987,25.5,158.0,39.0,25.2,0.9469,19.5,135.0,22.0,18.5
2953,LAKE POINTE MEDICAL CENTER (450742),2013,Acute Care,Proprietary,129.0,32.918351,-96.509536,TX,1.0076,22.5,56.0,13.0,22.6,0.9392,24.1,215.0,45.0,22.7,1.0451,18.3,270.0,54.0,19.1
2954,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON (450743),2013,Acute Care,Voluntary non-profit - Private,202.0,33.215899,-97.168409,TX,1.1365,19.4,130.0,34.0,22.0,0.9812,23.6,312.0,71.0,23.1,1.0601,18.7,454.0,93.0,19.8
2955,KNOX COUNTY HOSPITAL (450746),2013,Acute Care,Government - Hospital District or Authority,28.0,,,TX,,,0.0,,,,,19.0,,,0.9531,14.1,25.0,1.0,13.5
2956,PALESTINE REGIONAL MEDICAL CENTER (450747),2013,Acute Care,Proprietary,147.0,31.733374,-95.625307,TX,0.9412,20.9,38.0,5.0,19.7,0.9642,23.3,170.0,36.0,22.4,1.0153,17.6,258.0,47.0,17.9
2957,EAST TEXAS MEDICAL CENTER TRINITY (450749),2013,Acute Care,Voluntary non-profit - Private,40.0,,,TX,,,1.0,,,1.0667,26.9,59.0,21.0,28.6,1.0195,18.9,62.0,13.0,19.3
2958,HAMILTON GENERAL HOSPITAL (450754),2013,Acute Care,Government - Hospital District or Authority,41.0,,,TX,,,21.0,,,1.0408,23.0,207.0,52.0,24.0,1.0139,17.8,173.0,32.0,18.1
2959,COVENANT HOSPITAL LEVELLAND (450755),2013,Acute Care,Voluntary non-profit - Private,47.0,33.573273,-102.367755,TX,,,3.0,,,0.9316,22.8,71.0,11.0,21.3,1.023,17.2,101.0,19.0,17.6
2960,U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY (450766),2013,Acute Care,Government - State,145.0,,,TX,,,0.0,,,,,2.0,,,,,9.0,,
2961,PRESBYTERIAN HOSPITAL OF PLANO (450771),2013,Acute Care,Voluntary non-profit - Private,365.0,33.045125,-96.837073,TX,1.0756,18.5,126.0,28.0,19.8,1.0003,24.8,323.0,80.0,24.8,0.9846,18.9,311.0,57.0,18.6
2962,T O P S SURGICAL SPECIALTY HOSPITAL (450774),2013,Acute Care,Physician,16.0,30.018542,-95.444846,TX,,,0.0,,,,,0.0,,,,,0.0,,
2963,KINGWOOD MEDICAL CENTER (450775),2013,Acute Care,Proprietary,420.0,,,TX,1.0097,20.6,166.0,35.0,20.8,1.0321,25.8,436.0,118.0,26.6,0.95,19.7,287.0,51.0,18.7
2964,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F (450779),2013,Acute Care,Voluntary non-profit - Private,232.0,32.658595,-97.419671,TX,1.005,19.9,59.0,12.0,20.0,0.9193,23.3,378.0,76.0,21.4,0.9322,17.3,338.0,51.0,16.2
2965,METHODIST AMBULATORY SURGERY HOSPITAL N.W. (450780),2013,Acute Care,Proprietary,23.0,29.527605,-98.595995,TX,,,0.0,,,,,0.0,,,,,0.0,,
2966,THE CORPUS CHRISTI MEDICAL CENTER (450788),2013,Acute Care,Proprietary,419.0,27.681644,-97.359284,TX,1.138,19.9,259.0,64.0,22.6,0.9093,24.8,667.0,145.0,22.6,1.0016,18.3,534.0,98.0,18.3
2967,ST. ANTHONY'S HOSPITAL (450795),2013,Acute Care,Proprietary,39.0,,,TX,,,8.0,,,,,17.0,,,,,20.0,,
2968,NORTHWEST TEXAS SURGERY CENTER (450796),2013,Acute Care,Proprietary,4.0,,,TX,,,0.0,,,,,0.0,,,,,0.0,,
2969,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY (450797),2013,Acute Care,Proprietary,7.0,,,TX,,,0.0,,,,,0.0,,,,,0.0,,
2970,CHRISTUS ST MICHAEL HEALTH SYSTEM (450801),2013,Acute Care,Voluntary non-profit - Church,324.0,33.46249,-94.074448,TX,1.0445,18.1,505.0,97.0,18.9,0.9457,24.3,999.0,226.0,23.0,0.9151,19.1,787.0,133.0,17.5
2971,DOCTORS HOSPITAL PARKWAY - TIDWELL (450803),2013,Acute Care,Physician,119.0,29.847222,-95.407991,TX,0.9255,21.6,31.0,3.0,20.0,1.009,23.9,64.0,16.0,24.2,0.9246,20.2,87.0,12.0,18.6
2972,TEXAS ORTHOPEDIC HOSPITAL (450804),2013,Acute Care,Voluntary non-profit - Other,49.0,29.700315,-95.409675,TX,,,0.0,,,,,0.0,,,,,0.0,,
2973,NORTHWEST HILLS SURGICAL HOSPITAL (450808),2013,Acute Care,Physician,8.0,30.350316,-97.751026,TX,,,0.0,,,,,0.0,,,,,0.0,,
2974,NORTH AUSTIN MEDICAL CENTER (450809),2013,Acute Care,Proprietary,370.0,30.412144,-97.708113,TX,0.9749,19.6,189.0,35.0,19.1,0.8924,24.9,373.0,76.0,22.2,1.0064,17.9,375.0,68.0,18.0
2975,METHODIST SUGAR LAND HOSPITAL (450820),2013,Acute Care,Voluntary non-profit - Private,283.0,29.590539,-95.631886,TX,1.0361,21.1,158.0,36.0,21.8,0.9852,25.3,357.0,88.0,24.9,0.893,19.4,335.0,52.0,17.3
2976,LAS COLINAS MEDICAL CENTER (450822),2013,Acute Care,Proprietary,86.0,32.902047,-96.958679,TX,1.0517,16.5,29.0,7.0,17.3,0.999,23.9,63.0,15.0,23.9,0.9061,17.1,59.0,4.0,15.5
2977,CORNERSTONE REGIONAL HOSPITAL (450825),2013,Acute Care,Proprietary,14.0,26.263096,-98.199164,TX,,,0.0,,,,,1.0,,,,,5.0,,
2978,KELL WEST REGIONAL HOSPITAL (450827),2013,Acute Care,Proprietary,41.0,33.872376,-98.579707,TX,,,1.0,,,0.9583,21.6,31.0,4.0,20.7,0.9613,15.1,110.0,14.0,14.5
2979,CHRISTUS SPOHN HOSPITAL ALICE (450828),2013,Acute Care,Voluntary non-profit - Private,85.0,27.765508,-98.043713,TX,1.0191,25.7,54.0,15.0,26.2,0.9694,27.8,230.0,60.0,26.9,1.0646,20.3,321.0,73.0,21.7
2980,SURGERY SPECIALTY HOSPITALS OF AMERICA (450831),2013,Acute Care,Proprietary,38.0,29.658717,-95.178161,TX,,,0.0,,,,,0.0,,,,,0.0,,
2981,CHRISTUS ST. CATHERINE HEALTH AND WELLNESS CENTER (450832),2013,Acute Care,Voluntary non-profit - Private,106.0,,,TX,1.0761,18.8,163.0,36.0,20.2,0.985,24.3,347.0,82.0,23.9,1.0205,19.2,204.0,41.0,19.6
2982,ENNIS REGIONAL MEDICAL CENTER (450833),2013,Acute Care,Proprietary,53.0,32.308542,-96.642024,TX,,,16.0,,,1.0389,24.9,134.0,37.0,25.9,1.0779,17.6,190.0,40.0,19.0
2983,THE PHYSICIANS CENTRE (450834),2013,Acute Care,Proprietary,16.0,30.649585,-96.296515,TX,,,0.0,,,,,1.0,,,,,9.0,,
2984,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN (450840),2013,Acute Care,Government - Federal,58.0,33.115433,-96.671504,TX,,,10.0,,,1.0798,24.9,109.0,34.0,26.8,0.9963,16.6,158.0,26.0,16.6
2985,METHODIST WILLOWBROOK HOSPITAL (450844),2013,Acute Care,Voluntary non-profit - Church,297.0,29.964059,-95.550789,TX,0.9233,21.7,176.0,32.0,20.1,0.9912,24.9,253.0,62.0,24.7,0.9054,19.0,258.0,39.0,17.2
2986,EL PASO SPECIALTY HOSPITAL (450845),2013,Acute Care,Proprietary,31.0,,,TX,,,0.0,,,,,0.0,,,,,0.0,,
2987,MEMORIAL HERMANN KATY HOSPITAL (450847),2013,Acute Care,Voluntary non-profit - Private,180.0,29.785918,-95.785657,TX,1.0888,23.1,49.0,16.0,25.1,0.9599,24.2,282.0,63.0,23.2,0.9635,18.6,341.0,59.0,17.9
2988,MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),2013,Acute Care,Voluntary non-profit - Private,124.0,29.56408,-95.68791,TX,,,14.0,,,1.0542,25.1,90.0,27.0,26.4,0.867,16.9,105.0,8.0,14.6
2989,BAYLOR HEART AND VASCULAR HOSPITAL (450851),2013,Acute Care,Proprietary,52.0,32.788288,-96.780663,TX,0.9065,16.7,302.0,42.0,15.2,0.8942,22.8,272.0,49.0,20.4,,,5.0,,
2990,FRISCO MEDICAL CENTER (450853),2013,Acute Care,Proprietary,68.0,33.10671,-96.837919,TX,,,0.0,,,,,3.0,,,,,7.0,,
2991,HARLINGEN MEDICAL CENTER (450855),2013,Acute Care,Proprietary,112.0,26.157323,-97.676968,TX,1.0485,20.1,133.0,30.0,21.1,0.9645,26.2,306.0,75.0,25.2,0.9565,19.5,307.0,55.0,18.7
2992,THE SPINE HOSPITAL OF SOUTH TEXAS (450856),2013,Acute Care,Proprietary,30.0,29.613207,-98.478493,TX,,,0.0,,,,,0.0,,,,,0.0,,
2993,SURGICAL SPECIALTY HOSPITAL OF SUGAR LAND (450860),2013,Acute Care,Proprietary,6.0,29.590609,-95.636696,TX,,,0.0,,,,,0.0,,,,,0.0,,
2994,ST LUKE'S THE WOODLANDS HOSPITAL (450862),2013,Acute Care,Voluntary non-profit - Private,214.0,30.20566,-95.460773,TX,0.9861,19.1,104.0,19.0,18.8,0.955,24.6,276.0,62.0,23.5,0.9265,19.0,228.0,36.0,17.6
2995,TEXAS SPINE AND JOINT HOSPITAL (450864),2013,Acute Care,Physician,19.0,32.329248,-95.299467,TX,,,0.0,,,,,0.0,,,,,0.0,,
2996,SETON SOUTHWEST HEALTHCARE CENTER (450865),2013,Acute Care,Voluntary non-profit - Private,25.0,30.22696,-97.88951,TX,,,0.0,,,,,4.0,,,1.0046,15.5,37.0,6.0,15.6
2997,SETON  NORTHWEST HOSPITAL (450867),2013,Acute Care,Voluntary non-profit - Private,106.0,30.40482,-97.74501,TX,,,12.0,,,1.0206,23.5,91.0,23.0,23.9,0.9825,16.7,195.0,31.0,16.4
2998,DOCTORS HOSPITAL AT RENAISSANCE (450869),2013,Acute Care,Proprietary,522.0,26.252424,-98.204109,TX,0.9097,20.7,308.0,54.0,18.8,1.0039,27.3,576.0,158.0,27.4,0.9143,19.9,324.0,54.0,18.2
2999,AUSTIN SURGICAL HOSPITAL (450871),2013,Acute Care,Physician,22.0,30.271664,-97.795469,TX,,,0.0,,,,,0.0,,,,,0.0,,
3000,U.S.M.D. HOSPITAL AT ARLINGTON (450872),2013,Acute Care,Physician,35.0,32.679151,-97.115971,TX,,,0.0,,,,,4.0,,,,,12.0,,
3001,IRVING COPPELL SURGICAL HOSPITAL LLP (450874),2013,Acute Care,Proprietary,20.0,32.912261,-96.948091,TX,,,0.0,,,,,0.0,,,,,0.0,,
3002,PHYSICIANS SURGICAL HOSPITAL AT QUAIL CREEK (450875),2013,Acute Care,Proprietary,35.0,35.210675,-101.913568,TX,,,0.0,,,,,0.0,,,,,0.0,,
3003,LUBBOCK HEART HOSPITAL LP (450876),2013,Acute Care,Proprietary,73.0,33.602527,-101.914287,TX,0.9442,16.9,396.0,61.0,16.0,0.9443,23.9,734.0,162.0,22.5,0.9642,18.6,195.0,33.0,17.9
3004,EAST EL PASO PHYSICIANS MEDICAL CENTER (450877),2013,Acute Care,Proprietary,40.0,31.734985,-106.301578,TX,1.0525,18.2,31.0,8.0,19.1,1.0255,23.7,117.0,30.0,24.4,0.9871,16.1,130.0,20.0,15.9
3005,BAYLOR SURGICAL HOSPITAL AT FORT WORTH (450880),2013,Acute Care,Voluntary non-profit - Private,32.0,32.725778,-97.346185,TX,,,0.0,,,,,0.0,,,,,0.0,,
3006,BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),2013,Acute Care,Proprietary,21.0,32.987984,-97.175031,TX,,,0.0,,,,,2.0,,,,,2.0,,
3007,EAST TEXAS MEDICAL CENTER - GILMER (450884),2013,Acute Care,Voluntary non-profit - Private,36.0,,,TX,,,15.0,,,0.9225,25.0,125.0,24.0,23.1,0.9739,19.1,56.0,9.0,18.6
3008,CENTENNIAL MEDICAL CENTER (450885),2013,Acute Care,Voluntary non-profit - Other,118.0,33.115871,-96.769892,TX,1.0377,21.2,61.0,15.0,22.0,1.0535,25.7,169.0,49.0,27.1,0.9729,17.5,120.0,19.0,17.0
3009,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE (450888),2013,Acute Care,Government - State,16.0,32.94097,-97.127578,TX,,,0.0,,,,,0.0,,,,,0.0,,
3010,TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS (450889),2013,Acute Care,Proprietary,9.0,32.876377,-96.761726,TX,,,0.0,,,,,0.0,,,,,0.0,,
3011,BAYLOR REGIONAL MEDICAL CENTER AT PLANO (450890),2013,Acute Care,Voluntary non-profit - Other,136.0,33.014361,-96.791185,TX,0.9759,19.7,26.0,4.0,19.2,0.9892,25.8,246.0,62.0,25.5,0.9039,18.5,295.0,44.0,16.7
3012,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY (450891),2013,Acute Care,Proprietary,18.0,33.045103,-96.832226,TX,,,0.0,,,,,0.0,,,,,0.0,,
3013,NORTH TEXAS HOSPITAL (450893),2013,Acute Care,Physician,20.0,33.17697,-97.088199,TX,,,0.0,,,,,0.0,,,,,0.0,,
3014,PINE CREEK MEDICAL CENTER (450894),2013,Acute Care,Physician,16.0,,,TX,,,0.0,,,,,0.0,,,,,0.0,,
3015,UTAH VALLEY REGIONAL MEDICAL CENTER (460001),2013,Acute Care,Voluntary non-profit - Private,370.0,40.248084,-111.667383,UT,0.9255,15.4,295.0,39.0,14.2,0.8614,22.2,306.0,50.0,19.1,0.7854,16.5,257.0,21.0,12.9
3016,SALT LAKE REGIONAL MEDICAL CENTER (460003),2013,Acute Care,Proprietary,144.0,40.769348,-111.861175,UT,0.984,15.0,38.0,5.0,14.8,0.9454,20.4,94.0,15.0,19.3,0.9967,16.1,57.0,9.0,16.1
3017,MCKAY DEE HOSPITAL CENTER (460004),2013,Acute Care,Voluntary non-profit - Private,312.0,41.182796,-111.949118,UT,0.8917,15.9,250.0,31.0,14.2,0.808,22.4,277.0,38.0,18.1,0.8354,16.8,300.0,33.0,14.1
3018,OGDEN REGIONAL MEDICAL CENTER (460005),2013,Acute Care,Proprietary,177.0,41.163502,-111.96862,UT,0.8575,17.8,59.0,3.0,15.3,0.8966,24.8,92.0,14.0,22.3,0.8803,17.0,164.0,18.0,15.0
3019,LDS HOSPITAL (460006),2013,Acute Care,Voluntary non-profit - Private,244.0,40.778509,-111.880576,UT,,,5.0,,,0.9517,22.1,66.0,11.0,21.0,0.941,16.0,134.0,17.0,15.0
3020,VALLEY VIEW MEDICAL CENTER (460007),2013,Acute Care,Voluntary non-profit - Private,48.0,37.700591,-113.063985,UT,,,21.0,,,0.9459,23.2,42.0,6.0,22.0,0.9239,16.5,125.0,15.0,15.2
3021,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS (460009),2013,Acute Care,Government - State,602.0,40.772019,-111.837022,UT,0.9612,16.4,175.0,26.0,15.7,0.8821,23.6,242.0,43.0,20.8,0.9097,18.2,187.0,26.0,16.6
3022,INTERMOUNTAIN MEDICAL CENTER (460010),2013,Acute Care,Voluntary non-profit - Private,487.0,40.658731,-111.894491,UT,0.7483,16.1,382.0,35.0,12.0,0.8639,23.6,562.0,106.0,20.4,0.9125,17.6,229.0,32.0,16.1
3023,CASTLEVIEW HOSPITAL (460011),2013,Acute Care,Proprietary,45.0,39.605402,-110.831911,UT,,,3.0,,,0.9563,22.3,45.0,7.0,21.3,0.8131,17.8,136.0,9.0,14.4
3024,MOUNTAIN VIEW HOSPITAL (460013),2013,Acute Care,Proprietary,124.0,40.044633,-111.715257,UT,0.9943,16.5,38.0,6.0,16.4,0.9298,22.5,68.0,10.0,20.9,0.9577,16.4,161.0,23.0,15.7
3025,MOUNTAIN WEST MEDICAL CENTER (460014),2013,Acute Care,Proprietary,36.0,,,UT,,,12.0,,,0.9644,23.4,67.0,13.0,22.6,0.8412,16.8,105.0,6.0,14.2
3026,LOGAN REGIONAL HOSPITAL (460015),2013,Acute Care,Voluntary non-profit - Private,137.0,41.757461,-111.822877,UT,,,22.0,,,0.9195,22.8,90.0,14.0,21.0,0.9087,16.5,113.0,12.0,15.0
3027,BRIGHAM CITY COMMUNITY HOSPITAL (460017),2013,Acute Care,Proprietary,40.0,41.49107,-112.024441,UT,,,0.0,,,,,10.0,,,1.0104,13.9,32.0,5.0,14.0
3028,UINTAH BASIN MEDICAL CENTER (460019),2013,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,,,0.0,,,0.9464,20.5,52.0,7.0,19.4,0.984,15.4,58.0,8.0,15.2
3029,DIXIE REGIONAL MEDICAL CENTER (460021),2013,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,0.8254,15.8,394.0,44.0,13.0,0.8097,22.7,354.0,53.0,18.4,0.9322,16.5,452.0,66.0,15.4
3030,AMERICAN FORK HOSPITAL (460023),2013,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,,,5.0,,,0.9966,23.8,81.0,19.0,23.7,0.8894,15.7,114.0,10.0,14.0
3031,SEVIER VALLEY MEDICAL CENTER (460026),2013,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,,2.0,,,0.9853,19.7,30.0,5.0,19.4,0.8857,15.9,79.0,5.0,14.1
3032,ASHLEY REGIONAL MEDICAL CENTER (460030),2013,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,,,0.0,,,0.9466,19.6,38.0,4.0,18.6,0.9647,15.2,67.0,8.0,14.7
3033,GARFIELD MEMORIAL HOSPITAL (460033),2013,Acute Care,Voluntary non-profit - Other,41.0,,,UT,,,3.0,,,,,10.0,,,0.956,16.4,34.0,3.0,15.7
3034,BEAVER VALLEY HOSPITAL (460035),2013,Acute Care,Government - Local,49.0,,,UT,,,7.0,,,,,23.0,,,0.9746,16.8,69.0,10.0,16.4
3035,BEAR RIVER VALLEY HOSPITAL (460039),2013,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,3.0,,,,,21.0,,,0.9963,15.0,28.0,4.0,15.0
3036,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2013,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,0.974,14.7,70.0,9.0,14.3,0.9074,22.2,107.0,16.0,20.2,0.9786,15.5,146.0,21.0,15.1
3037,LAKEVIEW HOSPITAL (460042),2013,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,0.9155,15.2,60.0,5.0,13.9,0.9639,20.9,90.0,16.0,20.1,0.8106,16.8,262.0,25.0,13.7
3038,OREM COMMUNITY HOSPITAL (460043),2013,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,,,0.0,,,,,0.0,,,,,0.0,,
3039,ALTA VIEW HOSPITAL (460044),2013,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,,,5.0,,,0.9273,21.7,71.0,10.0,20.2,0.9394,14.6,161.0,19.0,13.7
3040,ST MARKS HOSPITAL (460047),2013,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,0.9659,17.1,123.0,19.0,16.6,0.9556,22.8,292.0,61.0,21.8,0.921,16.2,431.0,60.0,14.9
3041,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2013,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,,0.0,,,,,0.0,,,,,0.0,,
3042,JORDAN VALLEY MEDICAL CENTER (460051),2013,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,0.9951,15.2,87.0,13.0,15.2,0.9701,22.7,190.0,40.0,22.0,0.9071,16.0,207.0,25.0,14.5
3043,TIMPANOGOS REGIONAL HOSPITAL (460052),2013,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,0.9884,16.0,47.0,7.0,15.9,1.0288,23.9,54.0,15.0,24.6,1.0818,17.0,75.0,18.0,18.4
3044,CACHE VALLEY SPECIALITY HOSPITAL (460054),2013,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,,2.0,,,,,9.0,,,,,11.0,,
3045,PARK CITY MEDICAL CENTER (460057),2013,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,,0.0,,,,,12.0,,,,,7.0,,
3046,RIVERTON HOSPITAL (460058),2013,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,,,2.0,,,,,9.0,,,0.9479,15.0,33.0,2.0,14.2
3047,CENTRAL VERMONT MEDICAL CENTER (470001),2013,Acute Care,Voluntary non-profit - Private,79.0,,,VT,,,23.0,,,0.8933,23.1,177.0,30.0,20.6,0.8461,17.8,349.0,44.0,15.1
3048,FLETCHER ALLEN HEALTH CARE (470003),2013,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,0.9173,17.1,826.0,126.0,15.7,0.9235,22.8,728.0,149.0,21.1,1.011,17.6,633.0,113.0,17.8
3049,RUTLAND REGIONAL MEDICAL CENTER (470005),2013,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,0.9827,21.1,95.0,19.0,20.8,0.9463,23.7,287.0,61.0,22.4,0.8551,17.4,490.0,65.0,14.9
3050,BRATTLEBORO MEMORIAL HOSPITAL (470011),2013,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,,,21.0,,,0.9527,23.3,67.0,12.0,22.2,0.9477,16.7,163.0,23.0,15.8
3051,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2013,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,0.9849,22.0,49.0,10.0,21.7,1.0189,23.8,288.0,71.0,24.3,0.9865,18.1,496.0,88.0,17.9
3052,NORTHWESTERN MEDICAL CENTER INC (470024),2013,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,0.8758,25.1,44.0,4.0,22.0,0.9591,26.4,93.0,21.0,25.3,0.8741,18.5,278.0,38.0,16.2
3053,NORTON COMMUNITY HOSPITAL (490001),2013,Acute Care,Voluntary non-profit - Other,84.0,36.932031,-82.64338,VA,,,10.0,,,1.0553,27.0,111.0,35.0,28.5,1.0826,21.4,222.0,56.0,23.2
3054,RUSSELL COUNTY MEDICAL CENTER (490002),2013,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,,,13.0,,,1.0564,26.1,151.0,45.0,27.5,1.2187,19.6,377.0,101.0,23.9
3055,ROCKINGHAM MEMORIAL HOSPITAL (490004),2013,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,1.2027,18.2,395.0,94.0,21.9,1.0004,24.3,975.0,237.0,24.3,0.9923,18.6,692.0,127.0,18.4
3056,WINCHESTER MEDICAL CENTER (490005),2013,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,0.9732,17.1,733.0,121.0,16.7,0.9017,24.4,1229.0,264.0,22.0,1.0036,18.2,943.0,172.0,18.2
3057,SENTARA NORFOLK GENERAL HOSPITAL (490007),2013,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,1.0729,17.5,511.0,99.0,18.8,0.9933,25.1,904.0,225.0,24.9,0.9483,18.9,301.0,51.0,17.9
3058,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2013,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,1.1234,18.5,520.0,113.0,20.8,1.0389,25.1,673.0,178.0,26.1,0.9734,19.1,374.0,68.0,18.6
