,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
3115,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM (390114),2021,Acute Care,Voluntary non-profit - Other,342.0,40.437077,-79.959546,PA,35.0,21.4,296.0,15.6,43.0,17.8,,,470.0,4.6,,,,,1634.0,4.6,,,,,35.0,-7.7,30.0,9.0,43.0,29.1,41.0,14.0,13.7,341.0,15.6,214.0,1.1
3116,JEFFERSON HEALTH- NORTHEAST (390115),2021,Acute Care,Voluntary non-profit - Private,463.0,40.070788,-74.981429,PA,720.0,21.9,1763.0,15.7,698.0,17.2,396.0,19.8,556.0,4.1,234.0,16.9,69.0,14.4,,,234.0,49.1,227.0,60.0,720.0,6.8,544.0,188.0,698.0,26.3,636.0,172.0,,150.0,17.9,558.0,0.8
3117,SUBURBAN COMMUNITY HOSPITAL (390116),2021,Acute Care,Voluntary non-profit - Church,121.0,40.138961,-75.315289,PA,70.0,20.5,177.0,15.0,124.0,17.2,40.0,20.3,,,,,,,,,,,,,70.0,-17.2,66.0,15.0,124.0,-5.6,114.0,35.0,,213.0,16.3,101.0,1.3
3118,UPMC BEDFORD MEMORIAL (390117),2021,Acute Care,Voluntary non-profit - Other,45.0,40.024721,-78.433255,PA,69.0,22.5,110.0,15.7,107.0,16.5,34.0,19.1,,,,,,,87.0,5.2,,,,,69.0,3.4,60.0,22.0,107.0,-15.5,96.0,22.0,11.1,293.0,16.6,70.0,1.0
3119,MOSES TAYLOR HOSPITAL (390119),2021,Acute Care,Proprietary,196.0,41.410675,-75.650814,PA,208.0,22.1,481.0,16.1,320.0,16.9,113.0,19.9,233.0,5.2,,,,,68.0,4.6,,,,,208.0,26.7,178.0,61.0,320.0,29.8,293.0,85.0,11.0,241.0,15.0,318.0,1.4
3120,POTTSTOWN HOSPITAL (390123),2021,Acute Care,Proprietary,207.0,40.243941,-75.611502,PA,231.0,21.0,825.0,15.5,326.0,16.4,216.0,22.1,193.0,4.1,40.0,15.6,,,103.0,6.0,40.0,17.5,38.0,12.0,231.0,-3.6,187.0,61.0,326.0,26.6,299.0,73.0,11.2,554.0,19.5,353.0,1.0
3121,WAYNE MEMORIAL HOSPITAL (390125),2021,Acute Care,Voluntary non-profit - Private,96.0,41.576284,-75.259796,PA,200.0,19.3,467.0,14.9,271.0,16.3,142.0,18.9,76.0,3.6,104.0,15.3,,,85.0,6.0,104.0,-27.7,97.0,28.0,200.0,-31.8,172.0,52.0,271.0,-12.6,250.0,65.0,11.7,,,142.0,1.2
3122,PHOENIXVILLE HOSPITAL (390127),2021,Acute Care,Proprietary,140.0,40.133387,-75.538053,PA,244.0,23.9,687.0,16.5,306.0,16.6,169.0,20.4,61.0,4.2,182.0,15.8,43.0,13.0,120.0,5.2,182.0,0.1,175.0,45.0,244.0,22.6,199.0,74.0,306.0,27.9,287.0,67.0,10.6,622.0,17.3,485.0,0.9
3123,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR (39012F),2021,Acute Care (VA),Government - Federal,,,,,820.0,22.9,2458.0,21.2,493.0,19.1,538.0,23.4,353.0,5.8,208.0,17.3,,,,,208.0,-2.5,201.0,63.0,820.0,20.9,614.0,212.0,493.0,35.0,435.0,141.0,,,,,
3124,LEHIGH VALLEY HOSPITAL (390133),2021,Acute Care,Voluntary non-profit - Private,1032.0,40.566772,-75.518672,PA,2165.0,22.5,5752.0,16.0,1062.0,16.9,683.0,20.4,1171.0,3.4,844.0,14.9,231.0,11.7,793.0,4.1,844.0,1.3,817.0,205.0,2165.0,5.4,1710.0,570.0,1062.0,12.8,977.0,244.0,12.3,2404.0,15.6,2323.0,1.0
3125,WILKES-BARRE GENERAL HOSPITAL (390137),2021,Acute Care,Voluntary non-profit - Private,341.0,41.258261,-75.868165,PA,668.0,22.1,1714.0,14.6,563.0,16.0,491.0,20.7,311.0,3.3,268.0,15.5,62.0,11.3,34.0,5.0,268.0,25.7,259.0,62.0,668.0,16.7,534.0,171.0,563.0,6.6,517.0,129.0,12.4,914.0,14.7,669.0,0.9
3126,WELLSPAN WAYNESBORO HOSPITAL (390138),2021,Acute Care,Voluntary non-profit - Other,60.0,39.751806,-77.570581,PA,169.0,21.8,265.0,15.6,191.0,18.2,110.0,19.1,,,,,,,,,,,,,169.0,-14.5,136.0,54.0,191.0,0.4,166.0,51.0,,569.0,14.7,77.0,0.9
3127,BRYN MAWR HOSPITAL (390139),2021,Acute Care,Voluntary non-profit - Private,300.0,40.018515,-75.320482,PA,524.0,21.6,1726.0,14.4,549.0,16.6,322.0,20.2,944.0,3.4,156.0,15.6,,,25.0,5.4,156.0,-7.7,152.0,34.0,524.0,0.8,423.0,128.0,549.0,4.4,509.0,102.0,11.7,360.0,16.2,738.0,1.2
3128,WILKES BARRE VA MEDICAL CENTER (39013F),2021,Acute Care (VA),Government - Federal,,,,,228.0,22.8,543.0,15.1,218.0,15.9,194.0,20.5,58.0,3.7,34.0,16.3,,,,,34.0,30.1,33.0,10.0,228.0,-6.2,181.0,69.0,218.0,-25.0,188.0,52.0,,,,,
3129,ALBERT EINSTEIN MEDICAL CENTER (390142),2021,Acute Care,Voluntary non-profit - Other,750.0,40.036927,-75.144683,PA,516.0,23.3,990.0,16.2,202.0,18.3,154.0,19.6,91.0,4.4,127.0,16.8,30.0,13.7,137.0,6.1,127.0,27.3,121.0,43.0,516.0,7.2,374.0,171.0,202.0,28.8,183.0,57.0,9.8,808.0,16.2,274.0,0.8
3130,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL (390145),2021,Acute Care,Voluntary non-profit - Other,303.0,40.301317,-79.555514,PA,297.0,24.0,836.0,16.3,331.0,17.8,140.0,21.5,384.0,3.9,145.0,17.9,42.0,10.9,42.0,5.0,145.0,33.6,143.0,50.0,297.0,38.3,239.0,85.0,331.0,14.9,293.0,79.0,13.1,794.0,13.5,279.0,0.9
3131,WARREN GENERAL HOSPITAL (390146),2021,Acute Care,Voluntary non-profit - Private,90.0,,,PA,112.0,22.1,223.0,16.7,119.0,16.9,113.0,20.3,84.0,4.0,,,,,95.0,5.5,,,,,112.0,21.9,93.0,30.0,119.0,3.5,114.0,30.0,11.0,383.0,15.8,177.0,1.0
3132,MONONGAHELA VALLEY HOSPITAL (390147),2021,Acute Care,Voluntary non-profit - Private,178.0,40.181578,-79.916276,PA,139.0,23.4,321.0,15.3,144.0,15.8,101.0,20.1,103.0,4.5,64.0,15.9,,,47.0,7.1,64.0,-2.2,61.0,15.0,139.0,36.6,115.0,43.0,144.0,-8.9,131.0,32.0,12.4,147.0,16.6,99.0,1.0
3133,WASHINGTON HEALTH SYSTEM GREENE (390150),2021,Acute Care,Proprietary,44.0,39.900605,-80.173929,PA,31.0,22.3,48.0,15.6,54.0,17.2,34.0,19.6,,,,,,,,,,,,,31.0,1.6,28.0,11.0,54.0,-10.4,49.0,16.0,,74.0,15.8,,
3134,CHAMBERSBURG HOSPITAL (390151),2021,Acute Care,Voluntary non-profit - Private,264.0,39.934915,-77.647451,PA,620.0,18.9,1256.0,13.7,639.0,16.0,227.0,19.7,313.0,4.3,297.0,15.3,,,,,297.0,-16.4,285.0,85.0,620.0,-20.1,506.0,143.0,639.0,-2.6,558.0,146.0,,32.0,16.5,745.0,0.8
3135,PAOLI HOSPITAL (390153),2021,Acute Care,Voluntary non-profit - Private,228.0,40.042098,-75.499817,PA,539.0,21.3,1825.0,15.1,558.0,17.3,283.0,20.9,309.0,4.5,154.0,16.0,,,168.0,5.2,154.0,19.9,145.0,42.0,539.0,0.8,431.0,144.0,558.0,8.1,515.0,120.0,14.2,624.0,16.1,586.0,1.0
3136,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD (390156),2021,Acute Care,Voluntary non-profit - Private,340.0,39.924718,-75.267031,PA,296.0,26.3,656.0,16.4,149.0,17.7,232.0,20.9,,,89.0,16.4,28.0,13.1,68.0,5.9,89.0,19.7,80.0,33.0,296.0,40.9,223.0,103.0,149.0,39.5,140.0,39.0,12.8,800.0,20.7,88.0,0.9
3137,HERITAGE VALLEY KENNEDY (390157),2021,Acute Care,Voluntary non-profit - Private,127.0,40.472422,-80.092873,PA,72.0,21.7,162.0,16.4,66.0,16.1,28.0,20.5,31.0,3.8,,,,,,,,,,,72.0,13.4,58.0,20.0,66.0,9.9,60.0,10.0,,97.0,16.5,65.0,0.9
3138,CANONSBURG GENERAL HOSPITAL (390160),2021,Acute Care,Voluntary non-profit - Private,104.0,40.248477,-80.190434,PA,74.0,22.7,104.0,15.9,66.0,15.0,45.0,20.2,25.0,4.4,,,,,,,,,,,74.0,43.1,63.0,20.0,66.0,-38.4,56.0,10.0,,230.0,15.0,48.0,0.9
3139,ST LUKE'S HOSPITAL-EASTON CAMPUS (390162),2021,Acute Care,Proprietary,173.0,40.686518,-75.242897,PA,393.0,23.6,550.0,16.3,273.0,18.0,170.0,19.5,75.0,3.8,77.0,16.6,32.0,12.0,29.0,5.5,77.0,-10.3,73.0,23.0,393.0,-8.7,292.0,119.0,273.0,-0.6,246.0,76.0,12.2,720.0,16.0,235.0,1.2
3140,ACMH HOSPITAL (390163),2021,Acute Care,Voluntary non-profit - Private,166.0,,,PA,62.0,21.7,164.0,15.3,96.0,17.3,62.0,18.7,78.0,3.6,33.0,16.1,,,,,33.0,-21.6,31.0,11.0,62.0,-1.8,51.0,17.0,96.0,23.2,88.0,25.0,,297.0,15.2,115.0,1.0
3141,UPMC PRESBYTERIAN SHADYSIDE (390164),2021,Acute Care,Voluntary non-profit - Private,1514.0,40.441824,-79.960769,PA,599.0,23.1,3069.0,16.6,548.0,16.7,212.0,21.2,536.0,4.3,300.0,17.0,137.0,14.9,131.0,5.0,300.0,27.7,290.0,90.0,599.0,-8.1,481.0,177.0,548.0,5.7,487.0,151.0,11.0,2106.0,17.1,714.0,1.5
3142,BUTLER MEMORIAL HOSPITAL (390168),2021,Acute Care,Voluntary non-profit - Private,299.0,,,PA,279.0,18.8,637.0,15.1,227.0,16.0,137.0,19.7,169.0,3.5,155.0,16.9,73.0,11.5,56.0,5.1,155.0,29.4,152.0,55.0,279.0,-17.3,226.0,71.0,227.0,-3.3,200.0,56.0,10.2,185.0,17.2,323.0,1.1
3143,INDIANA REGIONAL MEDICAL CENTER (390173),2021,Acute Care,Voluntary non-profit - Private,157.0,40.608642,-79.158891,PA,123.0,22.5,345.0,16.4,199.0,17.2,80.0,19.5,94.0,4.7,55.0,15.5,,,107.0,6.7,55.0,-6.5,52.0,14.0,123.0,-7.9,105.0,35.0,199.0,-1.8,174.0,49.0,12.9,346.0,17.2,119.0,1.0
3144,THOMAS JEFFERSON UNIVERSITY HOSPITAL (390174),2021,Acute Care,Voluntary non-profit - Private,900.0,39.949646,-75.158761,PA,747.0,22.0,3116.0,16.2,464.0,16.9,319.0,22.0,1032.0,3.8,188.0,16.1,82.0,12.6,791.0,5.0,188.0,8.9,182.0,52.0,747.0,10.8,589.0,215.0,464.0,14.7,437.0,125.0,12.4,3304.0,14.4,1095.0,1.0
3145,UPMC HORIZON (390178),2021,Acute Care,Voluntary non-profit - Private,148.0,41.411126,-80.372201,PA,180.0,19.8,313.0,14.9,181.0,15.4,89.0,20.8,143.0,3.5,,,,,218.0,5.9,,,,,180.0,-25.9,133.0,46.0,181.0,-35.0,165.0,42.0,13.9,598.0,15.7,217.0,1.0
3146,CHESTER COUNTY HOSPITAL (390179),2021,Acute Care,Voluntary non-profit - Private,252.0,39.97186,-75.600924,PA,626.0,20.2,1741.0,14.9,608.0,16.8,262.0,21.2,391.0,3.1,179.0,15.9,68.0,14.0,855.0,3.9,179.0,-1.1,175.0,43.0,626.0,-8.5,491.0,154.0,608.0,17.1,539.0,136.0,11.9,314.0,14.7,631.0,1.1
3147,CROZER CHESTER MEDICAL CENTER (390180),2021,Acute Care,Voluntary non-profit - Other,490.0,,,PA,416.0,20.1,1090.0,15.7,448.0,16.8,305.0,20.1,208.0,3.6,190.0,14.6,34.0,12.1,25.0,5.2,190.0,-17.7,186.0,40.0,416.0,-13.3,344.0,112.0,448.0,5.4,403.0,102.0,12.9,1772.0,15.2,547.0,0.9
3148,ST LUKE'S MINERS MEMORIAL HOSPITAL (390183),2021,Acute Care,Voluntary non-profit - Private,94.0,40.821619,-75.914152,PA,247.0,23.4,418.0,16.1,178.0,18.7,122.0,18.2,,,,,,,64.0,5.6,,,,,247.0,41.2,178.0,70.0,178.0,-0.2,155.0,44.0,13.7,287.0,18.2,100.0,1.2
3149,HIGHLANDS HOSPITAL (390184),2021,Acute Care,Voluntary non-profit - Private,65.0,40.023373,-79.586216,PA,,,,,,,30.0,18.8,,,,,,,,,,,,,,,,,,,,,,46.0,17.8,,
3150,LEHIGH VALLEY HOSPITAL - HAZLETON (390185),2021,Acute Care,Government - Local,146.0,40.950464,-75.963454,PA,477.0,24.2,801.0,17.4,401.0,18.3,277.0,19.2,29.0,4.5,62.0,15.4,,,81.0,5.3,62.0,-18.4,58.0,18.0,477.0,6.4,345.0,141.0,401.0,21.2,346.0,113.0,10.3,534.0,18.3,121.0,1.1
3151,TYLER MEMORIAL HOSPITAL (390192),2021,Acute Care,Proprietary,46.0,41.576651,-75.969825,PA,26.0,22.2,40.0,16.0,45.0,16.5,31.0,19.7,,,,,,,,,,,,,26.0,-7.5,21.0,11.0,45.0,11.6,44.0,10.0,,332.0,15.1,37.0,1.0
3152,ST LUKE'S HOSPITAL - LEHIGHTON (390194),2021,Acute Care,Voluntary non-profit - Private,204.0,40.832535,-75.726801,PA,286.0,23.0,427.0,15.4,281.0,15.1,112.0,18.3,87.0,4.0,25.0,16.2,,,,,25.0,3.4,25.0,6.0,286.0,2.3,226.0,91.0,281.0,-6.9,252.0,54.0,,299.0,17.2,171.0,0.9
3153,MAIN LINE HOSPITAL LANKENAU (390195),2021,Acute Care,Voluntary non-profit - Private,362.0,,,PA,877.0,20.9,2101.0,15.7,427.0,16.4,228.0,18.9,412.0,4.0,277.0,15.1,314.0,12.2,49.0,6.5,277.0,-11.5,275.0,83.0,877.0,0.8,675.0,228.0,427.0,-1.5,391.0,96.0,12.5,1243.0,17.9,677.0,1.1
3154,MILLCREEK COMMUNITY HOSPITAL (390198),2021,Acute Care,Voluntary non-profit - Church,166.0,42.074141,-80.093735,PA,72.0,24.2,124.0,15.7,77.0,18.6,61.0,18.8,,,,,,,,,,,,,72.0,18.1,60.0,21.0,77.0,27.7,68.0,25.0,,249.0,18.6,55.0,1.2
3155,PUNXSUTAWNEY AREA HOSPITAL (390199),2021,Acute Care,Voluntary non-profit - Private,44.0,40.960153,-79.000359,PA,27.0,21.5,101.0,15.1,86.0,15.9,30.0,18.9,,,,,,,,,,,,,27.0,-20.8,27.0,7.0,86.0,-16.0,77.0,25.0,,194.0,15.9,58.0,1.1
3156,LEHIGH VALLEY HOSPITAL - POCONO (390201),2021,Acute Care,Voluntary non-profit - Private,240.0,40.992284,-75.174327,PA,507.0,22.9,913.0,15.7,376.0,16.8,413.0,20.8,141.0,3.8,169.0,15.0,43.0,12.8,159.0,5.3,169.0,-1.5,160.0,43.0,507.0,12.9,360.0,143.0,376.0,-11.0,330.0,102.0,11.8,270.0,16.8,371.0,1.3
3157,DOYLESTOWN HOSPITAL (390203),2021,Acute Care,Voluntary non-profit - Private,240.0,40.302543,-75.149449,PA,754.0,21.2,1544.0,15.9,719.0,19.3,255.0,20.6,572.0,4.4,229.0,14.7,98.0,11.8,61.0,5.5,229.0,-15.6,225.0,62.0,754.0,4.5,604.0,199.0,719.0,28.2,628.0,199.0,11.3,3048.0,14.8,596.0,0.9
3158,NAZARETH HOSPITAL (390204),2021,Acute Care,Voluntary non-profit - Private,211.0,40.058529,-75.043387,PA,345.0,19.7,607.0,16.2,266.0,15.8,97.0,19.5,,,78.0,15.7,,,33.0,5.2,78.0,18.9,76.0,19.0,345.0,-9.0,291.0,86.0,266.0,18.5,240.0,51.0,12.5,168.0,17.0,45.0,1.0
3159,SHARON REGIONAL HEALTH SYSTEM (390211),2021,Acute Care,Proprietary,235.0,41.233009,-80.495497,PA,249.0,22.9,558.0,15.5,264.0,17.1,128.0,19.9,154.0,3.4,97.0,17.4,25.0,12.1,42.0,5.5,97.0,8.5,94.0,39.0,249.0,5.3,191.0,74.0,264.0,8.0,235.0,71.0,12.5,533.0,16.2,217.0,1.2
3160,EXCELA HEALTH - FRICK HOSPITAL (390217),2021,Acute Care,Voluntary non-profit - Other,44.0,40.146369,-79.548217,PA,78.0,23.4,107.0,15.3,112.0,16.1,54.0,19.4,,,,,,,,,,,,,78.0,5.6,63.0,28.0,112.0,-24.7,100.0,27.0,,427.0,18.3,,
3161,EXCELA HEALTH LATROBE HOSPITAL (390219),2021,Acute Care,Voluntary non-profit - Other,121.0,,,PA,166.0,24.0,426.0,16.4,197.0,18.5,84.0,20.6,59.0,4.5,,,,,,,,,,,166.0,22.8,134.0,49.0,197.0,20.5,172.0,56.0,,952.0,16.8,223.0,0.9
3162,JENNERSVILLE HOSPITAL (390220),2021,Acute Care,Voluntary non-profit - Other,57.0,39.822744,-75.887918,PA,141.0,22.2,345.0,16.5,180.0,18.7,112.0,19.8,,,,,,,,,,,,,141.0,-7.3,106.0,45.0,180.0,-9.1,156.0,47.0,,424.0,17.3,93.0,1.1
3163,RIDDLE MEMORIAL HOSPITAL (390222),2021,Acute Care,Voluntary non-profit - Private,224.0,39.914319,-75.429889,PA,462.0,19.9,1327.0,15.5,585.0,16.6,282.0,19.9,638.0,4.5,138.0,15.1,,,,,138.0,-1.4,135.0,32.0,462.0,-10.0,386.0,110.0,585.0,7.8,531.0,137.0,,310.0,15.1,418.0,1.2
3164,PENN PRESBYTERIAN MEDICAL CENTER (390223),2021,Acute Care,Voluntary non-profit - Other,340.0,39.957103,-75.199575,PA,476.0,21.3,1455.0,15.5,139.0,17.5,95.0,20.5,660.0,3.4,305.0,15.7,149.0,11.0,549.0,4.2,305.0,42.7,298.0,75.0,476.0,10.0,406.0,133.0,139.0,21.6,127.0,39.0,12.9,835.0,16.6,726.0,0.8
3165,WELLSPAN EPHRATA COMMUNITY HOSPITAL (390225),2021,Acute Care,Voluntary non-profit - Other,135.0,40.186866,-76.184268,PA,225.0,18.3,567.0,14.6,230.0,15.4,111.0,19.9,198.0,3.7,88.0,16.3,,,68.0,7.4,88.0,2.0,84.0,26.0,225.0,-15.8,176.0,44.0,230.0,-7.8,213.0,47.0,14.5,296.0,14.8,383.0,0.9
3166,PENNSYLVANIA HOSPITAL (390226),2021,Acute Care,Voluntary non-profit - Private,446.0,39.945872,-75.155881,PA,313.0,20.5,1037.0,14.3,202.0,17.6,99.0,19.8,374.0,4.5,54.0,14.9,36.0,12.2,312.0,5.4,54.0,-14.2,53.0,15.0,313.0,12.1,242.0,83.0,202.0,45.2,185.0,54.0,11.5,156.0,17.0,860.0,0.8
3167,ST CLAIR HOSPITAL (390228),2021,Acute Care,Voluntary non-profit - Private,324.0,40.376775,-80.066966,PA,461.0,18.6,1137.0,15.9,473.0,18.8,128.0,20.5,268.0,3.7,140.0,16.8,28.0,13.1,48.0,5.8,140.0,-3.9,135.0,38.0,461.0,-21.6,349.0,101.0,473.0,3.6,421.0,117.0,10.6,820.0,14.9,482.0,1.4
3168,ABINGTON MEMORIAL HOSPITAL (390231),2021,Acute Care,Voluntary non-profit - Private,621.0,40.118945,-75.119382,PA,1027.0,21.0,3311.0,17.1,1007.0,17.7,338.0,19.8,598.0,4.0,313.0,17.0,96.0,11.9,435.0,5.7,313.0,38.6,296.0,90.0,1027.0,6.2,821.0,248.0,1007.0,29.3,913.0,223.0,12.2,2656.0,15.5,707.0,1.3
3169,UPMC HANOVER (390233),2021,Acute Care,Voluntary non-profit - Private,93.0,39.807981,-76.983731,PA,373.0,22.7,733.0,15.7,437.0,16.2,192.0,18.4,272.0,3.9,116.0,16.4,,,,,116.0,6.0,114.0,35.0,373.0,13.6,301.0,107.0,437.0,2.0,384.0,105.0,,1237.0,14.3,311.0,1.0
3170,REGIONAL HOSPITAL OF SCRANTON (390237),2021,Acute Care,Voluntary non-profit - Church,185.0,41.412827,-75.654071,PA,792.0,22.6,1373.0,15.8,556.0,17.6,229.0,18.8,289.0,3.5,271.0,15.0,108.0,13.6,,,271.0,-3.2,263.0,70.0,792.0,30.5,624.0,216.0,556.0,24.4,503.0,143.0,,476.0,15.3,524.0,1.0
3171,MILTON S HERSHEY MEDICAL CENTER (390256),2021,Acute Care,Voluntary non-profit - Other,539.0,40.265932,-76.674557,PA,599.0,23.1,1959.0,16.3,329.0,17.5,261.0,20.1,267.0,3.7,188.0,14.9,118.0,12.1,540.0,6.4,188.0,-11.9,182.0,50.0,599.0,35.6,451.0,162.0,329.0,32.8,303.0,83.0,11.8,793.0,15.4,1210.0,1.1
3172,ST MARY MEDICAL CENTER (390258),2021,Acute Care,Voluntary non-profit - Church,330.0,,,PA,805.0,22.4,2156.0,16.0,814.0,16.3,390.0,21.0,360.0,5.4,330.0,17.2,97.0,11.3,43.0,5.0,330.0,15.1,310.0,85.0,805.0,1.1,640.0,218.0,814.0,13.8,738.0,174.0,11.3,215.0,15.4,1048.0,0.7
3173,JEFFERSON HOSPITAL (390265),2021,Acute Care,Voluntary non-profit - Private,342.0,40.319963,-79.933468,PA,326.0,23.5,668.0,15.2,248.0,20.5,211.0,21.8,147.0,4.3,131.0,17.6,55.0,13.4,34.0,5.7,131.0,37.2,128.0,41.0,326.0,34.7,248.0,116.0,248.0,58.7,221.0,72.0,12.6,475.0,16.4,291.0,0.9
3174,GROVE CITY MEDICAL CENTER (390266),2021,Acute Care,Voluntary non-profit - Private,94.0,41.170709,-80.083156,PA,68.0,20.9,116.0,15.6,87.0,15.6,61.0,20.3,65.0,4.2,,,,,40.0,5.4,,,,,68.0,-28.1,58.0,20.0,87.0,-14.2,80.0,11.0,11.9,247.0,15.5,77.0,1.0
3175,FORBES HOSPITAL (390267),2021,Acute Care,Voluntary non-profit - Private,309.0,40.428425,-79.751254,PA,317.0,22.7,778.0,15.8,271.0,16.8,155.0,19.6,116.0,5.1,93.0,16.3,25.0,14.7,,,93.0,42.7,90.0,30.0,317.0,31.9,243.0,91.0,271.0,14.5,248.0,63.0,,283.0,15.2,258.0,0.8
3176,MOUNT NITTANY MEDICAL CENTER (390268),2021,Acute Care,Voluntary non-profit - Private,258.0,40.820475,-77.848101,PA,355.0,19.0,1029.0,15.3,446.0,15.7,212.0,20.3,755.0,3.9,118.0,14.7,,,30.0,5.9,118.0,-9.7,115.0,25.0,355.0,-14.1,275.0,81.0,446.0,-6.8,382.0,100.0,11.8,839.0,16.2,315.0,1.4
3177,GEISINGER WYOMING VALLEY MEDICAL CENTER (390270),2021,Acute Care,Voluntary non-profit - Private,282.0,41.256997,-75.811717,PA,734.0,20.1,1661.0,14.4,599.0,14.5,273.0,19.1,310.0,3.1,177.0,15.5,73.0,13.2,379.0,5.0,177.0,-13.2,172.0,47.0,734.0,-1.2,595.0,192.0,599.0,-17.7,535.0,139.0,12.6,1272.0,13.3,815.0,0.7
3178,ROXBOROUGH MEMORIAL HOSPITAL (390304),2021,Acute Care,Proprietary,138.0,40.028518,-75.21028,PA,127.0,22.6,252.0,14.7,141.0,15.9,52.0,19.9,,,,,,,,,,,,,127.0,7.4,97.0,38.0,141.0,20.3,127.0,39.0,,162.0,15.5,,
3179,EDGEWOOD SURGICAL HOSPITAL (390307),2021,Acute Care,Physician,10.0,41.330051,-80.417855,PA,,,,,,,,,29.0,4.0,,,,,,,,,,,,,,,,,,,,230.0,18.2,,
3180,EASTERN REGIONAL MEDICAL CENTER (390312),2021,Acute Care,Voluntary non-profit - Private,71.0,40.018295,-75.098463,PA,,,26.0,15.7,,,,,,,,,,,226.0,6.4,,,,,,,,,,,,,12.4,76.0,16.1,37.0,1.1
3181,LVH- COORDINATED BETHLEHEM (390314),2021,Acute Care,Physician,20.0,40.673762,-75.365401,PA,,,164.0,15.4,,,,,673.0,3.9,,,,,,,,,,,,,,,,,,,,113.0,16.5,332.0,0.7
3182,SURGICAL INSTITUTE OF READING (390316),2021,Acute Care,Proprietary,15.0,40.357951,-75.987577,PA,,,137.0,15.6,,,,,482.0,5.0,,,,,,,,,,,,,,,,,,,,241.0,15.9,219.0,0.7
3183,LVH- COORDINATED ALLENTOWN (390321),2021,Acute Care,Physician,24.0,40.61219,-75.53275,PA,,,146.0,14.4,,,,,465.0,4.2,,,,,,,,,,,,,,,,,,,,,,345.0,0.7
3184,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL (390322),2021,Acute Care,Proprietary,24.0,40.11435,-74.962093,PA,,,286.0,14.5,,,,,1104.0,3.0,,,,,,,,,,,,,,,,,,,,,,167.0,0.8
3185,ADVANCED SURGICAL HOSPITAL (390323),2021,Acute Care,Proprietary,14.0,40.156723,-80.280536,PA,,,77.0,15.7,,,,,350.0,3.8,,,,,,,,,,,,,,,,,,,,,,156.0,0.8
3186,PHYSICIANS CARE SURGICAL HOSPITAL (390324),2021,Acute Care,Physician,12.0,40.216786,-75.553707,PA,,,212.0,16.4,,,,,811.0,4.0,,,,,,,,,,,,,,,,,,,,,,216.0,0.8
3187,OSS ORTHOPAEDIC HOSPITAL (390325),2021,Acute Care,Proprietary,30.0,39.91669,-76.696813,PA,,,212.0,14.7,,,,,801.0,3.0,,,,,,,,,,,,,,,,,,,,,,562.0,0.6
3188,ST LUKE'S HOSPITAL - ANDERSON CAMPUS (390326),2021,Acute Care,Voluntary non-profit - Private,107.0,40.650061,-75.288531,PA,451.0,23.5,1061.0,15.3,396.0,16.2,165.0,20.4,37.0,4.1,96.0,15.6,,,241.0,5.5,96.0,26.5,94.0,19.0,451.0,2.5,374.0,128.0,396.0,-22.7,359.0,84.0,13.6,894.0,16.5,623.0,1.1
