,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32)
4006,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER (500012),2019,Acute Care,Proprietary,138.0,46.597985,-120.521096,WA,210.0,21.1,970.0,15.4,233.0,16.8,156.0,21.1,108.0,4.4,230.0,15.1,137.0,14.8,230.0,-3.1,210.0,-24.8,233.0,0.1,,
4007,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT (500014),2019,Acute Care,Voluntary non-profit - Church,505.0,48.000086,-122.207979,WA,742.0,20.2,4653.0,16.0,715.0,17.3,522.0,19.2,591.0,3.6,438.0,15.5,154.0,13.2,438.0,5.0,742.0,3.5,715.0,18.3,74.0,15.5
4008,MULTICARE AUBURN MEDICAL CENTER (500015),2019,Acute Care,Voluntary non-profit - Private,146.0,47.309343,-122.229833,WA,295.0,19.6,1169.0,14.4,316.0,15.6,139.0,18.3,113.0,3.5,84.0,14.9,,,84.0,-31.3,295.0,-25.2,316.0,-6.2,51.0,14.1
4009,CENTRAL WASHINGTON HOSPITAL (500016),2019,Acute Care,Voluntary non-profit - Private,190.0,47.407963,-120.324593,WA,514.0,19.7,3496.0,13.5,605.0,14.8,256.0,19.0,1027.0,4.0,456.0,15.2,124.0,12.2,456.0,-8.5,514.0,-22.7,605.0,-15.3,,
4010,PROVIDENCE CENTRALIA HOSPITAL (500019),2019,Acute Care,Voluntary non-profit - Other,106.0,46.71235,-122.986989,WA,337.0,22.0,1372.0,13.9,298.0,15.5,215.0,19.2,233.0,4.2,35.0,16.1,,,35.0,-0.4,337.0,3.9,298.0,-20.9,342.0,14.3
4011,ST CLARE HOSPITAL (500021),2019,Acute Care,Voluntary non-profit - Church,100.0,47.154213,-122.504495,WA,270.0,20.0,1362.0,14.0,370.0,15.7,244.0,18.9,440.0,3.5,31.0,15.4,,,31.0,5.1,270.0,0.2,370.0,0.0,,
4012,PROVIDENCE ST PETER HOSPITAL (500024),2019,Acute Care,Voluntary non-profit - Private,324.0,47.052791,-122.844369,WA,898.0,21.8,4930.0,14.4,639.0,15.7,396.0,18.6,1116.0,4.3,656.0,16.0,161.0,11.8,656.0,4.7,898.0,16.5,639.0,13.1,141.0,16.2
4013,SWEDISH MEDICAL CENTER / CHERRY HILL (500025),2019,Acute Care,Voluntary non-profit - Church,207.0,47.606221,-122.310249,WA,520.0,19.9,2293.0,14.4,53.0,16.2,31.0,19.8,,,382.0,14.3,233.0,11.5,382.0,-15.2,520.0,-13.1,53.0,5.3,,
4014,SWEDISH EDMONDS HOSPITAL (500026),2019,Acute Care,Voluntary non-profit - Private,168.0,47.802884,-122.33569,WA,408.0,20.8,2184.0,13.9,635.0,15.5,201.0,21.7,285.0,3.8,156.0,16.2,,,156.0,1.6,408.0,-1.1,635.0,10.4,117.0,15.2
4015,SWEDISH MEDICAL CENTER (500027),2019,Acute Care,Voluntary non-profit - Private,666.0,47.60924,-122.320767,WA,457.0,21.2,5320.0,14.2,682.0,16.3,300.0,20.6,2441.0,3.1,37.0,15.1,,,37.0,-11.2,457.0,9.5,682.0,10.9,463.0,13.9
4016,ST JOSEPH HOSPITAL (500030),2019,Acute Care,Voluntary non-profit - Other,244.0,48.772278,-122.474878,WA,736.0,19.1,4363.0,13.9,802.0,15.2,367.0,17.1,743.0,4.2,490.0,14.8,108.0,13.1,490.0,-13.0,736.0,-15.7,802.0,-13.1,116.0,14.0
4017,GRAYS HARBOR COMMUNITY HOSPITAL (500031),2019,Acute Care,Voluntary non-profit - Private,83.0,46.9796,-123.846387,WA,322.0,21.6,1160.0,15.1,392.0,15.1,218.0,19.0,159.0,3.7,29.0,16.0,,,29.0,-35.2,322.0,-3.3,392.0,-3.7,347.0,15.3
4018,SAMARITAN HOSPITAL (500033),2019,Acute Care,Government - Hospital District or Authority,47.0,47.131115,-119.264735,WA,121.0,24.5,729.0,13.9,160.0,15.8,109.0,20.8,166.0,3.7,,,,,,,121.0,12.3,160.0,-17.1,,
4019,YAKIMA VALLEY MEMORIAL HOSPITAL (500036),2019,Acute Care,Voluntary non-profit - Private,235.0,46.592727,-120.550396,WA,728.0,19.3,3303.0,13.8,715.0,15.6,434.0,17.2,591.0,4.8,312.0,14.2,,,312.0,-16.5,728.0,-13.4,715.0,-7.9,172.0,14.8
4020,TOPPENISH COMMUNITY HOSPITAL (500037),2019,Acute Care,Proprietary,39.0,46.37135,-120.316682,WA,54.0,22.9,102.0,15.0,53.0,16.0,30.0,18.6,,,,,,,,,54.0,-7.6,53.0,-16.0,,
4021,HARRISON MEMORIAL HOSPITAL (500039),2019,Acute Care,Voluntary non-profit - Private,274.0,47.583429,-122.62601,WA,782.0,19.9,4325.0,13.8,742.0,15.4,447.0,17.6,982.0,2.8,606.0,13.3,174.0,11.2,606.0,-17.6,782.0,0.5,742.0,-2.7,,
4022,PEACHEALTH ST JOHN MEDICAL CENTER (500041),2019,Acute Care,Voluntary non-profit - Church,170.0,46.130992,-122.941192,WA,346.0,22.1,1768.0,14.9,416.0,15.9,266.0,23.4,306.0,4.0,131.0,15.6,,,131.0,16.9,346.0,8.5,418.0,-4.2,310.0,15.0
4023,MULTICARE DEACONESS HOSPITAL (500044),2019,Acute Care,Voluntary non-profit - Private,285.0,,,WA,379.0,21.6,2385.0,14.3,487.0,15.1,234.0,20.2,330.0,4.2,311.0,14.4,88.0,12.1,311.0,-6.4,379.0,-3.2,488.0,-16.7,534.0,14.5
4024,PEACEHEALTH SOUTHWEST MEDICAL CENTER (500050),2019,Acute Care,Voluntary non-profit - Private,410.0,45.623486,-122.580636,WA,770.0,22.6,3976.0,14.4,666.0,16.1,417.0,19.3,598.0,3.7,440.0,15.9,108.0,13.5,440.0,3.4,770.0,10.8,666.0,-1.9,131.0,15.9
4025,OVERLAKE HOSPITAL MEDICAL CENTER (500051),2019,Acute Care,Voluntary non-profit - Other,298.0,,,WA,683.0,19.0,3652.0,14.8,687.0,17.3,218.0,19.0,772.0,4.0,179.0,16.0,73.0,12.0,179.0,5.3,683.0,-35.1,687.0,3.4,41.0,14.6
4026,TRIOS (500053),2019,Acute Care,Government - Hospital District or Authority,111.0,46.198875,-119.118463,WA,412.0,21.4,1751.0,15.1,385.0,18.2,257.0,18.9,300.0,3.9,136.0,15.0,,,136.0,-5.7,412.0,-7.7,385.0,6.6,247.0,17.5
4027,PROV SACRED HRT MED CTR & CHILDS HOSP. (500054),2019,Acute Care,Voluntary non-profit - Church,639.0,47.64831,-117.412168,WA,718.0,19.9,6493.0,13.8,775.0,15.0,307.0,18.8,1348.0,3.4,803.0,13.9,350.0,11.4,803.0,-16.5,718.0,2.5,775.0,-3.8,126.0,14.5
4028,KADLEC REGIONAL MEDICAL CENTER (500058),2019,Acute Care,Voluntary non-profit - Private,260.0,46.280462,-119.281121,WA,838.0,19.8,5002.0,14.2,711.0,14.3,433.0,19.2,423.0,3.8,449.0,15.3,217.0,11.9,449.0,-7.0,838.0,-13.4,711.0,-19.6,323.0,14.5
4029,CASCADE VALLEY HOSPITAL (500060),2019,Acute Care,Government - Hospital District or Authority,48.0,48.189802,-122.117589,WA,50.0,23.4,249.0,15.3,69.0,15.6,56.0,19.6,36.0,4.2,,,,,,,50.0,-6.7,69.0,-28.0,42.0,14.9
4030,HARBORVIEW MEDICAL CENTER (500064),2019,Acute Care,Government - Local,414.0,47.604084,-122.323372,WA,138.0,24.1,2245.0,15.7,162.0,18.2,85.0,18.5,,,86.0,16.2,,,86.0,67.8,138.0,67.3,162.0,48.9,169.0,15.6
4031,OLYMPIC MEDICAL CENTER (500072),2019,Acute Care,Government - Local,78.0,48.114635,-123.414084,WA,362.0,19.3,1845.0,13.4,567.0,14.9,177.0,18.1,315.0,3.1,48.0,16.1,,,48.0,18.1,362.0,-8.9,567.0,-14.0,884.0,13.6
4032,PROVIDENCE HOLY FAMILY HOSPITAL (500077),2019,Acute Care,Voluntary non-profit - Church,182.0,47.709751,-117.405904,WA,322.0,19.8,2188.0,14.0,606.0,14.9,283.0,19.2,605.0,3.5,63.0,14.9,,,63.0,-11.3,323.0,-24.4,606.0,-19.7,388.0,14.1
4033,MULTICARE GOOD SAMARITAN HOSPITAL (500079),2019,Acute Care,Voluntary non-profit - Private,309.0,47.177411,-122.289468,WA,1104.0,21.3,4492.0,15.1,999.0,14.7,532.0,19.6,521.0,4.3,306.0,16.3,,,306.0,16.7,1104.0,17.3,999.0,12.7,58.0,14.9
4034,EVERGREENHEALTH MONROE (500084),2019,Acute Care,Government - Hospital District or Authority,29.0,47.863727,-121.990624,WA,63.0,21.5,268.0,15.3,70.0,16.3,35.0,19.7,42.0,3.8,,,,,,,63.0,11.5,70.0,-8.5,61.0,14.8
4035,VALLEY MEDICAL CENTER (500088),2019,Acute Care,Government - Hospital District or Authority,294.0,47.441094,-122.214251,WA,714.0,21.3,3719.0,14.1,667.0,18.1,331.0,20.6,1020.0,4.2,268.0,17.8,,,268.0,6.1,714.0,18.9,667.0,18.9,325.0,14.2
4036,ST JOSEPH MEDICAL CENTER (500108),2019,Acute Care,Voluntary non-profit - Church,351.0,47.245469,-122.448757,WA,436.0,21.8,3098.0,14.8,354.0,16.5,207.0,20.7,310.0,3.3,325.0,13.9,193.0,12.2,325.0,-20.5,436.0,15.1,354.0,26.6,95.0,14.2
4037,MULTICARE VALLEY HOSPITAL (500119),2019,Acute Care,Proprietary,120.0,47.671647,-117.235868,WA,200.0,19.4,1618.0,15.8,489.0,15.5,237.0,20.0,578.0,4.8,,,,,,,200.0,-3.8,489.0,-7.7,243.0,13.2
4038,SPOKANE VA MEDICAL CENTER (50011F),2019,Acute Care (VA),Government - Federal,,,,,140.0,22.2,,,186.0,16.0,,,,,,,,,,,,,,,,
4039,EVERGREENHEALTH MEDICAL CENTER (500124),2019,Acute Care,Government - Hospital District or Authority,326.0,47.714872,-122.178506,WA,566.0,18.6,3186.0,13.7,845.0,14.5,247.0,21.0,628.0,3.9,254.0,14.2,,,254.0,-11.1,566.0,-7.1,845.0,-2.2,197.0,15.1
4040,TACOMA GENERAL ALLENMORE HOSPITAL (500129),2019,Acute Care,Voluntary non-profit - Private,371.0,,,WA,838.0,19.9,4193.0,15.2,747.0,17.6,369.0,17.8,446.0,3.4,299.0,17.2,138.0,10.4,299.0,22.7,838.0,7.2,747.0,23.6,207.0,14.1
4041,CAPITAL MEDICAL CENTER (500139),2019,Acute Care,Voluntary non-profit - Private,108.0,47.041666,-122.951446,WA,141.0,21.7,1366.0,14.8,147.0,16.5,92.0,18.7,591.0,4.0,95.0,16.1,,,95.0,-7.6,141.0,8.0,147.0,15.8,,
4042,ST FRANCIS COMMUNITY HOSPITAL (500141),2019,Acute Care,Voluntary non-profit - Church,123.0,47.292106,-122.322951,WA,383.0,21.5,1639.0,13.9,335.0,13.9,169.0,21.0,121.0,3.9,113.0,14.6,,,113.0,6.0,384.0,3.7,335.0,-22.4,1536.0,13.0
4043,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS (500148),2019,Acute Care,Voluntary non-profit - Private,20.0,47.433566,-120.321983,WA,,,120.0,15.0,,,,,79.0,3.9,,,,,,,,,,,1062.0,13.1
4044,LEGACY SALMON CREEK MEDICAL CENTER (500150),2019,Acute Care,Voluntary non-profit - Private,165.0,45.721823,-122.649899,WA,374.0,19.5,1978.0,14.0,352.0,14.5,273.0,17.7,526.0,3.1,44.0,16.0,,,44.0,33.1,374.0,-5.0,352.0,-2.8,125.0,14.7
4045,ST ANTHONY HOSPITAL (500151),2019,Acute Care,Voluntary non-profit - Church,93.0,47.365033,-122.615063,WA,376.0,18.8,1980.0,13.6,430.0,16.5,212.0,19.0,676.0,3.3,71.0,15.4,,,71.0,-0.3,376.0,-17.1,430.0,-2.8,,
4046,SWEDISH ISSAQUAH (500152),2019,Acute Care,Voluntary non-profit - Private,116.0,47.536553,-122.02205,WA,281.0,20.6,1476.0,14.5,316.0,17.2,90.0,18.4,322.0,4.9,111.0,14.9,,,111.0,-18.2,281.0,-14.8,316.0,3.4,389.0,14.0
4047,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM) (50030F),2019,Acute Care (VA),Government - Federal,,,,,378.0,21.7,,,226.0,17.0,,,,,79.0,16.5,,,,,,,,,,
4048,DAYTON GENERAL HOSPITAL (501302),2019,Critical Access,Government - Hospital District or Authority,53.0,46.312564,-117.968872,WA,,,64.0,14.9,28.0,15.9,,,,,,,,,,,,,28.0,-23.8,,
4049,WILLAPA HARBOR HOSPITAL (501303),2019,Critical Access,Government - Hospital District or Authority,10.0,46.662164,-123.812317,WA,,,143.0,15.0,77.0,15.9,32.0,19.8,,,,,,,,,,,77.0,-32.2,,
4050,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT (501304),2019,Critical Access,Government - Hospital District or Authority,10.0,47.006623,-123.391022,WA,28.0,21.1,143.0,15.0,51.0,17.4,39.0,19.0,,,,,,,,,28.0,-22.8,51.0,-12.3,,
4051,LINCOLN HOSPITAL (501305),2019,Critical Access,Government - Hospital District or Authority,30.0,,,WA,51.0,21.7,196.0,15.2,88.0,16.0,30.0,19.8,,,,,,,,,51.0,2.0,88.0,-14.1,,
4052,COULEE MEDICAL CENTER (501308),2019,Critical Access,Government - Hospital District or Authority,25.0,47.942382,-119.005555,WA,35.0,22.9,128.0,15.1,52.0,16.8,32.0,19.0,,,,,,,,,35.0,-19.4,52.0,6.4,,
4053,PROVIDENCE ST JOSEPH HOSPITAL (501309),2019,Critical Access,Voluntary non-profit - Church,52.0,48.278213,-117.710846,WA,30.0,21.7,169.0,14.6,84.0,15.9,66.0,19.1,,,,,,,,,30.0,-25.5,84.0,-23.4,,
4054,NEWPORT COMMUNITY HOSPITAL (501310),2019,Critical Access,Government - Hospital District or Authority,61.0,48.18217,-117.04842,WA,25.0,21.8,175.0,14.8,89.0,15.3,45.0,19.2,,,,,,,,,25.0,-16.5,89.0,-37.1,,
4055,PROSSER MEMORIAL HOSPITAL (501312),2019,Critical Access,Government - Hospital District or Authority,25.0,46.20763,-119.763502,WA,33.0,22.8,200.0,14.9,77.0,16.8,33.0,19.5,37.0,4.1,,,,,,,33.0,50.5,77.0,-9.0,,
4056,OCEAN BEACH HOSPITAL (501314),2019,Critical Access,Government - Hospital District or Authority,24.0,46.311696,-124.043352,WA,36.0,21.3,160.0,14.8,68.0,17.6,26.0,19.0,,,,,,,,,36.0,-9.2,68.0,11.7,,
4057,SKYLINE HOSPITAL (501315),2019,Critical Access,Government - Hospital District or Authority,17.0,45.722474,-121.469921,WA,,,87.0,15.1,35.0,16.2,35.0,18.6,,,,,,,,,,,35.0,-14.5,71.0,14.9
4058,KLICKITAT VALLEY HOSPITAL (501316),2019,Critical Access,Government - Hospital District or Authority,21.0,45.820239,-120.812299,WA,,,83.0,15.3,55.0,16.4,,,,,,,,,,,,,55.0,-4.7,,
4059,COLUMBIA BASIN HOSPITAL (501317),2019,Critical Access,Government - Hospital District or Authority,72.0,47.315742,-119.548125,WA,,,84.0,14.8,51.0,15.5,26.0,19.2,,,,,,,,,,,51.0,-35.1,,
4060,OTHELLO COMMUNITY HOSPITAL (501318),2019,Critical Access,Government - Hospital District or Authority,16.0,46.830363,-119.154363,WA,,,25.0,15.3,,,,,,,,,,,,,,,,,,
4061,ARBOR HEALTH MORTON HOSPITAL (501319),2019,Critical Access,Government - Local,25.0,46.555953,-122.279878,WA,,,61.0,15.0,,,,,,,,,,,,,,,,,,
4062,NORTH VALLEY HOSPITAL (501321),2019,Critical Access,Government - Hospital District or Authority,21.0,48.706819,-119.439597,WA,27.0,20.8,146.0,14.8,57.0,15.4,50.0,20.6,,,,,,,,,27.0,-12.8,57.0,-26.9,,
4063,FERRY COUNTY MEMORIAL HOSPITAL (501322),2019,Critical Access,Government - Hospital District or Authority,25.0,48.652745,-118.733177,WA,,,31.0,15.1,,,,,,,,,,,,,,,,,,
4064,JEFFERSON HEALTHCARE (501323),2019,Critical Access,Government - Hospital District or Authority,25.0,48.105539,-122.790285,WA,97.0,19.9,735.0,14.2,139.0,15.9,84.0,18.4,119.0,3.6,,,,,,,97.0,-34.4,139.0,-21.1,,
4065,THREE RIVERS HOSPITAL (501324),2019,Critical Access,Government - Hospital District or Authority,25.0,48.106824,-119.782686,WA,,,87.0,15.1,38.0,16.1,,,,,,,,,,,,,38.0,21.4,,
4066,FORKS COMMUNITY HOSPITAL (501325),2019,Critical Access,Government - Hospital District or Authority,38.0,47.946356,-124.393471,WA,,,112.0,15.2,56.0,16.4,39.0,19.5,,,,,,,,,,,56.0,-15.6,,
4067,PROVIDENCE MOUNT CARMEL HOSPITAL (501326),2019,Critical Access,Voluntary non-profit - Church,25.0,48.541303,-117.892385,WA,59.0,20.1,373.0,14.1,144.0,16.1,85.0,19.7,,,,,,,,,59.0,-34.2,144.0,11.0,47.0,15.0
4068,WHITMAN HOSPITAL AND MEDICAL CENTER (501327),2019,Critical Access,Government - Hospital District or Authority,25.0,46.868919,-117.375012,WA,55.0,19.6,222.0,14.7,72.0,15.8,69.0,18.6,,,,,,,,,55.0,-51.2,72.0,-5.8,112.0,14.5
4069,MID VALLEY HOSPITAL (501328),2019,Critical Access,Government - Hospital District or Authority,25.0,48.396527,-119.545328,WA,33.0,21.4,207.0,15.1,57.0,16.5,27.0,19.8,73.0,3.9,,,,,,,33.0,-21.2,57.0,-33.0,,
4070,PEACEHEALTH UNITED GENERAL MEDICAL CENTER (501329),2019,Critical Access,Government - Hospital District or Authority,27.0,48.495516,-122.275287,WA,38.0,22.0,263.0,15.6,123.0,15.4,47.0,21.6,,,,,,,,,38.0,71.9,123.0,-23.8,60.0,15.4
4071,SUNNYSIDE COMMUNITY HOSPITAL (501330),2019,Critical Access,Voluntary non-profit - Private,25.0,46.322218,-120.006966,WA,111.0,20.9,440.0,15.0,130.0,16.8,72.0,20.0,,,,,,,,,111.0,-41.6,130.0,11.8,,
4072,PULLMAN REGIONAL HOSPITAL (501331),2019,Critical Access,Government - Hospital District or Authority,25.0,46.713462,-117.169846,WA,45.0,20.8,398.0,15.1,75.0,16.3,33.0,19.4,304.0,4.1,,,,,,,45.0,-32.0,75.0,-24.0,131.0,15.0
4073,TRI-STATE MEMORIAL HOSPITAL (501332),2019,Critical Access,Voluntary non-profit - Private,25.0,46.403638,-117.054507,WA,68.0,20.9,600.0,14.2,93.0,15.3,52.0,18.6,335.0,3.8,,,,,,,68.0,-9.6,93.0,-37.5,235.0,15.5
4074,KITTITAS VALLEY COMMUNITY HOSPITAL (501333),2019,Critical Access,Government - Hospital District or Authority,26.0,46.987688,-120.536761,WA,57.0,20.8,240.0,14.6,123.0,15.1,51.0,20.6,141.0,4.5,,,,,,,57.0,0.1,123.0,-17.1,311.0,13.2
4075,LAKE CHELAN COMMUNITY HOSPITAL (501334),2019,Critical Access,Government - Hospital District or Authority,24.0,47.845139,-120.010511,WA,,,135.0,15.1,35.0,17.0,,,,,,,,,,,,,35.0,-15.0,,
4076,ST ELIZABETH HOSPITAL (501335),2019,Critical Access,Voluntary non-profit - Private,25.0,47.208417,-121.988157,WA,83.0,20.1,383.0,14.5,140.0,16.0,60.0,18.9,121.0,3.6,,,,,,,83.0,-21.2,140.0,-24.5,292.0,15.0
4077,MASON GENERAL HOSPITAL & FAMILY OF CLINICS (501336),2019,Critical Access,Government - Hospital District or Authority,25.0,47.226742,-123.115279,WA,91.0,22.4,573.0,15.4,151.0,14.8,133.0,18.8,69.0,4.7,,,,,,,91.0,-2.2,151.0,-41.4,,
4078,LOURDES MEDICAL CENTER (501337),2019,Critical Access,Voluntary non-profit - Church,35.0,46.235026,-119.094436,WA,75.0,21.8,946.0,14.8,133.0,15.3,87.0,18.8,680.0,4.2,,,,,,,75.0,21.1,133.0,-29.0,,
4079,WHIDBEYHEALTH MEDICAL CENTER (501339),2019,Critical Access,Government - Hospital District or Authority,25.0,48.21424,-122.686122,WA,113.0,22.3,609.0,15.5,237.0,15.1,96.0,20.2,46.0,4.6,,,,,,,113.0,-4.6,237.0,-10.7,201.0,14.2
4080,PEACEHEALTH PEACE ISLAND MEDICAL CENTER (501340),2019,Critical Access,Voluntary non-profit - Private,10.0,48.529857,-123.028171,WA,,,43.0,15.0,,,,,,,,,,,,,,,,,77.0,14.9
4081,WEST VIRGINIA UNIVERSITY HOSPITALS (510001),2019,Acute Care,Voluntary non-profit - Private,595.0,,,WV,507.0,22.8,5632.0,16.5,561.0,18.4,379.0,19.5,329.0,4.1,590.0,16.7,193.0,12.8,590.0,26.1,509.0,20.7,561.0,48.0,330.0,15.0
4082,GREENBRIER VALLEY MEDICAL CENTER (510002),2019,Acute Care,Proprietary,97.0,,,WV,178.0,21.6,898.0,14.3,546.0,15.7,203.0,20.9,46.0,3.9,,,,,,,179.0,8.8,546.0,6.6,255.0,14.5
4083,UNITED HOSPITAL CENTER (510006),2019,Acute Care,Voluntary non-profit - Private,264.0,39.330578,-80.240796,WV,534.0,23.3,3013.0,14.8,612.0,15.1,718.0,18.1,510.0,2.9,434.0,16.7,,,434.0,34.6,534.0,13.4,612.0,-9.2,780.0,14.5
4084,ST MARY'S MEDICAL CENTER (510007),2019,Acute Care,Voluntary non-profit - Church,379.0,38.431833,-82.401335,WV,830.0,20.4,4557.0,15.2,787.0,16.2,733.0,21.0,507.0,3.7,740.0,15.7,363.0,12.9,740.0,17.9,831.0,9.2,787.0,31.3,211.0,14.6
4085,BERKELEY MEDICAL CENTER (510008),2019,Acute Care,Voluntary non-profit - Other,170.0,39.477254,-77.980619,WV,444.0,21.4,2018.0,14.5,396.0,15.6,432.0,18.7,255.0,3.9,205.0,15.9,,,205.0,8.8,444.0,19.0,396.0,3.3,340.0,15.1
4086,PLEASANT VALLEY HOSPITAL (510012),2019,Acute Care,Voluntary non-profit - Private,170.0,38.868705,-82.124403,WV,149.0,21.2,543.0,16.5,230.0,16.9,119.0,18.5,45.0,3.9,,,,,,,149.0,9.2,230.0,3.1,79.0,15.4
4087,REYNOLDS MEMORIAL HOSPITAL (510013),2019,Acute Care,Voluntary non-profit - Private,94.0,39.946169,-80.75427,WV,124.0,22.6,429.0,15.4,200.0,16.8,113.0,19.5,,,39.0,16.0,,,39.0,2.3,124.0,7.0,200.0,-6.6,55.0,14.7
4088,CHARLESTON AREA MEDICAL CENTER (510022),2019,Acute Care,Voluntary non-profit - Private,847.0,38.34712,-81.626183,WV,1350.0,22.2,8086.0,15.6,1112.0,16.3,1007.0,20.2,658.0,3.0,1322.0,15.4,451.0,11.7,1322.0,9.4,1351.0,23.6,1112.0,22.1,328.0,14.8
4089,WEIRTON MEDICAL CENTER (510023),2019,Acute Care,Government - Local,182.0,40.393726,-80.529739,WV,368.0,21.5,2039.0,14.4,680.0,15.9,338.0,19.6,141.0,4.0,133.0,16.0,,,133.0,5.3,368.0,5.0,680.0,-11.1,243.0,15.0
4090,MONONGALIA COUNTY GENERAL HOSPITAL (510024),2019,Acute Care,Voluntary non-profit - Private,181.0,39.66262,-79.94639,WV,401.0,21.7,1980.0,16.1,360.0,16.4,273.0,17.0,470.0,4.5,454.0,16.7,190.0,13.6,454.0,12.0,402.0,11.0,360.0,25.9,648.0,15.4
4091,THOMAS MEMORIAL HOSPITAL (510029),2019,Acute Care,Voluntary non-profit - Private,202.0,38.355643,-81.726502,WV,380.0,22.5,1741.0,14.9,470.0,18.0,436.0,20.3,368.0,4.1,121.0,15.1,,,121.0,12.4,380.0,33.2,470.0,41.5,479.0,14.2
4092,BECKLEY VA MEDICAL CENTER (51002F),2019,Acute Care (VA),Government - Federal,,,,,197.0,26.5,,,388.0,20.3,,,,,,,,,,,,,,,,
4093,DAVIS MEDICAL CENTER (510030),2019,Acute Care,Voluntary non-profit - Private,95.0,38.928159,-79.853154,WV,162.0,22.6,879.0,15.0,356.0,15.7,157.0,20.7,178.0,4.4,36.0,17.0,,,36.0,-18.6,162.0,25.8,356.0,2.2,207.0,14.6
4094,ST FRANCIS HOSPITAL (510031),2019,Acute Care,Proprietary,108.0,38.353364,-81.63258,WV,37.0,21.6,109.0,15.0,68.0,15.8,49.0,18.2,116.0,3.9,26.0,15.7,,,26.0,29.8,37.0,25.6,68.0,-20.1,127.0,15.3
4095,STONEWALL JACKSON MEMORIAL HOSPITAL (510038),2019,Acute Care,Voluntary non-profit - Private,64.0,39.048285,-80.492743,WV,102.0,23.1,456.0,16.7,187.0,21.0,192.0,21.3,131.0,3.9,,,,,,,102.0,5.8,187.0,60.0,38.0,14.5
4096,OHIO VALLEY MEDICAL CENTER (510039),2019,Acute Care,Voluntary non-profit - Private,200.0,40.059434,-80.721732,WV,141.0,21.1,714.0,15.7,160.0,16.9,155.0,20.7,154.0,4.3,50.0,16.2,,,50.0,10.0,141.0,38.0,161.0,29.4,126.0,14.9
4097,CLARKSBURG VA MEDICAL CENTER (51003F),2019,Acute Care (VA),Government - Federal,,,,,279.0,25.7,,,387.0,19.8,,,,,44.0,15.8,,,,,,,,,,
4098,PRINCETON COMMUNITY HOSPITAL (510046),2019,Acute Care,Government - Local,194.0,37.362458,-81.113097,WV,277.0,23.0,1379.0,16.9,469.0,16.6,436.0,20.4,428.0,4.7,45.0,15.5,,,45.0,5.1,277.0,31.8,469.0,4.8,285.0,13.8
4099,FAIRMONT REGIONAL MEDICAL CENTER (510047),2019,Acute Care,Voluntary non-profit - Private,141.0,39.480876,-80.164069,WV,282.0,22.4,780.0,15.4,253.0,16.3,245.0,20.2,,,53.0,15.4,,,53.0,39.7,282.0,22.5,253.0,17.5,89.0,15.0
4100,LOGAN REGIONAL MEDICAL CENTER (510048),2019,Acute Care,Proprietary,140.0,37.846318,-81.994284,WV,272.0,22.5,1028.0,15.9,371.0,15.4,490.0,20.9,,,25.0,16.0,,,25.0,40.9,272.0,26.5,371.0,3.7,201.0,14.0
4101,HUNTINGTON VA MEDICAL CENTER (51004F),2019,Acute Care (VA),Government - Federal,,,,,601.0,27.6,,,492.0,21.0,,,,,28.0,16.3,,,,,,,,,,
4102,WHEELING HOSPITAL (510050),2019,Acute Care,Voluntary non-profit - Church,354.0,40.060074,-80.684022,WV,469.0,23.2,2338.0,16.0,465.0,18.4,391.0,20.9,165.0,4.8,301.0,16.6,102.0,14.5,301.0,11.0,469.0,38.3,465.0,31.0,516.0,13.2
