,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,30-Day HF Readmission Rate (READM-30 HF) (Denominator),30-Day HF Readmission Rate (READM-30 HF),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE) (Denominator),30-Day Hospital-Wide All-Cause Unplanned Readmission Rate (READM-30 HOSP-WIDE),30-Day Pneumonia Readmission Rate (READM-30 PN) (Denominator),30-Day Pneumonia Readmission Rate (READM-30 PN),30-Day Readmission Rate (READM-30 COPD) (Denominator),30-Day Readmission Rate (READM-30 COPD),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE) (Denominator),30-Day Readmission Rate after hip/knee replacement (READM-30 HIP-KNEE),AMI 30-Day Readmission Rate (READM-30 AMI) (Denominator),AMI 30-Day Readmission Rate (READM-30 AMI),CABG 30-Day Readmission Rate (READM-30 CABG) (Denominator),CABG 30-Day Readmission Rate (READM-30 CABG),ED visit rate for patients receiving outpatient chemo (OP-35 ED) (Denominator),ED visit rate for patients receiving outpatient chemo (OP-35 ED),Hospital return days for AMI patients (EDAC-30 AMI) (Denominator),Hospital return days for AMI patients (EDAC-30 AMI),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients),Hospital return days for AMI patients (EDAC-30 AMI) (Number of Patients Returned),Hospital return days for HF patients (EDAC-30 HF) (Denominator),Hospital return days for HF patients (EDAC-30 HF),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients),Hospital return days for HF patients (EDAC-30 HF) (Number of Patients Returned),Hospital return days for PN patients (EDAC-30 PN) (Denominator),Hospital return days for PN patients (EDAC-30 PN),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients),Hospital return days for PN patients (EDAC-30 PN) (Number of Patients Returned),Inpatient admit rate for patients receiving outpatient chemo (OP-35 ADM),Rate of unplanned visits after colonoscopy (per 1K) (OP-32) (Denominator),Rate of unplanned visits after colonoscopy (per 1K) (OP-32),Ratio of unplanned visits after outpatient surgery (OP-36) (Denominator),Ratio of unplanned visits after outpatient surgery (OP-36)
3757,UINTAH BASIN MEDICAL CENTER (460019),2023,Acute Care,Voluntary non-profit - Other,87.0,40.302755,-109.997086,UT,41.0,18.8,134.0,13.6,54.0,17.2,,,42.0,4.1,,,,,,,,,,,41.0,-48.8,37.0,7.0,54.0,-30.4,47.0,17.0,,220.0,15.8,52.0,1.1
3758,ST. GEORGE REGIONAL HOSPITAL (460021),2023,Acute Care,Voluntary non-profit - Private,262.0,37.09985,-113.55333,UT,376.0,18.1,3724.0,12.7,453.0,17.4,89.0,18.3,247.0,4.7,434.0,11.2,102.0,8.8,415.0,4.7,434.0,-22.8,419.0,95.0,376.0,-40.1,333.0,104.0,453.0,-5.0,409.0,98.0,10.4,1368.0,14.4,1679.0,0.9
3759,AMERICAN FORK HOSPITAL (460023),2023,Acute Care,Voluntary non-profit - Private,87.0,40.380506,-111.769094,UT,64.0,18.8,414.0,14.0,117.0,16.9,,,,,,,,,,,,,,,64.0,-39.1,61.0,9.0,117.0,11.4,111.0,26.0,,449.0,13.5,350.0,0.8
3760,SEVIER VALLEY HOSPITAL (460026),2023,Acute Care,Voluntary non-profit - Private,24.0,38.783275,-112.084663,UT,,,174.0,13.7,30.0,16.6,,,,,,,,,33.0,5.5,,,,,,,,,30.0,-5.2,29.0,6.0,9.1,401.0,14.0,106.0,0.9
3761,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER (46002F),2023,Acute Care (VA),Government - Federal,,,,,435.0,20.1,1932.0,13.2,169.0,14.4,98.0,19.6,126.0,4.3,93.0,13.1,,,,,93.0,-38.2,89.0,21.0,435.0,24.3,360.0,126.0,169.0,-43.9,153.0,38.0,,,,,
3762,ASHLEY REGIONAL MEDICAL CENTER (460030),2023,Acute Care,Proprietary,38.0,40.45779,-109.530464,UT,27.0,20.4,205.0,13.4,74.0,16.2,,,,,,,,,,,,,,,27.0,-4.2,24.0,7.0,74.0,-8.7,70.0,11.0,,108.0,13.6,46.0,1.0
3763,BEAR RIVER VALLEY HOSPITAL (460039),2023,Acute Care,Voluntary non-profit - Private,16.0,41.723768,-112.181979,UT,,,38.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,14.5,,
3764,DAVIS HOSPITAL AND MEDICAL CENTER (460041),2023,Acute Care,Proprietary,204.0,41.089242,-111.995471,UT,117.0,18.0,746.0,14.5,118.0,16.0,,,98.0,3.7,63.0,14.3,,,,,63.0,-9.8,62.0,12.0,117.0,-17.6,105.0,22.0,118.0,-23.4,111.0,21.0,,744.0,14.4,436.0,1.1
3765,LAKEVIEW HOSPITAL (460042),2023,Acute Care,Proprietary,98.0,40.886855,-111.868618,UT,72.0,20.8,529.0,14.4,64.0,16.0,,,62.0,3.7,34.0,13.3,,,,,,,,,72.0,7.4,66.0,17.0,64.0,-29.6,59.0,15.0,,,,170.0,1.1
3766,OREM COMMUNITY HOSPITAL (460043),2023,Acute Care,Voluntary non-profit - Private,20.0,40.303255,-111.705407,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0
3767,ALTA VIEW HOSPITAL (460044),2023,Acute Care,Voluntary non-profit - Private,64.0,40.57736,-111.853191,UT,39.0,19.4,296.0,13.5,54.0,16.2,,,47.0,5.3,,,,,,,,,,,39.0,-38.5,37.0,5.0,54.0,-2.8,54.0,8.0,,584.0,14.0,271.0,0.8
3768,ST MARK'S HOSPITAL (460047),2023,Acute Care,Voluntary non-profit - Other,275.0,40.687062,-111.857446,UT,229.0,17.6,1876.0,14.0,252.0,16.5,39.0,20.1,116.0,4.5,165.0,13.8,73.0,11.8,,,165.0,3.5,162.0,41.0,229.0,-45.6,207.0,43.0,252.0,-9.3,226.0,57.0,,39.0,14.3,391.0,1.2
3769,THE ORTHOPEDIC SPECIALTY HOSPITAL (460049),2023,Acute Care,Voluntary non-profit - Private,38.0,,,UT,,,114.0,13.8,,,,,83.0,4.0,,,,,,,,,,,,,,,,,,,,,,366.0,0.7
3770,JORDAN VALLEY MEDICAL CENTER (460051),2023,Acute Care,Voluntary non-profit - Other,294.0,40.587958,-111.975285,UT,114.0,19.2,889.0,13.7,124.0,15.5,26.0,19.8,73.0,4.2,72.0,13.9,,,,,72.0,-4.4,72.0,16.0,114.0,-1.1,101.0,24.0,124.0,-30.1,119.0,18.0,,462.0,15.5,301.0,1.0
3771,TIMPANOGOS REGIONAL HOSPITAL (460052),2023,Acute Care,Proprietary,117.0,40.312173,-111.71499,UT,44.0,19.5,312.0,14.4,35.0,17.3,,,86.0,4.3,,,,,,,,,,,44.0,-40.2,39.0,11.0,35.0,-24.7,33.0,8.0,,127.0,14.4,179.0,0.9
3772,CACHE VALLEY HOSPITAL (460054),2023,Acute Care,Proprietary,25.0,41.775714,-111.823092,UT,,,41.0,14.3,,,,,25.0,4.5,,,,,,,,,,,,,,,,,,,,,,55.0,1.0
3773,PARK CITY HOSPITAL (460057),2023,Acute Care,Proprietary,34.0,40.687697,-111.468952,UT,,,215.0,14.5,41.0,16.4,,,90.0,3.6,,,,,,,,,,,,,,,41.0,12.7,40.0,4.0,,342.0,15.2,225.0,0.9
3774,RIVERTON HOSPITAL (460058),2023,Acute Care,Voluntary non-profit - Private,88.0,40.522238,-111.979725,UT,44.0,20.4,322.0,13.4,62.0,15.7,,,,,,,,,,,,,,,44.0,1.0,40.0,10.0,62.0,-23.1,61.0,5.0,,718.0,13.2,85.0,0.9
3775,LONE PEAK HOSPITAL (460060),2023,Acute Care,Proprietary,33.0,40.535238,-111.891464,UT,34.0,20.2,227.0,13.9,33.0,16.4,,,40.0,4.2,,,,,,,,,,,34.0,-42.4,30.0,11.0,33.0,13.1,33.0,7.0,,30.0,13.9,131.0,0.9
3776,LAYTON HOSPITAL (460061),2023,Acute Care,Voluntary non-profit - Private,36.0,41.054447,-111.96761,UT,37.0,19.0,219.0,13.3,41.0,16.5,,,,,,,,,,,,,,,37.0,-0.6,36.0,4.0,41.0,-26.1,39.0,10.0,,465.0,13.5,105.0,0.9
3777,SPANISH FORK HOSPITAL (460062),2023,Acute Care,Voluntary non-profit - Private,16.0,,,UT,,,110.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,DELTA COMMUNITY HOSPITAL (461300),2023,Critical Access,Voluntary non-profit - Private,18.0,39.350294,-112.560023,UT,,,34.0,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,13.6,,
3779,FILLMORE COMMUNITY HOSPITAL (461301),2023,Critical Access,Voluntary non-profit - Private,16.0,38.954161,-112.339455,UT,,,39.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,14.0,,
3780,SANPETE VALLEY HOSPITAL - CAH (461303),2023,Critical Access,Voluntary non-profit - Private,18.0,39.531803,-111.461194,UT,,,72.0,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,15.1,33.0,1.0
3781,CENTRAL VALLEY MEDICAL CENTER - CAH (461304),2023,Critical Access,Voluntary non-profit - Private,25.0,39.730587,-111.837215,UT,,,194.0,14.4,65.0,16.4,,,146.0,4.1,,,,,,,,,,,,,,,65.0,-20.9,53.0,10.0,,137.0,14.0,103.0,1.0
3782,HEBER VALLEY HOSPITAL (461307),2023,Critical Access,Voluntary non-profit - Private,19.0,40.489047,-111.409218,UT,,,98.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,13.9,32.0,1.0
3783,SAN JUAN HOSPITAL (461308),2023,Critical Access,Government - Local,22.0,37.873875,-109.350062,UT,,,61.0,14.3,,,,,48.0,3.8,,,,,,,,,,,,,,,,,,,,,,,
3784,GARFIELD MEMORIAL HOSPITAL (461333),2023,Critical Access,Voluntary non-profit - Other,36.0,37.828772,-112.435476,UT,,,58.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,BEAVER VALLEY HOSPITAL (461335),2023,Critical Access,Government - Local,25.0,38.289258,-112.643204,UT,,,47.0,14.4,30.0,16.8,,,,,,,,,,,,,,,,,,,30.0,11.9,27.0,7.0,,31.0,14.0,,
3786,CENTRAL VERMONT MEDICAL CENTER (470001),2023,Acute Care,Voluntary non-profit - Private,79.0,,,VT,248.0,23.5,1158.0,15.3,177.0,16.6,89.0,17.5,118.0,4.9,37.0,14.8,,,155.0,6.4,,,,,248.0,29.5,206.0,75.0,177.0,2.0,163.0,48.0,12.3,1520.0,13.4,493.0,0.9
3787,UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE (470003),2023,Acute Care,Voluntary non-profit - Other,456.0,44.480991,-73.195518,VT,673.0,21.7,4605.0,14.2,248.0,16.7,183.0,18.4,203.0,4.5,662.0,13.4,200.0,8.9,745.0,5.1,662.0,-6.7,633.0,158.0,673.0,16.1,577.0,179.0,248.0,6.1,223.0,63.0,9.7,2174.0,13.3,1541.0,0.9
3788,RUTLAND REGIONAL MEDICAL CENTER (470005),2023,Acute Care,Voluntary non-profit - Other,124.0,43.599188,-72.956195,VT,210.0,19.9,1480.0,14.1,242.0,16.0,112.0,19.5,137.0,5.0,,,,,205.0,5.9,,,,,210.0,-26.0,186.0,54.0,242.0,-30.4,215.0,57.0,14.0,1391.0,14.9,562.0,1.0
3789,BRATTLEBORO MEMORIAL HOSPITAL (470011),2023,Acute Care,Voluntary non-profit - Private,47.0,42.84207,-72.564643,VT,107.0,22.8,449.0,13.6,68.0,16.6,42.0,18.5,167.0,4.3,,,,,60.0,6.1,,,,,107.0,20.3,96.0,42.0,68.0,-4.8,63.0,20.0,10.0,763.0,14.2,178.0,1.0
3790,SOUTHWESTERN VERMONT MEDICAL CENTER (470012),2023,Acute Care,Voluntary non-profit - Private,76.0,42.873911,-73.204343,VT,192.0,21.6,934.0,14.3,231.0,17.0,131.0,18.8,69.0,4.1,,,,,124.0,6.0,,,,,192.0,19.0,171.0,55.0,231.0,-25.5,212.0,62.0,9.7,1405.0,12.3,413.0,0.9
3791,WHITE RIVER JCT VA MEDICAL CENTER (47001F),2023,Acute Care (VA),Government - Federal,,,,,189.0,20.5,1058.0,16.1,93.0,16.8,69.0,19.1,100.0,4.5,,,,,,,,,,,189.0,36.6,148.0,52.0,93.0,2.4,90.0,19.0,,,,,
3792,NORTHWESTERN MEDICAL CENTER INC (470024),2023,Acute Care,Voluntary non-profit - Other,52.0,44.806463,-73.072549,VT,159.0,21.4,613.0,15.1,137.0,17.2,75.0,19.5,35.0,3.9,28.0,14.7,,,,,,,,,159.0,-9.9,132.0,49.0,137.0,0.2,124.0,43.0,,987.0,12.4,205.0,1.1
3793,GRACE COTTAGE HOSPITAL (471300),2023,Critical Access,Voluntary non-profit - Private,19.0,,,VT,,,52.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,GIFFORD MEDICAL CENTER (471301),2023,Critical Access,Voluntary non-profit - Private,38.0,43.917547,-72.666255,VT,56.0,21.1,290.0,14.2,61.0,16.8,,,58.0,3.8,,,,,,,,,,,56.0,24.0,50.0,15.0,61.0,-25.4,52.0,15.0,,,,,
3795,MT ASCUTNEY HOSPITAL (471302),2023,Critical Access,Voluntary non-profit - Private,41.0,43.487522,-72.40091,VT,38.0,20.1,139.0,13.8,36.0,17.5,27.0,19.3,,,,,,,,,,,,,38.0,-9.3,32.0,12.0,36.0,19.3,33.0,13.0,,,,,
3796,NORTHEASTERN VERMONT REGIONAL HOSPITAL (471303),2023,Critical Access,Voluntary non-profit - Private,25.0,44.445262,-72.009516,VT,82.0,19.8,384.0,14.0,74.0,17.5,44.0,20.8,49.0,3.8,,,,,28.0,5.1,,,,,82.0,13.7,71.0,21.0,74.0,-2.7,73.0,23.0,9.6,,,,
3797,NORTH COUNTRY HOSPITAL AND HEALTH CENTER (471304),2023,Critical Access,Voluntary non-profit - Private,25.0,44.954614,-72.200339,VT,63.0,20.7,365.0,15.5,122.0,19.0,28.0,20.2,,,35.0,14.0,,,,,,,,,63.0,-8.0,54.0,21.0,122.0,23.3,113.0,42.0,,494.0,12.9,123.0,1.2
3798,COPLEY HOSPITAL (471305),2023,Critical Access,Voluntary non-profit - Private,25.0,44.554186,-72.591214,VT,61.0,20.8,522.0,14.5,67.0,16.4,42.0,19.1,416.0,3.9,,,,,45.0,5.4,,,,,61.0,-15.7,52.0,14.0,67.0,-25.8,62.0,10.0,9.6,301.0,14.5,,
3799,SPRINGFIELD HOSPITAL (471306),2023,Critical Access,Voluntary non-profit - Private,35.0,,,VT,60.0,21.1,245.0,14.2,67.0,16.2,44.0,19.1,29.0,4.0,,,,,,,,,,,60.0,-1.4,52.0,19.0,67.0,15.1,64.0,17.0,,,,,
3800,"PORTER HOSPITAL, INC (471307)",2023,Critical Access,Voluntary non-profit - Private,25.0,43.99947,-73.169803,VT,72.0,20.9,333.0,14.5,69.0,16.1,40.0,19.0,80.0,4.0,,,,,,,,,,,72.0,17.1,68.0,20.0,69.0,-4.7,66.0,12.0,,497.0,14.0,45.0,0.9
3801,"ROY LESTER SCHNEIDER HOSPITAL,THE (480001)",2023,Acute Care,Government - Local,115.0,,,VI,51.0,20.2,272.0,13.9,34.0,17.1,,,,,,,,,,,,,,,51.0,32.7,47.0,13.0,34.0,-8.2,33.0,9.0,,199.0,14.6,56.0,1.0
3802,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR (480002),2023,Acute Care,Government - State,97.0,,,VI,61.0,20.9,266.0,15.6,,,,,,,,,,,,,,,,,61.0,37.5,51.0,13.0,,,,,,,,,
3803,RUSSELL COUNTY HOSPITAL (490002),2023,Acute Care,Voluntary non-profit - Private,63.0,36.899027,-82.078105,VA,52.0,22.8,195.0,15.0,69.0,18.0,31.0,20.0,,,,,,,,,,,,,52.0,51.9,40.0,21.0,69.0,-13.4,60.0,27.0,,34.0,16.0,,
3804,SENTARA RMH MEDICAL CENTER (490004),2023,Acute Care,Voluntary non-profit - Private,238.0,38.40614,-78.858322,VA,944.0,19.6,2795.0,14.7,455.0,16.1,157.0,19.5,112.0,3.8,192.0,12.5,59.0,10.7,265.0,6.3,192.0,-21.1,188.0,40.0,944.0,-5.2,739.0,254.0,455.0,-14.8,407.0,109.0,11.6,2178.0,14.9,714.0,0.8
3805,WINCHESTER MEDICAL CENTER (490005),2023,Acute Care,Voluntary non-profit - Private,461.0,39.1916,-78.193088,VA,1061.0,19.7,5384.0,14.3,615.0,17.8,356.0,17.6,215.0,4.1,453.0,14.2,107.0,11.3,,,453.0,9.4,437.0,145.0,1061.0,-7.7,864.0,288.0,615.0,16.4,560.0,157.0,,4635.0,14.7,1089.0,0.9
3806,SENTARA NORFOLK GENERAL HOSPITAL (490007),2023,Acute Care,Voluntary non-profit - Other,527.0,36.859728,-76.30482,VA,752.0,20.0,4218.0,14.7,221.0,16.6,76.0,17.5,,,515.0,12.6,347.0,10.7,93.0,4.7,515.0,8.0,500.0,118.0,752.0,30.9,626.0,213.0,221.0,42.3,214.0,60.0,9.2,669.0,14.6,1071.0,1.0
3807,UNIVERSITY OF VIRGINIA MEDICAL CENTER (490009),2023,Acute Care,Government - State,600.0,38.031829,-78.498455,VA,715.0,19.2,4638.0,14.2,255.0,16.9,120.0,19.6,236.0,3.8,280.0,13.2,260.0,9.7,1048.0,5.9,280.0,1.0,278.0,65.0,715.0,7.4,578.0,180.0,255.0,32.4,240.0,69.0,7.1,3510.0,10.3,2408.0,0.7
3808,SENTARA HALIFAX REGIONAL HOSPITAL (490013),2023,Acute Care,Voluntary non-profit - Private,143.0,36.713485,-78.913198,VA,241.0,20.2,765.0,13.7,151.0,18.1,150.0,20.6,,,,,,,46.0,4.8,,,,,241.0,8.1,202.0,70.0,151.0,23.2,138.0,46.0,8.7,1077.0,16.6,116.0,1.0
3809,BON SECOURS MARYVIEW MEDICAL CENTER (490017),2023,Acute Care,Voluntary non-profit - Private,341.0,36.836211,-76.348365,VA,311.0,20.9,1528.0,14.9,190.0,17.1,58.0,19.3,71.0,4.2,121.0,13.7,31.0,10.9,81.0,6.1,121.0,-17.2,119.0,33.0,311.0,30.5,250.0,94.0,190.0,10.0,178.0,48.0,10.5,1654.0,13.4,309.0,1.0
3810,AUGUSTA HEALTH (490018),2023,Acute Care,Voluntary non-profit - Private,244.0,38.092332,-78.988461,VA,514.0,19.0,2485.0,12.5,271.0,13.9,130.0,16.8,815.0,3.1,222.0,12.5,,,167.0,6.2,222.0,-19.7,217.0,60.0,514.0,-13.5,448.0,142.0,271.0,-35.5,252.0,58.0,7.8,2357.0,14.4,1177.0,1.0
3811,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE (490019),2023,Acute Care,Voluntary non-profit - Other,70.0,38.454848,-78.011305,VA,181.0,20.6,699.0,13.7,192.0,15.4,70.0,19.1,32.0,4.4,,,,,145.0,5.7,,,,,181.0,9.9,157.0,62.0,192.0,-16.8,165.0,46.0,11.4,165.0,14.5,146.0,1.0
3812,JOHN RANDOLPH MEDICAL CENTER (490020),2023,Acute Care,Proprietary,147.0,37.307065,-77.291491,VA,199.0,19.9,958.0,15.2,132.0,17.2,90.0,20.2,,,,,,,,,,,,,199.0,3.1,159.0,52.0,132.0,7.3,126.0,31.0,,1039.0,13.0,220.0,1.1
3813,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL (490021),2023,Acute Care,Voluntary non-profit - Private,605.0,37.416648,-79.169753,VA,1063.0,16.6,6004.0,13.4,659.0,15.9,207.0,18.1,351.0,3.2,573.0,13.7,135.0,10.1,623.0,3.0,573.0,14.2,552.0,121.0,1063.0,-37.5,896.0,257.0,659.0,4.1,613.0,151.0,12.4,1116.0,14.1,1126.0,0.9
3814,MARY WASHINGTON HOSPITAL (490022),2023,Acute Care,Voluntary non-profit - Private,432.0,38.310732,-77.481482,VA,1056.0,23.3,5368.0,16.1,853.0,20.4,328.0,22.6,330.0,5.1,345.0,15.6,91.0,10.5,467.0,3.4,345.0,34.5,335.0,104.0,1056.0,38.3,847.0,315.0,853.0,50.1,773.0,237.0,9.3,2437.0,13.9,603.0,1.0
3815,FAUQUIER HOSPITAL (490023),2023,Acute Care,Voluntary non-profit - Private,97.0,38.714858,-77.808306,VA,141.0,22.3,704.0,15.4,176.0,16.9,70.0,16.6,98.0,5.3,32.0,14.0,,,45.0,5.1,,,,,141.0,-5.5,124.0,47.0,176.0,-31.3,167.0,48.0,10.2,1262.0,13.4,305.0,0.8
3816,CARILION MEDICAL CENTER (490024),2023,Acute Care,Voluntary non-profit - Private,728.0,37.252046,-79.942297,VA,943.0,19.8,5618.0,13.4,557.0,16.6,170.0,18.1,358.0,3.3,446.0,13.3,156.0,10.9,139.0,4.0,446.0,13.5,436.0,103.0,943.0,6.0,823.0,249.0,557.0,7.5,523.0,131.0,7.8,1978.0,12.6,2190.0,0.8
3817,MEDICAL COLLEGE OF VIRGINIA HOSPITALS (490032),2023,Acute Care,Government - Hospital District or Authority,754.0,,,VA,474.0,17.5,4127.0,14.9,250.0,18.0,91.0,19.9,126.0,3.8,203.0,13.3,103.0,12.0,589.0,4.9,203.0,11.6,198.0,51.0,474.0,-9.3,382.0,112.0,250.0,24.7,234.0,76.0,8.2,903.0,14.5,1039.0,1.0
3818,WARREN MEMORIAL HOSPITAL (490033),2023,Acute Care,Voluntary non-profit - Other,166.0,38.930415,-78.19893,VA,138.0,20.2,581.0,14.0,109.0,16.7,78.0,18.9,,,,,,,,,,,,,138.0,2.7,117.0,36.0,109.0,4.9,101.0,29.0,,343.0,13.6,85.0,1.0
3819,RIVERSIDE SHORE MEMORIAL HOSPITAL (490037),2023,Acute Care,Voluntary non-profit - Private,95.0,37.699712,-75.720937,VA,129.0,20.8,544.0,15.0,126.0,17.0,29.0,18.7,,,,,,,113.0,6.8,,,,,129.0,7.6,107.0,42.0,126.0,-10.4,119.0,36.0,10.3,560.0,14.3,156.0,0.9
3820,SMYTH COUNTY COMMUNITY HOSPITAL (490038),2023,Acute Care,Voluntary non-profit - Private,152.0,36.850466,-81.489801,VA,45.0,19.2,258.0,14.4,78.0,16.6,25.0,18.7,29.0,5.3,,,,,32.0,5.8,,,,,45.0,-19.8,39.0,11.0,78.0,7.1,76.0,18.0,10.1,350.0,14.7,66.0,1.0
3821,INOVA ALEXANDRIA HOSPITAL (490040),2023,Acute Care,Voluntary non-profit - Private,327.0,38.824128,-77.104437,VA,424.0,20.2,3069.0,14.2,341.0,17.7,119.0,17.5,203.0,4.4,147.0,13.2,,,,,147.0,-5.3,143.0,40.0,424.0,49.9,370.0,120.0,341.0,42.1,323.0,96.0,,3153.0,13.2,582.0,1.1
3822,MARY IMMACULATE HOSPITAL (490041),2023,Acute Care,Voluntary non-profit - Private,219.0,37.143006,-76.51312,VA,132.0,20.1,879.0,14.2,132.0,18.0,65.0,18.5,307.0,4.2,56.0,15.5,,,,,56.0,15.8,55.0,21.0,132.0,-11.4,119.0,36.0,132.0,4.5,126.0,35.0,,466.0,14.6,753.0,0.9
3823,CARILION NEW RIVER VALLEY MEDICAL CENTER (490042),2023,Acute Care,Voluntary non-profit - Private,142.0,37.08894,-80.506786,VA,380.0,20.8,1235.0,14.0,212.0,17.1,93.0,19.7,,,82.0,13.8,,,41.0,5.7,82.0,-13.5,82.0,21.0,380.0,21.1,320.0,108.0,212.0,11.7,193.0,57.0,9.8,1878.0,12.4,526.0,1.0
3824,INOVA LOUDOUN HOSPITAL (490043),2023,Acute Care,Voluntary non-profit - Private,282.0,39.074609,-77.475227,VA,576.0,18.8,3800.0,14.3,612.0,16.1,111.0,17.3,148.0,4.6,168.0,14.4,,,32.0,5.3,168.0,11.5,163.0,51.0,576.0,-12.4,465.0,142.0,612.0,4.0,559.0,131.0,10.2,891.0,14.8,528.0,1.2
3825,SENTARA OBICI HOSPITAL (490044),2023,Acute Care,Voluntary non-profit - Other,181.0,36.773058,-76.583413,VA,640.0,21.7,2328.0,14.7,331.0,16.8,94.0,18.4,63.0,4.6,68.0,15.6,,,,,68.0,13.7,67.0,30.0,640.0,16.1,518.0,188.0,331.0,-5.9,311.0,84.0,,292.0,13.3,447.0,0.9
3826,NOVANT PRINCE WILLIAM MEDICAL CENTER (490045),2023,Acute Care,Voluntary non-profit - Private,144.0,38.767458,-77.484936,VA,270.0,19.2,1100.0,13.9,194.0,15.5,50.0,19.3,36.0,4.4,138.0,13.5,,,,,138.0,-14.4,137.0,40.0,270.0,6.6,226.0,63.0,194.0,-8.0,182.0,38.0,,293.0,14.6,211.0,1.1
3827,SENTARA LEIGH HOSPITAL (490046),2023,Acute Care,Voluntary non-profit - Other,251.0,36.850592,-76.191695,VA,788.0,20.4,3289.0,14.6,531.0,17.9,177.0,19.1,498.0,3.7,158.0,13.1,,,,,158.0,-4.8,154.0,32.0,788.0,23.6,655.0,238.0,531.0,19.9,504.0,139.0,,1145.0,15.5,907.0,0.8
3828,LEWISGALE MEDICAL CENTER (490048),2023,Acute Care,Voluntary non-profit - Other,365.0,37.2651,-80.033158,VA,516.0,21.8,3516.0,14.5,380.0,17.0,131.0,19.3,187.0,4.6,345.0,16.3,101.0,11.0,113.0,4.2,345.0,28.5,333.0,108.0,516.0,29.3,458.0,165.0,380.0,5.4,354.0,97.0,15.5,2074.0,14.0,563.0,1.2
3829,VIRGINIA HOSPITAL CENTER (490050),2023,Acute Care,Voluntary non-profit - Private,356.0,38.889088,-77.128654,VA,417.0,18.7,3900.0,13.8,352.0,16.8,103.0,17.5,346.0,4.0,112.0,13.5,87.0,12.2,,,112.0,-2.9,111.0,30.0,417.0,-4.1,368.0,99.0,352.0,15.5,334.0,79.0,,3658.0,10.3,737.0,1.0
3830,RIVERSIDE REGIONAL MEDICAL CENTER (490052),2023,Acute Care,Voluntary non-profit - Private,357.0,37.06389,-76.4854,VA,559.0,20.6,4438.0,14.6,417.0,18.0,165.0,20.3,,,321.0,13.7,59.0,12.2,870.0,6.5,321.0,-1.3,314.0,76.0,559.0,24.3,492.0,141.0,417.0,18.3,392.0,114.0,10.8,4566.0,12.4,1077.0,1.1
3831,JOHNSTON MEMORIAL HOSPITAL (490053),2023,Acute Care,Voluntary non-profit - Private,118.0,36.72067,-81.90856,VA,140.0,19.3,1054.0,14.9,330.0,17.4,90.0,19.8,,,118.0,15.5,,,109.0,4.9,118.0,4.6,118.0,33.0,140.0,-26.1,125.0,42.0,330.0,7.6,301.0,92.0,11.9,700.0,17.8,144.0,1.1
3832,SENTARA VIRGINIA BEACH GENERAL HOSPITAL (490057),2023,Acute Care,Voluntary non-profit - Other,268.0,36.864158,-76.028342,VA,772.0,20.5,3546.0,14.6,517.0,17.8,187.0,19.5,87.0,4.2,310.0,12.8,62.0,10.6,,,310.0,-2.6,304.0,70.0,772.0,22.2,636.0,229.0,517.0,20.5,466.0,127.0,,1819.0,13.7,685.0,1.0
3833,BON SECOURS ST MARYS HOSPITAL (490059),2023,Acute Care,Voluntary non-profit - Church,416.0,37.584405,-77.513262,VA,601.0,18.9,3991.0,14.0,394.0,15.8,134.0,18.3,308.0,4.5,195.0,13.3,143.0,10.2,34.0,5.2,195.0,-15.7,194.0,42.0,601.0,28.7,505.0,149.0,394.0,6.1,375.0,85.0,9.1,3176.0,11.8,705.0,1.1
3834,CLINCH VALLEY MEDICAL CENTER (490060),2023,Acute Care,Proprietary,175.0,37.093978,-81.819444,VA,103.0,21.2,369.0,14.3,110.0,16.2,73.0,19.2,,,43.0,14.0,,,52.0,5.6,,,,,103.0,27.1,85.0,35.0,110.0,-17.9,101.0,27.0,11.2,299.0,13.9,99.0,0.9
